Auec priuilege du Roy.	Avec privilège du Roi.
Ie ne vous entends point.	Je ne vous entend point.
ALEXIS.	ALEXIS.
T’aimant comme te t’ainte, Suis-ie pas (cher amy) comme vn autre toy-meſme?	T'aimant comme te t'ainte, Suis-je pas (cher ami) comme un autre toi-même?
HORTENSE.	HORTENSE.
I'eſtimeray touſiours à ſingulier honneur, De vous traiter des noms de maiſtre & de Seignenr.	J'estimerai toujours à singulier honneur, De vous traiter des noms de maître et de Seignenr.
G	G
ALEXIS.	ALEXIS.
Non, ie ſuis ce toy-meſme;	Non, Seigneur suis ce toi-même;
à qui tu rends la vie;	à qui tu rends la vie;
Détournant vn Hymemquime l’auroit rauit.	Détournant un Hymemquime l'aurait ravit.
O Dieux:	Ô Dieux:
HONTENSE.	HONTENSE.
ALEXIS.	ALEXIS.
Puiſque Clarice eſt ma vie en effet;	Puisque Clarice est ma vie en effet;
Ne fuſſez-je pas mort du vol qu’on m’en euſt fait?	Ne fussez-je pas mort du vol qu'on m'en eût fait?
Me conſerues-tu pas en nourriſſant ma flame?	Me conserves-tu pas en nourrissant ma flamme?
Et me rendant l’eſpoir, ne me rends-tu pas l’ame?	Et me rendant l'espoir, ne me rends-tu pas l'âme?
Hortenſe demeure interdit.	Hortense demeure interdit.
Voilà de mes trauaux le principe & la fin, De là depend mon bon & mon mauuais deſtin, Ie ne t’ay fait entren au ſeruice d’Horace, Que pour y voir Clarice, & m’obtenir ſa grace:	Voilà de mes travaux le principe et la fin, De là dépend mon bon et mon mauvais destin, Je ne t'ai fait entren au service d'Horace, Que pour y voir Clarice, et m'obtenir sa grâce:
Pour elle ſeulement ie reſpire le iour, C’eſt mon ambition, c’eſt mon Prince, & ma Cours I'ay renoncé pour elle aux charmes de Lutrece, Et ie renoncerois à ceux d’vne Princeſſe.	Pour elle seulement ie mire le jour, C'est mon ambition, c'est mon Prince, et ma Cours J'ai renoncé pour elle aux charmes de Lutrece, Et mille renoncerais à ceux d'une Princesse.
En vn-mot le deſſein qui guide icy mes pas;	En un-mot le dessein qui guide ici mes pas;
Eſt d’obtenir de toy, Clarice, ou le treſpas.	Est d'obtenir de toi, Clarice, ou le trépas.
Si, comme ie pretens, ton ſoin me la procure, Ie tiens tous mes bienfaits payeZ auec vſure, Et ceux dont i’ay deſſein, & ceux qui ſont paſſez, Mais adjouſtons encor, ce n’eſt pas dire aſſez.	Si, comme ie prétends, ton soin me la procure, Je tiens tous mes bienfaits payeZ avec usure, Et ceux dont j'ai dessein, et ceux qui sont passez, Mais ajoutons encor, ce n'est pas dire assez.
Ie veux, ſi de l’effet mon attente eſt ſuiute, Te reſtor obligé de plus que de la vie, Paſſer en tes reſpects, prendre ta qualité, Et t’eſtre plus ſouſmis que tu ne m’as eſté.	Je veux, si de l'effet mon attente est suivte, Te restor obligé de plus que de la vie, Passer en tes respects, prendre ta qualité, Et t'être plus sousmis que tu ne m'as été.
Rends moy donc, cher amy, ce fauorable office, Acquiers moy pour eſclaue, on macquerant Clarice, Et prendroit ſur ma vie autant que ſurmon bien.	Rends moi donc, cher ami, ce favorable office, Acquiers moi pour esclave, on macquerant Clarice, Et prendrait sur ma vie autant que surmon bien.
Hortenſe, que fais-tu?	Hortense, que fais-tu?
tume me reſponds rien!	tume me réponds rien!
O Dieux!	Ô Dieux!
quelle paſleur vois-je ſur ton viſage?	quelle pâleur vois-je sur ton visage?
Pourquoy de la parole as tu perdu l’vſage?	Pourquoi de la parole as tu perdu l'usage?
D’où naiſtcette ſuëur?	D'où naîtcette sueur?
quel eſt ce changement?	quel est ce changement?
HORTENSE.	HORTENSE.
Ce mal, quanuut mu ouumpupoagerement, Il ne me tient qu'au cœur, & me prend d ordinaire.	Ce mal, quanuut mu ouumpupoagerement, Il ne me tient qu'au cœur, et me prend d ordinaire.
Leonſe, aßiſtons-le.	Léonse, assistons-le.
ALE.	ALE.
AIS.	AIS.
LEONSE.	LEONSE.
Que luy pouuons nous faire?	Que était penons nous faire?
HORTENSE.	HORTENSE.
Il ſe paße bien-toſt, mais il me laiße au cœur, Ie ne ſçay quelle triſte, & ſtupide langueur.	Il se passée bientôt, mais il me laisse au cœur, Au ne sais quelle triste, et stupide langueur.
Qui le reſte du iour me tient l’ame abatuë.	Qui le reste du jour me tient l'âme abattue.
ALEXIS.	ALEXIS.
Repren, repren courage Hortenſe, & t'eſuertuë;	Repren, repren courage Hortense, et t'évertue;
Et pour te diuertir parlons vn peu d’amours Tu ſçais que mon eſpoir finit auec le iour, Si tu n'es fauorable à l’ardeur qui me preſſes:	Et pour te divertir parlons un peu d'amours Tu sais que mon espoir finit avec le jour, Si tu n'es favorable à l'ardeur qui me presses:
HORTENSE.	HORTENSE.
Ily faut trauailler, allez donc voir Lucrece;	Ili faut travailler, allez donc voir Lucrece;
verelt.	vèrelt.
eqlre vojto, coumemoy de ma purr, Diſpoſez cette affaire auant qu’il ſoit plus tards AlleZ, à cette fois vous connoiſtrez Hortenſe.	eqlre vojecto, coumemoi de ma pur, Disposez cette affaire avant qu'il soit plus tards Allez, à cette fois vous connaîtrez Hortense.
2	2
ALEXIS.	ALEXIS.
Ie ne me promets rien que par ton aſiſtance, Qu’il eſt paſle & deffait!	Je ne me promets rien que par ton asistance, Qu'il est pâle et défait!
ô dieux quel changementi Adieu, va ſur ton lit repoſer vn moment, Et de ton eloquence eſſaye apres les charmes.	ô dieux quel changy Adieu, va sur ton lit reposer un moment, Et de ton éloquence ès apres les charmes.
tis s’en vonti	tis s'en vonti
HORTENSE ſeul pleurant.	HORTENSE seul pleurant.
Ie n’auois plus moyen de retenir mes larmes.	Je n'avais plus moyen de retenir mes larmes.
En quel lieu vous pourray-je ôſecrettes douleurs Permettre en liberté les plaintes & les pleurs, D’où le bruit n’en arriue aux oreilles d'Horace?	En quel lieu vous pourrai-je ôsecrettes douleurs Permettre en liberté les plaintes et les pleurs, D'où le bruit n'en arrive aux oreilles d'Horace?
O ſort inexonable, autheur de ma diſgrace, Si tu m’as entrepris, ne faits pas grand effort, Ie ne vy des-ja plus, tu ne tueras qu'vn mort.	Ô sort inexonable, auteur de ma disgrâce, Si tu m'as entrepris, ne faits pas grand effort, Je ne vis déjà plus, tu ne tueras qu'un mort.
	
LA 1 R XTI	LA 1 R XTI
SCENE I.	SCÈNE I.
RINOCERONTE.	RINOCERONTE.
LEONIN.	LÉONIN.
RINOGERONTE Capicaii.	RINOGERONTE Capicaii.
OT, paſſer pour vn fol, en l'eſprit de Lucrecer	OT, passer pour un fol, en l'esprit de Lucrecer
LEGNIN.	LÉGNIN.
Moy, paſſerpour vn autre aux yeux de ma Maiſtreſſe:	Moi, passerpour un autre aux yeux de ma Maîtresse:
RINOCERONTE.	RINOCERONTE.
Moy, le Mars des guerriers:	Moi, le Mars des guerriers:
moy, le Dieu des cõbats!	moi, le Dieu des combats!
LEONIN.	LÉONIN.
Moy, le Bacchus des potst moy, le démon des plats!	Moi, le Bacchus des pott moi, le démon des plats!
RINOCERONTE.	RINOCERONTE.
Et moy?	Et moi?
pour dire tout, le grand Rinoceronte?	pour dire tout, le grand Rinocéronte?
G.	G.
iij	jij
LEONIN.	LÉONIN.
Et moy, ſon eſcuyer!	Et moi, son écuyer!
d -	d '
RINOCERONTE.	RINOCERONTE.
D.	D.
deſeſpois:	désespois:
CEONIN.	CEONIN.
O honte!	Ô honte!
RINOCERONTE.	RINOCERONTE.
Vienca, va de ma parttrouuercette ame fiare, Et d’vne façongraue, & d’vne voix altiere, Dy luy, que l’on a veu cét inuincible bras, Acheuer plus d’exploicts, ruïner plus d’Eſtats, Soumettre plus de Roys, faire plus de pupilles, Démolir plus de forts, ſaccager plus de villes, Et plus faire en un tour creuſer de monuments, Que l’ingratte qu'elle eſt n’a veſcu de moments.	Vienca, va de ma parttrouvercette âme fiare, Et d'une façongraue, et d'une voix altière, Dy lui, que l'on a vu cet invincible bras, Achever plus d'exploits, ruiner plus d'États, Soumettre plus de Rois, faire plus de pupilles, Démolir plus de forts, saccager plus de villes, Et plus faire en un tour creuser de monuments, Que l'ingratte qu'elle est n'a vécu de moments.
Adiouſter qu'acheuant toutes ces aduantures, I'ayſur ce noble corps receu plus de bleßures, De cette verité, trop fidelles teſmoins, Que iamais ſur ſa toile elle n'a fait de points.	Ajouter qu'achevant toutes ces aventures, J'aysur ce noble corps reçu plus de blessures, De cette vérité, trop fidèles témoins, Que jamais sur sa toile elle n'a fait de points.
LEONI Quel Prince a ſi ſouuent mis ce bras en vſage?	LENI Quel Prince a si souvent mis ce bras en usage?
RINOGERONTE.	RINOGERONTE.
Nul Prince, nuleſtat, nul Roy que mon courage.	Nul Prince, nultat, nul Roi que mon courage.
LEONIN.	LÉONIN.
Et deuant quels teſmoins a paru ce grand cœur?	Et devant quels témoins a paru ce grand cœur?
RINOCERONTE.	RINOCERONTE.
I n’en reſte pas vn, car tous ſont morts de peur.	I n'en reste pas un, car tous sont morts de peur.
Ma ſeule voix, mon ombre, & mon ſoufle eſt funeſte, Sçais-tu mes qualitez,?	Ma seule voix, mon ombre, et mon souffle est funeste, Sais-tu mes qualité,?
Lieutenant de la peſte, Intendant general des menaces du ſort, Colonel du carnage, & commis de la mort, L'effroyablé terreur de là terre & de l’ondé, Et pour dire en vn mot le deſtructeur dumonde.	Lieutenant de la peste, Intendant général des menaces du sort, Colonel du carnage, et commis de la mort, L'effroyablé terreur de là terre et de l'ondé, Et pour dire en un mot le destructeur dumonde.
LEONIN:	LÉONIN:
d n'eſt donc Roy, ſuiet, peuple, ny nation, Qui n’aſpire à l’honneur de voſtre affection?	 d'est donc Roi, sujet, peuple, ni nation, Qui n'aspire à l'honneur de votre affection?
Sans doute.	Sans doute.
RINOCERONTE.	RINOCERONTE.
LEONIN.	LÉONIN.
Et d’où vient donc, qu’on vous chaßa de France, D’ou l’on vous veid ſt toſt de retour à Florence?	Et d'où vient donc, qu'on vous chassa de France, D'ou l'on vous vi st tôt de retour à Florence?
RINOCERONTE:	RINOCERONTE:
Moy chaßer?	Moi chasser?
nul que moy, n’a droit de m’en bannir.	nul que moi, n'a droit de m'en bannir.
Mais appren le ſuiet, qui m'en fist reuenir.	Mais appren le sujet, qui m'en fît revenir.
CLARICE.	CLARICE.
Ce Roy dont vn tournoy ſignala la vaillance, Mais qui mourut enfin du dernier coup de lance:	Ce Roi dont un tournoi signala la vaillance, Mais qui mourut enfin du dernier coup de lance:
Sçais-tu qui le bleſſa?	Sais-tu qui le blessa?
LEONIN.	LÉONIN.
Non, le connoiſſez-vous?	Non, le connaissez-vous?
RINOCERONTE.	RINOCERONTE.
Moy, (pourte dire vray) mais ce mot entre nous.	Moi, (pourte dire vrai) mais ce mot entre nous.
O combien mon depart dedans les cœürs des Dames, Laiſſa de vains ſouhaits, & d’inutiles flames;	Ô combien mon départ dedans les cœurs des Dames, Laissa de vains souhaits, et d'inutiles flammes;
Car durant le ſejour que ie fis ences lieux, Abien d’autres qu'au Roy ie donnay dans les yeux.	Car durant le séjour que je fis ences lieux, Abien d'autres qu'au Roy ie donnai dans les yeux.
Conſidere moy bien, contemple ce viſage, En as-tu veu quelqu'vn qui t’ait pleu dauantage?	Considère moi bien, contemple ce visage, En as-tu vu quelqu'un qui t'ait plu davantage?
Ie ne me flatte point, mais i’ay ſans vanité Entendu quelquesfois parlerde ma beauté, Außi bien que du corps, ie triomphe des ames, Et ſi ie ne te dis qu’vn milion de Dames, Que i’ay mis pour vn iour dedans le monument, Ce n’eſt point me vanter, c'eſt parler ſobrement.	Je ne me flatte point, mais j'ai sans vanité Entendu quelquefois parler ma beauté, Aussi bien que du corps, ie triomphe des âmes, Et si beau ne te dis qu'un milion de Dames, Que j'ai mis pour un jour dedans le monument, Ce n'est point me vanter, c'est parler sobrement.
Quand à bleſſer des cœurs, i’ay ma veuë occupée, Iay fait autant d’exploits des yeux que de l’eſpée, Selon l’air que ie prends, tout ſuccede à mes vœux, Ange quand il me plaiſt, & diable quand ie veux.	Quand à blesser des cœurs, j'ai ma vue occupée, Iais fait autant d'exploits des yeux que de l'épée, Selon l'air que je prends, tout succède à mes vœux, Ange quand il me plaît, et diable quand elle veux.
LEONIN.	LÉONIN.
Certes voſtre beauté fait tort à voſtre eſtime, Ce viſage eſt trop doux pour vn cœur ſi ſublime:	Certes votre beauté fait tort à votre estime, Ce visage est trop doux pour un cœur si sublime:
Car, comment accorder la force de ce bras, Auecques la douceur de ces charmants appas, Dl ma eunndvindgiuce phapailes, Vous croiroit ce Sathan, ce Diable que vous eſtes?	Car, comment accorder la force de ce bras, Avec la douceur de ces charmants appas, Dl ma eunndvindgiuce phapailes, Vous croirait ce Sathan, ce Diable que vous êtes?
RINOCERONTE.	RINOCERONTE.
Ie ſuis ce qui me plaiſt, i’ay cent fois pour vmoour, Pris, oulaiſſé la forme, ou de Mars, ou d’Amour.	Je suis ce qui me plaît, j'ai cent fois pour vœmour, Pris, oulaissé la forme, ou de Mars, ou d'Amour.
Ie me faits & défaits, & comme ie m’aduiſe, Ie me rends agreable, ou m’incafitaniſe:	Je me faits et défaits, et comme on m'avise, Je me rends agréable, ou m'incafitanise:
Pautoſuiumt fignuie eumue oxpioiis couinqueurs, Tantoſt me diuertis au carnage des cœurs;	Pautosuiumt fignuie eumue opioyis couinqueurs, Tantôt me divertis au carnage des cœurs;
Enfin, ſoit que ie plaiſe, ou ſoit que i'extermine, Touſiours, ou ma douceur, ou ma force est diuine.	Enfin, soit que rien plaise, ou soit que j'extermine, Toujours, ou ma douceur, ou ma force est divine.
LEONIN.	LÉONIN.
O Dieux:	Ô Dieux:
entretenons cette plaiſante humeur!	entretenons cette plaisante humeur!
Flattons ſa freneſie, & picquons-le de cœur.	Flattons sa frénésie, et piquons-le de cœur.
Sans mentir plus ie voy cette face brillante, Plus ie vous trouue aymable, & Lucrece inſolente.	Sans mentir plus grande vois cette face brillante, Plus ie vous trouve aimable, et Lucre insolente.
CLARICE.	CLARICE.
Et certes ce cœur ſert mal voſtre beauté, Qudcale iuuls piyeauce ſipamne,	Et certes ce cœur sert mal votre beauté, Qudale juuls pieauce sipamne,
RENOCERONTE.	RENOCERONTE.
S’acquittant des reſpects qu’elle me deuoit rendre;	S'acquittant des respects qu'elle me devait rendre;
De tout vn monde entier, ie l'aurois pis deffendre, Au lieu que luy portant la mort que ie luy doy, Vn monde ne pourroit la deffendre de moy.	De tout un monde entier, je l'aurais pis défendre, Au lieu que tu portant la mort que sans luilair, Un monde ne pourrait la défendre de moi.
Ma fureur n’employra pour esteindre ſes flames, Ny ce bras, ny ce fer, vierges du ſangdes femmes;	Ma fureur n'emploiera pour éteindre ses flammes, Ni ce bras, ni ce fer, vierges du sangdes femmes;
Prenant pour vn instant mon viſage de Mars, Ie la veux foudroyer d’vn ſeul de mes regards:	Prenant pour un instant mon visage de Mars, Je la veux foudroyer d'un seul de mes regards:
Eſuiic cette morctoy quepamtus preneue, Ne me ſuy que de loing, & deſtourne ta veuë:	Esuiic cette morctoi quepamûtus prenue, Ne me suis que de loin, et détourne ta vue:
Se ſauue qui pourna, certain que mon abord;	Se sauve qui pourna, certain que mon abord;
Porte pis que la peste, & pour le moins la mort:	Porte pis que la peste, et pour le moins la mort:
Il s’en va auec poſtures Eſpagnolles.	Il s'en va apprendre postures Espagnolles.
CIOMEDIE.	CIOMEDIE.
SCENE II.	SCÈNE II.
HORACE.	HORACE.
CLARICE.	CLARICE.
EMILIE dans vne Chambre.	EMILIE dans une Chambre.
HORACE.	HORACE.
J Ous, eſpouſer vn Cloiſtret ô le plaiſant capricet V J'ay les yeux aſſez, bons pour voir voſtre artifice, Oſtez à vos creſus ce voileſpecieux, clatice aſſiſe, pleure ſans ceſpondre.	 Jus, épouser un Cloistret ô le plaisant capricet V 'ai les yeux assez, bons pour voir votre artifice, Usés à vos cresus ce voilespecieux, clatice assise, pleure sans cespondre.
Voſtre deuotion ne va pas iuſqu’au Cieux.	Votre dévotion ne va pas jusqu'au Cieux.
La fille qui s’ajuſte auecques tant de-peine, Eſtime encorle monde, & ne l’a pas en hayne, On ne ſe pare point quand on veut s’enfermer, Etpour aymerle Ciel, il ne fautplus s’aymer.	La fille qui s'ajuste avec tant de-peine, Estime encorle monde, et ne l'a pas en haine, On ne se pare point quand on veut s'enfermer, Épour aimerle Ciel, il ne fautplus s'aimer.
Quand les foibles eſprits de ces ieunes coquettes, Se ſont embarraſſez de quelques amourettes.	Quand les faibles esprits de ces jeunes coquettes, Se sont embarrassez de quelques amourettes.
Et que leur foleſpoir ne peut auoir de lieu, Lors, au deffaut du monde, elles ſongent à Dieu;	Et que leur failespoir ne peut avoir de lieu, Lors, au défaut du monde, elles songent à Dieu;
Et tournent leurs penſées deuers des Monaſteres, Viſible Hippocriſie, & vray piege des Peres Qui ſe laiſſent gaigner pour retenir leurs pas, Ou les perdent plutost pour ne les perdre pas.	Et tournent leurs pensées devers des Monâteres, Visible Hypocrisie, et vrai piège des Pères Qui se laissent gagner pour retenir leurs pas, Ou les perdent plutôt pour ne les perdre pas.
H ii	H Hi
