A VIIIDIIRTE LA ROCVREVSE GENERALE.	À VIIIDIIRTE LA ROCUREUSE GÉNÉRALE.
ranga vud nod as Janonns  L’œu Mais Seigneur, qu’auez-vous voſtre eſprit agite Ne me parut iamais ſi fort inquieté.	ranga vu nod as Janonns L'œu Mais Seigneur, qu'avez-vous vôtre esprit agite Ne me parut jamais si fort inquiété.
3a LE ROY.	3a LE ROY.
4 C22 Ie ſuis impatient d’apprendre vne nouuelle, Sur vn ordre abſolu qui me tient en eeruelle, Eutoune ley Rcaniele, ce brune de rȩudoir, Si comme il m’eſt fidelle, il a fait ſon deuoir, De ſa bouche tantoſt vous apprendrez le reſte.	4 C22 Je suis impatient d'apprendre une nouvelle, Sur un ordre absolu qui me tient en cervelle, Éutoune lei Rcaniele, ce brune de rudoir, Si comme il m'est fidèle, il a fait son devoir, De sa bouche tantôt vous apprendrez le reste.
LE PRINCE, à part.	LE PRINCE, à part.
Ie voy ie ne ſçay quoy dans ſes yaux de funeſte, Qui plus que luy me geſne, & me doit plus troubler, olfonimiro sciuob inp biiiq iv  Mon accuſation me fait deſia trembler, Ah!	Je vois assez ne sais quoi dans ses yaux de funeste, Qui plus que tu me gêne, et me doit plus troubler, olfonimiro scivob inpiq biiiq j' Mon accusation me fait déjà trembler, Ah!
que ie me repens de eette promptitude, Et queie crains l'effet de ceute inquietude!	que Elle me repens de cette promptitude, Et queie crains l'effet de ceute inquiétude!
4	4
Lab 2ioſ9I  SCENE II.	Lab 2ios9I SCÈNE II.
LE ROY, LE PRINCE, MRHRAMEJE.	LE ROY, LE PRINCE, MRHRAME.
G.	G.
LEIdROY.	LEIdROY.
13b.	13b.
SAn1TA 2qqe col Jiorebs raoald uy o Le torey dorticer, hé il bien as-tu vangé, Sur ce cœul ciimermon nomneur outragé?	SAn1TA 2qe col Jiorebs raoald ui ô Le tore torticer, hé il bien as-tu vengé, Sur ce cœul cimermon nomneur outragé?
As-tu ſuiuy mon ordre, as-tu l’ame aſſez forte?	As-tu suivi mon ordre, as-tu l'âme assez forte?
RAMESE.	RAMÉE.
123 Jap!	123 Jap!
y obeictmi MHo amou2 Ouy, Seigneur, ç’en eſt fait, elle eſt morte.	y obéictmi MHo amou2 Oui, Seigneur, en est fait, elle est morte.
LE PRINCE.	LE PRINCE.
Qui Seigneur?	Qui Seigneur?
3 Elle eſt monte!	3 Elle est monte!
LE ROY.	LE ROY.
Cette infame en qui mal à plopos, I’auois fondé mon heur, ma gloire & mon repos, Cette méchante femme ingrate à qui l’adore, Qui veut ſoüiller mon lit & qui me des-honore.	Cette infâme en qui mal à ploppos, J'avais fondé mon heur, ma gloire et mon repos, Cette méchante femme ingrate à qui l'adore, Qui veut souiller mon lit et qui me déshonore.
LE PRINCE.	LE PRINCE.
Hé quoy, la Reyne eſt morte?	Hé quoi, la Reine est morte?
helas!	hélas!
qu’ay-je entendu?	qu'ai-je entendu?
44 Imerra muigmi.	44 Imera muigmi.
14	14
LEROY.	LEROY.
.	.
m12 I’eſtois des-honoré, i’ay fait ce que i’ay deu.	m12 J'étais des-honoré, j'ai fait ce que j'ai dev.
LE RRINCE, Quoy la Reyne n’eſt plus, quoy ſur mon témoignage.	LE RRINCE, Quoi la Reine n'est plus, quoi sur mon témoignage.
Vn Prince, de la perdre a bien eu le courage, Celle dont vn Eſpoux adoroit les appas, Par ſon arreſt cruel a iſouffert le trépas, Cette chaſte beauté des beautez la premiere, Par vn coup ſi fineſte a perdu la lumiere?	Un Prince, de la perdre a bien eu le courage, Celle dont un Époux adorait les appas, Par son arrêt cruel a isouffert le trépas, Cette chaste beauté des beautés la première, Par un coup si finête a perdu la lumière?
Ah!	Ah!
c’eſt moy qui fus ſeul ſon juge & ſon bour.	c'est moi qui fus seul son juge et son bour.
reau, 1.	reau, 1.
MA5 Ie pers ce que la terre eut iamais de plus beau, Ouy ie la priue ſeul d’vne choſe ſi rare, I’ay donné ſon arreſt, i'Ry fait ce coup barbare, Et par ma lafenete le poune au monument, Celle dont la beauté fut le moindre ornement, Seigneur qu’auez-vous fait?	MA5 Je perds ce que la terre eut jamais de plus beau, Ou ie la prive seul d'une chose si rare, J'ai donné son arrêt, j'Ri fait ce coup barbare, Et par ma lafenete le poune au monument, Celle dont la beauté fut le moindre ornement, Seigneur qu'avez-vous fait?
LE ROY.	LE ROY.
Vn acte de juſtice.	Un acte de justice.
LE PRINCE.	LE PRINCE.
Ie vous en dois vn autre il ſaut que ie periſſe, Seigneur, ie ne ſuis plus maiſtre de ma raiſon,	Je vous en dois un autre il saut que je périsse, Seigneur, Elle ne suis plus maître de ma raison,
LE ROY, à Rameſe.	LE ROY, à Ramèse.
D’où vient ce repentir, il eſt hors de ſaiſon, Il ſ'abhorre, il l’accuſe, & s’amuſe à la plaindre.	D'où vient ce repentir, il est hors de saison, Il s'abhorre, il l'accuse, et s'amuse à la plaindre.
LE PRINCE.	LE PRINCE.
42  homed am do oCi Eſgorgeons le bourreau, ie n’ay plus rien à craindre, Reſpectons le Tyran ſans reſpecter la main d’vn Miniſtre barbare, & d’vn tigre inhumainPour le ſang precieux que tu viens de répandre, Infame.	42 homéd am do oCi Esgorgeons le bourreau, Seigneur n'ai plus rien à craindre, Respectons le Tyran sans respecter la main d'un Ministre barbare, et d'un tigre inhumainPour le sang précieux que tu viens de répandre, Infâme.
Zoui s tomi moin	Zoui s tomi moin
MEMOLLE ROY.	MEMOLE ROY.
2 Ah!	2 Ah!
malheureux qu’oſez-vous entreprendre,	malheureux qu'osez-vous entreprendre,
RAMESE, bas.	RAMÉE, bas.
IES Vn ſi prompt mouuement luy doit eſtre ſuſpect.	JES Un si prompt mouvement lui doit être suspect.
LEMMOI.	LEMOI.
11 L2 Au Quelle rage à mes yeux vous oſte le reſpect, Ne comoiſſez-vous plus mon ſacré caractere?	11 L2 Au Quelle rage à mes yeux vous ôte le respect, Ne comaissez-vous plus mon sacré caractère?
L'EPRINCE.	L'ÉPRINCE.
Aprés ce que i'ay fait Seigneur ie doy tout faire, Et m’eſtonne comment dans mon juſte coure.	Après ce que j'ai fait Seigneur ie dois tout faire, Et m'étonne comment dans mon juste coure.
roux, M 11 Le ſang me laiſſe encor quelque reſpect pour vous, I’ay cherché de la perdre, & ie cherche à la ſuiure, I'attens icy la mort, ie ſuis laſſé de viure, Et la clemence en vain inuite à pardonner, A qui porte en ſa main de quoy ſe la donner, Beauté plus que mortelle, adorable Princeſſe Faſſe le juſte ciel que ta colere ceſſe, Et que ta haine encor juſte aprés le trépas, Pardonne au malheureux qui marche ſur tes pas Ie m’en vay te réjoindre, aimable Theodore, Quand ie te reuerray, ie te doy craindre encore.	roux, M 11 Le sang me laisse encor quelque respect pour vous, J'ai cherché de la perdre, et avoir cherche à la suivre, J'attends ici la mort, ie suis lassé de vivre, Et la clémence en vain inuite à pardonner, À qui porte en sa main de quoi se la donner, Beauté plus que mortelle, adorable Princesse Fasse le juste ciel que ta colère cesse, Et que ta haine encor juste après le trépas, Pardonne au malheureux qui marche sur tes pas Je m'en vais te réjoindre, aimable Théodore, Quand ie te reuerray, votre te dois craindre encore.
Et que dans l’oubly meſme où tout deuroit finir Mon crime ne r’appelle encor ton ſouuenir, Tu le dois, il le faut, i’attens de ta belle ombre.	Et que dans l'oubli même où tout devrait finir Mon crime ne rappelle encor ton souvenir, Tu le dois, il le faut, j'attends de ta belle ombre.
Vn reproche eternel iuſqu’au riuage ſombre, Quoy bourreaux, cette mort ne vous fait point d’horreur, Olignincour de monorat, preuenez ma fureur, Ce fer vous va vanger.	Un reproche éternel jusqu'au rivage sombre, Quoi bourreaux, cette mort ne vous fait point d'horreur, Olignincour de monorat, prévenez ma fureur, Ce fer vous va venger.
LE ROY.	LE ROY.
Qu'on s’oppoſe à ſa rage, Arreſtez fa fureur, gardez qu’il ne s’outrage, Moiiiere, ne:	Qu'on s'oppose à sa rage, Arrêtez fa fureur, gardez qu'il ne s'outrage, Moiiière, ne:
que vous ſert de nous faire ſentir.	que vous sert de nous faire sentir.
Pour la mort d’vne infâme vn laſche repentir?	Pour la mort dune infâme un lâche repentir?
Mais il court furieux où la rage l’emporte.	Mais il court furieux où la rage l'emporte.
LE PRINCE, en s’en allant.	LE PRINCE, en s'en allant.
Ie la ſuy malgre vous cette adorable morte, Puis qu’à vos yeux i’éuite aprés ma laſcheté, n chaſtiment du ciel que i’ay trop merité,	Je la su ivre vous cette adorable morte, Puis qu'à vos yeux j'éuite après ma lâcheté, n châtiment du ciel que j'ai trop mérité,
CENEIII.	CENEIII.
SCENE III.	SCÈNE III.
LE ROY RAMESE.	LE ROY RAMÉE.
Rameſe, d’où luy vient cette fureur extréme?	Ramène, d'où lui vient cette fureur extrême?
RAMESE.	RAMÉE.
C’eſt qu’il eſt le bourreau de l’innocence meſme.	C'est qu'il est le bourreau de l'innocence même.
LE ROY.	LE ROY.
Qu'apprens-ie?	Qu'apprends-je?
que dis-tu?	que dis-tu?
RAMESE.	RAMÉE.
Que l’on vous a trahy.	Que l'on vous a trahi.
Qu’à voſtre ordre cruel i’ay trop toſt obey, Que i’en mourray, Seigneur, de, regret & de honte;	Qu'à votre ordre cruel j'ai trop tôt obéi, Que j'en mourrai, Seigneur, de, regret et de honte;
Pluſt au Ciel que ma main n’euſt pas eſté ſi prompte!	Plût au Ciel que ma main n'eût pas été si prompte!
LE ROY La Reyne eſt innocente, helas!	LE ROY La Reine est innocente, hélas!
que m’apprenstu?	que m'apprendstu?
RAMESE.	RAMÉE.
u’on fait vn double outrage à la meſme vertu, I’ay peur que ce recit, Seigneur, ne vous accable, 4 Vous voyez que ie tremble au ſeul nom du cou.	u’on fait un double outrage à la même vertu, J'ai peur que ce récit, Seigneur, ne vous accable, 4 Vous voyez que ici tremble au seul nom du cou.
pable.	pable.
LE ROY.	LE ROY.
Crains-tu de m’eſpargner en l’eſtat où ie ſuis.	Crains-tu de m'épargner en l'état où tu suis.
Apres m’auoir ietté dans vn gouffre d’ennuis?	Après m'avoir jeté dans un gouffre d'ennuis?
Va, va, i’ay tout perdu, ie n’ay plus rien craindre, Comme de ton coſté tu n’as plus rien à feindre Exerce icy ſur moy ta derniere rigueur, Acheue pat ta langue à me percer le cœur:	Va, va, j'ai tout perdu, on n'ai plus rien craindre, Comme de ton côté tu n'as plus rien à feindre Exerce ici sur moi ta dernière rigueur, Achève pat ta langue à me percer le cœur:
Parle, auance vne mort que i’ay ſeul meritée Par ma credulité folle & precipitée, Eni me iuſtifiant ce beau ſang innocent, Vange-le, confons-moy par vn remors preſſant Reproche-moy ma honte, & fais que ie periſſe De l’horreur de mon crime & de mon iniuſtice:	Parle, avance mort que j'ai seul méritée Par ma crédulité folle et précipitée, Eni me justifiant ce beau sang innocent, Venge-le, confons-moi par un remors pressant Reproche-moi ma honte, et fais que sans périsse De l'horreur de mon crime et de mon injustice:
Ne croy pas que ie viue apres ton vain effort, I’ay mille autres chemins pour aller à la mort.	Ne crois pas que on vive après ton vain effort, J'ai mille autres chemins pour aller à la mort.
RAMESE.	RAMÉE.
He bien, par cette lettre ayez donc connoiſſanEt de voſtre malheur, & de ſon innocence.	He bien, par cette lettre ayez donc connaissanEt de votre malheur, et de son innocence.
LE ROY.	LE ROY.
Cette lettre eſt du Prince,	Cette lettre est du Prince,
RAMESE.	RAMÉE.
Elle eſt du ſuborneur:	Elle est du suborneur:
Comme il a vainement attaqué ſon honneur, Elle l’a menacé, mais il l’a preuenuë, Sans ſonger que ſa lettre vn iour ſeroit connuë;	Comme il a vainement attaqué son honneur, Elle l'a menacé, mais il l'a prévenue, Sans songer que sa lettre un jour serait connue;
Irene vn peu trop tard, Seigneur, me la fait voir, Car la Reine eſtoit morte, & dans ſon deſeſpoir, Tirant parmy ſes cris la lettre de ſa poche, Ie n’ay pû ſouſtenir vn ſi iuſte reproche;	Irene un peu trop tard, Seigneur, me la fait voir, Car la Reine était morte, et dans son désespoir, Tirant parmi ses cris la lettre de sa poche, Je n'ai pu soutenir un si juste reproche;
I’ay veu tous les tranſports de ſa tendre amirié Qui redoubloient encor ma honte & ma pitié, La voyant defaillir auprés de ſa maiſtreſſe, Ie l’ay par charité laiſſée en ſa foibleſſe.	J'ai vu tous les transports de sa tendre amirié Qui redoublaient encor ma honte et ma pitié, La voyant défaillir auprès de sa maîtresse, Je l'ai par charité laissée en sa faiblesse.
LE ROY apres auoir leu la lettre.	LE ROY après avoir lu la lettre.
Le traiſtre qui l’accuſe eſt donc le criminel, Qui va couurir mon nom d’vn opprobre eternel Ouy, ie n’en doute plus, c’eſt luy ſeul qui m’affronte, Puis qu’il cauſe ma mort auſſi bien que ma honte :	Le traître qui l'accuse est donc le criminel, Qui va couvrir mon nom d'un opprobre éternel Oui, je n'en doute plus, c'est un seul qui m'affronte, Puis qu'il cause ma mort aussi bien que ma honte :
Il ſouffrira, le traiſtre, vn infame treſpas, De qui ſon deſeſpoir ne le garantit pas Auant que de perir, ordonnons qu’il periſſe.	Il souffrira, le traître, un infâme trépas, De qui son désespoir ne le garantit pas Avant que de périr, ordonnons qu'il périsse.
Qu’il reſte au moins de nous quelque trait de iuſtice:	Qu'il reste au moins de nous quelque trait de justice:
Donnons ce grand exemple aux ſujets d’vn Eſtat Dont ie preuoy la cheute apres cét attentat, Sacrifions ſa vie, & noſtre honneur encore, Et tout le ſang Royal aux Manes que i’adore;	Donnons ce grand exemple aux sujets d'un État Dont ie preuoy la chute après cet attentat, Sacrifions sa vie, et notre honneur encore, Et tout le sang Royal aux Manes que j'adore;
Ouy, meſchant, tu mourras, tu l’as trop merité, Mais tu dois vn exemple à la poſterité, Crois-tu que ie defere à ta brutale enuie, Et que tu ſois encor le maiſtre de ta vie, Tu mourras, ſcelerat, non pas ſelon tes vœux, Mais parce qu’il le faut, parce que ié le veux, Tu mourras, tu mourras par vne main infame, Et ſur vn échaffaut tu vomiras tou ame.	Oui, méchant, tu mourras, tu l'as trop mérité, Mais tu dois un exemple à la postérité, Crois-tu que sans défère à ta brutale envie, Et que tu sois encor le maître de ta vie, Tu mourras, scélérat, non pas selon tes vœux, Mais parce qu'il le faut, parce que ié le veux, Tu mourras, tu mourras par une main infâme, Et sur un échaffaut tu vomiras âme.
Pardonne à mes tranſports, belle & chaſte moitié, Que ce monſtre m’a fait!	Pardonne à mes transports, belle et chaste moitié, Que ce monstre m'a fait!
égorger ſans pitié, Ie vay ſuiure ton embre, innocente victime, Afin que ta vertu me reproche mon crime:	égorger sans pitié, Je vais suivre ton embre, innocente victime, Afin que ta vertu me reproche mon crime:
Mais tu meurs innocente, & tu vas droit aux Cieux En triomphe porter ton eſprit glorieux, Et moy monſtre, ie cours au fonds des noirs abyſmes Chercher les chaſtimens qui ſont deubs à mes crimes, Ie te perds pour iamais, & tu ne peux ſentir Ny quelle eſt ma douleur, ny quel mon repentir, Las!	Mais tu meurs innocente, et tu vas droit aux Cieux En triomphe porter ton esprit glorieux, Et moi montre, ie cours au fonds des noirs abîmes Chercher les châtiments qui sont devbs à mes crimes, Je te perds pour jamais, et tu ne peux sentir Ni quelle est ma douleur, ni quel mon repentir, Las!
en t’aſſaſſinant dans ee remors extreſme, no te vange, & ie ſuis le bourreau de moymlicinie.	en t'assassinant dans ce mors extrême, nô te venge, et ton suis le bourreau de moimlicinie.
Ces remors eternels me donnent cent treſpas, Ie meurs deſeſperé, mais tu ne le ſens pas.	Ces remors éternels me donnent cent trépas, Je meurs désespéré, mais tu ne le sens pas.
RAMESE, bas.	RAMÉE, bas.
Ah!	Ah!
ie mel doutois bien que ſon ame abbatuë Ne pourroit reſiſter à ce coup qui le tuë.	Ce mel doutais bien que son âme abattue Ne pourrait résister à ce coup qui le tue.
LE ROY.	LE ROY.
Acheue de me perdre, en me diſant ſon ſort, Fais-moy le dur recit de cette iniuſte mort, Haſte-toy, dis-moy tout ſans peur de me de plaire.	Achève de me perdre, en me disant son sort, Fais-moi le dur récit de cette injuste mort, Hâte-toi, dis-moi tout sans peur de me de plaire.
RAMESE.	RAMÉE.
Vous le voyez, Seigneur, ſon innocence eſt claire, Mais quoy, ie n’ay pas eu le temps d’examiner Vn crime que iamais on n’euſt deu ſoupçonner.	Vous le voyez, Seigneur, son innocence est claire, Mais quoi, ie j'ai pas eu le temps d'examiner Un crime que jamais on n'eût dût soupçonner.
Dés que cette Princeſſe auſſi ſage que belle, A de ſa mort appris la funeſte nouuelle, Et qu’elle en a veu l’ordre eſcrit de voſtre main, Frappez, ma t’elle dit, en ouurant ſon beau ſein, le reſpecte cét ordre, & meurs obeïſſante, Mais, Rameſe, apprenez que ie meurs innocente :	Dès que cette Princesse aussi sage que belle, A de sa mort appris la funeste nouvelle, Et qu'elle en a vu l'ordre écrit de votre main, Frappez, ma t'elle dit, en ouvrant son beau sein, le respecte cet ordre, et meurs obéissante, Mais, Ramèse, apprenez que de meurs innocente :
Si vous vouliez m’entendre, il me ſeroit aiſé De me iuſtifier d’vn crime ſuppoſé, Ie reſſens, ay-ie dit, vos mortelles attaintes, Mais ie ne puis ouyr vos raiſons ny vos pl aintes, Madame, il faut mourir;	Si vous vouliez m'entendre, il me serait aisé De me justifier d'un crime supposé, Je ressens, ai-je dit, vos mortelles attaintes, Mais je ne puis ouïr vos raisons ainsi vos pl aintes, Madame, il faut mourir;
non, ie n’eſcoute plus, Et vos diſcours ſans preuue enfin ſont ſuperflus.	non, notre n'écoute plus, Et vos discours sans preuve enfin sont superflus.
Hé bien, m’a-t’elle dit, frappez, ie vous pardonne, Vn ingrat veut ma vie, & ie vous l’abandonne, Irene a cette preuue, elle la produira Trop tard à cét ingrat qui ſe repentira, Puis qu’vn iniuſte eſpoux m’oſte iuſqu’à la plainte, Ie ſouhaitte la mort, & ie l’attens ſans crainte, Elle ne peut trop toſt venir à mon ſ’ecours, Et c’eſt m’eſtre cruel que prolonger mes iours:	Hé bien, m'a-t-elle dit, frappez, Elle vous pardonne, Un ingrat veut ma vie, et Dieux vous l'abandonne, Irene a cette preuve, elle la produira Trop tard à cet ingrat qui se repentira, Puis qu'un injuste époux m'ôte jusqu'à la plainte, Je souhaite la mort, et je l'attends sans crainte, Elle ne peut trop tôt venir à mon s'écours, Et c'est m'être cruel que prolonger mes jours:
Le ſeul regret que i’ay me vient de ſa foibleſſe, Et ie conſerue encor pour luy tant de tendreſſe, Que ie crains les remors dont il ſe va geſner, Plus que le coup mortel que vous m’allez dõner, Ces mots, ie le confeſſe, ont attendry mon ame, Mais d’ailleurs ie craignois le reproche & le blâme, I’ay crû meſme bleſſer voſtre ordre en l’eſcoutant.	Le seul regret que j'ai me vient de sa faiblesse, Et ie conferve encor pour reste tant de tendresse, Que Que crains les remors dont il se va gêner, Plus que le coup mortel que vous m'allez donner, Ces mots, ie un confesse, ont attendri mon âme, Mais d'ailleurs je craignais le reproche et le blâme, J'ai cru même blesser votre ordre en l'écoutant.
Portant ſa belle main ſur ſon cœur palpitant, C’eſt là, m’a-t’elle dit, qu’il faut porter l’atteinte, Frappez, & comme moy ſoyez ferme & ſans crainte:	Portant sa belle main sur son cœur palpitant, C'est là, m'a-t-elle dit, qu'il faut porter l'atteinte, Frappez, et comme moi soyez ferme et sans crainte:
Ce cœur attend vn coup qui finit ſes trauaux, Et le mal d’vn moment luy ſauue mille maux.	Ce cœur attend un coup qui finit ses travaux, Et le mal d'un moment tu sauve mille maux.
I'ay eſoin cet endroit fans qu’elle en fuſt émeuë, Et i’ay planté dedans le poignard qui la tuë.	J'ai esoin cet endroit sans qu'elle en fût émue, Et j'ai planté dedans le poignard qui la tue.
LE ROY.	LE ROY.
Enfin elle eſt donc morte?	Enfin elle est donc morte?
RAMESE.	RAMÉE.
Ouy, Seigneur, c’en eſt fait.	Oui, Seigneur, c'en est fait.
Voſtre ordre eſtoit trop prompt pour eſtre ſans effet, Et dans cette rigueur aueuglement ſuiuie, Ie ne pouuois trencher vne plus belle vie.	Votre ordre était trop prompt pour être sans effet, Et dans cette rigueur aveuglement suivie, Je ne pouvais trencher Se plusbelle ur.
LE ROY Puis qu’elle proteſtoit qu’on l’accuſoit à tort, Cruel, qui te preſſoit de luy donner la mort?	LE ROY Puis qu'elle protestait qu'on l'accusait à tort, Cruel, qui te pressait de mieux donner la mort?
Auant que de frapper il la falloit entendre.	Avant que de frapper il la fallait entendre.
RAMESE.	RAMÉE.
Il ne falloit donc pas, Seigneur, me le defendre prens garde:	Il ne fallait donc pas, Seigneur, me le défendre prends garde:
Auez-vous dit, d’eſcouter ſes diſcours, Qui vains ne ſeruiroient qu’à prolonger ſes iours Si ton cœur indulgent incline à la tendreſſe, Par là tu donneras des marques de foibleſſe, Sois ſourd à ſon excuſe, aueugle à ſes appas, Et va ſans differer luy donner le treſpas, Si ie vous ay trahy pour eſtre trop fidelle, Ne l’imputez, Seigneur, qu’à l’ardeur de mon zele.	Avez-vous dit, d'écouter ses discours, Qui vains ne serviraient qu'à prolonger ses jours Si ton cœur indulgent incline à la tendresse, Par là tu donneras des marques de faiblesse, Sois sourd à son excuse, aveugle à ses appas, Et va sans différer lui donner le trépas, Si je vous ai trahi pour être trop fidèle, Ne l'imputez, Seigneur, qu'à l'ardeur de mon zèle.
LE ROY.	LE ROY.
Me voyant emporté tu pouuois m’eſcouter, Mais tu ne deuois pas ſi viſte executer, Vne colere aueugle, aueuglement ſuiuie, Me va couſter l’honneur, le repos & la vie, Vn ſeruiteur fidele agit plus prudemment,	Me voyant emporté tu pouvais m'écouter, Mais tu ne devais pas si vite exécuter, colère aueugle, aueuglement suiuie, Me va coûter honneur, le repos et la vie, serviteur fidèle agit plus prudemment,
RAMESE.	RAMÉE.
Vous voulez qu’on vous ſerue en tout aueuglement :	Vous voulez qu'on vous serve en tout aveuglément :
Ie voyois bien, Seigneur, que voſtre ordre eſtoit Iude, Mais ie craignois l’effet de voſtre promptitude, I’en ay veu dans la Cour l’exemple dangereux, I’ay veu perir des Grands, ie me regle par eux,	Je voyais bien, Seigneur, que votre ordre était Jude, Mais tu craignais l'effet de votre promptitude, J'en ai vu dans la Cour l'exemple dangereux, J'ai vu périr des Grands, tu me règle par eux,
LE ROY.	LE ROY.
Puis que ta main trop prompte a ſuiuy ma penſée, Condamnons ſeulement celuy qui l’a pouſſée, Tu ſuis vn ordre injuſte, & i’excuſe ton bras, Mais, traiſtre que ie ſuis, ie ne m’excuſe pas, Een le me paruome vn coup n'oeteſtable.	Puis que ta main trop prompte a suivi ma pensée, Condamnons seulement celui qui l'a poussée, Tu suis un ordre injuste, et j'excuse ton bras, Mais, traître que je suis, tu ne m'excuse pas, Een le me parvome un coup n'étable.
RAMESE.	RAMÉE.
Ie ne puis plus ſouffrir le remors qui l’accable.	Je ne puis plus souffrir le remors qui l'accable.
Il eſt aſſez puny, redoutons ſa fureur, Il faut qu’Irene m’aide à le tirer d’erreur.	Il est assez puni, redoutons sa fureur, Il faut qu'Irène m'aide à le tirer d'erreur.
La voicy.	La voici.
SCENE IV.	SCÈNE IV.
LE ROY, RAMESE, IRENE.	LE ROY, RAMÉE, IRENE.
RAMESE, bas à Irene.	RAMÉE, bas à Irene.
Que ſon ame eſt viuement touchée.	Que son âme est vivement touchée.
IRENE.	IRENE.
Ie le ſçay, i’ay tout veu, i’eſtois icy cachée.	Je le sais, j'ai tout vu, j'étais ici cachée.
LE ROY.	LE ROY.
Si c’eſt pour m’accabler que vous venez me voir, Irene approchez-vous, voyez mon deſeſpoir, Pour peũ que vous ſentiez mes mortelles atteintes 1e cnangerez bien-toſt vos reproches cii plaintes.	Si c'est pour m'accabler que vous venez me voir, Irene approchez-vous, voyez mon désespoir, Pour peun que vous sentiez mes mortelles atteintes 1e cnangerez bientôt vos reproches ciqui plaintes.
Et vous aurez pitié d’vn Prince malheureux Qui fut contre luy-meſme iniuſte & rigoureux.	Et vous aurez pitié d'un Prince malheureux Qui fut contre notre-même injuste et rigoureux.
IRENE.	IRENE.
Ce repentir m’appaiſe, & comme il eſt extreſme Il doit iuſques au Ciel toucher la Reine meſme, Qui, ſi d’vn lieu de gloire on vous peut eſcouter, D’vn excez de plaiſir s’en va reſuſciter;	Ce repentir m'apaise, et comme il est extrême Il doit jusques au Ciel toucher la Reine même, Qui, si d'un lieu de gloire on vous peut écouter, D'un excès de plaisir s'en va ressusciter;
Allons auprés du corps, nous verrons ce miracle, Maigre la moit, veigneur, quen y peut larre obſtacle,	Allons auprès du corps, nous verrons ce miracle, Maigre la moit, veigneur, quen y peut larre obstacle,
RAMESE.	RAMÉE.
Ouy, Seigneur, eſperez, le Ciel qui vous entelu 3 Pourra faire à vos yeux ce miracle important.	Oui, Seigneur, espérez, le Ciel qui vous entelu 3 Pourra faire à vos yeux ce miracle important.
LEROY.	LEROY.
Le Ciel prend ce treſor pour iamais ne le rendre, Ce diſcours eſt friuole & ie ne puis l’entendre, Vous l’auez entre vous vainement concerté, Pour remettre vn eſprit de douleur tranſporté:	Le Ciel prend ce trésor pour jamais ne le rendre, Ce discours est frivole et personne ne puis l'entendre, Vous l'avez entre vous vainement concerté, Pour remettre un esprit de douleur transporté:
Rameſe qu’as-tu dit, veux-tu que ie te croye?	Ramène qu'as-tu dit, veux-tu que Ne te croie?
Ie voy luire en tes yeux, ie ne ſçay quelle ioye Qui raſſeure ma vie, & qui me fait iuger Que tu m’auras ſauué de ce mortel danger;	Je vois luire en tes yeux, ie ne sais quelle joie Qui rassure ma vie, et qui me fait juger Que tu m'auras sauvé de ce mortel danger;
Ne me déguiſe rien, amy, ie t’en conjure, Dy-moy la verité, dy-la moy toute pure, Trouuant mon ordre injuſte & trop precipité, Dy-moy, ſi ſur le champ tu l’as executé?	Ne me déguise rien, ami, on t'en conjure, Dis-moi la vérité, dis-la moi toute pure, Trouvant mon ordre injuste et trop précipité, Dis-moi, si sur le champ tu l'as exécuté?
Tu vois qu’en m’annonçant cette dure nouuelle, L’atteinte que i’en ſens n’a pas eſté mortelle:	Tu vois qu'en m'annonçant cette dure nouvelle, L'atteinte que j'en sens n'a pas été mortelle:
Ne crains pas que la ioye entrant dedans mon cœur, Y porte vn plus grand coup que n’a fait la douleur, Parle ſans me flatter, & vous ma chere Irene, Dites en quel eſtat vous auez veu la Reine?	Ne crains pas que la joie entrant dedans mon cœur, Y porte un plus grand coup que n'a fait la douleur, Parle sans me flatter, et vous ma chère Irène, Dites en quel état vous avez vu la Reine?
S’il eſt vray qu’elle viue, allons luy faire voir Quel eſt mon repentir, quel eſt mon deſeſpoir Qu’on ne me peut ſauuer ſi la Parque l’appelle Et qu’enfin ie veux viure ou mourir auec elle, Vous eſtes l’vn & l’autre arbitres de mon ſort Haſtez-vous de reſoudre ou ma vie ou ma mort Parlez, puis-ie reuoir ma chere Theodore?	S'il est vrai qu'elle vive, allons lui faire voir Quel est mon repentir, quel est mon désespoir Qu'on ne me peut sauver si la Parque l'appelle Et qu'enfin ie me vivre ou mourir a elle, Vous êtes l'un et l'autre arbitres de mon sort Hâtez-vous de résoudre ou ma vie ou ma mort Parlez, puis-je revoir ma chère Théodore?
SCENE DERNIERE.	SCÈNE DERNIÈRE.
LARET NE,LE ROI, &c.	LARET NE,LE ROI, etc.
Midas	Midas
4 LA REINE.	4 LA REINE.
Ouy, puis qu’enfin ie voy que vous m’aimez enCOre.	Oui, puis qu'enfin ie vois que vous m'aimez enCOre.
Ie lis dans voſtre cœur, cher & parfait eſpoux, Enfin ie vous pardonne, & ie croy tout de vous.	Je lis dans votre cœur, cher et parfait époux, Enfin ici vous pardonne, et Seigneur crois tout de vous.
LE ROY.	LE ROY.
Vous croiriez mon amour apres vn tel outrage?	Vous croiriez mon amour après un tel outrage?
LA REINE.	LA REINE.
