E 2 AVA DAMES	 2 AVA DAMES
Mais le ſort eſt changé, Rome l’eſt à ſon tour:	Mais le sort est chargé, Rome l'est à son tour:
DIMIERARTMCE.	DIMIÈRARTMCE.
Et Rome peut encor, ſe reuoir Rome vn iour.	Et Rome peut encor, se revoir Rome un jour.
GENSERIC.	GENSERIC.
Quoy vous me menacez!	Quoi vous me menacez!
L’IMPERATRICE.	L'IMPÉRATRICE.
Ie repouſſe vnoutrage;	Je repousse unoutrage;
GENSERIC.	GENSERIC.
I'ay beaucoup de pouuoir;	J'ai beaucoup de pouvoir;
Dim HRCiANICE.	Dim HRCiANICE.
I’ay beaucoup de courage.	J'ai beaucoup de courage.
GENSERIC.	GENSERIC.
Craignez, craignez vn Roy, que vous mettez ſi bas:	Craignez, craignez un Roi, que vous mettez si bas:
L’IMPERATRICE.	L'IMPÉRATRICE.
ie netramnas que ie ciet, que ie noſſence pas.	Le nettramnas que ici ciet, que ici nossence pas.
GENSERIC.	GENSERIC.
Enfin voſtre rigueur eſt touſiours obſtinée.	Enfin votre rigueur est toujours obstinée.
L’IMPERATRICE.	L'IMPÉRATRICE.
Ie veux mourir en Reine, ainſi que i'y ſuis née.	Je veux mourir en Reine, ainsi que j'y suis née.
GENSEIeIG.	GENSEIeIG.
Prenez vn bon conſeil,	Prenez un bon conseil,
L’IMPERATRICE.	L'IMPÉRATRICE.
Le conſeil en eſt pris, Et ie n’ay pas vn cœur, à ſouffrir le meſpris.	Le conseil en est pris, Et ainsi n'ai pas un cœur, à souffrir le mépris.
GENSERIC.	GENSERIC.
Enfin c'eſt trop ſouffrir cét orgueil qui me braue:	Enfin c'est trop souffrir cet orgueil qui me brave:
C’eſt trop faire le foible, & trop faire l’eſclaue;	C'est trop faire le faible, et trop faire l'esclave;
L'excez d’humilité ne ſied pas bien aux Roys, Et le vainqueur tout ſeul, doit impoſer des loix.	L'excès d'humilité ne sied pas bien aux Rois, Et le vainqueur tout seul, doit imposer des lois.
Ville, que les Romains ont iadis ſaccagée, Rome ſera punie, & Carthage vangée;	Ville, que les Romains ont jadis saccagée, Rome sera punie, et Carthage vengée;
Et comme ſes remparts n'ont pù nous reſiſter, Ie vaincray cét orgueil, difficile à dompter.	Et comme ses remparts n'ont puù nous résister, Je vaincrai cet orgueil, difficile à dompter.
I'entre dans le iardin;	J'entre dans le jardin;
ſi deuant que i'en ſorte, Vous ne vous reſoluez a parler d’autre ſorte;	si devant que j'en sorte, Vous ne vous résolvez a parler d'autre sorte;
Sçachez (pourme payer d vn temps ſi mal vſe) Que la force obtiendra, ce qu'on m'a refuſé, Ie vous le dis encor, ſongeZ-ydonc Madame.	Sachez (pourme payer dommes temps si mal use) Que la force obtiendra, ce qu'on m'a refusé, Je vous le dis encor, songez-ydonc Madame.
L’IMPERATRICE.	L'IMPÉRATRICE.
O Ciel!	Ô Ciel!
en quel eſtat reduiſez-vous moname?	en quel état réduisez-vous monme?
Quoy, faut-il que i'endure vn ſi ſenſible affront?	Quoi, faut-il que j'endure un si sensible affront?
I'en ay la mort au ſein, & la rougeur au front.	J'en ai la mort au sein, et la rougeur au front.
A moy tant d’inſolence, à moy tant de menaces!	À moi tant d'insolence, à moi tant de menaces!
A moyqui tiens le iour de ces illuſtres races, A qui toute la terre obeït ſi long-temps!	À moiqui tiens le jour de ces illustres races, À qui toute la terre obéir si longtemps!
A moy faire auiourd’huy le diſcours que i'entends!	À moi faire aujourd'hui le discours que j'entends!
Moy, me traiter d’eſclaue, ô fortune ennemie, Comble moy de mal-heurs, mais non pas d’infamie:	Moi, me traiter d'esclave, ô fortune ennemie, Comble moi de malheurs, mais non pas d'infamie:
Ie perds auecle Throſne, & repos, & bon-heur, Bref, tu m'as tout raui, mais laiſſe moy l’honneur.	Je perds auecle Thrône, et repos, et bonheur, Bref, tu m'as tout ravi, mais laisse moi l'honneur.
Ie ne demande point que ma diſgrace ceſſe;	Je ne demande point que ma disgrâce cesse;
Ie ne veux ſeulement que mourir en Princeſſe;	Je ne veux seulement que mourir en Princesse;
Ie ne veux ſeulement qu'arreſter par ma mort, L'amourde ce Barbare, & ſon Barbare effort.	Je ne veux seulement qu'arrêter par ma mort, L'amourde ce Barbare, et son Barbare effort.
Helas que dois-tu faire Eudoxe infortunée, Parmy tant de mal-heurs où l’on t’a condamnée?	Hélas que dois-tu faire Eudoxe infortunée, Parmi tant de malheurs où l'on t'a condamnée?
Quel conſeil dois-tu prendre en cette extrémité?	Quel conseil dois-tu prendre en cette extrémité?
Quel aſile te reſte, & quelle ſeureté?	Quel asile te reste, et quelle sûreté?
Et comment vaincre icy la rage frenetique D'vn monſtre qui commande aux monſtres de l'Affrique?	Et comment vaincre ici la rage frénétique D'un monstre qui commande aux monstres de l'Afrique?
D'vn monſtre ſi cruel, d’vn monstre ſibrutal!	D'un monstre si cruel, d'un monstre sibrutal!
Helas tout m’eſtcontraire, helas tout m’eſt fatal!	Hélas tout m'estcontraire, hélas tout m'est fatal!
L’eſperance en ce iour, de tout point m'eſt rauie:	L'espérance en ce jour, de tout point m'est ravie:
Ie pers meſme l’eſpoir, de perdre enfin la vie, Parmy tant de douleurs, ne pouuant expirer, Ie croy ſouffrir vn mal, qui doit touſiours durer;	Je perds même l'espoir, de perdre enfin la vie, Parmi tant de douleurs, ne pouvant expirer, Je crois souffrir un mal, qui doit toujours durer;
Ouyouycruel deſtin, dans ma triste aduanture, Changez l’ordre estably, renuerſez la nature;	Ouiouicruel destin, dans ma triste aventure, Changez l'ordre établi, renversez la nature;
Et comme c’eſt la mort qui me peut ſecourir, Venez rendre immortel, vn cœur qui veut mourir.	Et comme c'est la mort qui me peut secourir, Venez rendre immortel, un cœur qui veut mourir.
Hé Madame, PLACIDIE.	Hé Madame, PLACIDIE.
EVDOXE.	EUDOXE.
Calmez ces penſers qui vous troublent:	Calmez ces pensers qui vous troublent:
L’IMPERATRICE.	L'IMPÉRATRICE.
Mes filles, c’eſt pour vous que mes douleurs redoublent:	Mes filles, c'est pour vous que mes douleurs redoublent:
Et mon eſprit ſenſible à la iuſte amitié, S'il a beaucoup de peur, n'a pas moins de pitié.	Et mon esprit sensible à la juste amitié, S'il a beaucoup de peur, n'a pas moins de pitié.
iij	jij
Car ſi pour mon bon-heur la Parque nous ſepare, Vous reſtez apres moy dans les mains d’vn barbare, A qui tout eſt permis, & qui fait tout außi;	Car si pour mon bonheur la Parque nous sépare, Vous restez après moi dans les mains d'un barbare, À qui tout est permis, et qui fait tout aussi;
Et ie mourray deux fois, ſi vous mourez icy.	Et ici mourrai deux fois, si vous mourez ici.
Ciel eſcoute la voix, que ie pouſſe pour elles;	Ciel écoute la voix, que ici pousse pour elles;
Arreſte apres ma mort, leurs diſgraces cruelles;	Arrête après ma mort, leurs disgrâces cruelles;
Mais ſi ce fier Tyran eſt encor forcené, Ciel, priue les du iour que ie leur ay donné:	Mais si ce fier Tyran est encor forcené, Ciel, prive les du jour que ici leur ai donné:
Helas, de quel mal-heur ma fortune eſt ſuiuie, De ſouhaiter leur mort, ayant cauſé leur vie.	Hélas, de quel malheur ma fortune est suivie, De souhaiter leur mort, ayant causé leur vie.
Où ſera mon refuge, où ſera mon recours?	Où sera mon refuge, où sera mon recours?
La terre eſt impuiſſante, & les cieux sẽblent ſourds.	La terre est impuissante, et les cieux semblent sourds.
O toy pour me tirer d’vne triſte aduanture, Vrſace, cher Vrſace, ouure ta ſepulture;	Ô toi pour me tirer d'une triste aventure, Vrsace, cher Vrsace, ouvre ta sépulture;
Ouure la cher eſprit, ſi i’ay quelque pouuoir;	Ouvre la cher esprit, si j'ai quelque pouvoir;
Sors pour me deliurer, & pour me receuoir;	Sors pour me délivrer, et pour me recevoir;
Et puiſque mon deſtin eſt proche de ſon terme, Que ta main m'y conduiſe, & qu’elle la referme.	Et puisque mon destin est proche de son terme, Que ta main m'y conduise, et qu'elle la referme.
Vois ſi i’ay conſerué ma conſtance & ma foy;	Vois si j'ai conservé ma constance et ma foi;
Conſidere les maux, que ie ſouffre pour toy;	Considère les maux, que ici souffre pour toi;
Iuge ſi ton Eudoxe eſt volage ou fidelle;	Juge si ton Éudoxe est volage ou fidèle;
Si ſon cœur meritoit les ſoins que tu pris d’elle, S’il conſerue vnohjet, & ſi cher & ſi beau;	Si son cœur méritait les soins que tu pris d'elle, S'il conserve unohjet, et si cher et si beau;
Et s’il eſtime vn throſne au prix de ton tombeau.	Et s'il estime un trône au prix de ton tombeau.
Mais ie diſcours en l’air, & mon eſprit s’égare, Onne peut reünir ce que la mort ſepare, Les morts n’entẽdent plus, ny ſoupirs, ny clameurs, Vrſace ne vit plus, meurs donc Eudoxe, meurs.	Mais petit discours en l'air, et mon esprit s'égare, Onne peut réunir ce que la mort sépare, Les morts n'entẽdent plus, ni soupirs, ni clameurs, Vrsace ne vit plus, mûrs donc Éudoxe, meurs.
DEENE TV L’IMPERATRICE, THRASIMOND, PLACIDIE, EVDOXE.	DENE -TU L'IMPÉRATRICE, THRASIMOND, PLACIDIE, EVDOXE.
L’IMPERATRICE.	L'IMPÉRATRICE.
A Seigneur!	À Seigneur!
c’eſt icy qu’vne vertu ſi haute, TI Doit contredire vn pere, & reparer ſa faute:	c'est ici qu'une vertu si haute, TY Doit contredire un père, et réparer sa faute:
C’est icy qu’vn eſprit, ſi grand, & genereux, Peut arreſter le cours de mon ſort mal-heureux.	C'est ici qu'un esprit, si grand, et généreux, Peut arrêter le cours de mon sort malheureux.
Ie ne demande point que ſuiuant ma colere, Voſtre bras irrité, s’arme contre ſon Pere.	Je ne demande point que suivant ma colère, Votre bras irrité, s'arme contre son Père.
Au contraire Seigneur, ie demande aujourd’huy, Que vous ſauuieZ ſa gloire, & combatiez, pour luy.	Au contraire Seigneur, a demande aujourd'hui, Que vous sauviez sa gloire, et combatiez, pour quelque.
Empeſchez par ma mort qu’il ne ſe deshonnore:	Empêchez par ma mort qu'il ne se déshonore:
Il eſt encore temps, vous le pouuez encore, En me priuant du iour, Seigneur, vous le pouueZ, Ou pour mieux dire encor, Seigneur, vous le deuez.	Il est encore temps, vous le pouvez encore, En me privant du jour, Seigneur, vous le pouueZ, Ou Ou mieux dire encor, Seigneur, vous le devez.
Voudriez vous eſpouſer la fille d’vne femme, Qu'vn Prince violent, auroit rendue infame?	Voudriez -vous épouser la fille d'une femme, Qu'un Prince violent, aurait rendue infâme?
Ha, Seigneur voſtre rang ne vous le permet pas:	Ha, Seigneur votre rang ne vous le permet pas:
Voſtre honneur, & le mien demandent mon treſpas:	Votre honneur, et le mien demandent mon trépas:
Il y va de ma gloire, il y va de la voſtre, Et de celle d’vn Roy, ſi contraire à la noſtre:	Il y va de ma gloire, il y va de la vôtre, Et de celle d'un Roi, si contraire à la nôtre:
Donnez donc vn treſpas, & ſi cher, & ſi doux, Ou ſi tant d’amitié, que vous auez pour nous, Mal-gré tant de mal-heurs, n’apreuue point l’enuie, Que i’ay de les finir, en finiſſant ma vie, Et que l’amour d’Eudoxe, en ioignant vos eſprits, Ne puiſſe conſentir au deſſein que i’ay pris:	Donnez donc un trépas, et si cher, et si doux, Ou si tant d'amitié, que vous avez pour nous, Mal-gré tant de malheurs, n'approuve point l'envie, Que j'ai de les finir, en finissant ma vie, Et que l'amour d'Eudoxe, en joignant vos esprits, Ne puisse consentir au dessein que j'ai pris:
Taſchez donc d’arracher de cét eſprit ſauuage, Vn deſſein qui me perd, vn deſſein qui m'outrage, Et qui (s il dure encor) mettra certainement, Ces Princeſſes & moy, dans vn ſeulmonument:	Tâchez donc d'arracher de cet esprit sauvage, Un dessein qui me perd, un dessein qui m'outrage, Et qui (s il dure encor) mettra certainement, Ces Princesses et moi, dans un seulmonument:
da cema tenieio.	da céra ténieio.
THRASIMOND.	THRASIMOND.
Que faites-vous Madame?	Que faites-vous Madame?
L’IMPERATRICE.	L'IMPÉRATRICE.
Par l’honneur, par l’amour, par voſtre belle flame, Par celle qui vous aime, & que vous aimez tant, De nous rendre aujourd’huy ce ſeruice important.	Par l'honneur, par l'amour, par votre belle flamme, Par celle qui vous aime, et que vous aimez tant, De nous rendre aujourd'hui ce service important.
PLACIDIE.	PLACIDIE.
Ha, Seigneur, ſauuez-nous,	Ha, Seigneur, sauvez-nous,
THRASIMOND.	THRASIMOND.
Vous me comblez de honte,	Vous me comblez de honte,
EVDOXE.	EUDOXE.
THRASIMOND.	THRASIMOND.
THRASIMOND.	THRASIMOND.
O Dieu ie meurs,	Ô Dieu ie meurs,
EVDOXE.	EUDOXE.
Sil’aou paime dompte, Genereux Thraſimõd, vous touche àu meſme point, Ne l’abandonnez, pas, ne m'abandonnez point.	Sil'aou paime dompte, Généreux Thrasimèd, vous touche àu même point, Ne l'abandonnez, pas, ne m'abandonnez point.
THRASIMOND.	THRASIMOND.
Moy vous abandonner!	Moi vous abandonner!
ha dans cette aduanture, Ie ne balance point l’amour & la nature;	ha dans cette aventure, Je ne balance point l'amour et la nature;
Ie ne connois que trop l’iniuſtice du Roy, Et pour ſa propre gloire, & pour vous, & pour moy:	Je ne connais que trop l'injustice du Roi, Et pour sa propre gloire, et pour vous, et pour moi:
Madame, aſſeurez-vous que cét iniuſte pere, Se laiſſera flechir, ainſi que ie l’eſpere, Ou qu’il verrace cœur, d’eſpoir abandonné, Rendre à ſes cruautez le ſang qu'il m'a donné:	Madame, assurez-vous que cet injuste père, Se laissera fléchir, ainsi que . l'espère, Ou qu'il verrace cœur, d'espoir abandonné, Rendre à ses cruautés le sang qu'il m'a donné:
Ie m’en vay le trouuer:	Je m'en vais le trouver:
L'IMPERATRICE.	L'IMPÉRATRICE.
Ce n'eſt pas mon enuie:	Ce n'est pas mon envie:
THRASIMOND.	THRASIMOND.
Et ie garderay mieux voſtre honneur que mavie.	Et ici garderai mieux votre honneur que mavie.
L’IMPERATRICE.	L'IMPÉRATRICE.
Me le prometteZ-vous?	Me le promettez-vous?
THRASIMOND.	THRASIMOND.
Ouy, ie vous le promets;	Oui, Seigneur vous le promets;
Et ſiie ne u fay,ne mifimez, iamais.	Et siie ne u fais,ne mifimez, jamais.
– –	 „
Fin du ſecond Acte.	Fin du second Acte.
TEOT LIEE GENSERIC, THRASIMOND, ASPAR, OLIMBRE, VRSACE, OLICHARSIS, EVDOXE, PLACIDIE, L’IMPERATRICE, TALERBAL, TROVPE DE GARDES.	TEOT LIE GENSERIC, THRASIMOND, ASPAR, OLIMBRE, VRSACE, OLICHARSIS, EVDOXE, PLACIDIE, L'IMPÉRATRICE, TALERBAL, TROUPE DE GARDES.
SCENE PREMIERE.	SCÈNE PREMIÈRE.
GENSERIC, THRASIMOND, ASPAR.	GENSERIC, THRASIMOND, ASPAR.
25 THRASIMOND.	25 THRASIMOND.
Eigneur, ma liberté vous doit ſembler eſtrange:	Eigneur, ma liberté vous doit sembler étrange:
Außi voſtre œil s’irrite, & voſtre teint ſe change;	Aussi votre œil s'irrite, et votre teint se change;
Et ie m'aperçoy bienque ce que ie vous dy, Quoy que iuſte en effet, vous ſemble trop hardy.	Et personne m'aperçois bienque ce que je vous dis, Quoi que juste en effet, vous semble trop hardi.
Mais quelque trouble enfin, qui ſur ce front s’eſleue, Medeuſt-il foudroyer, ſi faut-il que i'acheue,	Mais quelque trouble enfin, qui sur ce front s'esleue, Medeut-il foudroyer, si faut-il que j'achève,
LVDOXE, Et pour voſtre intereſt, autant que pour le mien, Puiſque i'ay commencé, que ie ne cele rien.	LUDOXE, Et pour votre intérêt, autant que pour le mien, Puisque j'ai commencé, que personne ne cèle rien.
Certains eſprits Seigneur, que l’intereſt anime, Certains eſprits meſchans, qui viuent de leur crime, Connoiſſant voſtre humeur, connoiſſant ſa bonté, Vſent inſolemment de ſa facilité, Diſent tout, oſent tout, voyant qu’on leur pardonne;	Certains esprits Seigneur, que l'intérêt anime, Certains esprits méchants, qui vivent de leur crime, Connaissant votre humeur, connaissant sa bonté, Vsent insolemment de sa facilité, Disent tout, osent tout, voyant qu'on leur pardonne;
Et donnent des conſeils dignes de qui les donne.	Et donnent des conseils dignes de qui les donne.
Mais ces peſtes d’eſtat, ſi l’on ſouffre leur voix, Ayant perdu l’honneur, perdent apres les Roys.	Mais ces pestes d'état, si l'on souffre leur voix, Ayant perdu l'honneur, perdent après les Rois.
Ces laſches, ces flateurs, ces ames mercenaires, Parmyles trahiſons, qui leur ſont ordinaires, N’enont point de plus grande, & plus à redouter, Pour l’honneur de celuy qui les daigne eſcouter, g Que celle qui conduit ſa raiſon aueuglée, Dans les cruels tranſports d’vne amour dereglée:	Ces lâches, ces flatteurs, ces âmes mercenaires, Parmiles trahisons, qui leur sont ordinaires, N'enont point de plus grande, et plus à redouter, Pour l'honneur de celui qui les daigne écouter, g Que celle qui conduit sa raison aveuglée, Dans les cruels transports d'une amour dereglée:
Ces infames eſprits, par ce mauuais conſeil, Impriment vne tache aux rayons d’vn ſoleil, Que ne ſçauroit cacher leur malice profonde, Car les vices des Roys, ſont veus de tout le monde.	Ces infâmes esprits, par ce mauvais conseil, Impriment une tache aux rayons d' soleil, Que ne saurait cacher leur malice profonde, Car les vices des Rois, sont vus de tout le monde.
