Auec Priuilege du Royi	Avec Privilège du Roii
L veut punir, Madame, vn Amant temeraire, IVn inſenſé, qui crût meriter de vous plaire;	L veut punir, Madame, un Amant téméraire, IUn insensé, qui crut mériter de vous plaire;
Dont la vie eſt funeſte au bonheur de vos iours.	Dont la vie est funeste au bonheur de vos jours.
Mais finit-il des miens le long & triſte cours, Puis que nos ennemis ſouffrent que ie vous voye?	Mais finit-il des miens le long et triste cours, Puis que nos ennemis souffrent que votre vous voie?
C iiij Tout rigoureux qu’ils ſont ils me comblent de ioy	Ç Cij Mer rigoureux qu'ils sont ils me comblent de joi
ELISE Que tu les connois mal, ces communs ennemis, Quand tu leur ſçais bon gré de ce qu’ils t’ont permit La faueur dont tu crois leur eſtre redeuable, De leurs méchancetez eſt la plus redoutable, Et tu le vas bien voir par les rudes eſfets Des maux qu’elle va ioindre aux maux qu’on hot a faits.	ELISE Que tu les connais mal, ces communs ennemis, Quand tu leur sais bon gré de ce qu'ils t'ont permit La faveur dont tu crois leur avait redevable, De leurs méchancetés est la plus redoutable, Et tu le vas bien voir par les rudes éfets Des maux qu'elle va joindre aux maux qu'on hot a faits.
Te le diray-je?	Te le dirai-je?
on veut quOroſmane choiſiſſe, Où d’eſtre ſans Eliſc, ou d’eller au ſupplice;	on veut quOrômane choisisse, Où d'être sans Élisc, ou d'eller au supplice;
On me donne à choiſir, ou d’aimer Amintas, Que ie ne puis aimer, ou de voir ton trépas.	On me donne à choisir, ou d'aimer Amintas, Que ie ne puis aimer, ou de voir ton trépas.
Laiſſeray-je perir vn Amant que j’adore?	Laisserai-je périr un Amant que j'adore?
Feray-je mon eſpoux d’vn Prince que i’abhorre!	Ferai-je mon époux d'un Prince que j'abhorre!
Parle, ouure-moy ton cœur, & ſans diſſimuler, Fay voir à mon amour où le tien peut aller.	Parle, ouure-moi ton cœur, et sans dissimuler, Fais voir à mon amour où le tien peut aller.
Choiſis ſans heſiter de la vie, ou d’Eliſe;	Choisis sans hésiter de la vie, ou d'Élise;
A ton choix, quel qu’il ſoit, elle ſera ſoûmiſe.	À ton choix, quel qu'il soit, elle sera soumise.
Si ton ame s’eſtonne & redoute la mort, Quand le Prince qui m’ayme, & que ie hay ſi ſor Des monſtres plus affreux ſeroit le plus horrible, I’en feray mon époux, pour toy tout m’eſt poſſible Mais ſi ton cœur fidelle & tranſporté d’amour, Peut mépriſer pour moy la lumiere du iour, Il n’eſt humain pouuoir qui ſur mon ame obtiennt Que ma fidelité ne réponde à la tienne.	Si ton âme s'étonne et redoute la mort, Quand le Prince qui m'aime, et que sans hai si sot Des monstres plus affreux serait le plus horrible, J'en ferai mon époux, pour toi tout m'est possible Mais si ton cœur fidèle et transporté d'amour, Peut mépriser pour moi la lumière du jour, Il n'est humain pouuoir qui sur mon âme obtiennt Que ma fidélité ne réponde à la tienne.
Non pas meſme les Dieux me pourroient empeſche De ioindre apres ta mort ce que i’eus de plus chen Et ie ferois bien plus, ô malheureux Alcandre!	Non pas même les Dieux me pourraient empêche De joindre après ta mort ce que j'eus de plus chen Et apprendre ferais bien plus, ô malheureux Alcandre!
Si l’on pouuoit pour toy dauantage entreprendre.	Si l'on pouvait pour toi davantage entreprendre.
Fay, Fay donc nos Deſtins, ils dépendent de toy i	Fais, Fais donc nos Destins, ils dépendent de toi y
OROSMANE.	OROSMANE.
C’eſt m’offencer, Ma dame, & c’eſt mal me cõnoiſtre Mal iuger d’vn aamoux que vous auez fair naiſtre, Que me donner le choix de la vie ou de vous, Ln pouuez-vous douter ſans haine & ſans courroun Et quand bien ie ſerois, vn ingrat, vn pariure;	C'est m'offenser, Ma dame, et c'est mal me cõnoistre Mal juger d'un aamoux que vous avez fair naître, Que me donner le choix de la vie ou de vous, Lnez pouvez-vous douter sans haine et sans courroun Et quand bien té serois, un ingrat, un parjure;
Auriez.	Auriez.
vous deu me faire vne plus grande iniure?	vous dev me faire une plus grande injure?
Helas !	Hélas !
’s’il ne falloit pour augmenter vos iours, Ou pour les rendre heureux en leur tranquille couri Que ſouffrir qu’vn Riual obtinſt voſtre Himenée, Vous m’en verriez haſter la cruelle journée;	Ô m'il ne fallait pour augmenter vos jours, Ou pour les rendre heureux en leur tranquille couri Que souffrir qu'un Rival obtinst votre Hyménée, Vous m'en verriez hâter la cruelle journée;
Et s’il manquoit ma vie à cét Himen fatal, Ie l’offrirois moy-meſme à cet heureux Riual.	Et s'il manquait ma vie à cet Hymen fatal, Je l'offrirais moi-même à cet heureux Rival.
Mais que pour la ſauuer, vous me ſoyez rauie?	Mais que pour la sauver, vous me soyez ravie?
Quel remede, grands Dieux!	Quel remède, grands Dieux!
pour aſſeurer ma vie Et qu’il la rauiroit bien plus cruellement, Que ne feroit iamais en ſa plus grande rage, Du truer ieſcmnor le Darbart courage.	pour assurer ma vie Et qu'il la ravirait bien plus cruellement, Que ne ferait jamais en sa plus grande rage, Du truer iescmnor le Darbart courage.
ELISE.	ÉLISE.
Mourons donc, cher Alcandre, & ne reſiſtons plus A l’iniuſte pouuoir des Deſtins abſolus.	Mourons donc, cher Alcandre, et ne résistons plus A injuste pouvoir des Destins absolus.
OROSMANE.	OROSMANE.
Ia malheureux, qu’opprime vne indigne fortune, Vous ayme, & ſouffrira qu’elle vous ſoit commune?	Ia malheureux, qu'opprime une indigne fortune, Vous aime, et souffrira qu'elle vous soit commune?
Vn Prince trop heureux d’auoir porté vos fers, Et trop recompensé de maux qu’il aſoufferts, Jour peu qu’en ſes malheurs vous preniez part encore, Jetra mourir pour luy la beauté qu’il adore?	Un Prince trop heureux d'avoir porté vos fers, Et trop récompensé de maux qu'il asoufferts, Jour peu qu'en ses malheurs vous preniez part encore, Jetra mourir pour lui la beauté qu'il adore?
O Dieux!	Ô Dieux!
ce ſeul penſer dans l’eſprit d’vn Amant, Iſ ſon plus veritable, & plus cruel tourment.	ce seul penser dans l'esprit d'un Amant, Is son plus véritable, et plus cruel tourment.
Songez, ſongez, Princeſſe à mes maux trop ſenſible, Que voſtre mort rendroit la mienne plus horrible, Et ſongez que mourant & pour vous, & ſans vous, Le plus cruel trépas me peut deuenir doux.	Songez, songez, Princesse à mes maux trop sensible, Que votre mort rendrait la mienne plus horrible, Et songez que mourant et pour vous, et sans vous, Le plus cruel trépas me peut devenir doux.
Lt qui ſçait ſi le Ciel ſur ma funeſte vie.	Lt qui sait si le Ciel sur ma funeste vie.
N’a pas toute ſon ire, & ſa rage aſſouuie, E qu’ayant ſur ma teſte épuiſe ſes rigueurs, Il n’ait gardé pour vous ſes plus rares faueurs:	N'a pas toute son frère, et sa rage assouuie, E qu'ayant sur ma tête épuise ses rigueurs, Il n'ait gardé pour vous ses plus rares faveurs:
Vos celeſtes berutez par les Dieux acheuées, A de meilleurs Deſtins ſont par eux reſeruées, Et s’ils ont le pouuoir d’exempter du Tombeau, Qui ſeroit-ce, que vous, leur ouurage plus beau;	Vos célestes berutez par les Dieux achevées, À de meilleurs Destins sont par eux réservées, Et s'ils ont le pouvoir d'exempter du Tombeau, Qui serait-ce, que vous, leur ouvrage plus beau;
Viuez, viuez heureuſe, & qu’vn Prince fidellę, Auec plus de merite, & non pas tant de zele, Succede en voſtre cœur au malheureux Amant Qui ne vous fut iamais qu’vn ſuiet de tourment, Et qui ne peut auoir de fin plus glorieuſe, Que de perdre pour vous vne vie ennuyeuſe.	Vivez, vivez heureuse, et qu'un Prince fidèle, Avec plus de mérite, et non pas tant de zèle, Sucède en votre cœur au malheureux Amant Qui ne vous fut jamais qu'un sujet de tourment, Et qui ne peut avoir de fin plus glorieuse, Que de perdre pour vous une vie ennuyeuse.
ELISE.	ÉLISE.
Et moy pourroy-je auoir de plus honteuſe fin, Que de ſuruiure ingrate, à ton triſte Deſtin?	Et moi pourrai-je avoir de plus honteuse fin, Que de survivre ingrate, à ton triste Destin?
Mais comment oſes-tu me propoſer de viure?	Mais comment oses-tu me proposer de vivre?
Me donner des conſcils que tu ne veux pas ſuiure Ceſſe Prince cruel!	Me donner des conscils que tu ne veux pas suivre Cesse Prince cruel!
ceſſe de m’attendrir;	cesse de m'attendrir;
Ne me rends point la mort difficile à ſouffrir;	Ne me rends point la mort difficile à souffrir;
Laiſſe-moy partager la gloire de la tienne;	Laisse-moi partager la gloire de la tienne;
Songe que mes malheurs finiront par la mienne, Et ſonge que l’amour n’en a point de plus grand Que d’aymer, d’eſtre aymée, & de perdre vn Amai Mais où court, & que veut Clarice épouuantée?	Songe que mes malheurs finiront par la mienne, Et songe que l'amour n'en a point de plus grand Que d'aimer, d'être aimée, et de perdre un Amai Mais où court, et que veut Clarice épouvantée?
SCENE VI.	SCÈNE VI.
CLARICE, ELISE, O ROSMAN.	CLARICE, ELISE, Ô ROSMAN.
CLARICE.	CLARICE.
E Ciel nous abandonne, & la Ville emportée, LEſt le triſte buuin de l’auare eſtranger, Vous n’eſtes pas vous-même hors du cõmun dange Dans le Palais tout manque, & le Soldat barbare Dejæ pour le ioreti les machines prépare.	E Ciel nous abandonne, et la Ville emportée, LEst le triste buin de l'avare étranger, Vous n'êtes pas vous-même hors du commun dange Dans le Palais tout manque, et le Soldat barbare Déjæ pour le joreti les machines prépare.
ELISE.	ÉLISE.
Helas!	Hélas!
au bruit confus que i’entends augmenter.	au bruit confus que j'entends augmenter.
e 1i dernier malheur il ne faut plus douter.	E 1i dernier malheur il ne faut plus douter.
OROSMANE.	OROSMANE.
Vous n’auez rien à crandre où ie ſeray, Madame.	Vous n'avez rien à crandre où tu serai, Madame.
ELISE.	ÉLISE.
Que tu me connois mal, ſi tu crois que mon ame, Dans le peril s’eſtonne, & meſme aupres de toy;	Que tu me connais mal, si tu crois que mon âme, Dans le péril s'étonne, et même auprès de toi;
Ilais on peut pour autruy craindre plus que pour ſoy.	Ilais on peut pour autrui craindre plus que pour soi.
Si tu m’aymes cher Prince, Amintas, & ſon Pere, Quoy qu’indignes obiets de ta iuſte cholere, Uancatume trne	Si tu m'aimes cher Prince, Amintas, et son Père, Quoi qu'indignes objets de ta juste colère, Uancatume traîne
OROSMANE.	OROSMANE.
Iugez mieux d’vn cœur où vous regnez, It qui n’a d’ennemis que ceux que vous craignez.	Jugez mieux d'un cœur où vous régnez, It qui n'a d'ennemis que ceux que vous craignez.
Aucanor, & ſon fils viuront,	Aucanor, et son fils vivront,
SCENE VII.	SCÈNE VII.
ARGANTE, OROSMANE, ELISE, CLARICE, CORSAIRES.	ARGANTE, OROSMANE, ÉLISE, CLARICE, CORSAIRES.
ARGANTE.	ARGANTE.
Que la licence le vous emporte pas à la moindre inſolence.	Que la licence le vous emporte pas à la moindre insolence.
Ldats, cherchons par tout noſtre inuincible Royz ſlais nos vœux ſont oüis, & c’eſt luy que ie voy.	Lédats, cherchons par tout notre invincible Rz soûlais nos vœux sont ouïr, et c'est main que je vois.
Her Seigneur, que le Ciel à la fin nous renuoye.	Her Seigneur, que le Ciel à la fin nous renvoie.
OROSMANE.	OROSMANE.
pendons mes amis noſtre communc ioye,	pendons mes amis notre communc joie,
Grand Prince!	Grand Prince!
ARGANTE.	ARGANTE.
OROSMANE.	OROSMANE.
Cher Argante, il faut ſans differer, Empeſcher le deſordre.	Cher Argante, il faut sans différer, Empêcher le désordre.
ARGANTE.	ARGANTE.
Il faut donc vous montrer.	Il faut donc vous montrer.
Sebaſte en vain l’eſſaye, & tel excez de rage, Des plus ſages Soldats maiſtriſe le courage, Qu’il eſt à redouter, que l’incendie enfin, N’acheue de Paphos le malheureux Deſtin	Sébaste en vain l'essaye, et tel excès de rage, Des plus sages Soldats maîtrise le courage, Qu'il est à redouter, que l'incendie enfin, N'achève de Paphô te malheureux Destin
O!	Ô!
quel malheur.	quel malheur.
ELISE.	ÉLISE.
OROSMANE.	OROSMANE.
Allons Argante, allons ſans ceſſt, Mourir, ou contenter ma diuine Princeſſe.	Allons Argante, allons sans cesst, Mourir, ou contenter ma divine Princesse.
SCENE VIII.	SCÈNE VIII.
CLARICE, ELISE.	CLARICE, ÉLISE.
CLARICE.	CLARICE.
E plus grand, le plus ſier de tous vos ennemis, LEſt douc ainſi Madame, à vos ordres ſoûmis!	E plus grand, le plus sier de tous vos ennemis, LEst douc ainsi Madame, à vos ordres soumis!
ELISE.	ÉLISE.
Prepare toy, Clarice, à voir d’autres merueilles, Qui ſurprendront bien plus les yeux & les oreillet Cypre ne verra plus la fille de ſes Roys, Redouter des Tyrans, & gemir ſous leurs loix, Ma puiſſance en ces lieux ne ſera plus bornée, Et i’y diſpoſeray de mon libre Himenée, Mais que voy-je, grands Dieux	Prépare -toi, Clarice, à voir d'autres merveilles, Qui surprendront bien plus les yeux et les oreillet Cypre ne verra plus la fille de ses Roys, Redouter des Tyrans, et gémir sous leurs lois, Ma puissance en ces lieux ne sera plus bornée, Et j'y disposerai de mon libre Himenée, Mais que vois-je, grands Dieux
SCENE IX.	SCÈNE IX.
NICANOR, ELISE.	NICANOR, ÉLISE.
NICANOR.	NICANOR.
Le Ciel me venge enſin, Et met entre mes mains ta vie & ton Deſtin.	Le Ciel me venge ensin, Et met entre mes mains ta vie et ton Destin.
Dehonneur de ton ſang, Peſte de ta Patrie, De mon lâche Amintas la baſſe idolatrie, Ne s’oppoſera plus à ma iuſte fureur, Et ie te confondray dans mon dernier malheur.	Dehonneur de ton sang, Peste de ta Patrie, De mon lâche Amintas la basse idolâtrie, Ne s'opposera plus à ma juste fureur, Et Seigneur te confondrai dans mon dernier malheur.
ELISE.	ÉLISE.
Acheue!	Achève!
eſt-ce à moy, lâche, à t'en donner l’audaca Qu’attends-tu?	est-ce à moi, lâche, à t'en donner l'audaca Qu'attends-tu?
que mon cœur s’effraye à ta menacet I eſt trop dés long-temps aux maux accouſtumé.	que mon cœur s'effraie à ta menacet I est trop dès longtemps aux maux accoutumé.
Pour auoir peur de toy, ny de ton bras armé, Iuppe-donc, vieux Tyran, immole ta victime;	Pour avoir peur de toi, ni de ton bras armé, Juppédonc, vieux Tyran, immole ta victime;
Ilaſte les chaſtimems que merite ton crime.	Ilaste les chastimems que mérite ton crime.
Sois ingrat à ton frere, & perfide à ton Roy;	Sois ingrat à ton frère, et perfide à ton Roi;
Sois Nicanor enfin;	Sois Nicanor enfin;
mais méchant, haſte-toy;	mais méchant, hâte-toi;
D’in vengeur offencé crains la iuſte cholere.	D'in vengeur offensé crains la juste cholère.
NICANOR Qu'il vienne à ton ſecours, qu’il vienne ton Corſaire, Il ne manque plus rien à mon reſſentiment, ue de t'oſter la vie aux yeux de cét Amant.	NICANOR Qu'il vienne à ton secours, qu'il vienne ton Corsaire, Il ne manque plus rien à mon ressentiment, ue de t'ôter la vie aux yeux de cet Amant.
I te verra perir au plus fort de ta ioye.	I te verra périr au plus fort de ta joie.
Mſon ame à ce penſer dans le plaiſir ſe noye, L ſi i’ay differé de te faire mourir.	Mson âme à ce penser dans le plaisir se noie, L si 'ai différé de te faire mourir.
L'eſt pour plaire à ma haine, & te faire ſouffeit.	L'est pour plaire à ma haine, et te faire souffit.
ELISE.	ÉLISE.
Et moy pour te parler dans la meſme franchiſe, E te hai beaucoup moins que ie ne te mépriſe.	Et moi pour te parler dans la même franchise, E te hai beaucoup moins que tu ne te méprise.
NICANOR.	NICANOR.
Amante d’vn Pirate, apres ta lâcheté, Peus-tu parler encore auec tant de fierté?	Amante d'un Pirate, après ta lâcheté, Peus-tu parler encore avec tant de fierté?
ELISE.	ÉLISE.
Hé!	Hé!
qu’eſtoit donc tantoſt la tienne deuenuë, Quand tu gardois Paphos, & que tu l’as perduë?	qu'était donc tantôt la tienne devenue, Quand tu gardais Paphos, et que tu l'as perdue?
Que faiſoit ta valeur dans les murs de Paphos, Quãd des Soldats ſans Chef t’ont fait tourner le doj	Que faisait ta valeur dans les murs de Paphos, Quand des Soldats sans Chef t'ont fait tourner le doj
OROSMANE,ELISE, NICANOI SEBASTE, CORSAIRES.	OROSMANE,ELISE, NICANOI SÉBASTE, CORSAIRES.
OROSMANE.	OROSMANE.
II nous a preuenus, ô Dieux:	II nous a prévenus, ô Dieux:
ELISE.	ÉLISE.
Helas!	Hélas!
Alcandre, Ta yaleur deſormais ne peut plus me deffendre;	Alcandre, Ta yaleur désormais ne peut plus me défendre;
Mais punis vn Tyran, quoy qu’il puiſſe arriuer;	Mais punis un Tyran, quoi qu'il puisse arriver;
Prefere ma vengeance au ſoin de me ſauuer.	Préfère ma vengeance au soin de me sauver.
OROSMANE.	OROSMANE.
Tigre affamé de ſang, que penſe-tu donc faire	Tigre affamé de sang, que pense-tu donc faire
NICANOR.	NICANOR.
Me venger d’vne ingrate, en dépit d’vn Corſaire.	Me venger d'une ingrate, en dépit d'un Corsaire.
OROSMANE.	OROSMANE.
Verſer le ſang d’Eliſe?	Verser le sang d'Élise?
NICANOR.	NICANOR.
Arreſte, où tu feras, De cette chere Eliſe, auancer le trépas.	Arrête, où tu feras, De cette chère Élise, avancer le trépas.
Arreſte, dis-je, & voy cette main toute preſte, A troubler par ſa mort l’aiſe de ta conqueſte.	Arrête, dis-je, et vois cette main toute prête, A troubler par sa mort l'aise de ta conquête.
Tremble, ſongeant au ſang que ce fer va verſer Si tu veux qu’elle viue, il y faut renoncer;	Tremble, songeant au sang que ce fer va verser Si tu veux qu'elle vive, il y faut renoncer;
Il faut quitter la Cypre, & loin de cette terre, Iller porter ailleurs tes crimes, & la guerre.	Il faut quitter la Cypre, et loin de cette terre, Iller porter ailleurs tes crimes, et la guerre.
OROSMANE.	OROSMANE.
Hé!	Hé!
n’es-tu point touché de cette obiet charmant?	n'es-tu point touché de cette objet charmant?
parbare!	parbare!
NICANOR.	NICANOR.
Ha!	Ha!
ie ſuis ſourd aux plaintes d’vn Amant.	Il suis sourd aux plaintes d'une Amant.
Prens party ſi tu veux.	Prends parti si tu veux.
OROSMANE.	OROSMANE.
En puis-je prendre vn autre, Quc de ſauuer ſa vie, & de perdre la noſtre?	En puis-je prendre un autre, Quelc de sauver sa vie, et de perdre la vôtre?
ELISE.	ÉLISE.
Gaide-t'en bien, Alcandre, & que par mon danger, Ion cœur pluſtoſt s’irrite, & ſonge à me venger.	Gaide-t'-en bientôt, Alcandre, et que par mon danger, Ion cœur plutôt s'irrite, et songe à me venger.
OROSMANE.	OROSMANE.
Hel ast il eſt trop tard, ma diuine Princeſſe.	Hél ast il est trop tard, ma divine Princesse.
La yain, mon triſte cœur me conſeilloit ſans ceſſe, De ne la point quitter;	La y, mon triste cœur me conseillait sans cesse, De ne la point quitter;
mon reſpect m’a trahy, Et ie ſuis malheureux pour auoir obey;	mon respect m'a trahi, Et tu suis malheureux pour avoir obéi;
Mlus pouuant la ſauuer par vn trépas funeſte, Haſtons-nous de ioüir du ſeul bien qui nous reſte.	Mlus pouvant la sauver par un trépas funeste, Hâtons-nous de jouir du seul bien qui nous reste.
Iiens ce fer, cruel Prince!	Jiens ce fer, cruel Prince!
& Maiſtre de mon ſort, ſauue ma chere Eliſe, & me donne la mort.	et Maître de mon sort, sauve ma chère Élise, et me donne la mort.
SEBASTE à l’oreille d’Oroſmane.	SÉBASTE à l'oreille d'Orômane.
tegneur?	tegneur?
NICANOR.	NICANOR.
Et d’où luy vient cette fatale épée	Et d'où lui vient cette fatale épée
SEBASTE.	SÉBASTE.
Tant plus à l’obſeruer, ma vcuë eſt occupée, Tant plus ie m’y confirme, & ie le reconnois Ncanor!	Tant plus à l'observer, ma vue est occupée, Tant plus grands m'y confirme, et Seigneur le reconnais Nanor!
connois-tu mon viſage & ma voix?	connais-tu mon visage et ma voix?
NICANOR.	NICANOR.
E ſerois-tu Sebaſte?	E serais-tu Sébaste?
SEBASTE.	SÉBASTE.
O l’heureuſe iournée!	Ô l'heureuse journée!
que ie reuoy l’Eſpoux dAminte infortunée.	que ici revois l'Espoux dAminte infortunée.
oy ton fils Nicanor;	ois ton fils Nicanor;
mais qu’vn bizarre ſort, Obligea pluſieurs fois à ſouhaitter ta mort.	mais qu'un bizarre sort, Obligea plusieurs fois à souhaiter ta mort.
Il fut ce vaillant Roy qu’a refuſé pour Gendre Et qu’a depuis deſtruit l’ambitieux Piſandre, Il eſt fils de la ieune, & charmante beauté, Que quitta ſans ſuiet ton infidelité.	Il fut ce vaillant Roi qu'a refusé pour Gendre Et qu'a depuis détruit l'ambitieux Pisandre, Il est fils de la jeune, et charmante beauté, Que quitta sans sujet ton infidélité.
NICANOR.	NICANOR.
Helas!	Hélas!
ie la quittay:	On la quittai:
mals ſans eſtre infidelle.	mals sans être infidèle.
Et ſans les longs malheurs d’vne priſon cruelle Le courroux de ſon Pere, ou la peur du trépas, N'euſſent peu m’empeſcher de reuoir ſes appas Mais ſeroit-il mon fils, ce Corſaire inuincible?	Et sans les longs malheurs d'une prison cruelle Le courroux de son Père, ou la peur du trépas, N'eussent peu m'empêcher de revoir ses appas Mais serait-il mon fils, ce Corsaire invincible?
Et croyray-je qu’Amince à l’oubly trop ſenſible Ait pu ſi toſt changer' en dédains rigoureux, Les terribles ſentimens de ſon cœur amoureur?	Et croirai-je qu'Amince à l'oubli trop sensible Ait pu si tôt changer' en dédains rigoureux, Les terribles sentiments de son cœur amoureur?
Me derober vn fils ſi grand par ſon merite, Qui ſemble que la terre eſt pour luy trop petitet Pourquoy me le rauir apres l’auoir donné?	Me dérober un fils si grand par son mérite, Qui semble que la terre est pour venir trop petitet Pourquoi me le ravir après l'avoir donné?
Pourquoy laiſſer ſans Pere vn fils infortuné?	Pourquoi laisser sans Père un fils infortuné?
Le crime ſe doit-il punir ſur l’innocence?	Le crime se doit-il punir sur l'innocence?
De combien d’actions pleines de violence, Noircit-elle mon nom par cette longue erreus Et doit-on croire ainſi ſon aueugle fureur?	De combien d'actions pleines de violence, Noircit-elle mon nom par cette longue erreus Et doit-on croire ainsi son aveugle fureur?
SEBASTE.	SÉBASTE.
Dequoy me ſeruiroit vne pareille feinte?	Dequoy me servirait une pareille feinte?
Dequoy me ſeruiroit-elle, au vaillant fils d’Aminte En l’auoüant pour fils qui gagne plus que toy.	Dequoy me servirait-elle, au vaillant fils d'Aminte En l'auoüant pour fils qui gagne plus que toi.
Tu n’as que trop douté, croy moy Prince, croy moy	Tu n'as que trop douté, croy moi Prince, croy moi
NICANOR à part.	NICANOR à part.
Il eſt vray que ie trouue en ce noble viſage, De la Reyne & de moy, la reſſemblante image, O ſon ſils!	Il est vrai que venir trouve en ce noble visage, De la Reine et de moi, la ressemblante image, Ô son sils!
ô le mien!	ô le mien!
car ie n’en doute plus, Pardonne genereux à ton Pere confus, Qui t’a long-temps haï fous le nom d’vn Corfairt Et fait gloire auiourd huy d’eſtre connu ton Pert Approche-toy de moy ſans haine, & ſans courtot Viens dans mes bras, mon fils.	car personne n'en doute plus, Pardonne généreux à ton Père confus, Qui t'a longtemps haï fous le nom d'un Corfait Et fait gloire aujourd 'être connu ton Pert Approche-toi de moi sans haine, et sans courtôt Viens dans mes bras, mon fils.
OROSMANE.	OROSMANE.
Ou pluſtoſt qu’à genoux, l'obtienne le pardon qu’vne aueugle ignorance.	Ou plutôt qu'à genoux, l'obtienne le pardon qu'une aveugle ignorance.
NICANOR.	NICANOR.
Il ne faut plus longer qu’à la réjoüiſſance;	Il ne faut plus longer qu'à la réjouissance;
Et vous, ô belle Eliſe, oubliez le paſſé;	Et vous, ô belle Élise, oubliez le passé;
Ercuſez les tranſports d’vn courroux inſenſé, Agréez vn époux qu’vn ennemy vous donne, Et que mon Amintas ſoit celuy d’Alcionne.	Ercusez les transports d'un courroux insensé, Agréez un époux qu'un ennemi vous donne, Et que mon Amintas soit celui d'Alcionne.
Mais, Helas!	Mais, Hélas!
ſa bleſſeure au fort de mes plaiſirs,	sa blessure au fort de mes plaisirs,
OROSMANE.	OROSMANE.
Si ie perdois ainſi ce frere incomparablę, Mlon ame de ſa mort ſeroit inconſolable.	Si grande perdais ainsi ce frère incomparablum, Mlon âme de sa mort serait inconsolable.
ELIZE.	ÉLIZE.
les Dieux nous traitteront plus fauorablement;	les Dieux nous traiteront plus favorablement;
iſin il faut l’informer de l’heureux changement, Qui donne à cét Eſtat vne face nouuelle.	Yin il faut l'informer de l'heureux changement, Qui donne à cet État une face nouvelle.
NICANOR.	NICANOR.
Allons tous luy porter cette grande nouuelle.	Allons tous deux porter cette grande nouvelle.
Dſſerons le recit de ma funeſte amour, Et que Cypre a iamais celebrée l’heureux iour, Qu donne vn Pere au fils, rend le fils à ſon Pere, Ii finit les malheurs d’vn grand Prince Corſaire.	Dsserons le récit de ma funeste amour, Et que Cypre a jamais célébrée l'heureux jour, Qu donne Qu' Amour au fils, rend le fils à son Père, Ji finit les malheurs d'un grand Prince Corsaire.
Fin du Prince Corſaire.	Fin du Prince Corsaire.
