ROBERT 1986	ROBERT 1986
Que t’a fait mon honneur, femme, & pourquoy viens-tu Auec toute ta force attaquer ma vertu?	Que t'a fait mon honneur, femme, et pourquoi viens-tu Auec toute ta force attaquer ma vertu?
Du moins contente-toy de l’auoir eſtonnée, Et me laiſſe acheuer cette grande iournée.	Du moins contente-toi de l'avoir étonnée, Et me laisse achever cette grande journée.
Tu me viens de reduire en vn eſtrange point, Ayme ailez ton mary pour n’en trompner point, Va-t’en, & ne rends plus la victoire douteuſe, La diſpute deſia m’en eſt aſſez honteuſe, Souffre qu’auec honneur ie termine mes iours.	Tu me viens de réduire en un étrange point, Aime ailé ton mari pour n'en trompner point, Va-t-en, et ne rends plus la victoire douteuse, La dispute déjà m'en est assez honteuse, Souffre qu'avec honneur tu termine mes jours.
SABINE.	SABINE.
Va, ceſſe de me craindre, on vient à ton ſecours.	Va, cesse de me craindre, on vient à ton secours.
SCENE VII.	SCÈNE VII.
Le vieil HORACE, HORACE.	Le vieil HORACE, HORACE.
GVRIACE, SABINE, CAMTLLE.	GURICE, SABINE, CAMTLLE.
Le vieil HORACE.	Le vieil HORACE.
V’eſt-ce-cy mes enfans?	V'est-ce-cy mes enfants?
eſcoutez-vous vos flames, Et perdez-vous encor le temps avec des femmes?	écoutez-vous vos flammes, Et perdez-vous encor le temps avec des femmes?
Preſts à verſer du ſang regardez-vous des pleurs?	Prêts à verser du sang regardez-vous des pleurs?
Fuyez & laiſſez-les déplorer leurs malheurs, Leurs plaintes ont pour vous tiop d'art & de tendreſſe, Elles vous feroient part en fin de leur foibleſſe, Et ce n’eſt qu’en fuyant qu’on pare de tels coups.	Fuyez et laissez-les déplorer leurs malheurs, Leurs plaintes ont pour vous tierop d'art et de tendresse, Elles vous feraient part en fin de leur faiblesse, Et ce n'est qu'en fuyant qu'on pare de tels coups.
ABINE.	ÀBINE.
N’apprehendez rien d’eux, ils sõt dignes de vouss Malgré tous nos efforts vous en deuez attendre Ce que vous ſouhaitez & d’vn fils & d’vn gendre, Et ſi noſtre foibleſſe auoit pû les changer Nous vous laiſſons icy pour les encourager.	N'appréhendez rien d'eux, ils sommes dignes de vouss Malgré tous nos efforts vous en devez attendre Ce que vous souhaitez et d'un fils et d'un gendre, Et si notre faiblesse avait pu les changer Nous vous laissons ici pour les encourager.
Allons, ma ſœur, allons, ne perdons point de larmes, Contre tant de vertus ce ſont de foibles armes, Ce n’eſt qu’au deſeſpoir qu’il nous faut recourir.	Allons, ma sœur, allons, ne perdons point de larmes, Contre tant de vertus ce sont de faibles armes, Ce n'est qu'au désespoir qu'il nous faut recourir.
Tigres allez combatre, & nous allons mourit.	Tigres allez combattre, et nous allons mourit.
SCENE VIII.	SCÈNE VIII.
LOMEN HIORACE, HORACE, CVRIACL.	LOMEN HIORACE, HORACE, CURIACL.
HORACE.	HORACE.
On pere, retenez des femmes qui s’emporM tent, Et de grace empeſchez ſur tout qu’elles ne ſortẽt.	On père, retenez des femmes qui s'emporM tent, Et de grâce empêchez sur tout qu'elles ne sortent.
Leur amour importun viendroit auec eſclat Par des cris & des pleurs troubler noſtre combat, Et ce qu'entos noue tonereronefa’auec iuſtice On nous imputeroit ce mauuais artifice, L’honneur d’vn ſi beau choix ſeroit trop achepté Si l’on nous ſoupçonnoit de quelque laſcheté.	Leur amour importun viendrait avec éclat Par des cris et des pleurs troubler notre combat, Et ce qu'entos noue tonéreronefaauec iustice On nous imputerait ce mauvais artifice, L'honneur d'un si beau choix serait trop acheté Si on nous soupçonnait de quelque lâcheté.
Le vieil HORACE.	Le vieil HORACE.
I'en auray ſoin, allez, vos freres vous attendent, Re penſen qu uan deuoirs que vos pays demandent.	J'en aurai soin, allez, vos frères vous attendent, Re pensen qu' an devoirs que vos pays demandent.
CVRIACE.	CURICE.
Quel Adieu vous diray-ie, & par quels complimens.	Quel Adieu vous dirai-je, et par quels compliments.
Le vieil HORACE.	Le vieil HORACE.
nii n’attendriſſez point icy mes ſentimeſis, Pour vous encourager ma volx mãque de termes, Mon cœur ne forme point de penſers aſſez fermes, Moy-meſme en cét Adieu i’ay les larmes aux yeux, Faites voſtre deuoir, & laiſſez faire aux Dieux.	nii n'attendrissez point ici mes sentimesis, Pour vous encourager ma vols mãque de termes, Mon cœur ne forme point de pensers assez fermes, Moi-même en cet Adieu j'ai les larmes aux yeux, Faites votre devoir, et laissez faire aux Dieux.
Fin du ſecond Acte.	Fin du second Acte.
TACIE III.	TACIE III.
SCENNE TREMIENE.	SCÈNE -THREMIENE.
SABINE.	SABINE.
Renons party, mon ame, en de telles diſgraces, Soyons femme d’Horace, ou ſœur des Curiaces, Ceſſons de partager nos inutiles ſoins, Souhaitons quelque choſe, & craignons vn peu moins.	Renons parti, mon âme, en de telles disgrâces, Soyons femme d'Horace, ou sœur des Curiaces, Cessons de partager nos inutiles soins, Souhaitons quelque chose, et craignons un peu moins.
Mais las!	Mais las!
quel party prendre en vn ſort ſi contraite?	quel parti prendre en un sort si contraite?
Quel ennemy choiſir d’vn eſpoux ou d’vn frere?	Quel ennemi choisir d'un époux ou d'un frère?
La nature ou l’amour parlent pour chacun d’eux, Et la loy du deuoir m’attache à tous les deux.	La nature ou l'amour parlent pour chacun d'eux, Et la loi du devoir m'attache à tous les deux.
Sur leurs hauts ſentimens reglons pluſtoſt les noſtres, Soyons femme de l’vn enſemble & ſœur des autres, Regardons leur honneur cõme vn ſouuerain biens Imitons leur conſtance, & ne craignons plus rienLa mort qui les menace eſt vne mort ſi belle Qu’il en faut ſans frayeur attendre la nouuelle;	Sur leurs hauts sentiments réglons plutôt les nôtres, Soyons femme de l'un ensemble et sœur des autres, Regardons leur honneur comme les souverain biens Imitons leur constance, et ne craignons plus rienLa mort qui les menace est quelque mort si belle Qu'il en faut sans frayeur attendre la nouvelle;
N’appellons point alors les deſtins inhumains, Songeons pour quelle cauſe, & non par quelles mains, Reuoyõs les vaiuqueurs ſans penſer qu’à la gloire Que toute leur maiſon reçoit de leur victoire, Et ſans conſiderer aux deſpens de quel ſang Leur vertu les eſleue en cét illuſtre rang, Faiſons nos intereſts de ceux de leur famille, En l’vne ie ſuis femme, en l’autre ie ſuis fille.	N'appelons point alors les destins inhumains, Songeons pour quelle cause, et non par quelles mains, Revoyons les vaiuqueurs sans penser qu'à la gloire Que toute leur maison reçoit de leur victoire, Et sans considérer aux dépens de quel sang Leur vertu les élève en cet illustre rang, Faisons nos intérêts de ceux de leur famille, En l'vne en suis femme, en l'autre ie suis femme.
Et tiens à toutes deux par de ſi forts liens Qu’on ne peut triompher que par les bras des miens.	Et tiens à toutes deux par de si forts liens Qu'on ne peut triompher que par les bras des miens.
Fortune, quelques maux que ta rigueur m’enuoye, I’ay trouué les moyens d’en tirer de la ioye, Et puis voir maintenant le combat ſans terreur, Les morts ſans deſeſpoir, les vainqueurs ſans horreur.	Fortune, quelques maux que ta rigueur m'envoie, J'ai trouvé les moyens d'en tirer de la joie, Et puis voir maintenant le combat sans terreur, Les morts sans désespoir, les vainqueurs sans horreur.
Flateuſe illuſion, erreur douce & groſſiere, Vain effort de mon ame, impuiſſante lumiere, De qui le faux brillant prend droit de m’éblouyr, Que tu ſçais peu durer, & toſt t’eſuanouyr!	Flateuse illusion, erreur douce et grossière, Vain effort de mon âme, impuissante lumière, De qui le faux brillant prend droit de m'éblouir, Que tu sais peu durer, et tôt t'esuanouyr!
Pareille à ces eſclairs qui dans le fort des ombres Pouſſent vn iour qui fuit, & rend les nuits plus ſombres, Tu n’as frappé mes yeux d’vn moment de clarté Que pour les abyſmer dans plus d’obſcurité.	Pareille à ces éclairs qui dans le fort des ombres Poussent un jour qui fuit, et rend les nuits plus sombres, Tu n'as frappé mes yeux d'un moment de clarté Que pour les abîmer dans plus d'obscurité.
Tu charmois trop ma peine, & le Ciel qui s’en faſche, Me vend deſia bien cher ce moment de relaſche:	Tu charmais trop ma peine, et le Ciel qui s'en fâche, Me vend déjà bien cher ce moment de relâche:
Ie ſens mon triſte cœur percé de tous les coups Qui m’oſtent maintenant vn frere, ou mon eſpoux, Quand ie ſonge à leur mort, quoy que ie me propoſe, Ie ſonge par quel bras, & non pour quelle cauſe, Di ne voy les vainqueurs en leur illuſtre rang Que pour conſiderer aux deſpens de quel ſang.	Je sens mon triste cœur percé de tous les coups Qui m'ôtent maintenant un frère, ou mon époux, Quand jour songe à leur mort, quoi que personne me propose, Je songe par quel bras, et non pour quelle cause, Di ne vois les vainqueurs en leur illustre rang Que pour considérer aux dépens de quel sang.
La maiſon des vaincus touche ſeule mon ame, En l'vne ie ſuis fille, en l’autre ie ſuis femme, Et tiens à toutes deux par de ſi forts liens Qu’on ne peut triõpher que par la mort des miens;	La maison des vaincus touche seule mon âme, En l'une je suis fille, en l'autre suis suis femme, Et tiens à toutes deux par de si forts liens Qu'on ne peut triompher que par la mort des miens;
C'eſt là donc cette paix que i’ay tant ſouhaitée!	C'est là donc cette paix que j'ai tant souhaitée!
Trop fauorables Dieux, vous m’auez eſcoutée!	Trop favorables Dieux, vous m'avez écoutée!
Quels foudres lancez-vous quand vous vous irritez;	Quels foudres lancez-vous quand vous vous irritez;
Si meſme vos faueurs ont tant de cruautez, Et de quelle façon puniſſez-vous l’offenſe, Si vous traſtez ainil les vœux de l’innocence?	Si même vos faveurs ont tant de cruautés, Et de quelle façon punissez-vous l'offense, Si vous trastez ainil les vœux de l'innocence?
SCENE II.	SCÈNE II.
SABINE, IVLIE.	SABINE, IVLIE.
SABINE.	SABINE.
N eſt-ce fait, Iulie, & que m’apportez-vous?	N est-ce fait, Julie, et que m'apportez-vous?
LEſ-ce la mort d’vn frere, ou celle d’vn époux?	LEst-ce la mort d'Han frère, ou celle d'un époux?
Ou ſi le triſte ſort de leurs armes impies De tous les combatans a fait autant d’hoſties, Et menuiant l’horreur que i’aurois des vainqueurs Pour tous tant qu’ils eſtoient m’a condamnée aux pleurs?	Ou si le triste sort de leurs armes impies De tous les combattants a fait autant d'hosties, Et mennuyant l'horreur que j'aurais des vainqueurs Pour tous tant qu'ils étaient m'a condamnée aux pleurs?
IVLIE.	IVLIE.
Quoy, ce qui s’eſt paſſé vous l’ignorez encore?	Quoi, ce qui s'est passé vous l'ignorez encore?
̀	
SABINE.	SABINE.
Vous faut-il eſtonner de ce que ie l’ignore?	Vous faut-il étonner de ce que ici l'ignore?
Et ne ſçauez-vous point que de cette maiſon Pour Camille & pour moy l’on fait vné priſon?	Et ne savez-vous point que de cette maison Pour Camille et pour moi l'on fait uné prison?
Iulie, on nous renferme, on a peur de nos larmes;	Julie, on nous renferme, on a peur de nos larmes;
Sans cela nous ſerions au milieu de leurs armes, Et par les deſeſpoirs d’vne chaſte amitié Nous aurions des deux camps tiré quelque pitié.	Sans cela nous serions au milieu de leurs armes, Et par les désespoirs d'une chaste amitié Nous aurions des deux camps tiré quelque pitié.
IVLIE.	IVLIE.
Il n’eſtoit pas beſoin d’vn ſi tendre ſpectacle, Leur veuë à leur combat apporte aſſez d’obſtacle, Si toſt qu’ils ont paru preſts à ſe meſurer, Et l’vn & l’autre camp s’eſt mis à murmurer:	Il n'était pas besoin d'un si tendre spectacle, Leur vue à leur combat apporte assez d'obstacle, Si tôt qu'ils ont paru prêts à se mesurer, Et l'un et l'autre camp s'est mis à murmurer:
A voir de tels amis, des perſonnes ſi proches venit pour leur patrie aux mortelles approches, L'vn s’eſmeut de pitié, l’autre eſt ſaiſi d’horreur, L’autre d’vn ſi grand zele admire la fureur, Tel porte iuſqu’aux Cieux leur vertu ſans égale, Et tel l’oſe nommer ſacrilege & brutale.	À voir de tels amis, des personnes si proches venit pour leur patrie aux mortelles approches, L'un s'émeut de pitié, l'autre est saisi d'horreur, L'autre d'un si grand zèle admire la fureur, Tel porte jusqu'aux Cieux leur vertu sans égale, Et tel l'ose nommer sacrilège et brutale.
Ces diuers ſentimens n’ont pourtãt qu’vne voix, Tous accuſent leurs chefs, tous deteſtent leur choix, Et ne pouuant ſouffrir vn combat ſi barbare On s’eſcrie, on s’auance, en fin on les ſepare.	Ces divers sentiments n'ont pourtant qu'une voix, Tous accusent leurs chefs, tous détestent leur choix, Et ne pouvant souffrir un combat si barbare On s'écrie, on s'avance, en fin on les sépare.
SABINE.	SABINE.
Que ie vous dois d’encens, grands Dieux qui m’exaucez!	Que ici vous dois d'encens, grands Dieux qui m'exaucez!
IVLIE.	IVLIE.
Vous n’eſtes pas, Sabine, encor où vous penſez.	Vous n'êtes pas, Sabine, encor où vous pensez.
Vous pouuez eſperer, vous auez moins à craindre, Mais il vous reſte encor aſſez dequoy vous plaindre.	Vous pouvez espérer, vous avez moins à craindre, Mais il vous reste encor assez dequoy vous plaindre.
En vain d’vn ſort ſi triſte on les veut garantir, Ces cruels genereux n’y peuuent conſentir, La gloire de ce choix leur eſt ſi precieuſe Et charme tellement leur ame ambitieuſe, Qu'alors qu’on les déplore ils s’eſtiment heureux, Et prennent pour affront la pitié qu’on a d’eux, Le trouble des deux camps ſoüille leur renommée, lio conibutront prurloſt & l’vne & l’autre armée, Et mourront par les mains qui les ont ſeparez, Que quitter les honneurs qui leur ſont deferez.	En vain d'un sort si triste on les veut garantir, Ces cruels généreux n'y peuvent consentir, La gloire de ce choix leur est si précieuse Et charme tellement leur âme ambitieuse, Qu'alors qu'on les déplore ils s'estiment heureux, Et prennent pour affront la pitié qu'on a d'eux, Le trouble des deux camps soupille leur renommée, lio conibutront prurlost et l'une et l'autre armée, Et mourront par les mains qui les ont séparez, Que quitter les honneurs qui leur sont déferez.
SABINE.	SABINE.
Quoy?	Quoi?
dans leur dureté ces cœurs de fer s’obſtinent !	dans leur dureté ces cœurs de fer s'obstinent !
IVLIE.	IVLIE.
Ils le font, mais d’ailleurs les deux camps ſe mutinent, Et leurs cris des deux parts pouſſez en meſme temps Demandent la bataille ou d’autres combatans.	Ils le font, mais d'ailleurs les deux camps se mutinent, Et leurs cris des deux parts poussez en même temps Demandent la bataille ou d'autres combattants.
La preſence des chefs à peine eſt reſpectée, Leur pouuoir eſt douteux, leur voix mal eſcoutée, Le Roy meſme s’eſtonne, & pour dernier effort, Puiſque chacun, dit-il, s’eſchauffe en ce diſcord, Conſultons des grands Dieux la Majeſté ſacrée Et voyons ſi ce change à leurs bontez agrée;	La présence des chefs à peine est respectée, Leur pouvoir est douteux, leur voix mal écoutée, Le Roi même s'étonne, et pour dernier effort, Puisque chacun, dit-il, s'échauffe en ce discord, Consultons des grands Dieux la Majesté sacrée Et voyons si ce change à leurs bontés agrée;
Quel impie oſera ſe prendre à leur vouloir, Lors qu’en vn ſacrifice ils nous l’auront fait voir.	Quel impie osera se prendre à leur vouloir, Lors qu'en un sacrifice ils nous l'auront fait voir.
