DERETE L FRAGICOMLDIE.	DERTE L FRAGICOMLDIE.
Toutesfois, Tirinte, tu verrois la fin de ma vie ſi ie n’auois eſperance que le Roy rougira bien-toſt.	Toutefois, Tirinte, tu verrais la fin de ma vie si tu n'avais espérance que le Roi rougira bientôt.
de bruſler d’vne paſſion qui ne ſſied bien qu’en vn icune cœury Ouyy inmte, eu me verrois eperer, ſiiene me perſuadois que dans l’ame d’vn vieillard l’amour n’eſt qu’vne eſtincelle qui ſe perd eneſclattant.	de brûler d'une passion qui ne ssied bien qu'en un icune cœuri Oui inmte, eu me verrais eèrer, siiene me persuadais que dans l'âme d'un vieillard l'amour n'est qu'une étincelle qui se perd enesclattant.
TIRINTE.	TIRINTE.
Mais enfin, qu’auez-vous fait pour fompre ou pour differer voſtre voyage.	Mais enfin, qu'avez-vous fait pour fompre ou pour différer votre voyage.
TARSIS.	TARSIS.
Commei’ay veu que le Roy me vouloit perſuader dajmer miane, ie naj pome ſeſiſté à ſon deſſein.	Commei'ai vu que le Roi me voulait persuader dajmer miane, Seigneur naj ome sesisté à son dessein.
TIRINTE.	TIRINTE.
Quoy, Scigneur, vous eſtes vous reſolu de luy ceder Berenice, & d’aymer enfin Amaſie,	Quoi, Scigneur, vous êtes vous résolu de lui céder Berenice, et d'aimer enfin Amasie,
TARSIS.	TARSIS.
Au moins i’ay feint de m’yreſoudre, & i’ay gaigné par cette feinte le retardement de mon voyage.	Au moins j'ai feint de m'yresoudre, et j'a igné par cette feinte le retardement de mon voyage.
TIRINTE.	TIRINTE.
Ie neſçay ſi cette feinte ne vous trompera point vous meſme, & i’ay ſujet d’apprehender qu’elle ne vous deuienne funeſte,	Je nesçai si cette feinte ne vous trompera point vous rendre, et j'ai sujet d'appréhender qu'elle ne vous devienne funeste,
TAR	TAR
TARSIS.	TARSIS.
En quoy funeite.	En quoi funeite.
TIRINTE.	TIRINTE.
I’allois trouuer Ctiton de la part du Roy pour luy propoſer le mariage où vous feignez de vous reſoudre?	J'allais trouver Ctiton de la part du Roi pour lui proposer le mariage où vous feignez de vous résoudre?
ſi le Roy le veut, ſi Criton en demeure d’accord, ſi vous feignez de le vouloir, à quelle extremité vous reduiſez vous par cette feinte.	si le Roi le veut, si Criton en demeure d'accord, si vous feignez de le vouloir, à quelle extrémité vous réduisez vous par cette feinte.
TARSIS.	TARSIS.
lu aſloſspitler à Chton.	lu aslosspitler à Chton.
TIRINTE.	TIRINTE.
Oüy, Seigneur.	Oui, Seigneur.
EAINCOROs Ne bouge, Tirinte, n’acheue point ton voyage, ie prendray moy meſme leſoin de contenter le Roy ſur ce ſujet.	EAINCOROs Ne bouge, Tirinte, n'achève point ton voyage, quelque prendrai moi -même lesoin de contenter le Roi sur ce sujet.
TIRINTE.	TIRINTE.
Que vous m’oſtez d’vne grande peine.	Que vous m'ôtez d'une grande peine.
TARSIS.	TARSIS.
Pourquoy Tirinte.	Pourquoi Tirinte.
TIRINTE.	TIRINTE.
Parce que i’allois faire vné choſe qui vous euſt eſté deſagreable, & qui m’euſt acquis voſtre diſgrace, puis qu’elle euſt offenſé voſtre amour.	Parce que j'allais faire uné chose qui vous eût été désagréable, et qui m'eût acquis votre disgrâce, puis qu'elle eût offensé vôtre amour?
Mais enfin à quoy vous ſeruira cette feinte?	Mais enfin à quoi vous servira cette feinte?
TARSIS.	TARSIS.
Durant le temps que ie feindray, Berenice laſſera le Roy à force de luy reſiſter.	Durant le temps que assez feindrai, Berenice lassera le Roi à force de deux résister.
TIRINTE.	TIRINTE.
Peut-eſtre qu’à force d’endurer le Roy gaignera Berenice.	Peut-être qu'à force d'endurer le Roi gagnera Berenice.
TARSIS.	TARSIS.
La vieilleſſe du Roy luy fera peur.	La vieillesse du Roi avait fera peur.
TIRINTE.	TIRINTE.
Vne vieilleſſe couronnée eſt capable de donner de l’amour.	Une vieillesse couronnée est capable de donner de l'amour.
B.	B.
TACR Mais Berenice peut attendre de moy cette puiſſance ſouueraine, qu’elle peut receuoir du Roy.	TACR Mais Berenice peut attendre de moi cette puissance souveraine, qu'elle peut recevoir du Roi.
TIRINTE.	TIRINTE.
Mais peut-eſtre que Berenice ſera plus aiſe de lat teceuonr, que de ratcenure, ce.	Mais peut-être que Berenice sera plus aise de lat teceuonr, que de ratcenure, ce.
qu'’eno en aymera mieux la poſſeſſion que l’eſperance.	qu'eno en aimera mieux la possession que l'espérance.
TARSIS.	TARSIS.
L’amour me conſeruera ſon cœur.	L'amour me conservera son cœur.
AIAIIIVI D.	AIAIIVI D.
L’ambition peut vous l’oſter.	L'ambition peut vous l'ôter.
Quand il s’agit d’eſtre Reyne, vne fille oublie bien-toſt ſon amour, & ſe laiſſe ayſément contraindre;	Quand il s'agit d'être Reine, une fille oublie bientôt son amour, et se laisse aisément contraindre;
il y apeu de fidelitez à l’eſpreuue d’vne couronne.	il y apeu de fidélités à l'épreuve d'une couronne.
AMASIE.	AMASIE.
Feray-ie à Berenice cette iniure que de la croire ſtfoible, & capablede me trahir?	Ferai-je à Berenice cette injure que de la croire stoible, et capablede me trahir?
Mais me metttay-je au hazard d’en faire à ma confuſion vne funeſte experience!	Mais me mettai-je au hasard d'en faire à ma confusion une funeste expérience!
Ie la crois aſſez genereuſe pour me conſeruer ſon amour:	Je la crois assez généreuse pour me conserver son amour:
mais, helas!	mais, hélas!
ie ne doute point de la force d’vne couronne, ny de la puiſſance de l’ambition.	Ne ne doute point de la force d'une couronne, ni de la puissance de l'ambition.
Que ne fait-on pas pour vn throſne?	Que ne fait-on pas pour un trône?
Si on viole les loix, ſi on profane les choſes ſaintes, on peut bien meſpriſer l’amour.	Si on viole les lois, si on profane les choses saintes, on peut bien mépriser l'amour.
O Tirinte, ô amour, ô fidelité de Berenice, que ie bleſſe, & que i’offence, que dedez vous m’inſpirer, & quels conſcils dois-je preiſdre?	Ô Tirinte, ô amour, ô fidélité de Berenice, que mon blesse, et que j'offense, que dedez vous m'inspirer, et quels conscils dois-je préisdre?
TIRINTE.	TIRINTE.
Faites enſorte qu’on remonſtre au Roy que l’amour n’eſt pas honnorable à vne vieilleſſe comme la ſienne.	Faites ensorte qu'on remontre au Roi que l'amour n'est pas honorable à une vieillesse comme la sienne.
Employez à ce deſſein des perſonnes d’autorité qui ne ſoient point ſoupçonnées de luy venir de voſtre part.	Employez à ce dessein des personnes d'autorité qui ne soient point soupçonnées de lui venir de votre part.
Car ſi vous feignez d’aimer Amaſie, & qu’il en ſoit ſi perſuadé qu’il veüille que vous l’eſpouſiez, quelles puiſſantes raiſons oppoſerez-vous uice voionten, gi crola que voda ayilſez Amaſic, & qu’enfin il vous la donne, comment pourrez vous larefuſer?	Car si vous feignez d'aimer Amasie, et qu'il en soit si persuadé qu'il veuille que vous l'épousiez, quelles puissantes raisons opposerez-vous uice voionten, gy crola que voda aiilsez Amas, et qu'enfin il vous la donne, comment pourrez la larefuser?
Dequoy vous pourrez vous plaindre, ſi on vous donne vn threſor que vous recherchiez en apparence, & que vous ſembliez deſirer.	Dequoy vous pourrez -vous plaindre, si on vous donne un trésor que vous recherchiez en apparence, et que vous sembliez désirer.
TARSIS.	TARSIS.
Vous dites vray, Tirinte, & cette penſée m’eſt vn ſupplice.	Vous dites vrai, Tirinte, et cette pensée m'est un supplice.
Mais il n’importe, feignons d’aymer Amaſie, & pour reparer la faute d’auoir offencé Berenice en doutant de ſa fidelité, au moins faiſons luy l’honneur que d’eſperer en ſaconſtance.	Mais il n'importe, feignons d'aimer Amasie, et pour réparer la faute d'avoir offensé Berenice en doutant de sa fidélité, au moins faisons Seigneur l'honneur que d'espérer en saconstance.
Au lieu de demander ce qu’on ne fait pas vn throſne, demandons en ma faueur, ce qu’on ne fait pas pour l’amour;	Au lieu de demander ce qu'on ne fait pas un trône, demandons en ma faveur, ce qu'on ne fait pas pour l'amour;
on viole les loix, on profane les choſes ſaintes, on mefpriſe ies couronnes.	on viole les lois, on profane les choses saintes, on méprise jes couronnes.
Flattons nous par ces effets que l’amour a ſouuent produits, & s’il faut eſtre malheureux, couurons au moins noſtre malheur par l’efperance de quelque bien.	Flattons nous par ces effets que l'amour a souvent produits, et s'il faut être malheureux, couvrons au moins notre malheur par l'espérance de quelque bien.
Au moins par le moyen de cette feinte ie verray touſiours Berenice, ie demeureray à la Cour, & comme ie connoiſtray l’eſtat des choſes, ie ſçauray prendre ſelon le temps de nouuelles reſolutions.	Au moins par le moyen de cette feinte ie verrai toujours Berenice, ie demeurerai à la Cour, et comme un connaîtrai l'état des choses, elle saurai prendre selon le temps de nouvelles résolutions.
TIRINTE.	TIRINTE.
Il ſeroit neceſſaire qu'on aduertit Amaſie de ce deſſein:	Il serait nécessaire qu'on avertit Amasie de ce dessein:
Car en feignant de l’aimer vous luy donnez de l’amour, & la feinte de cette paſſion, produit quel.	Car en feignant de l'aimer vous lui donnez de l'amour, et la feinte de cette passion, produit quel.
quesfois le meſme effet que la verité.	quesfois le même effet que la vérité.
TARSIS.	TARSIS.
Ie viens de voir Berenice, qui luy en parle peuteſtre à l’heure que nous en parlons.	Je viens de voir Berenice, qui lui en parle peutestre à l'heure que nous en parlons.
Elle m’adit meſinle que par le neiç ay quene auamuie, enton simagine que i’aime Amaſie, & qu’il faut le laiſſer dans cette croyance.	Elle m'adit mesinle que par le neiç ai quène avamuie, enton simagine que j'aime Amasie, et qu'il faut le laisser dans cette croyance.
Mais voicy Berenice;	Mais voici Berenice;
ô Dieux!	ô Dieux!
ie viens de la quitter;	On viens de la quitter;
qu’a-elle àme dire de nouueau, ie crains, ie tremble:	qu'a-elle âme dire de nouveau, je crains, Elle tremble:
Retire toy, ie te prie.	Retire toi, Seigneur te prie.
TIRINTE.	TIRINTE.
Mais que diray-je au Roy, qui m’enuoyoit parler à Criton.	Mais que dirai-je au Roi, qui m'envoyait parler à Criton.
TARSIS.	TARSIS.
Inuente ce que tu voudras, mais enfin retire toy.	Invente ce que tu voudras, mais enfin retire toi.
SCENE VATRE PARSIS, DERENICE.	SCÈNE VATRE PARSIS, DERENICE.
ME.	ME.
T.	T.
RSIS.	RSIS.
pous douueray-je tounouis auec vn vilage tri ſte, neverray-ie iamais en vous que des preſages de miſeres?	pous douerai-je tounouis Seigneur un vilage tri sainte, neverrai-je jamais en vous que des présages de misères?
BERENICE.	BERENICE.
Tieias:	Tiejas:
nous cheſtſons en vanrdes reſnedes coûtre les maux qui nous tourmentent.	nous chêtsons en vanrdes resnedes coûtre les maux qui nous tourmentent.
TARSIS.	TARSIS.
Comment, Berenice!	Comment, Berenice!
BERENICE.	BERENICE.
Ceſt le Cier quinous perlecute, ceit contre luy que nous combattons, quelle victoire eſperons nous?	Cest le Cier quinous perlecute, ceit contre lui que nous combattons, quelle victoire esperons nous?
TARSIS.	TARSIS.
Que me venez-vous apprendre.	Que me venez-vous apprendre.
BERENICE.	BERENICE.
Il n’y a plus rien qui puiſſe empeſcher mon pere de retourner en Sicile.	Il n'y a plus rien qui puisse empêcher mon père de retourner en Sicile.
TARSIS.	TARSIS.
Le Roy conſent-il à ſon retour?	Le Roi consent-il à son retour?
BERENICE.	BERENICE.
En tylan de la Sicne eſt mort.	En tylan de la Signe est mort.
TARSIS.	TARSIS.
Quoy, Phalaris eſt mort.	Quoi, Phalaris est mort.
BERENICE.	BERENICE.
Oüy, Seigneur, les Siciliens, laſſez de ſes cruautez, ont enfin repris courage, & le ſont vangez de ſes barbaries.	Oui, Seigneur, les Siciliens, lassez de ses cruautés, ont enfin repris courage, et le sont vengez de ses barbaries.
Regardez quelle ieſt ma fortune, vn tyran me geſna durant ſa vie, puis qu’il me contraignit d’abandonner mon païs, & me geſne encore apres ſa mort, puis qu’il faut m’eſloigner de vous.	Regardez quelle iest ma fortune, un tyran me gêna durant sa vie, puis qu'il me contraignit d'abandonner mon pays, et me gêne encore après sa mort, puis qu'il faut m'éloigner de vous.
Helas!	Hélas!
l’eſtat où ie me trouue me defend de verſer des larmes, & me le permet en meſme temps:	l'état où belle me trouve me défend de verser des larmes, et me le permet en même temps:
Pourrois-ie reſpandre des pleurs dans la deliurance de ma Patrie?	Pourrais-je répandre des pleurs dans la délivrance de ma Patrie?
& n’en reſpandrois-ie pas quand il faut que ie vous quitte, & que ie deſeſpere de vous reuoir.	et n'en répandrais-je pas quand il faut que je vous quitte, et que personne désespère de vous revoir.
TARSIS.	TARSIS.
Non, non, Berenice, ie ne vous verray point reduite à cette faſcheuſe extremité.	Non, non, Berenice, je ne vous verrai point réduite à cette fâcheuse extrémité.
Si voſtre pere aime les honneurs, on l’arreſtera par ces liens de toutes les ames genereuſes.	Si votre père aime les honneurs, on l'arrêtera par ces liens de toutes les âmes généreuses.
BERENICE.	BERENICE.
Il a des pretentions dans la Sicile, qui l’empeſcheront d’eſcouter voſtre amour, & qui l’obligeront ſans doute à refuſer tous les honneurs que vous pourriez luy preſenter.	Il a des prétentions dans la Sicile, qui l'empêcheront d'écouter votre amour, et qui l'obligeront sans doute à refuser tous les honneurs que vous pourriez assez présenter.
TARSIS.	TARSIS.
Que pretend-il dans la Sicile de plus auantageux, qu’en ce païs.	Que prétend-il dans la Sicile de plus avantageux, qu'en ce pays.
BERENICE.	BERENICE.
Au moins il y ſera dans ſa Patric.	Au moins il y sera dans sa Patric.
TARSIS.	TARSIS.
Avlais les nonſieurs tone des biens que l’on peut gouſter en tous lieux.	Avlais les nonsieurs tone des biens que l'on peut goûter en tous lieux.
BERENICE.	BERENICE.
Mais on croid qu’ils ſont plus doux quand on les gouſte parmy les ſiens, & que pour telmoins de ſa gloire on a les yeux de ſa Patrie.	Mais on crois qu'ils sont plus doux quand on les goûte parmi les siens, et que pour telmoins de sa gloire on a les yeux de sa Patrie.
Enfin, Seigneur, comment elperez-vous triompher ſi vous auez à combatre, & mon pere, & voſtre pere, & voſtre Roy.	Enfin, Seigneur, comment élpérez-vous triompher si vous avez à combattre, et mon père, et votre père, et votre Roi.
TARSIS.	TARSIS.
Mais comment me croyez vous foible contre tous ces ennemis, ſi vous croyez que ie vous aime?	Mais comment me croyez vous faible contre tous ces ennemis, si vous croyez que je vous aime?
L’amour manque-il de forces, quãd il peut eſtre ſouſtenu par la puiſſance d’vn Monarque?	L'amour manque-il de forces, quand il peut être soutenu par la puissance d' Monarque?
l’ay fait la guerre pour conſeruer lacouronne, ie ſçauray bien l’entreprendre pour me conſeruer Berenice	l'ai fait la guerre pour conserver lacouronne, ie sçauray bien l'entreprendre pour me conserver Berenice
