AIV LROLRVRO	AIV LROLRURO
ELISE.	ÉLISE.
Quel ſujet auroit-il de vous eflre infidelle?	Quel sujet aurait-il de vous éfflre infidèle?
Il voit qu’à ſes projets vous n’eſtés point rebelle, Il voit que ſes ſouspirs ſont fort bien entendus, Il voit qu’à ſon amour vous ne refiſtez plus, Pour le dire en vn mot, il connoiſt bien qu’on l’ayme.	Il voit qu'à ses projets vous n'êtes point rebelle, Il voit que ses soupirs sont fort bien entendus, Il voit qu'à son amour vous ne résistez plus, Pour le dire en un mot, il connaît bien qu'on l'aime.
Seroit-il pas ingrat s’il n’en fdiſoit de meſme?	Serait-il pas ingrat s'il n'en fidisait de même?
Mais croyez mon auis:	Mais croyez mon avis:
s’il m’aymoit comme vous, Ie ferois mon poßible à le rendre ialoux, Et retranchant vn neu ma franchiſe ordinaire, Ie teindrois de la haïne ou bien de la colere, Ie ferois qu’il craindroit qu’enfin quelque riua!	s'il m'aimait comme vous, Je ferais mon passible à le rendre jaloux, Et retranchant un neu ma franchise ordinaire, Je teindrais de la haïrait bien de la colère, Je ferais qu'il craindrait qu'enfin quelque riva!
N’emport aſi ſur mon cœur.	N'emport azy sur mon cœur.
Mais il me ſied biẽ mal, Dioy qui ſuis ieune encor & ſans experience, Duſinirt poſire eſprit uejus euic ucturence.	Mais il me sied bien mal, Dioi qui suis jeune encor et sans expérience, Dusinirt posire esprit uejus euic ucturence.
HELENE.	HELENE.
Au contraire, ma fille, vn tel auis me plaiſt, Noſtre esprit eſt aueugle en ſon propre intereſt, Et quelque bon qu’il ſoit bien ſouuent il ſe trompe, Il eſt bien vray.	Au contraire, ma fille, un tel avis me plaît, Notre esprit est aveugle en son propre intérêt, Et quelque bon qu'il soit bien souvent il se trompe, Il est bien vrai.
ELISE.	ÉLISE.
Souffrez que ie vous interrompe.	Souffrez que je vous interrompe,
Touutrez vons dequoy pour le rendre ialoux?	Touutrez vons dequoy pour le rendre jaloux?
Eſt-il d’autres amants qui ſouſpirent pour vous?	Est-il d'autres amants qui soupirent pour vous?
HELENE.	HELENE.
Que trop.	Que trop.
Lyfis, Hylas, Philomede, Cleandre, Celidan, Phocion, Amintas, Philoxandre, Palemon, & Lyſarque en tiennent tous pour moy, Sans mille autres encor qu’à peine ie connoy:	Lynis, Hylas, Philomède, Cléandre, Celidan, Phocion, Amintas, Philoxandre, Palemon, et Lysarque en tiennent tous pour moi, Sans mille autres encor qu'à peine ie connais:
L’on peut bien voir par là ſi ie ſuis encor belle.	L'on peut bien voir par là si tu suis encor belle.
ELISE.	ÉLISE.
Choiſiſſons- en quelqu’vn pour le mettre en ceruelle.	Choisissons- en quelqu'Hommes pour le mettre en cervelle.
HELENE.	HELENE.
Ie ne ſçay ſur lequel ie me dois arreſters Cleandre ſeroit homme apres pour me quitter, Palemon eſt trop prompt, Cejidan top coltre, Il ſçait Il ſçait bien qu'Amint as ne m'a ſceu iamais plaire, Et que ie n’ayme point Liſis ny Phocion:	Je ne sais sur lequel seigneur me dois arrêters Candre serait homme après pour me quitter, Palemon est trop prompt, Cejidan top coltre, Il sait Il sçait bien qu'Amint as ne m'a su jamais plaire, Et que Un n'aime point Lisagez Phocion:
ſyids eſt aſex propre à cette pétion.	syids est ax propre à cette pétion.
ELISE.	ÉLISE.
Sur tout prenons-en vn que Cleonte baïſſe.	Sur tout prenons-en Un que Cléonte baïsse.
HELENE.	HELENE.
I'auois bien oublié de vous nommer Fabrice.	J'avais bien oublié de vous nommer Fabrice.
Il en eſt ſi ialoux que depuis vn moment, Il a preſqu'à mes yeux querellé cet Amant:	Il en est si jaloux que depuis un moment, Il a presqu'à mes yeux querellé cet Amant:
Ouy, ma fille, il eſt vray que ſi par ma preſence Ie n’euſſe retenu ſa forte violence, Mon docte ſeruiteur eſtoit en grand hazard.	Oui, ma fille, il est vrai que si par ma présence Je n'eusse retenu sa forte violence, Mon docte serviteur était en grand hasard.
ELISE.	ÉLISE.
Mais nous ne voyons par qu’il eſt des-ja bien tard, Rentrons.	Mais nous ne voyons par qu'il est déjà bien tard, Rentrons.
HELENE.	HELENE.
Et cependant ne ſoyez point en peine,	Et cependant ne soyez point en peine,
A III	À III
SCENE PREMIERE.	SCÈNE PREMIÈRE.
TYRCIS, ADRASTE.	TYRCIS, ADRASTE.
TYRCIS.	TYRCIS.
E flattez point mon mal, & dites moy ſans feindre, Si mon cœur maintenant doit eiperen ou etaindre, Si l’inſenſible objet qui cauſe ma langueur, Augmente ſes meſpris, ou finit ſa rigueur.	E flattez point mon mal, et dites -moi sans feindre, Si mon cœur maintenant doit eiperen ou étaindre, Si l'insensible objet qui cause ma langueur, Augmente ses mépris, ou finit sa rigueur.
ADRASTE.	ADRASTE.
Elle eſt touſiours la meſme, & cet eſprit farouche, Ne ſouffre point encor que voſtre amour la touche:	Elle est toujours la même, et cet esprit farouche, Ne souffre point encor que votre amour la touche:
I’ay heau l’entretenir de l’excés de vos feux, Qu'à ſa ſeule beauté vous adreſſez vos vœux, – – LE- – Que vous mourrez d’amour ſi ſon bumeur ne chãge.	J'ai heau l'entretenir de l'excès de vos feux, Qu'à sa seule beauté vous adressez vos vœux, LE- Que vous mourrez amour si son bumeur ne chãge.
La cruelle qu’elle eſt par vn caprice eſtrange.	La cruelle qu'elle est par un caprice étrange.
Entend tous mes diſcours, & voſtre paßion, Comme ſi ie parlou de quelque fiction.	Entend tous mes discours, et votre passion, Comme si ici parlou de quelque fiction.
TYRCIS.	TYRCIS.
nauis ne fpuuele tompommue fajet qui là porte D’auoir tant de meſpris pour vne amour ſi forte?	navis ne fpuèle tompommue fajet qui là porte D'avoir tant de mépris pour une amour si forte?
ADRASTE.	ADRASTE.
Tous ceux qui l’ont aymée où l’ayment comme vous, N’en ont i’amais receu des traictements plus aoux.	Tous ceux qui l'ont aimée où l'aiment comme vous, N'en ont j'amais reçu des traitements plus aoux.
Dans leurs affections, comme m’a dit Helene, Pyromance & Damon ont eu la meſme peine, Et ce Philandre meſme auecques ſa beauté, En ſon puiſſant amour n’en eſt pas mieux traité.	Dans leurs affections, comme m'a dit Hélène, Pyromance et Damon ont eu la même peine, Et ce Philandre même auecques sa beauté, En son puissant amour n'en est pas mieux traité.
Mais ie deuine mal, ou la cauſe infaiuibte Qui rend pour voſtre ardeur ſon efprit inſenſible, Et tout autre en effect que vous ne la penſez.	Mais ici devine mal, ou la cause infaiuite Qui rend pour votre ardeur son Efprit insensible, Et tout autre en effet que vous ne la pensez.
TYRCIS.	TYRCIS.
Croit-elle que Tyrcis ne l’ayme pas aſſez?	Croit-elle que Tircis ne l'aime pas assez?
Qu’il partage vn amour qu'elle ſeule luy donne?	Qu'il partage un amour qu'elle seule lui donne?
Peut eſtre.	Peut être.
ADRASTE.	ADRASTE.
TYRCIS.	TYRCIS.
Quoy, mon cœur, Fliſe ſoupçonne?	Quoi, mon cœur, Flise soupçonne?
H Amy que dites vous?	H Ami que dites -vous?
ce miracle des Cieux Peut-il encor douter du pouuoir de ſet yeux?	ce miracle des Cieux Peut-il encor douter du pouvoir de set yeux?
Mais ie iure par eux, & par l’aymable flame, Qui m’oſte la raiſon & qui plaiſt à mon ame, Que malgré ſes ſoupçons, & malgré ſa rigueur, Elle eſt ſeule Maiſireſſe, & Reine de mon cœur.	Mais était jure par eux, et par l'aimable flamme, Qui m'ôte la raison et qui plaît à mon âme, Que malgré ses soupçons, et malgré sa rigueur, Elle est seule Maisiresse, et Reine de mon cœur.
Il eſt vray qu’autrefois.	Il est vrai qu'autrefois.
Mais quoy mon cher Cleonte, Vous pourrois-je bien dire en depit de la bonte, Vn veritable effect, de ma legereté?	Mais quoi mon cher Cléonte, Vous pourrais-je bien dire en dépit de la bonté, Un véritable effet, de ma légèreté?
Ie receu tant d'amour d'vne ieune beauté.	Je reçu tant d'amour d'une jeune beauté.
A ce ſeul ſouuenir ie ne puis me contraindre.	À ce seul souvenir Seigneur ne puis me contraindre.
ADRASIE.	ADRASIE.
Ie pe remarque point de ſujet pour vous plaindre.	Je pe remarque point de sujet pour vous plaindre.
TYRCIS.	TYRCIS.
Cleonte, ô que les Dieux ont beaucoup de raiſon De punir vn eſprit fi plain de trahiſon!	Cléonte, ô que les Dieux ont beaucoup de raison De punir un esprit fi plain de trahison!
O!	Ô!
qu’ils ont d’equité de vouloir mon ſuplice!	qu'ils ont d'équité de vouloir mon supplice!
Ma peine eſt vn effect qui monſtre leur iuſtice, Et Cloris qui m'eſprouue iuconſtant & ſans foy, Sollicite leur baine à ſe vanger de moy.	Ma peine est un effet qui montre leur justice, Et Cloris qui m'éprouve juconstant et sans foi, Sollicite leur baine à se venger de moi.
Ie fis tant de ſerments à cette ame innocente, Les violents transports de ma flame naiſſante Eurent tant de pouuoir ſur ce credule eſprit, Que ma longue pourſuitte à la fin la ſurprit:	Je fis tant de serments à cette âme innocente, Les violents transports de ma flamme naissante Eurent tant de pouvoir sur ce crédule esprit, Que ma longue poursuite à la fin la surprit:
A eſt vray qu'elle fut hi viuement attainte, Et ie ſceus l'engager d'vne ſi forte eſtreinie, Que rien n’a pû iamais empeſcher que ſon cœur.	À est vrai qu'elle fut hi vement attainte, Et tu scus l'engager d'une si forte estreinie, Que rien n'a pu jamais empêcher que son cœur.
N’ait adoré les lois de ſon premier vainqueur:	N'ait adoré les lois de son premier vainqueur:
Mau il fallue enfin que ie fuſſe infidelle,	Mau il fallue enfin que ici fusse infidèle,
ADRASTE.	ADRASTE.
Qui vous fit meſpriſer vne amitié ſi belle?	Qui vous fit mépriser une amitié si belle?
TYRCIS.	TYRCIS.
Vn deſſein important me fit venir icy, Où depuis peu ma Belle eſtoit venüe außi:	Un dessein important me fit venir ici, Où depuis peu ma Belle était venue aussi:
Pardonne moy, Cloris, ſi les beautez d’Eliſe A leur premier aſpect volerent ma franchiſe, Et ſi tant de ſerments que ie t’auois laiſſez Furent de ma memoire à l’inſtant effacez.	Pardonne moi, Cloris, si les beautés d'Élise À leur premier aspect volèrent ma franchise, Et si tant de serments que sans t'a laissez Furent de ma mémoire à l'instant effacés.
Ouy, Cleonte d’abord que ie vis l’inhumaine Qui n’a pour mon amour qu’vne conſtante haine I’oubliay ma Cloris, & n’eus pas ſeulement, De ma premiere ardeur le moindre ſentiment:	Oui, Cléonte d'abord que ie vis l'inhumaine Qui n'a pour mon amour qu'une constante haine J'oubliai ma Cloris, et n'eus pas seulement, De ma première ardeur le moindre sentiment:
Ainfi ce fier objet qui fait mon inconſtance, Me prepare vn ſupplice au lieu de recompence, Et bien loin d’approuuer mon choix iudicieux, Souffre auecques mespris mes ſoins officieux.	Ainfi ce fier objet qui fait mon inconstance, Me prépare un supplice au lieu de récompense, Et bien loin d'approuver mon choix judicieux, Souffre avec mépris mes soins officieux.
ADRASTE.	ADRASTE.
C’eſtoit de ſes froideurs le ſujet infaillible:	C'était de ses froideurs le sujet infaillible:
Mais afin que pour vous elle ſoit plus ſenſible, Il faut luy faire voir, ſans vous rendre ſuſpect, Que vous auex iaipe cious poui ſon reſpect.	Mais afin que pour vous elle soit plus sensible, Il fautîle faire voir, sans vous rendre suspect, Que vous ave iaipe cious y son respect.
TYRCIS.	TYRCIS.
Qui peut à voſtre aduis me renaré vn tel office?	Qui peut à votre avis me renaré un tel office?
ADRASTE.	ADRASTE.
Perſonne ne le peui ſi ce n’eſt ſa nourrice, Ie m’en vay l’en prier.	Personne ne le peui si ce n'est sa nourrice, Je m'en vais l'en prier.
TYRCIS.	TYRCIS.
Et s'u ſe peut außi Sçachez ſi ma Maiſtreſſe.	Et s'u se peut aussi Sçachez si ma Maîtresse.
ADRASTE.	ADRASTE.
Attendez, la voicy, Et celuy qui la meine eſt Philandre luy meſme,	Attendez, la voici, Et celui qui la mène est Philandre lui femme,
TYRCIS.	TYRCIS.
Que ie ſens mon esprit dedans vn doute extreme!	Que ie sens mon esprit dedans un doute extrême!
Il me me ſemble auoir veu ce viſage autrefois:	Il me me semble avoir vu ce visage autrefois:
Et ſi ie ne me trompe.	Et si ici ne me trompe.
Approchons toutefois.	Approchons toutefois.
SECONDE.	SECONDE.
ELISE, CLORIS, TYRCIS.	ÉLISE, CLORIS, TYRCIS.
TAISE.	TAISE.
y c’eſt là mon aduis.	y c'est là mon avis.
1 CLORIS.	1 CLORIS.
Et moy tout au contraire, I'eſtime que l’amour ne vous doit point deplaire.	Et moi tout au contraire, J'estime que l'amour ne vous doit point déplaire.
Mais à mes ſentimens la fortune reſpond, Voyez comme à propos elle m’offre vn ſecond:	Mais à mes sentiments la fortune répond, Voyez comme à propos elle m'offre un second:
Oyez-le ſeutement, & vous allez entendre.	Oyez-le seutement, et vous allez entendre.
ELISE.	ÉLISE.
gue Iyrus eſt railleur außi bien que Philandre.	gué Iyrus est railleur aussi bien que Philandre.
Ious deux eſgaleinent ſe diſent malheureux;	Jous deux égaleinent se disent malheureux;
Tous deux éſgallement feignent d’eſtre amoureux, Pour tous les deux außi i’ay ma meſme croyance.	Tous deux ésgallement feignent d'être amoureux, Pour tous les deux aussi j'ai ma même croyance.
TYRCIS.	TYRCIS.
Quoy!	Quoi!
ſerez-vous touſiours dedans l'indifference?	serez-vous toujours dedans l'indifférence?
Voir vn cœur que l’amour va contraindre à mourir, Et ne pas ſeulement vouloir le ſecourir.	Voir un cœur que l'amour va contraindre à mourir, Et ne pas seulement vouloir le secourir.
C’eſt à mon iugement eſtre vn peu trop cruelle.	C'est à mon jugement avoir un peu trop cruelle.
ELISE.	ÉLISE.
Vous oubliez encor ne m’appellant pas belle:	Vous oubliez encor ne m'appelant pas belle:
Quand Philandre blaſmoit tantoſt ma cruauté Il n’a pas oublié de loüer ma beauté;	Quand Philandre blasmoit tantôt ma cruauté Il n'a pas oublié de louer ma beauté;
Il ſçait bien mieux que vous ſe feindre miſerable,	Il sait bien mieux que vous se feindre misérable,
CLORIS.	CLORIS.
Vn eſprit innocent l’eſtimer vn coulpable?	Un esprit innocent l'estimer un coulpable?
Iuger ma paßion contre mon ſentiment?	Juger ma passion contre mon sentiment?
Me voir à toute peine endurer mon tourment, Oguuuu commennmoui unduuuu de ſlame, Sçauoir que ce Demon tyranniſe mon ame, Et douter de mon mal?	Me voir à toute peine endurer mon tourment, Oguuuu commennmoui unduuuu de slamme, Savoir que ce Démon tyrannise mon âme, Et douter de mon mal?
enide.	enide.
Et ie gage pourtant Que, Tyrcis tout au moins, m’en dira bien autant.	Et petit gage pourtant Que, Tircis tout au moins, m'en dira bien autant.
TYRCIS.	TYRCIS.
Le ſilence ſied bien aux hommes de courage, Si ie vous en dy moins, croyez-en dauantage, Et quoy que mon amour paroiſſe vn peu caché, Croyez que mon esprit eſt viuement touché, Et ſçachez que mon mal eſt d’autant plus à craindre Qu’il ne me laiſſe pas le pouuoir de me plaindre.	Le silence sied bien aux hommes de courage, Si je vous en dis moins, croyez-en davantage, Et quoi que mon amour paraisse un peu caché, Croyez que mon esprit est vivement touché, Et sachez que mon mal est d'autant plus à craindre Qu'il ne me laisse pas le pouvoir de me plaindre.
ELISE	ÉLISE
ELISE.	ÉLISE.
Ab, Cieux!	Ab, Cieux!
vit-on iamais des eſprits moins eſgaux?	vit-on jamais des esprits moins égaux?
Dedãs te meſme excez qu’ils feignẽt de leurs maux, Ils ont ious deux pourtant l’ame bien differente, Philandre d’vne humeur plus cachee & plus lente, Ne me parle iamais ſans me faire bien voir Qu’il me viſite moins d’amour que de deuoir;	Dedãs te même excès qu'ils feignẽt de leurs maux, Ils ont jous deux pourtant l'âme bien différente, Philandre d'une humeur plus cachée et plus lente, Ne me parle jamais sans me faire bien voir Qu'il me visite moins d'amour que de devoir;
Qua la meſme Il m'entretient quelque force inconuuë.	Qua la même Il m'entretient quelque force inconue.
CLORIS.	CLORIS.
Souffoir que ce diſcours plus long temps continuë?	Souffoir que ce discours plus long temps continue?
Madame permetez que ie vous blaſme vn peu D’auoir vn ſentiment ſi contraire à mon feu.	Madame permetez que Rome vous blâme un peu D'avoir un sentiment si contraire à mon feu.
Croyez-vous que mon cœur n’aime qu’en apparence?	Croyez-vous que mon cœur n'aime qu'en apparence?
