TREIACI	TREICI
Eigneur, où courez vous?	Eigneur, où courez -vous?
Et quels empreſſemens O Vous deſrobent ſitoſt à nos embraſſemens?	Et quels empressements Ô Vous dérobent sitôt à nos embrassements?
A qui doy-je imputer cette ſuite ſoudaine?	À qui dois-je imputer cette suite soudaine?
Mon reſpect a fait place aux tranſports de la Reine, Un moment à mon tour ne vous puis-je arreſter?	Mon respect a fait place aux transports de la Reine, Un moment à mon tour ne vous puis-je arrêter?
Et ma joye à vos yeux n’oſe t’elle eſclater?	Et ma joie à vos yeux n'ose t'elle éclater?
Ne puis-je.	Ne puis-je.
AGAMEMNON.	AGAMEMNON.
Tle bieii, ma ime, enioraiter vontre Pere, Il vous aime toûjours.	Tle bien, ma ime, enioraiter vontre Père, Il vous aime toujours.
IPHIGENIE.	IPHIGENIE.
Que cette amour m’eſt chere!	Que cette amour m'est chère!
Quel plaiſir de vous voir, & de vous contempler, Dans ce nouvel éclat dont je vous voy briller!	Quel plaisir de vous voir, et de vous contempler, Dans ce nouvel éclat dont je vous vois briller!
Quels honneurs!	Quels honneurs!
Quel pouvoir!	Quel pouvoir!
Déja la Renommée Par d’eſtonnans recits m’en avoit informée.	Déjà la Renommée Par d'étonnants récits m'en avait informée.
Mais que voyant de prés ce ſpectacle charmant, je lens croſſtre ma joye & mon eſtonnément!	Mais que voyant de près ce spectacle charmant, je lents crotre ma joie et mon estonnément!
Dieux!	Dieux!
Avec quel amour la Grece vous revere!	Avec quel amour la Grèce vous révère!
Quel bonheur de me voir la Fille d’un tel Pere!	Quel bonheur de me voir la Fille d'un tel Père!
AGAMEMNON.	AGAMEMNON.
Vous meritiez, ma Fille, un Pere plus heureux.	Vous méritiez, ma Fille, un Père plus heureux.
AIIISENIE.	AIIISENIE.
Quelle felicité peut manquer à vos vœux?	Quelle félicité peut manquer à vos vœux?
I ue pius grands honneurs un Roy peut-il prêtendre?	I ue pius grands honneurs un Roi peut-il prétendre?
’ai cru n’avoir au ciel que des graces à rendre.	ai cru Ô au ciel que des grâces à rendre.
AGAMEMNON.	AGAMEMNON.
Jrands dieux!	Jrands dieux!
à ſon malheur dois-je la préparer?	à son malheur dois-je la préparer?
IPHIGENIE.	IPHIGENIE.
ous vous cachez, Seigneur, & ſemblez ſoûpirer.	ous vous cachez, Seigneur, et semblez soupirer.
ous vos regards ſur moy ne tombent qu’avec peine.	ous vos regards sur moi ne tombent qu'avec peine.
Ivons lous lans voſtre ordre abandonné Mycene?	Ivons lous lans votre ordre abandonné Mycène?
AGAMEMNON.	AGAMEMNON.
Ia Fille, je vous voy toûjours des meſmes yeux.	Ia Fille, je vous vois toujours des mêmes yeux.
ſais les temps ſont changez auſſi bien que les lieux.	sais les temps sont changez aussi bien que les lieux.
l’un ſoin cruel ma joye eſt icy combattuë.	l'un soin cruel ma joie est ici combattue.
IPHIGENIE.	IPHIGENIE.
Ié!	Jé!
mon Pere, oubliez voſtre rang à ma veuë, t prevoi la rigueur d’un long eſloignement.	mon Père, oubliez votre rang à ma vue, t prévoi la rigueur d'un long éloignement.
N’oſez vous ſans rougir eſtre Pere un moment?	N'osez -vous sans rougir être Père un moment?
Vous n’avez devant vous qu’une jeune Princeſſe A qui j’avois pour moy vanté voſtre tendreſſe Cent fois lui promettant mes ſoins, voſtre bonté l’ay fait gloire à ſes yeux de ma felicité.	Vous n'avez devant vous qu'une jeune Princesse À qui j'avais pour moi vanté votre tendresse Cent fois lui promettant mes soins, votre bonté l'ai fait gloire à ses yeux de ma félicité.
Que va-t’elle penſer de voſtre indifference?	Que va-t-elle penser de votre indifférence?
Ay-je flatté ſes vœux d’une fauſſe eſperance?	Ai-je flatté ses vœux d'une fausse espérance?
N’eſclaircirez vous point ce front chargé d’ennuis?	N'éclaircirez -vous point ce front chargé d'ennuis?
AGAMEMNON.	AGAMEMNON.
Ah!	Ah!
ma Fille!	ma Fille!
IPHIGENTE.	IPHIGENTE.
Seigneur, pourſuivez.	Seigneur, poursuivez.
AGAMEMNON.	AGAMEMNON.
Je ne puis,	Je ne puis,
IPHIGENIE.	IPHIGENIE.
Pdine le Tioyen auteur de nos auaimſes ?	Pdine le Tioyen auteur de nos avaimses ?
AGAMEMNON.	AGAMEMNON.
Sa perte à ſes vainqueurs couſtera bien des larmes,	Sa perte à ses vainqueurs coûtera bien des larmes,
AIIIrdalcrn.	AIIIrdalcrn.
Les Dieux daignent ſur tout prendre ſoin de vos jours	Les Dieux daignent sur tout prendre soin de vos jours
AGAMEMNON, Les Dieux depuis un temps me ſont cruels & ſourds	AGAMEMNON, Les Dieux depuis un temps me sont cruels et sourds
IPHIGENIE.	IPHIGENIE.
emenas, dit-on, prépare un pompeux Sacrifice,	emenas, dit-on, prépare un pompeux Sacrifice,
AGAMEMNON.	AGAMEMNON.
Tuhlais-ſe auparavant icem leur mjuitice!	Tuhlais-se auparavant icem leur mjuitice!
IPHIGENIE.	IPHIGENIE.
L’offrira t’on bien-toſt?	L'offrira -t-on bientôt?
AGAMEMNON.	AGAMEMNON.
Pluſtoſt que je ne veux.	Plutôt que je ne veux.
IPHIGENIE.	IPHIGENIE.
Me ſera-t’il permis de me joindre à vos vœux?	Me sera-t-il permis de me joindre à vos vœux?
Verra-t’on à l’Autel voſtre heureuſe famille?	Verra-t-on à l'Autel votre heureuse famille?
Helas!	Hélas!
AGAMEMNON.	AGAMEMNON.
IPHIGENIE.	IPHIGENIE.
Vous vous tanez?	Vous vous tanez?
idied.	idied.
AGAMEMNON.	AGAMEMNON.
Vous y ſerez, ma Fille.	Vous y serez, ma Fille.
SCENE III.	SCÈNE III.
IPHIGENIE, ERIPHILE, DORIS.	IPHIGENIE, ERIPHILE, DORIS.
IPHIGENIE.	IPHIGENIE.
DE cet accueil que dois-je ſoupçonner?	DE cet accueil que dois-je soupçonner?
J’une ſecrette horreur je me ſens friſſonner.	J'une secrète horreur je me sens frissonner.
e crains malgré moi meſme un malheur que j’ignore, uſtes Dieux, vous ſçavez pour qui je vous implore.	Je crains malgré moi -même un malheur que j'ignore, ustes Dieux, vous savez pour qui je vous implore.
ERIPHILE.	ERIPHILE.
Quoy parmy tous les ſoins qui doivent l’accabler, Quelque froideur ſuffit pour vous faire trembler?	Quoi parmi tous les soins qui doivent l'accabler, Quelque froideur suffit pour vous faire trembler?
Ielas!	Jélas!
à quels ſoûpirs ſuis-je donc condannée!	à quels soupirs suis-je donc condamnée!
ſoy, qui de mes parens tousjours abandonnée, ſtrangere par tout, n’ay pas meſme en naiſſant eut-eſtre receu d’eux un regard careſſant.	soi, qui de mes parents toujours abandonnée, strangère par tout, n'ai pas même en naissant eut-être reçu d'eux un regard caressant.
Du moins ſi vos reſpects ſont rejettez d’un Pere, ous en pouvez gémir dans le ſein d’une Mere.	Du moins si vos respects sont rejettez d'un Père, ous en pouvez gémir dans le sein d'une Mère.
t de quelque diſgrace enfin que vous pleuriez, Quels pleurs par un Amant neſont point eſſuyez?	t de quelque disgrâce enfin que vous pleuriez, Quels pleurs par un Amant nesont point essuyez?
IPHIGENIE.	IPHIGENIE.
e ne m’en défens point.	Je ne m'en défends point.
Mes pleurs, belle Eriphile, le tiendroient pas long tẽps contre les ſoins d’Achille.	Mes pleurs, belle Eriphile, le tiendraient pas long temps contre les soins d'Achille.
a gloire, ſon amour, mon Pere, mon devoir ui donnent ſur mon ame un trop juſte pouvoir.	à gloire, son amour, mon Père, mon devoir ui donnent sur mon âme un trop juste pouvoir.
Iais de lui meſme icy que faut-il que je penſe?	Iais de lui -même ici que faut-il que je pense?
et Amant, pour me voir brûlant d’impatience.	et Amant, pour me voir brûlant d'impatience.
Que les Grecs de ces bords ne pouvoient arrachet Qu’un Pere de ſi loin m’ordonne de chercher, S’empreſſe-t’il aſſez pour joüir d’une veuë Qu’avec tant de tranſports je croyois attenduë.	Que les Grecs de ces bords ne pouvaient arrachet Qu'un Père de si loin m'ordonne de chercher, S'empresse-t-il assez pour joüir 'une vue Qu'avec tant de transports je croyais attendue.
Pour moy, depuis deux jours, qu’approchant de ce lieux Leur aſpect ſouhaitté ſe découvre à nos yeux, Je l’attendois par tout, & d’un regard timide Sans ceſſe parcourant les chemins de l’Aulide, Mon cœur pour le chercher voloit loin devant moy Et je demande Achille à tout ce que je voy.	Pour moi, depuis deux jours, qu'approchant de ce lieux Leur aspect souhaité se découvre à nos yeux, Je l'attendais par tout, et d'un regard timide Sans cesse parcourant les chemins de l'Aulide, Mon cœur pour le chercher volait loin devant moi Et je demande Achille à tout ce que je vois.
Je viens, j’arrive enfin ſans qu’il m’ait prévenuë, Je n’ay percé qu’à peine une foule inconnuë.	Je viens, j'arrive enfin sans qu'il m'ait prévenue, Je n'ai percé qu'à peine une foule inconnue.
Lui ſeul ne paroiſt point.	Lui seul ne paraît point.
Le triſte Agamemnon Semble craindre à mes yeux de prononcer ſon nom Que fait il?	Le triste Agamemnon Semble craindre à mes yeux de prononcer son nom Que fait il?
Qui pourra m’expliquer ce myſtere?	Qui pourra m'expliquer ce mystère?
Trouverai-je l’Amant glacé comme le Pere?	Trouverai-je l'Amant glacé comme le Père?
Et les ſoins de la guerre auroient-ils en un jour Eſteint dans tous les cœurs la tendreſſe & l’amour, Mais non.	Et les soins de la guerre auraient-ils en un jour Éteint dans tous les cœurs la tendresse et l'amour, Mais non.
C’eſt l’offenſer par d’injuſtes allarmes.	C'est l'offenser par d'injustes alarmes.
C’eſt à moy que l’on doit le ſecours de ſes armes, Il n’eſtoit point à Sparte entre tous ces Amans, Dont le Pere d’Helene a receû les ſermens.	C'est à moi que l'on doit le secours de ses armes, Il n'était point à Sparte entre tous ces Amants, Dont le Père d'Hélène a reçu les serments.
Luy ſeul de tous les Grecs, maiſtre de ſa parole, S’il part contre llion, c’eſt pour moy qu’il y vole Et ſatisſait d’un prix qui luy ſemble ſi doux, A veut meſme y porter le nom de mon Epoux.	Lui seul de tous les Grecs, maître de sa parole, S'il part contre lion, c'est pour moi qu'il y vole Et satissait d'un prix qui avait semble si doux, À veut même y porter le nom de mon Époux.
SCEN	SCEN
SCENE.	SCÈNE.
IV.	IV.
OLYTEMNESTRE, IPHIGENIE;	OLYTEMNESTRE, IPHIGENIE;
ERTPHILE, DORIS,	ERTPHILE, DORIS,
CLYTEMNESTRE.	CLYTEMNESTRE.
A Fille, il faut partir ſans que rien nous retienne, MEt ſauver, en fuyant, voſtre gloire & la mienne, Je ne m’eſtonne plus qu’interdit & diſtrait Voſtre Pere ait paru nous revoir à regret.	À Fille, il faut partir sans que rien nous retienne, MEt sauver, en fuyant, votre gloire et la mienne, Je ne m'étonne plus qu'interdit et distrait Votre Père ait paru nous revoir à regret.
Aux affronts d’un refus craignant de vous commettre, Il m’avoit par Arcas envoyé cette Lettre.	Aux affronts d'un refus craignant de vous commettre, Il m'avait par Arcas envoyé cette Lettre.
Arcas s’eſt veu trompé par noſtre eſgarement, Et vient de me la rendre en ce meſme moment.	Arcas s'est vu trompé par notre égarement, Et vient de me la rendre en ce même moment.
Pautons elſtore un coup noſtre gloire offenſée.	Pautons elstore un coup notre gloire offensée.
Pour voſtre hymen Achille a changé de penſée, Et refuſant l’honneur qu’on luy veut accorder, Juſques æ ſon retour il veut le retarder.	Pour votre hymen Achille a changé de pensée, Et refusant l'honneur qu'on lui veut accorder, Jusques æ son retour il veut le retarder.
Qu'entens-je?	Qu'entends-je?
ERIPHILE.	ERIPHILE.
CLYTEMNESTRE.	CLYTEMNESTRE.
Je vous voy rougir de cet outrage.	Je vous vois rougir de cet outrage.
Il faut d’un noble orgüeil armer voſtre courage.	Il faut d'un noble orgueil armer votre courage.
Moy meſme de l’Ingrat approuvant le deſſein, Je vous l’ay dans Argos préſenté de ma main.	Moi -même de l'Ingrat approuvant le dessein, Je vous l'ai dans Argos présenté de ma main.
Et mon choix que flattoit le bruit de ſa nobleſſe Vous donnoit avec joye au Fils d’une Déeſſe.	Et mon choix que flattait le bruit de sa noblesse Vous donnait avec joie au Fils d'une Déesse.
Mais puiſque deſormais ſon laſche repentir Dément le ſang des Dieux, dont on le fait ſortir, Ma Fille, c’eſt à nous de montrer qui nous ſommes, Et de ne voir en lui que le dernier des hommes.	Mais puisque désormais son lâche repentir Dément le sang des Dieux, dont on le fait sortir, Ma Fille, c'est à nous de montrer qui nous sommes, Et de ne voir en lui que le dernier des hommes.
Luy ferons nous penſer par un plus long ſejour, Que vos vœux de ſon cœur attendent le retour?	Lui ferons nous penser par un plus long séjour, Que vos vœux de son cœur attendent le retour?
Rompons avec plaiſir un hymen qu’il differe.	Rompons avec plaisir un hymen qu'il diffère.
J'ay fait de mon deſſein avertir voſtre Pere.	J'ai fait de mon dessein avertir votre Père.
je ne l’attens icy que pour m’en ſéparer.	je ne l'attends ici que pour m'en séparer.
Et pour ce promt départ je vais tout préparer.	Et pour ce prompt départ je vais tout préparer.
à Eriphile.	à Eriphile.
Je ne vous preſſe point, Madame, de nous ſuivre En de plus cheres mains ma retraitte vous livre.	Je ne vous presse point, Madame, de nous suivre En de plus chères mains ma retraite vous livre.
De vos deſſeins ſecrets on eſt trop éclairci.	De vos desseins secrets on est trop éclairci.
Et ce n’eſt pas Calchas que vous cherchez icy.	Et ce n'est pas Calchas que vous cherchez ici.
Cen laMs.	Cen laMs.
IPHIGENIE, ERIPHILE, DORIS	IPHIGENIE, ERIPHILE, DORIS
IPHIGENIE.	IPHIGENIE.
N quel funelte eitat ces mots iont-ils laiſſée!	N quel funelte eitat ces mots jont-ils laissée!
L Pour mon hymen Achille a changé de penſée.	L Pour mon hymen Achille a changé de pensée.
Il me faut ſans honneur retourner ſur mes pas.	Il me faut sans honneur retourner sur mes pas.
Et vous cherchez icy quelque autre que Calchas?	Et vous cherchez ici quelque autre que Calchas?
ERIPHILE.	ERIPHILE.
Madame, à ce diſcours je ne puis rien comprendre,	Madame, à ce discours je ne puis rien comprendre,
IPHIGENIE.	IPHIGENIE.
Vous m’entendez allez, nvous vouiez m’entendre.	Vous m'entendez allez, nvous vouiez m'entendre.
Le ſort injurieux me ravit un Epoux.	Le sort injurieux me ravit un Époux.
Madame, à mon malheur m’abandonnerez-vous?	Madame, à mon malheur m'abandonnerez-vous?
Vous ne pouviez ſans moy demeurer à Mycene.	Vous ne pouviez sans moi demeurer à Mycène.
Me verra-t’on ſans vous partir avec la Reine?	Me verra-t-on sans vous partir avec la Reine?
ERIPHILE.	ERIPHILE.
Je voulois voir Calchas avant que de partir,	Je voulais voir Calchânant que de partir,
IPHIGENIE.	IPHIGENIE.
Que tardez-vous, Madame, à le faire avertir?	Que tardez-vous, Madame, à le faire avertir?
ERIPHILE.	ERIPHILE.
D’Argos, dans un moment, vous reprenez la route.	D'Argos, dans un moment, vous reprenez la route.
IPHIGENIE.	IPHIGENIE.
Vn moment quelquefois éclaircit plus d’un doute.	Un moment quelquefois éclaircit plus d'un doute.
Mais, Madame, je voy que c’eſt trop vous preſſer:	Mais, Madame, je vois que c'est trop vous presser:
Je voj ee que jamuis je nay veua pener, Achille.	Je voj este que jamuis je nay va péner, Achille.
Vous bruſlez que je ne ſois partie.	Vous brûlez que je ne sois partie.
ERIPHILE.	ERIPHILE.
Moy?	Moi?
Vous me ſoupçonnez de cette perfidie?	Vous me soupçonnez de cette perfidie?
Moy j’aimerois, Madame, un Vainqueur furieux.	Moi j'aimerais, Madame, un Vainqueur furieux.
Qui toûjours tout ſanglant ſe préſente à mes yeux, Qui la flame à la main, & de meurtres avide Mit en cendres Leſbos.	Qui toujours tout sanglant se présente à mes yeux, Qui la flamme à la main, et de meurtres avide Mit en cendres Lesbos.
IPHIGENIE.	IPHIGENIE.
Oüy vous l’aimez, Perfide.	Oui vous l'aimez, Perfide.
Et ces meſmes fureurs que vous me dépeignez, Ses bras que dans le ſang vous avez veus baignez, Ces morts, cette Leſbos, ces cendres, cette Hame, Sont les traits dont l’amour l’a gravé dans voſtre ame.	Et ces mêmes fureurs que vous me dépeignez, Ses bras que dans le sang vous avez us baignez, Ces morts, cette Lesbos, ces cendres, cette Hame, Sont les traits dont l'amour l'a gravé dans votre âme.
