A PARIS.	À PARIS.
Ie meure, Si ie ſçauois cela.	Je meure, Si belle sçauois cela.
Mais, ſoit;	Mais, soit;
à la bonne heure.	à la bonne heure.
Maiſtre, donc.	Maître, donc.
METAPHRASTE.	METAPHRASTE.
Pourſuiuez.	Poursuivez.
ALBERT.	ALBERT.
Ie veux pourſuiure auſſi;	Je veux poursuivre aussi;
Mais ne pourſuiuez point, vous, d’interrompre ainſi.	Mais ne poursuivez point, vous, d'interrompre ainsi.
Donc, encore vne fois, Maiſtre, c’eſt la troiſiéme, monmome rend chagrin;	Donc, encore une fois, Maître, c'est la troisième, monmome rend chagrin;
vous ſçauez que ie l’ayme, Et que lorgneuſement le l'ay tonjours nouiry.	vous savez que personne l'aime, Et que lorgneusement le l'ai ton nouviri.
METAPHRASTE.	METAPHRASTE.
Il eſt vray;	Il est vrai;
Filio non poteſt preferri Niſi filius.	Filio non potest préferri Nisi filius.
ALBERT.	ALBERT.
Maiſtre, en diſcourant enſemble, Ce iargon n’eſt pas fort neceſſaire, me ſemble;	Maître, en discourant ensemble, Ce jargon n'est pas fort nécessaire, me semble;
Ie vous croy grand Latin, & grand Docteur iuré;	Je vous crois grand Latin, et grand Docteur juré;
Ie m’en raporte à ceux qui m’en ont aſſuré:	Je m'en rapporte à ceux qui m'en ont assuré:
Mais, dans vn entretien qu’auec vous ie deſtine, N’allez point déployer toute voſtre doctrine, Faire le pedagogue, & cent mots me cracher, Comme ſi vous eſtiez en chaire pour preſcher.	Mais, dans un entretien qu'avec vous le destine, N'allez point déployer toute votre doctrine, Faire le pédagogue, et cent mots me cracher, Comme si vous étiez en chaire pour prêcher.
Mon pere, quoy qu’il eut la teſte des meilleures, Ne m’a iamais rien fait aprendre que mes heures, i;	Mon père, quoi qu'il eut la tête des meilleures, Ne m'a jamais rien fait apprendre que mes heures, y'
depuis emquante uns dites iournellement Ne ſont encor pour moy que du haut Allemant.	depuis emquante uns dites journellement Ne sont encor pour moi que du haut Allemant.
Laiſſez donc en repos voſtre ſcience auguſte, Et que voſtre langage à mon foible s’ajuſte.	Laissez donc en repos votre science auguste, Et que votre langage à mon faible s'ajuste.
Soit.	Soit.
METAPHRASTE.	METAPHRASTE.
ALBERT.	ALBERT.
A mon fils, l’hymen ſemble luy faire peur Et, ſur quelque party que ie ſonde ſon cœur, Pour vn pareil lien il eſt froid, x recule.	À mon fils, l'hymen semble lui faire peur Et, sur quelque parti que ie sonde son cœur, Pour un pareil lien il est froid, recule.
METAPHRASTE.	METAPHRASTE.
Peur-eſtre a-t’il l’humeur du frere de Marc-Tulle, Dont auec Atticus le meſme fait ſermon, Et comme auſſi les Grecs diſent Atanaton, A	Peur-être a-t-il l'humeur du frère de Marc-Tulle, Dont avec Atticus le même fait sermon, Et comme aussi les Grecs disent Atanaton, A
ALBERT.	ALBERT.
Mon Dieu, Maiſtre éternel, laiſſez-la, ie vous prie, Les Grecs, les Albanois, auec l’Eſclauonie Et tous ces autres gens dont vous venez parler;	Mon Dieu, Maître éternel, laissez-la, Elle vous prie, Les Grecs, les Albanais, avec l'Esclavonie Et tous ces autres gens dont vous venez parler;
Eux & mon fils n’ont rien enſemble à démeſler.	Eux et mon fils n'ont rien ensemble à démêler.
MELAIARHOIE.	MELAIARHOIE.
Hé bien, donc?	Hé bien, donc?
voſtre fils?	votre fils?
ALBERT.	ALBERT.
Ie ne ſçay ſi dans l’ame Il ne ſentiroit point vne ſecrette flame.	Je ne sais si dans l'âme Il ne sentirait point une secrète flamme.
Quelque choſe le trouble, ou ie ſuis fort déceu, Et ie l’aperçeus hier, ſans en eſtre a perçeu, Dans vn recoin du bois où nul ne ſe retire.	Quelque chose le trouble, ou je suis fort déçu, Et tu l'aperçus hier, sans en être a perçu, Dans un recoin du bois où nul ne se retire.
METAPHRASTE.	METAPHRASTE.
Dans vn lieu reculé du bois, voulez-vous dire;	Dans un lieu reculé du bois, voulez-vous dire;
Vn endroit ecarté, Latinl ſeceſſus;	Un endroit ecarté, Latinl sécessus;
Migner durt 5ujaun fauiſſ locus.	Migner durt 5ujàun faviss locus.
ALBERT.	ALBERT.
Comment auroit-il pû l’auoir dit ce Virgile?	Comment aurait-il pu l'avoir dit ce Virgile?
Pais que ie ſuis certain que dans ce lieu tranquile Ame du monde enfin n’eſtoit lors que nous deux.	Pais que ici suis certain que dans ce lieu tranquille Âme du monde enfin n'était lors que nous deux.
METAPHRASTE.	METAPHRASTE.
Virgile eſt nommé là comme vn autheur fameux D'vn terme plus choiſi que le mot que vous dites, Et non comme teſmoin de ce que hier vous viſtes.	Virgile est nommé là comme un auteur fameux D'un terme plus choisi que le mot que vous dites, Et non comme témoin de ce que hier vous vîtes.
ALBERT.	ALBERT.
Et moy, ie vous dis, moy, que ie n’ay pas beſoin De terme plus choiſi, d’autheur ny de teſmoin, Et qu’il ſuffit icy de mon ſeul témoignage.	Et moi, je vous dis, moi, que je n'ai pas besoin De terme plus choisi, d'auteur ici de témoin, Et qu'il suffit ici de mon seul témoignage.
METAPHRASTE.	METAPHRASTE.
Il faut choiſir pourtant les mots mis en vſage Par les meilleurs autheurs;	Il faut choisir pourtant les mots mis en usage Par les meilleurs auteurs;
tu, viuendo, bonos, Comme on dit, ſcribendo, ſequare peritos.	tu, vivendo, bonos, Comme on dit, scribendo, sequare péritos.
ALBERT.	ALBERT.
Homme, ou demon, veux-tu m’entendre ſans conteſte?	Homme, ou demon, veux-tu m'entendre sans conteste?
METAPHRASTE, Quintilien en fait le precepte.	METAPHRASTE, Quintilien en fait le précepte.
ALBERT.	ALBERT.
Soſt du cauleur?	Sost du cauleur?
La peſte	La peste
METAPHRASTE.	METAPHRASTE.
Et ditia henastot ement Vn mot, que vous ſerez bien aiſe aſſurément D’entendre.	Et ditia henastot ement Un mot, que vous serez bien aise assurément D'entendre.
ALBERT.	ALBERT.
Ie ſeray le diable qui temporte, Chien d’homme.	Je serai le diable qui temporte, Chien d'homme.
Ol que ie ſuis tenté d’eſtrange ſorte De faïre ſur ce mufle vne application!	Ol que ici suis tenté d'étrange sorte De faïre sur ce mufle une application!
METAPHRASTE.	METAPHRASTE.
Mais, qui cauſe, Seigneur, vôtre inflammation?	Mais, qui cause, Seigneur, votre inflammation?
Que voulez vous de moy?	Que voulez -vous de moi?
XEBERI.	XEBERI.
Ie veux que l’on m’écoute, Vous ay-ie dit vingt fois, quand ie parle.	Je veux que l'on m'écoute, Vous ai-je dit vingt fois, quand ie parle.
METAPHRASTE.	METAPHRASTE.
Ha!	Ha!
ſans dou Vous ſerez ſatisfait, s’il ne tient qu’à cela.	sans dou Vous serez satisfait, s'il ne tient qu'à cela.
Ie me tais.	Je me tais.
ALBERT.	ALBERT.
Vous ferez ſagement.	Vous ferez sagement.
METAPHRASTE.	METAPHRASTE.
Tout preſt de vous ouyr.	Tout prêt de vous ouïr.
Me voila	Me voilà
ALBERT.	ALBERT.
Tant mieux.	Tant mieux.
METAPHRASTE.	METAPHRASTE.
Si ie dis plus mot.	Si grande dis plus mot.
Que ie trepaſſe,	Que quelque trepasse,
ABaanT.	ÀBanT.
Dieu vous en faſſe la grace.	Dieu vous en fasse la grâce.
METAPHRASTE.	METAPHRASTE.
Jous n’accuſerez point mon caquet deſormais.	Jous n'accuserez point mon caquet désormais.
Ainſi ſoit-il.	Ainsi soit-il.
ALBERT.	ALBERT.
METAPHRASTE.	METAPHRASTE.
Parlez quand vous voudrez.	Parlez quand vous voudrez.
ALBERT.	ALBERT.
I’y vais.	J'y vais.
METAPHRASTE.	METAPHRASTE.
Et n’aprehendez plus l’interruption nôtre.	Et n'appréhendez plus l'interruption notre.
C’eſt aner die.	C'est aner die.
ALBERT.	ALBERT.
METAPHRASTE.	METAPHRASTE.
Ie ſuis exact plus qu’aucun autre.	Je suis exact plus qu'aucun autre.
Ie le croy.	Je le crois.
ALBERT.	ALBERT.
METAPHRASTE.	METAPHRASTE.
I’ay promis que ie ne dirois rieu.	J'ai promis que personne ne dirais rieu.
Suffit.	Suffit.
ALBERT,	ALBERT,
MLTATTIAADIE.	MLTATIADIE.
Dés apreſent ie ſuis müet	Dès apresent avoir suis muet
ALBERT.	ALBERT.
Fort bien.	Fort bien.
METAPHRASTE.	METAPHRASTE.
Parlez:	Parlez:
courage;	courage;
au moins, ie vous donne audianc Vous ne vous plaindrez pas de mon peu de ſilence, Ie ne deſſerre pas la boucnie feuiemene.	au moins, je vous donne audience Vous ne vous plaindrez pas de mon peu de silence, Je ne desserre pas la boucie feuiemène.
ALBER	ÀLBER
Le traiſtre:	Le traître:
ALBERT.	ALBERT.
METAPHRASTE.	METAPHRASTE.
Mais, de grace, acheuez viſtement;	Mais, de grâce, achevez vitement;
Depuis long-temps i’écoute, il eſt bien raiſonnable Que ie palie a montour.	Depuis longtemps j'écoute, il est bien raisonnable Que je pâlie a montour.
ALBERT.	ALBERT.
Donc, bourreau deteſtable.	Donc, bourreau détestable.
METAPHRASTE.	METAPHRASTE.
He!	He!
bon Dieu:	bon Dieu:
voulez-vous que i’écoute à iamais?	voulez-vous que j'écoute à jamais?
Partageons le parler, au moins, ou ie m’en vais.	Partageons le parler, au moins, ou belle m'en vais.
ALBERT.	ALBERT.
Ma patience eſt bien.	Ma patience est bien.
METAPHRASTE.	METAPHRASTE.
Quoy!	Quoi!
voulez vous pourſuivre?	voulez -vous poursuivre?
Ce n’eſt pas encor fait?	Ce n'est pas encor fait?
per iouem, ie ſuis yure.	per ouem, Seigneur suis ivre.
ALBERT.	ALBERT.
Ie n’ay pas dit.	Je n'ai pas dit.
METAPHEROTE.	METAPHÉROTE.
Encor!	Encor!
bon Dieu!	bon Dieu!
que de diſcours!	que de discours!
Rien n’eſt-il ſuffiſant d’en arreſter le cours!	Rien n'est-il suffisant d'en arrêter le cours!
Ienrage.	Jenrage.
ALBERT.	ALBERT.
METAPHRASTE.	METAPHRASTE.
De recheſ?	De rêches?
ô!	ô!
l’eſtrange torture!	l'étrange torture!
Hé!	Hé!
laiſſez moy parler vn peu, ie vous coniure;	laissez -moi parler un peu, votre vous conjure;
Vn ſot qui ne dit mot ne ſe diſtingue pas D’vn ſçauant qui ſe tait.	Un sot qui ne dit mot ne se distingue pas D'un bravant qui se taît.
ALBERT s’en allant.	ALBERT s'en allant.
Parbleu, tu te tairas.	Parbleu, tu te tairas.
METAPHRASTE.	METAPHRASTE.
D’où vient fort à propos cette Sentence expreſſe D’vn Philoſophe, parle afin qu’on te connoiſſe.	D'où vient fort à propos cette Sentence expresse D'un Philosophe, parle afin qu'on te connaisse.
Doncques, ſi de parler le pouuoir m’eſt oſte, Pour moy, i’ayme autant perdre auſſi l’humanité, Et changer mon Eſſence en celle d’vne beſte.	Donc, si de parler le pouvoir m'est ôte, Pour moi, j'aime autant perdre aussi l'humanité, Et changer mon Essence en celle d'une bête.
Me voila pour huit iours auec vn mal de teſte.	Me voilà pour huit jours avec un mal de tête.
O!	Ô!
que les grans parleurs ſont par moy deteſtez.	que les grans parleurs sont par moi détestez.
Mais quoy!	Mais quoi!
ſi les ſçauans ne ſont point écontez, Si l’on veut que toûjours ils ayent la bouche cloſe, Il faut donc renuerſer l’ordre de chaque choſe;	si les sçauans ne sont point écontez, Si l'on veut que toujours ils aient la bouche close, Il faut donc renverser l'ordre de chaque chose;
Que les poules dans peu deuorent les renards;	Que les poules dans peu dévorent les renards;
Que les ieunes enfans remontrent aux vieillards;	Que les jeunes enfants remontrent aux vieillards;
Qu'à pourſuivre les loups les agnelets s’ébatent;	Qu'à poursuivre les loups les agnelets s'ébatent;
Qu’vn fou faſſe les loix;	Qu'un fou fasse les lois;
que les femmes comba tent;	que les femmes comba tent;
Que par les criminels les Iuges ſoient iugez:	Que par les criminels les Juges soient jugés:
Et par les écoliers les maiſtres fuſtigez;	Et par les écoliers les maîtres fustigez;
Que le malade au ſain preſente le remede;	Que le malade au sain presente le remède;
Que le liévre craintif.	Que le lièvre craintif.
miſericorde, à l’ayde.	miséricorde, à l'aide.
Fin du ſecond Acte.	Fin du second Acte.
ARCT IIA SCENE TREMIERE.	ARCT IIA SCÈNE TREMIERE.
MASCARILLE.	MASCARILLE.
12 E Ciel par fois ſeconde vn deſſein temeraire, Et l’on ſort comme on peut d’vne meſchante affaire.	12 E Ciel par fois seconde un dessein téméraire, Et l'on sort comme on peut d'une méchante affaire.
Pour moy, qu’vne imprudence a tror fait diſcourir, Le remede plus prompt où i’ay ſceu recourir, C’eſt de pouſſer ma pointe, & dire en diligence A noſtre vieux patron toute la manigance.	Pour moi, qu'une imprudence a tror fait discourir, Le remède plus prompt où j'ai su recourir, C'est de pousser ma pointe, et dire en diligence A notre vieux patron toute la manigance.
Son fils qui m’embaraſſe eſt vn éuaporé:	Son fils qui m'embarrasse est un évaporé:
L’autre, diable, diſant ce que i’ay declaré, Gâre vne irruption ſur nôtre friperie:	L'autre, diable, disant ce que j'ai déclaré, Gâtre une irruption sur notre friperie:
Au moins, auant qu’on puiſſe êchaufer ſa furie, Quelque choſe de bon nous pourra ſucceder, Et les vieillards entre eux ſe pourront accorder.	Au moins, avant qu'on puisse échauffer sa furie, Quelque chose de bon nous pourra succéder, Et les vieillards entre eux se pourront accorder.
C’eſt ce qu’on va tenter;	C'est ce qu'on va tenter;
& de la part du noſtre, Sans perdre vn ſeul mioment, le ni en vay trouſe l’autre.	et de la part du notre, Sans perdre un seul mioment, le ni en vais trouse l'autre.
SCENE	SCÈNE
SCENE II MASCARIELE, ALBERT,	SCÈNE II MASCARIELE, ALBERT,
ALBERT.	ALBERT.
Vi frape?	Vi frappe?
MASCARILLE.	MASCARILLE.
Amis.	Amis.
Maſcarille.	Mascarille.
ALBERT.	ALBERT.
Ho!	Ho!
ho!	ho!
qui te peut amener?	qui te peut amener?
Le bon iour.	Le bon jour.
MASCARILLE.	MASCARILLE.
Ie viens, Monſieur, pour vous donner	Je viens, Monsieur, pour vous donner
AELERTO Ha!	AÉLERTO Ha!
vrayement, tu prends beaucoup de peine!	vraiment, tu prends beaucoup de peine!
De tout mon cœur, bon iour.	De tout mon cœur, bon jour.
MASCARILLE.	MASCARILLE.
La replique eſt ſoudaine.	La replique est soudaine.
Cmnuhe bruſque!	Cmnuhe brusque!
ALBERT.	ALBERT.
Encor?	Encor?
MASCARILLE.	MASCARILLE.
vous l’aues pas ouy;	vous l'avez pas oui;
ALBERT.	ALBERT.
Ne m’as-tu pas donné le bon iour?	Ne m'as-tu pas donné le bon jour?
Our.	Our.
MASCARILLE.	MASCARILLE.
ALBERT.	ALBERT.
Hé bien, bon iour, te dy-ie.	Hé bien, bon jour, te dis-je.
MA CARILLE.	MA CARILLE.
Ouy;	Oui;
mais ie viens encore Vous ſaluer au nom du Seigneur Polidore.	mais ici viens encore Vous saluer au nom du Seigneur Polidore.
ALBERT.	ALBERT.
Ha!	Ha!
c’eſt vn autre fait.	c'est un autre fait.
Ton maiſtre ta chargé De me ſalüer?	Ton maître ta chargé De me saluer?
Ouy.	Oui.
MASCARIILE.	MASCARILE.
ALBERT.	ALBERT.
Ie luy ſuis obligé;	Ie Je suis obligé;
ta, que le luy louhaite vne ioye infinie.	ta, que le Roi louhaite une joie infinie.
MASCARILLE.	MASCARILLE.
Cet homme eſt ennemy de la ceremonie.	Cet homme est ennemi de la cérémonie.
te iay pas acheué, Monſieur, ſon compliment:	te iay pas achevé, Monsieur, son compliment:
Il voudioit vous prier d'vne enole Mtainment.	Il voudiait vous prier d'une enole Mtainment.
ALBERT.	ALBERT.
Hé bien!	Hé bien!
quand il voudra ie ſuis à ſon ſeruice.	quand il voudra Seigneur suis à son service.
MASCARILLE.	MASCARILLE.
Attendez, & ſouffrez qu’en deu xmots ie finiſſe.	Attendez, et souffrez qu'en dev anmots je finisse.
Il ſouhaite vn moment pour vous entrétenir D’vne affaire importante, & doit icy venir.	Il souhaite un moment pour vous entrétenir D'une affaire importante, et doit ici venir.
ALDERT.	ÀLDERT.
Hé?	Hé?
quelle eſt-elle encore l’affaire qui l’oblige A me vouloir parler?	quelle est-elle encore l'affaire qui l'oblige À me vouloir parler?
MASCARILLE.	MASCARILLE.
Vn grand ſecret, vous dy-ie, Qu’il vient de découurir en ce meſme moment, Et qui, ſans doute, importe à tous deux grandement.	Un grand secret, vous dis-je, Qu'il vient de découvrir en ce même moment, Et qui, sans doute, importe à tous deux grandement.
Voila mon Ambaſſade.	Voilà mon Ambassade.
SCENE III.	SCÈNE III.
AIEDE Ie I.	ÀIÉDE Ie I.
J!	J!
Iuſte Ciel, ie tremble!	Juste Ciel, allé tremble!
Car enfin nous auons peu de commerce enſemble.	Car enfin nous avons peu de commerce ensemble.
Quelque tempeſte va renuerſer mes deſſeins, Et ce ſecret ſans doute eſt celuy que ie crains.	Quelque tempête va renverser mes desseins, Et ce secret sans doute est celui que je crains.
L’eſpoir de l’intereſt m’a fait quelque infidele, Et voila ſur ma vie vne tache éternelle;	L'espoir de l'intérêt m'a fait quelque infidèle, Et voilà sur ma vie une tache éternelle;
Ma fourbe eſt découuerte.	Ma fourbe est découverte.
ô!	ô!
que la verité Se peut cacher long-temps auec difficulte !	que la vérité Se peut cacher longtemps avec difficulté !
Et qu’il euſt mieux valu, pour moy, pour mon eſtime, Suiure les mouuemens d’vne peur legitime, Par qui ie me ſuis veu tenté plus de vingt fois, De rendre à Polidore vn bien que ie luy dois, De preuenir l’éelat où ce coup cy m’expoſe, Et faire qu’en douceur paſſaſt toute la choſe.	Et qu'il eût mieux valu, pour moi, pour mon estime, Suivre les mouvements d'une peur légitime, Par qui ie me suis vu tenté plus de vingt fois, De rendre à Polidore un bien que ie ans dois, De prévenir l'éelat où ce coup cy 'expose, Et faire qu'en douceur passât toute la chose.
