AVEC PRIVILEGE DV ROY.	AVEC PRIVILÈGE DU ROY.
Mais c’est moins lavertu que l’Amour qui t’y porte.	Mais c'est moins lavertu que l'Amour qui t'y porte.
THERSANDRE.	THÉRSANDRE.
L’vn & l’autre, l’Amour est pourtant la plus forte, Et l'Amour est vertu dans l’Ame d’vn guerriex Que la victoire apelle a cueillir vn laurier.	L'un et l'autre, l'Amour est pourtant la plus forte, Et l'Amour est vertu dans l'Âme d'H guerriex Que la victoire apelle a cueillir un laurier.
Laiſſe moy donc aller, que ie ne me haZarde De fruſtrer ma valeur d’vn bien qui la regarde, Il faut que ie luy face auiourd’huy reſſentir Les ſenſibles douleurs que donne vn repentir.	Laisse -moi donc aller, que ainsi ne me hasarde De frustrer ma valeur d'un bien qui la regarde, Il faut que de lui face aujourd'hui ressentir Les sensibles douleurs que donne un repentir.
ARCAS.	ARCAS.
it it fuimay de pres 5'alneus aura la gloire De ſe voir compagnon d’vne belle victoire,	Une est fuimai de pres 5 étalneus aura la gloire De se voir compagnon d'une belle victoire,
HALADIN.	HALADIN.
Iuge plus ſainement, & comme tu le dois Pour euiter vn mal.	Juge plus sainement, et comme tu le dois Pour éviter un mal.
ARCAS.	ARCAS.
mes armes ſont de pois, Ioint que le ſentiment de notre bien-ueillance Oblige mon épee à montrer ma vaillance Mais qu'eſt-il deuenu?	mes armes sont de pois, Joint que le sentiment de notre bienveillance Oblige mon épee à montrer ma vaillance Mais qu'est-il devenu?
l’impatient s’en fuit, Attens, Therſandre, attens vn ſecond qui te ſuit.	l'impatient s'en fuit, Atends, Thersandre, attends un second qui te suit.
ACTE	ACTE
A 7 E L II	À 7 E L II
LERIANE.	LERIANE.
SCENE LERIANE :	SCÈNE LERIANE :
V.	V.
ORMANTE.	ORMANTE.
Mom A Niece la ſaiſon du printemps qui s'aproche Oblige mon deuoir à te faire vn reproche On dit, mais il eſt vray, qu’il ſaut touſjours blâmer Vne fille qui peut, & ne veut pas aymer;	Mom A Nièce la saison du printemps qui s'approche Oblige mon devoir à te faire un reproche On dit, mais il est vrai, qu'il saut toujours blâmer Vune fille qui peut, et ne veut pas aimer;
Nôtre ſexe autrement inutile à la terre Se doit montrer inſtruit à cette aymable guerre	Notre sexe autrement inutile à la terre Se doit montrer instruit à cette aimable guerre
Le premier des mortels ne fut ſi toſt formé, Qu'on luy fit vne femme afin d’en eſtre aymé On doit touſiours treuuer en celles de ton age Vn eſprit fort docile à cet aprentiſſage:	Le premier des mortels ne fut si tôt formé, Qu'on tu fit une femme afin d'en être aimé On doit toujours trouver en celles de ton age Un esprit fort docile à cet apprendre:
Les accords matuels de tous les Elemens Semblent-ils pus donner des leçons aux Amans?	Les accords matuels de tous les Éléments Semblent-ils pus donner des leçons aux Amants?
La Terre a ſes ſoupirs, ſes froideurs, & ſes charOn feint que le Soleil eſt l’objet de ſes l’armes, (mes Qu'elle eſt meſme jalouſe alors que ſon flambeau Labandonne la Nuit pour ſe coucher dans l’eau;	La Terre a ses soupirs, ses froideurs, et ses charn feint que le Soleil est l'objet de ses l'armes, (mes Qu'elle est même jalouse alors que son flambeau Labandonne la Nuit pour se coucher dans l'eau;
De ſerte que ſa ſœur qu’il luy laiſſe en ſa place Ne la peut conſoler dedans cette diſgrace, Elle en a tant d’ennuy qu’elle en porte le dueil Comme ſi ſon Amant eſtoit dans le cercueil.	De serte que sa sœur qu'il lui laisse en sa place Ne la peut consoler dedans cette disgrâce, Elle en a tant d'ennui qu'elle en porte le deuil Comme si son Amant était dans le cercueil.
La fille ſans Amour eſt vn printemps ſans roſe, Vne fleur que le iour ne voit iamais ecloſe;	La fille sans Amour est un printemps sans rose, Une fleur que le jour ne voit jamais eclose;
L’Amour ſans la beaute n’eſt pas aſſeZ puiſſant La Beauté ſans l’Amour n’a rien de rauiſſant:	L'Amour sans la beauté n'est pas assez puissant La Beauté sans l'Amour n'a rien de ravissant:
Au lieu de ne parler que de fers & de braiſe Quel plaiſir de te voir d’vne humeur ſi niaiſe?	Au lieu de ne parler que de fers et de braise Quel plaisir de te voir d'une humeur si niaise?
Que te peuuent ſeruir les moyens de charmer Si ton beau iugement ne peut rien enfermer?	Que te peuvent servir les moyens de charmer Si ton beau jugement ne peut rien enfer?
Vn eſprit moins ſauuage, & d’accés plus facil;	Un esprit moins sauvage, et d'accès plus facil;
Auroit auec tes yeux gaigne toute la ville, Et cependant on dit qu’Ormante a de l’orgueil, Qu'elle ne voit iamais Courtiſan de bon œil, Ne penſe pas cuelllir des mirthes de la ſorte, En matiere d’Amour l’artifice l’emporte;	Aurait avec tes yeux gagne toute la ville, Et cependant on dit qu'Ormante a de l'orgueil, Qu'elle ne voit jamais Courtisan de bon œil, Ne pense pas cuelllir des mirthes de la sorte, En matière d'Amour l'artifice l'emporte;
Il faut étudier ſon geſte & ſes regards, N’en affecter aucun, prendre de toutes parts;	Il faut étudier son geste et ses regards, N'en affecter aucun, prendre de toutes parts;
Si l’Amour n’eſtoit point vne ſcience infuſe Icytes ieunes ans te ſeruiroient d’excuſe Mais ce Dieu des ardeurs ſe rend nôtre vainqueur Si toſt que la Nature a forme nôtre cœur Notre corps eſt plutoſt dans celuy de la femme Echaufe par l’Amour qu’animé par vne Anle:	Si l'Amour n'était point une science infuse Icites jeunes ans te serviraient d'excuse Mais ce Dieu des ardeurs se rend notre vainqueur Si tôt que la Nature a me notre cœur Notre corps est plutôt dans celui de la femme Échauffe par l'Amour qu'animé par une Anle:
Ie ſçay bien que Damon épris de tes beauteZ Te donneroit ſon cœur auec ſes loy autez En ioignant à propos aux traits de ton viſage Ie ne ſçay quel acueil des yeux & du langage.	Je sais bien que Damon épris de tes beautés Te donnerait son cœur était ses loi autez En joignant à propos aux traits de ton visage Je ne sais quel acueil des yeux et du langage.
ORMANTE.	ORMANTE.
S’il ne tient qu’a l’aymer, bien-toſt votre deſir A qui ie veux complaire en aura le plaiſir	S'il ne tient qu'a l'aimer, bientôt votre désir À qui personne veux complaire en aura le plaisir
1 Ie veilleray, Madame, à vous rendre contente, Par vnéfet contraire a ma trop longue attente.	1 Je veillerai, Madame, à vous rendre contente, Par set contraire à ma trop longue attente.
LERIANE.	LERIANE.
Nous verrons, mais ſur tout ſçache qu’on ne peut Prendre facilement ces oyſeaux ſans apas, (pas Cette ſotte pudeur qui pareſt en ta face Fait iuger que ton ſein nourit vn cœur de glace Il faut de la chaleur aux nuditez d’vn Dieu:	Nous verrons, mais sur tout sache qu'on ne peut Prendre facilement ces oiseaux sans apas, (pas Cette sotte pudeur qui parêt en ta face Fait juger que ton sein nourit un cœur de glace Il faut de la chaleur aux nudité d'un Dieu:
Adieu belle innocente.	Adieu belle innocente.
ORMARIE.	ORMARIE.
Adieu Madame,	Adieu Madame,
LERIANE.	LERIANE.
Adieu	Adieu
A C I L I I	À Ç I Y I I
SCENE VI.	SCÈNE VI.
DVEL DE DAMON, ET DE THERSANDRE.	DUEL DE DAMON, ET DE DHÉRSANDRE.
DAMON.	DAMON.
49 'EST trahir mon Amour d’vſer de patience, Et mon retardement reprend ma conHa te voila voleur!	49 ' EST trahir mon Amour d'user de patience, Et mon retardement reprend ma conHa te voilà voleur!
ſus ſus penſe à mourir;	sus sus pense à mourir;
ſcience.	science.
La beauté que tu ſers te viendra ſecourir Et ce fatal anneau te ſortira de peine Mais ta perte deuant appaiſera ma haine, Ie veux deuant marquer de ton ſang ſur ton front Que iamais vn Riual ne me fera d’afront, En chemiſe, en chemiſe, afin de voir ſans peine Le ſang que mon épee aura pris de ta veine Ie la veux voir rougir de la temerité Af.	La beauté que tu sers te viendra secourir Et ce fatal anneau te sortira de peine Mais ta perte devant apaisera ma haine, Je veux devant marquer de ton sang sur ton front Que jamais un Rival ne me fera d'afront, En chemise, en chemise, afin de voir sans peine Le sang que mon épee aura pris de ta veine Je la veux voir rougir de la témérité Af.
THERSANDRE.	THÉRSANDRE.
Cet anneau que ie porte à ton deſauantage Ne peut pas aysément ſoufrir qu’on le partage, Il faut que ma valeur le merite à ſon tour, Qu'il couronne ma force ainſi que mon Amour.	Cet anneau que Dieu porte à ton désavantage Ne peut pas aisément souffrir qu'on le partage, Il faut que ma valeur le mérite à son tour, Qu'il couronne ma force ainsi que mon Amour.
DAMON.	DAMON.
Ces diſcours ſuperflus ſont de foible defence	Ces discours superflus sont de faible défense
THERSANDRE.	THÉRSANDRE.
ns ſe Ie ſçauray mieux punir, qu’exprimer tõ ofence.	ns se Ie saurai mieux punir, qu'exprimer tendre ofense.
biuee O Cieux!	bivée Ô Cieux!
ie ſuis bleßé mes esprits finiſſans Ne me fourniſſent plus que des coups languiſſans.	Ne suis blesié mes esprits finissants Ne me fournissent plus que des coups languissants.
DAMON.	DAMON.
Tirant l’anneau des doits de Ther.	Tirant l'anneau des doits de Ther.
Rens, traître, maintenant l’anneau que ma cruelle Ne te donna iamais que pour m’eſtre infidelle,	Rends, traître, maintenant l'anneau que ma cruelle Ne te donna jamais que pour m'être infidèle,
Tu tenois ce beau gage en qualité d’Amant De ſa legereté, non de ſon iugement!	Tu tenais ce beau gage en qualité d'Amant De sa légèreté, non de son jugement!
Qu'vn valet & Damon ont peu de ſimpatie, Et que cette faueur eſtoit mal departie!	Qu'un valet et Damon ont peu de simpatie, Et que cette faveur était mal départie!
Perfide, qu'vn moment n'a pû voir ſans changer Voicy donc le temoin de ton esprit legerl Vn depit bien ardent que ie reſſens dans l’ame Me force de guerir cette imprudente flame, Et dedans les mépris d’vne ingrate beauté Perdre la vie en fin comme la liberté;	Perfide, qu'un moment n'a pu voir sans changer Voici donc le témoin de ton esprit légerl Un dépit bien ardent que je ressens dans l'âme Me force de guérir cette imprudente flamme, Et dedans les mépris d'une ingrate beauté Perdre la vie en fin comme la liberté;
Mais tu verras deuant le ſujet de plorable Qui me porte à la mort par vn mal incurable Te faiſant voir l’anneau dont tu ne pouuois pas Honorer ce Riual ſans cauſer mon trépas:	Mais tu verras devant le sujet de plorable Qui me porte à la mort par un mal incurable Te faisant voir l'anneau dont tu ne pouvais pas Honorer ce Rival sans causer mon trépas:
Il ſemble en cet eſtat, cemme tout m'importune, Que ie ſers de theatre aux ieux de la fortune, Qu'elle luy veut complaire, & dedans mon tourmẽt Montrer tous les efets de ſon aueuglement.	Il semble en cet état, cemme tout m'importune, Que je sers de théâtre aux jeux de la fortune, Qu'elle a veut complaire, et dedans mon tourmẽt Montrer tous les éfets de son aveuglement.
Coule, cher entretien de ma mourante vie Aſin que par ta perte elle me ſoit rauie Il tire ſon mouchois plemn du sag qui ſort de Et que ces preZ voiſins, noyez dedãs mõ sãg Faſſent pour m’ahyſmer vn aſſez large eſtang ſa playt.	Coule, cher entretien de ma mourante vie Asin que par ta perte elle me soit ravie Il tire son mouchais plein du sag qui sort de Et que ces prés voisins, noyez dedans mon sug Fassent pour m'ahysmer un assez large étang sa plaît.
Außi bien mes malheurs eſtant dans leur extreſme Ie braſſe des deſſeins indignes de moy meſmez C’est lacheié de viure alors qu’il faut mourir Les hommes courageux ont dequoy ſe guerir L’Ame qui tient au corps en toutes ſes parties, Quindil en eſrbeſointrenue aſſez de ſorties.	Aussi bien mes malheurs étant dans leur extrême Je brasse des desseins indignes de moi -mémé C'est lacheié de vivre alors qu'il faut mourir Les hommes courageux ont dequoy se guérir L'Âme qui tient au corps en toutes ses parties, Quindil en érbesointrenue assez de sorties.
Il fort	Il fort
THERSANDRE.	THÉRSANDRE.
Amour iniurieux!	Amour injurieux!
enfant qui m’as deceu!	enfant qui m'as déçu!
Eſt ce donc la l’espoir que i’en auois conceu?	Est -ce donc la l'espoir que j'en avais concev?
Ne te fait on enfant que pour ietter des larmes?	Ne te fait on enfant que pour jeter des larmes?
Qui ta donc empeſche de ſoutenir mes armes?	Qui ta donc empêche de soutenir mes armes?
Destins trop rigoureux!	Destins trop rigoureux!
Therſandre eſt abatu Que l’Amour m’aparaiſt vne foible vertu!	Thersandre est abattu Que l'Amour m'apparaît une faible vertu!
Mais ie deuiens plus fort, mes esprits, ce me ſemble, Dißipez par la peur ſe r’allient enſemble, Mon iugement remis de cet étonnement Me permet d’eſperer de mon allegement Il me faut dõc pouruoir d’vn homme à mes bleſſeures, Les mains des plus experts ſont touſiours les plus ſeu	Mai ie deuiens plus fort, mes esprits, ce me semble, Dissipez par la peur se r’allient ensemble, Mon jugement remis de cet étonnement Me permet d'espérer de mon allegement Il me faut d' pourvoir d'un homme à mes blessures, Les mains des plus experts sont toujours les plus seu
ACTE	ACTE
A C T E III	À Ç T E III
SCENE FREMIERE.	SCÈNE FREMIÈRE.
9 RlPꝰ** mour, HALADIN.	9 RlPP* mour, HALADIN.
Il tunt le 14 Damo.	Il tunt le 14 Damo.
VE m’as tudit, Damon?	VE m'as tudit, Damon?
que ſans plus long ſejoin I'aportaſſe en ce lieu ces reliques d’A.	que sans plus long séjoin J'apportasse en ce lieu ces reliques d'A.
Ouure les yeux, Madonte, & voyant cet outrage Apprens y le ſujet de mon triſte meſſage Cette couleur de pourpre, & ce ſang rẽpandu C'eſt la lettre qui dit que Damon eſt perdu, Qu'il s’eſt noyé dans l’eau pour (teindre la flame Dont iamais ta rigueur n’a ſoulagé ſon AmneCe deplorable obiet, tirannique Beaute, Te doit eſtre agreable auec ta cruauté C'eſt le ſang de Damon, c’eſt ſon ame fidelle Qui te vient accuſer comme vne criminelle.	Ouvre les yeux, Madonte, et voyant cet outrage Apprends y le sujet de mon triste message Cette couleur de pourpre, et ce sang rẽpandu C'est la lettre qui dit que Damon est perdu, Qu'il s'est noyé dans l'eau pour (teindre la flamme Dont jamais ta rigueur n'a soulagé son AmneCe déplorable objet, tyrannique Beaute, Te doit être agréable avec ta cruauté C'est le sang de Damon, c'est son âme fidèle Qui te vient accuser comme une criminelle.
I'aut il donc qu'vn ſi noble & ſi pfait Amant N iyt muue qu'en ſa mort la fin de ſon tourment?	J'aut il donc qu'un si noble et si paît Amant N it muve qu'en sa mort la fin de son tourment?
Deproruble temoin d'vne triſte auanture, Et qui dois feure horreur a toute la Nature!	Déproruble témoin d'une triste aventure, Et qui dois fure horreur a toute la Nature!
L'Amour deſſous les eaux a porté ſon flambeau Et ien raporte icy ſeulement le bandeau Mais ce n’eſt pas celuy qu’il receut de ſa mere Lors qu’il naquit aux bords de l’Iſle de Cythere Qu'elle meſme à la heſte ayant affaire aux cieux Luy voulant mettre au front luy nut deuãt les yeux.	L'Amour dessous les eaux a porté son flambeau Et yen raporte ici seulement le bandeau Mais ce n'est pas celui qu'il reçut de sa mère Lors qu'il naquit aux bords de l'Île de Cysthère Qu'elle même à la hête ayant affaire aux cieux Lui voulant mettre au front sou put deuãt les yeux.
Ha ſiniſtre accident, malheur en ſon extreſme Qui n’a point de ſecond, ſeul pareil à ſoy meſme!	Ha sinistre accident, malheur en son extrême Qui n'a point de second, seul pareil à soi -même!
Helas!	Hélas!
qui ne croiroit voyant ce ſang cpars Que ce bandeau n’eſt po de lAmour mais de I'aperçoy l’homicide, o Cieux quelle rencotre (Mars?	qui ne croirait voyant ce sang cpars Que ce bandeau n'est pô de lAmour mais de J'aperçois l'homicide, ô Cieux quelle rencotre (Mars?
