A MADAMOISELLE DE ROHAN.	À MADAMOISELLE DE ROHAN.
N'a point les mouuemens de ma flame indiſcrette.	N'a point les mouvements de ma flamme indiscrète.
O Dieux!	Ô Dieux!
ie ſuis ſurpriſe, aſſeurons nos ecprits, Et les forçons à feindre encore qu’ils ſoient pris, I'oy venir quelques-vns, l’agreable viſite, Si cét autre importun n'eſtoit pas de ſa ſuite.	Que suis surprise, assurons nos ecprits, Et les forçons à feindre encore qu'ils soient pris, J'ois venir quelques-uns, l'agréable visite, Si cet autre importun n'était pas de sa suite.
N’importe ie feindray d’auoir pitié de luy, Et d’eſtre reſoluë à finir ſonennuy:	N'importe ie feindrai d'avoir pitié de deux, Et d'être résolue à finir sonnui:
Mais de façon pourtant que le diuin Alcandre, S’il ne manque d’esprit, me pourra bien entendre.	Mais de façon pourtant que le divin Alcandre, S'il ne manque d'esprit, me pourra bien entendre.
ACTE SECOND.	ACTE SECOND.
SCENE III.	SCÈNE III.
FLORINTOR.	FLORINTOR.
CINTILLE.	CINTILE.
MELISSEE.	MELISEE.
FLORINTOR.	FLORINTOR.
Adame, pardonnez ceſte inciuilité, Puis qu'elle ne nous vient que de voſtre beauté.	Adame, pardonnez cette incivilité, Puis qu'elle ne nous vient que de votre beauté.
Nous auons diuerty l’aimable reſuerie, Qui vous entretenoit dans ceſte galerie:	Nous avons diverti l'aimable rêverie, Qui vous entretenait dans cette galerie:
Mais l’amour dans mon ſein est pour vous ſi puiſſant, Que loin de vos beaux yeux ie meurs en languiſſant, Et pour ceſte raiſon, ie me croirois coupable Des crimes dont iamais vn homme fuſt capable, Si ie laiſſois paſſer la moindre occaſion De monſtrer quelque effect de mon affection;	Mais l'amour dans mon sein est pour vous si puissant, Que loin de vos beaux yeux Seigneur meurs en languissant, Et pour cette raison, ie me croirais coupable Des crimes dont jamais un homme fut capable, Si tu laissois passer la moindre occasion De montrer quelque effet de mon affection;
Quoy que depuis deux ans que ma paßion dure, Vous ayez ry touſiours des tourmẽs que i'endure, Que venlleiomenn yupann pal deioi Pour donner quelque eſpoir à mon fidelle amour.	Quoi que depuis deux ans que ma passion dure, Vous ayez ri toujours des tourments que j'endure, Que venlleiomenn yupann al de Puis de quelque espoir à mon fidèle amour.
MELISSEE.	MELISEE.
Les hommes, Florintor, ont certaine ſcience A feindre leurs tranſports, & leur impatience Que nos foibles eſprits peuuent malaisément Aſſeoir ſur leûrs diſcours vn foible iugement, C’eſt pourquoy, Florintor, de peur d’eſtre ſurpriſe Ie ry de vos diſcours, & de voſtre entrepriſe, Et ſi vous me voulez obliger deſormais, Lors que vous me verrez ne m'en parlez iamais, C’eſt trop m’importuner de vos chimeres vaines, Trop me rompre l’eſprit de vos maux, de vos chaiſCINTILLE.	Les hommes, Florintor, ont certaine science À feindre leurs transports, et leur impatience Que nos faibles esprits peuvent malaisément Asseoir sur leûrs discours un faible jugement, C'est pourquoi, Florintor, de peur d'être surprise Je ri de vos discours, et de votre entreprise, Et si vous me voulez obliger désormais, Lors que vous me verrez ne m'en parlez jamais, C'est trop m'importuner de vos chimères vaines, Trop me rompre inesprit de vos maux, de vos chaisCINTILE.
nes.	nés.
Meliſſee, ab!	Mélissee, ab!
e'eſt trop, retractez, retractez,	éte trop, rétractez, rétractez,
E i En faueur d'vn Amant ces grande;	E y En faveur d'un Amant ces grande;
cruautez, Ne deſesperez point vn homme dont là flame Eſt toute de respect, toute exempte de blame, Qui vous aime ſi fort, que deux ans de mespris N'ont encoré changé ſes amoureux eſprits, Il a de qualitez ſi belles, & ſi rares, Qu'il ſe feroit aimer des ames plus barbares, Elſe dr Cheimrauujajtetomne von?	cruautés, Ne désespérez point un homme dont là flamme Est toute de respect, toute exempte de blâme, Qui vous aime si fort, que deux ans de mépris N'ont encoré changé ses amoureux esprits, Il a de qualités si belles, et si rares, Qu'il se ferait aimer des âmes plus barbares, Else dr Cheimrauujajtetomne von?
, Ie vous diſputerois vn entretien ſi doux.	, Je vous disputerais un entretien si doux.
MELISSEE.	MELISEE.
Vous ne le faites voir auecques tant de charmes, Qu'enfin vous me pourriez faire rendre les armes, Et bien, bien Florintor, eſperez en vos feux, Puis qu'vn ſecõd ſi fort ſe viẽt ioindre à vos vœux,	Vous ne le faites voir auecques tant de charmes, Qu'enfin vous me pourriez faire rendre les armes, Et bien, bien Florintor, espérez en vos feux, Puis qu'un second si fort se vie ioindre à vos vœux,
TLURIRTOR.	TLURIRTOR.
O bien-heureux Amant, pourueu que Meliſſee, Auec ce peu de mots explique ſa penſee.	Ô bienheureux Amant, pourvu que Mélissee, Avec ce peu de mots explique sa pensée.
MELISSEE, Mais vous, dõt les diſcours monſtrẽt à deſcouuert, Que d’vn traït amoureux voſtre cœur eſt ouuert, Ie croy que la beauté, qui de vous eſt ſeruie.	MELISSEE, Mais vous, dont les discours montrent à découvert, Que d'un traït amoureux votre cœur est ouvert, Je crois que la beauté, qui de vous est servie.
Paſſe en vos entretiens vne fort douce vie, Et que d’vn meſme coup tous vos deux cœurs bleſU vn reciproque amour ſe ſont recompenſez.	Passe en vos entretiens fort douce vie, Et que d’ vis même coup tous vos deux cœurs blesU un reciproque amour se sont récompensez.
CINTILLE.	CINTILE.
La cruelle, au contraire, eſt du tout inſenſible, Elle me fuit ainſi qu'vn cruel ennemy, Et ne m'a point encor eſcouté qu'à demy, C’eſt elle qui m’a fait errer ſans eſperance, Et dont les cruautez m'ont fait venir en France, Mais, Madame, laiſſons cét entretien faſcheux.	La cruelle, au contraire, est du tout insensible, Elle me fuit ainsi qu'un cruel ennemi, Et ne m'a point encor écouté qu'à demi, C'est elle qui m'a fait errer sans espérance, Et dont les cruautés m'ont fait venir en France, Mais, Madame, laissons cet entretien fâcheux.
MELISSEE.	MELISEE.
Les hommes plus aimez ſe feignent malheureux, Et quoy que vous diſiez vous auez quelque grace Capable d’eſchaufer les marbres & la glace, Et c'eſt trop affecter ceſte ſeuerité, Que de vouloir parler contre la verité, Et n'imaginez pas que ie vous tienne quitte, Lors que vous m’aurez dit ſon nõ, & ſon merite, Si vous eſtes courtois, vous nous direz encor	Les hommes plus aimés se feignent malheureux, Et quoi que vous disiez -vous avez quelque grâce Capable d'échauffer les marbres et la glace, Et c'est trop affecter cette sévérité, Que de vouloir parler contre la vérité, Et n'imaginez pas que je vous tienne quitte, Lors que vous m'aurez dit son nom, et son mérite, Si vous êtes courtois, vous nous direz encor
E iij Queſicuturenx pays qui garuete threſor.	 iij Quesicuturenx pays qui garuette thresor.
CINTILIE.	CINTILIE.
Madame, excuſez-moy, ſi ie vous le refuſe.	Madame, excusez-moi, si je vous le refuse.
FLORINTOR.	FLORINTOR.
Non, non, Alcandre, non, ne cherchez point d’excuſe, Accordez, s’il vous plaiſt, à nos iuſtes deſirs Le recit de vos maux, & de vos deſplaiſirs, Vouseneſtes prie d'vne bouche ſi bede, Qu'vn refus deuiendroit vne offenſe mortelle.	Non, non, Alcandre, non, ne cherchez point d'excuse, Accordez, s'il vous plaît, à nos justes désirs Le récit de vos maux, et de vos déplaisirs, Vousenestes prie d'une bouche si bede, Qu'un refus deviendrait une offense mortelle.
CINTILLE.	CINTILE.
Et bien quand ie deurois ſouffrir mille tourmens Au recit malheuremeue menjeuxs penemens, Ie vous feray ſçauoir quelle fuſt leur naiſſance, Et qui ſont les beaux yeux dont ie ſens la puiſſance.	Et bien quand ici devrais souffrir mille tourments Au récit malheuremue menjeux penemens, Je vous ferai savoir quelle fût leur naissance, Et qui sont les beaux yeux dont tu sens la puissance.
MELISSEE.	MELISEE.
Nous ſerons dans ma chambre auec plus de repos, Perſenne n'y viendra rompre noſtre propos.	Nous serons dans ma chambre était plus de repos, Persenne n'y viendra rompre notre propos.
CINTILLE tout bas.	CINTILE tout bas.
Il ſera bien aisé d’inuenter quelque ſonge, Et de couurir mes feux de l’ombre du menſonge.	Il sera bien aisé d'inventer quelque songe, Et de couvrir mes feux de l'ombre du mensonge.
.	.
.	.
.	.
J ----- ---e------	J -ce-ce -est-est-
ACTE SECOND.	ACTE SECOND.
SCENE IV.	SCÈNE IV.
ORONTE.	ORONTE.
ALIDOR.	ÀLIDOR.
ORONTE ſeul.	ORONTE seul.
Nn’a iamais parlé de ſemblable malheur, Ie trauaille moy-meſme à nourrir ma douleur, Ie ſuis ingenieux à chercher mon dommage, Et fais des coups de feu pour me mõſtrer trop ſage N’eſt-ce pas eſtre feu de faire des efforts De conſeruer autruy pour ſouffrir mille morts.	Nn’a jamais parlé de semblable malheur, Je travaille moi-même à nourrir ma douleur, Je suis ingénieux à chercher mon dommage, Et fais des coups de feu pour me montrer trop sage N'est-ce pas être feu de faire des efforts De conserver autrui pour souffrir mille morts.
Car de quelque façon que mon ſoin reüßiſſe, Ie voy touſiours ouuert pour moy le precipice, 2 Si Calirie l’aime, & finit ſon tourment, Ie ne ſonffriray pas vne mort ſeulement, Que ſi ceſte amitié qu'elle m’a tant iurée, Au malheur d’Alidor la rendoit coniurée, Que deuiendrois-ie, ô Dieux!	Car de quelque façon que mon soin réussisse, Je vois toujours ouvert pour moi le précipice, 2 Si Calirie l'aime, et finit son tourment, Je ne sonffrirai pas une mort seulement, Que si cette amitié qu'elle m'a tant jurée, Au malheur d'Alidor la rendait conjurée, Que deviendrais-je, ô Dieux!
ſi ie voyois perir Celüy que de mon ſang ie voudrois ſecourir, Que de confuſionmet l’amour dans mon ame, Ie voudrois conſeruer Alidor, & ma flame, Et ie me voy contraint de perdre l’vn des deux, Ie puis ſauuer pourtant en moy-meſme mes feux, Encore qu'Alidor espouſe Calirie, Le voicy tout plongé dedans ſa réuerie.	si ici voyais périr Celui que de mon sang ie voudrais secourir, Que de confusionmet l'amour dans mon âme, Je voudrais conserver Alidor, et ma flamme, Et mille me vois contraint de perdre l'un des deux, Je puis sauver pourtant en moi-même mes feux, Encore qu'Alidor épouse Calirie, Le voici tout plongé dedans sa rêverie.
ALIDOR.	ÀLIDOR.
Mon pere ie voy bien que vos ſoins ſuperflus, Selon voſtre deſir ne me ſecourent plus, Depuis que Calirie a veu que la triſteſſe Abandonnoit mon ame, & mon corps ſa foibleſſe, Ses viſites ſoudain rares, ou ſans effet, M’ont fait eſperer peu de tout ce qu'elle a fait, L’amour qu'elle a pour vous occupe ſa penſee, Et la rend à mes feux entierement glacee,	Mon père femme vois bien que vos soins superflus, Selon votre désir ne me secourent plus, Depuis que Calirie a vu que la tristesse Abandonnait mon âme, et mon corps sa faiblesse, Ses visites soude rares, ou sans effet, M'ont fait espérer peu de tout ce qu'elle a fait, L'amour qu'elle a pour vous occupe sa pensée, Et la rend à mes feux entièrement glacée,
Elle Elle a quelque raiſon, mais vous n’en auez pas De m'auoir eſloigné du repos du trespas, Ie ſerois hors de peine, & mon ame contente Iouyroit des plaiſirs de ſa derniere attente.	Elle Elle a quelque raison, mais vous n'en avez pas De m'avoir éloigné du repos du trépas, Je serais hors de peine, et mon âme contente Jouirait des plaisirs de sa dernière attente.
ORONTE.	ORONTE.
N’es-tu pas reſolu de me deſesperer, I'ay plus fait que ton cœur n'euſt osé deſirer.	N'es-tu pas résolu de me désespérer, J'ai plus fait que ton cœur n'eût osé désirer.
AEIDoR.	ÀEIDoR.
Ah!	Ah!
ie n'en doute pas,	Elle n'en doute pas,
ORONTE.	ORONTE.
Donne-toy patience, Et ne m’afflige plus auec ta mesfiance, 2 Ie viens de chez Larinthe, à qui i’ay fait ſçauoir Qu'vn affaire preſſant m’obligeoit de la voïr, Soudain elle a laißé toute la compagnie, Auec des mouuemens d’vne ioye infinie, Et moy ſans perdre temps i’ay touché le diſcours De ce qui s’eſt paßé dans toutes tes amours, Que ton mal procedoit des beautez de ſa fille, Qu'elle ſçauoit aſſez quelle eſt noſtre famille, Et qu'outre tous les biens que ton pere a laißez, 42 Ie ioindrois tous les miens, ſi ce n’estoit aſſez, La propoſition eſtant aduantageuſe, Pour rendre deſormais ſa fille bien-heureuſe, L’a fait bien toſt reſoudre à ce que i’ay voulu, Et voſtre mariage eſt ainſi reſolu:	Donne-toi patience, Et ne m'afflige plus avec ta méfiance, 2 Je viens de chez Larinthe, à qui j'ai fait savoir Qu'être affaire pressant m'obligeait de la voïr, Soudain elle a laisse toute la compagnie, Avec des mouvements d'une joie infinie, Et moi sans perdre temps j'ai touché le discours De ce qui s'est passé dans toutes tes amours, Que ton mal procédait des beautés de sa fille, Qu'elle saurait assez quelle est notre famille, Et qu'outre tous les biens que ton père a laissez, 42 Ie ioindrois tousours miens, si ce n'était assez, La proposition es aduantageuse, Pour rendre désormais sa fille bien-heureuse, a fait bien tôt résoudre ce que ay voulu, Et vôtre m' est ainsi résolu:
Calirie qui veut tout ce que veut ſa mere Nv ofe rort refufer,ue peut de luy desplaire, Et dis que tu n'as pas ſuiet d’eſtre content.	Calirie qui veut tout ce que veut sa mère Nv offe rort réer, peut de deux déplaire, Et dis que tu n'as pas sujet d'être content.
ALIDOR.	ÀLIDOR.
Que feray-ie pour vous, vous qui m’obligez tant, Qui me donnez vos biens pour me ſauuer la vie, Ces effets d’amitié ſurpaſſent mon enuie.	Que ferai-je pour vous, vous qui m'obligez tant, Qui me donnez vos biens pour me sauver la vie, Ces effets d'amitié surpassent mon envie.
ORONTE.	ORONTE.
Laiſſe à part tous ces ſoins, & ſonge ſeulement A preparer ton ame à ce contentement.	Laisse à part tous ces soins, et songe seulement A préparer ton âme à ce contentement.
ACTE SECOND.	ACTE SECOND.
SCENE V.	SCÈNE V.
LARINTHE.	LARINTHÉ.
CACIRIE.	CACIRIE.
LARINTHE.	LARINTHÉ.
A fille ce nom ſeul ſi cher à la nature, Et les ſoins que i'ay pris apres ta nourIliM1e.	À fille ce nom seul si cher à la nature, Et les soins que j'ai pris après ta nourIliM1e.
Sont aſſez ſuffi ſans pour me perſuader Que ton bon naturel me peut tout accorder.	Sont assez suffi sans pour me persuader Que ton bon naturel me peut tout accorder.
L	L
CALIRIE.	CALIRIE.
Vos volontez, Madame, ont touſiours la puiſſance Que vous donne ſur moy les droits de la naiſſance, Commandez ſeulement, & ſi ie n’obeys, Qie ſon ir iueſprn des Dieix, cr aupays.	Vos volontés, Madame, ont toujours la puissance Que vous donne sur moi les droits de la naissance, Commandez seulement, et si jus n'obéis, Qie son ir juesprès des Dieix, cr aupays.
LARINTHE.	LARINTHÉ.
C’eſt parler ſagement, & ſelon mon attente, Ie prens außi le ſoin de te rendre contente, Vn homme fort bien fait, riche, & vertueux, Qui n'a rien, en vn mot, qui ſoit defectueux, T’aime auec tant d’ardeur, qu’il en fait ſa fortune, Que tout autre diſcours que de toy l’importune, Qui deſire de viure, & de mourir en toy, Qui n’a point autre Dieu, qui n'a point autre loy:	C'est parler sagement, et selon mon attente, Je prends aussi le soin de te rendre contente, Venn homme fort bien fait, riche, et vertueux, Qui n'a rien, en un mot, qui soit défectueux, T'aime avec tant d'ardeur, qu'il en fait sa fortune, Que tout autre discours que de toi l'importune, Qui désire de vivre, et de mourir en toi, Qui n'a point autre Dieu, qui n'a point autre loi:
Le parfait Alidor te demande pour femme, Il ſemble qu'à ce nom tu doiues rendre l’ame, Voſtrs esprit ſeroit-il d’vn autre preuenu, Ous’il a de defaut, qu’il me ſoit incognu:	Le parfait Alidor te demande pour femme, Il semble qu'à ce nom tu doives rendre l'âme, Votres esprit serait-il d'un autre prévenu, Ous’il a de défaut, il me soit incognu:
