Auec Priuilege du Roy.	Avec Privilège du Roi.
Quelquefois ay-ie creu que ceſte violence Retiendroit de l’humeur des courages de France, ** Plus qu’hõmes a-l’abor, moins que femmes en ſus Mais c’eſt bien le contraire, il porte ſon deſtin A l’eſpreuue des ans, & croy que la fortune Redoute ſon eſpee au combat importune:	Quelquefois ai-je cru que cette violence Retiendrait de l'humeur des courages de France, * Plus qu'hommes a-leur, moins que femmes en sus Mais c'est bien le contraire, il porte son destin A l'espreuue des ans, et crois que la fortune Redoute son espee au combat importune:
Ie le penſe inuincible, & s’il dure long tems, Tout l’Empire du monde eſt le prix de ſes ans.	Je le pense invincible, et s'il dure long temps, Tout l'Empire du monde est le prix de ses ans.
Il eſt vif, prompt, ardent, ceſt vn ſecond Sertoire, Mais-bien plus que ce borgne au cours de ſa victoire.	Il est vif, prompt, ardent, cet un second Sertoire, Mais-bien plus que ce borgne au cours de sa victoire.
Saguerre eſt en Lion, il n’y va que de cœur, Enſeigne deſployée, il affronte vainqueur Ceux qui l’oſent atẽdre:	Saguerre est en Lion, il n'y va que de cœur, Enseigne déployée, il affronte vainqueur Ceux qui l'osent atendre:
a til point quelques charmés Pouréblouir nos yeux, & renuerſer nos armes?	a -il point quelques charmés Pouréblouir nos yeux, et renverser nos armes?
Bien qu’à dire le vray, tous ces charmes ne ſont Que ſon braue courage, & ce qu’il est ſi prompt.	Bien qu'à -dire le vrai, tous ces charmes ne sont Que son brave courage, et ce qu'il est si prompt.
Il reſemble à ces feux que les nuicts byuernale Onprent, épouuanté, pour ombres infernales, Feuxpar tout ondoyans, feux pareils à b'éclair Qui tranſperce la nue, & ſe pert dedans l’air.	Il résemble à ces feux que les nuits bivernale Onprent, épouvanté, pour ombres infernales, Feuxpar tout ondoyant, feux pareils à b'éclair Qui transperce la nue, et se pert dedans l'air.
On voit courre lapoſte au gros de ſon armée, Il eſt tout, en tous lieus:	On voit courre lapoe au gros de son armée, Il est tout, en tous lieus:
c’eſt uncors de fumée Qui nous ſille la veuë, & ſe reſout enfin Aus flames de la mort, aus termes du deſtin.	c'est uncors de fumée Qui nous sille la vue, et se résout enfin Aus flammes de la mort, aux termes du destin.
34 4 Deus ſemaines a-peine ont franchi leurs carrieres, Qu'il força nos rempars, nous a deffait entieres Les troupes de ſaint Marc, pris Breſſe, & ſaccagé Ceſte riche cité qui l’auoit outragé.	34 4 Deus semées a-peine ont franchi leurs carrières, Qu'il força nos rempars, nous a défait entières Les troupes de saint Marc, pris Bresse, et saccagé Cette riche cité qui l'avait outragé.
A combatu, deffait, d’une ardeur ſouueraine L'eſlite de nos gens, & foudroyé Rauenne, Qui nous tendãt les mains, a contraintpar honneur Le camp de tourner teſte à ce braue vainqueur:	À combattu, défait, d'une ardeur souveraine L'élite de nos gens, et foudroyé Ravenne, Qui nous tendant les mains, a contraintpar honneur Le camp de tourner tête à ce brave vainqueur:
Etce Mars de nos ans, iamais las de combalre, S’auance encore à nous, ardent, opiniat re, Vray ennemi de l’Erne en teſtes foiſonnant, Qui ne ſe va du fer, ny des feux eſtonnant.	Etce Mars de nos ans, jamais las de combalre, S'avance encore à nous, ardent, opiniat re, Vrai ennemi de l'Erne en têtes foisonnant, Qui ne se va du fer, ni des feux étonnant.
Il y a du hazard, la chance en eſt iettee:	Il y a du hasard, la chance en est iettee:
Si crains-ie fort la fin:	Si crains-je fort la fin:
car ceſte Ame indomtée Tempeſte des hazards, nepeut rien affronter, Qu'elle ne puiſſe außi ſous ſa dextre domter.	car cette Âme indomptée Tempeste des hasards, neput rien affronter, Qu'elle ne puisse aussi sous sa dextre dompter.
LE NAVARROIS.	LE NAVAROIS.
FABR.	FABR.
COL.	COL.
LE N V.	LE N V.
IOnſieur, les ennemis ceſſent leur batterie, INous les verrons bien toſt:	IOnsieur, les ennemis cessent leur batterie, INous les verrons bien tôt:
ie cognois la furie e ce ieune Guaſton, c’eſt vn Prince bouillant, ne humeur de Nauarre, inuincible, vaillant.	Elle connais la furie eût ce jeune Guaston, c'est un Prince bouillant, ne humeur de Navarre, invincible, vaillant.
Qui n’espere rien moins que l’empire du monde, Ne deſespere rien, où ſon deſir ſe fonde.	Qui n'espère rien moins que l'empire du monde, Ne désespère rien, où son désir se fonde.
Puis qu’il en veut manger, il faut venir aus mains, FA COL.	Puis qu'il en veut manger, il faut venir aux mains, FA COL.
Il nous eſt deffendu du Prince des Romains.	Il nous est défendu du Prince des Romains.
Iules ne le veut pas.	Jules ne le veut pas.
NA.	NA.
Quoy donc?	Quoi donc?
que ſans cõbary COL.	que sans combari COL.
Nos rẽpars ſont tres-bons, ils ſe peuuẽt debatne S’ils viennent deſbandez, leur perte de Poitiers Contre eus qui ſont François aſſure nos lauriers.	Nos répars sont très-bons, ils se peuvent debatne S'ils viennent débandez, leur perte de Poitiers Contre eus qui sont Français assure nos lauriers.
NA.	NA.
Entre vn Roy de iadis, & ce Mars en vaillancer, Il y a, croyez moy, beaucoup de difference.	Entre un Roi de jadis, et ce Mars en vaillancer, Il y a, croyez moi, beaucoup de différence.
COL Ce beaucoup c’eſt aſſes:	COL Ce beaucoup c'est asses:
außi bien comme à nous Le ſort lui eſt commun:	aussi bien comme à nous Le sort lui est commun:
ſon amer ſuit le dous:	son amer suit le dous:
La fortune au pied vite à toute heure muable, Mefait bien eſperer de ce cœur indomtable.	La fortune au pied vite à toute heure muable, Mefait bien espérer de ce cœur indomtable.
Son bras eſt-il feé?	Son bras est-il se?
ne peut-ilaußi bien Comme nous eſprouuer le hazar Thracien?	ne peut-ilaussi bien Comme nous éprouver le hasard Thracien?
NA.	NA.
Il faut donc haſarder.	Il faut donc hasarder.
COL.	COL.
Mais auec la prudence.	Mais avec la prudence.
NA.	NA.
Nous ſerons ſi prudens, qu’il n’y aura vaillante, Ni courage entre nous.	Nous serons si prudents, qu'il n'y aura vaillante, Ni courage entre nous.
COL.	COL.
On les aura tous deus, Si le champ de bataille eſt fort auantageus.	On les aura tous dus, Si le champ de bataille est fort avantageus.
NA.	NA.
Il vaudroit mieus s’ẽclore entre quatre muraile Que de tenir les chams, & craindre les batailles.	Il vaudrait mieus s'enclore entre quatre muraile Que de tenir les champs, et craindre les batailles.
COL.	COL.
Ie n’apelle pas craindre alors qu’on ſe preuaut Des lieux, de l’aduantage, & ce qui nous deffaut.	Je n'appelle pas craindre alors qu'on se prévaut Des lieux, de l'avantage, et ce qui nous défaut.
NA.	NA.
Nous ſommes außi fors que Guaſton le peut eſtre COL.	Nous sommes aussi fors que Guâton le peut être COL.
Mais ſi deſcouragez, que nous n’oſons pareſtre NA.	Mais si découragez, que nous n'osons paraître NA.
Paroiſtre?	Paraître?
ie ne veus que mon ſeul regiment.	On ne veux que mon seul régiment.
COL.	COL.
On ſçait ce qu’il peut faire, & faut biẽ autremẽt S’aſſurer que par vous.	On sais ce qu'il peut faire, et faut bien autrement S'assurer que par vous.
NA.	NA.
Par moy?	Par moi?
ie n’en crains homme, Non meſmes ces vaillans de voſtre antique Rome COL.	Ce n'en crains homme, Non mêmes ces vaillants de votre antique Rome COL.
Vos Eſpagnols font rage en terme de vanter, NA.	Vos Espagnols font rage en terme de vanter, NA.
Ils ſont pour les effets, on ne les peut dompter.	Ils sont pour les effets, on ne les peut dompter.
COL.	COL.
Aus Gerbes on l’a veu:	Aus Gerbes on l'a vu:
les arcs de Barbarie Leur ont fait éprouner des pointes de furie.	les arcs de Barbarie Leur ont fait éprouner des pointes de furie.
NA.	NA.
Les Mores n’ont que trop arrouſé de leur ſang Nos armes, & nos mains, trauerſez par le flanc.	Les Mores n'ont que trop arrousé de leur sang Nos armes, et nos mains, traversez par le flanc.
Mais vos Italiens, leurs bandes reſerrées, Ces braues, ces mangeurs de charetes ferrées, Qu’ont-ils fait?	Mais vos Italiens, leurs bandes reserrées, Ces braves, ces mangeurs de chartes ferrées, Qu'ont-ils fait?
que font ils, que feront ils de grand?	que font ils, que feront ils de grand?
Leur cœur, table d’atante, eſt le temple ou s’apend La deſpouille, & le bris d’une eſperance morte.	Leur cœur, table d'atante, est le temple ou s'apend La dépouille, et le bris d'une espérance morte.
Co.	Co.
Les noſtres?	Les nôtres?
quel Empire, & quelle mer ne porte Les marques de leurs bras, les palmes de leurs cœurs, Et les torrens de ſang flotans ſous ces vainqueurs?	quel Empire, et quelle mer ne porte Les marques de leurs bras, les palmes de leurs cœurs, Et les torrents de sang flottants sous ces vainqueurs?
Nos Romains ſecondez des forces d’Italie Ont couru le Leuant, ont la terre aſſaillie, Non la terre, ains la mer ſoumiſe à leur valeur, N’a conneu que par eus le temple de l’honneur, Les ſçeptres plus lointains, les monts inacceßibles Ont ſerui de trofée a leurs bras inuincibles, Et la ſeule Italie inuincible ez haſars, Eſt le throne aus lauriers, & le vray champ de Mars, Iuger de la valeur d’un ſceptre le plus braue, Ou l’auriez vous à pris?	Nos Romains secondez des forces d'Italie Ont couru le Levant, ont la terre assaillie, Non la terre, ains la mer soumise à leur valeur, N'a connu que par eus le temple de l'honneur, Les sçeptres plus lointains, les monts inaccemibles Ont servi de trofée à leurs bras invincibles, Et la seule Italie invincible hasars, Est le throne lauriers, et le vrai champ de Mars, Iuger de la valeur un sceptre le plus braue, Ou auriez vous pris?
vous marran, vous eſclaue?	vous marran, vous esclave?
Et qui ſimple ſoldat n’eutes iamais en vous Ny nobleſſe, ny cœur que d’eſtre parmi nous, C’est bien s’auantagerpour ſimple Capitaine dhhamiquep peimis pour mu granatar Romaine.	Et qui simple soldat n'eûtes jamais en vous Ny noblesse, ni cœur que d'être parmi nous, C'est bien s'avantagerpour simple Capitaine dhamique peimis pour mu granatar Romaine.
LE CARD.	LE CARD.
DE MEDICIS.	DE MEDICIS.
Dieu que de malheurs!	Dieu que de malheurs!
ce vray ſiecle de ſer Tire bienplus que trois des fureurs de l'enferOn diroit que le Ciel prodigue de miſeres Se plait à nous geſner de cent mile Megeres:	ce vrai siècle de Tire bienplus que trois des fureurs de l'enférOn dirait que le Ciel prodigue de misères Se plaît à nous gêner de cent mile Mères:
Tout le monde eſt perdu:	Tout le monde est perdu:
la pieté, l’honneur Et la religion ſont bien hors de faueur:	la piété, l'honneur Et la religion sont bien hors de faveur:
Il n’y a que le vice, & la fraude, & l’enuie, Que le ſang, & l’horreur, qui trauerſent la vie Des Chreſtiens obſtinez, mille fois plus felons Que les tygres, les Turcs, les plus ſanglans Gelons.	Il n'y a que le vice, et la fraude, et l'envie, Que le sang, et l'horreur, qui traversent la vie Des Chrétiens obstinez, mille fois plus félons Que les tigres, les Turcs, les plus sanglants Gelons.
Quel malheur, que ces fleaus n’õt leur ſource fecõdi Que du Siege qui deuſt mettre en paix tout le monde, Le ſaint Siege eſtperdu:	Quel malheur, que ces fléaus n'õt leur source fecédi Que du Siège qui dût mettre en paix tout le monde, Le saint Siège estperdu:
Iules eut mieus gagné Par la clef de ſaint Pierre au repos adonné, Qu'en ces diuiſions Acherontides charmes Qui l’ont precipité dans le gouffre des armes.	Iules eut mieus gagné Par la clef de saint Pierre au repos adonné, Qu'en ces divisions Acherontides charmes Qui l'ont précipité dans le gouffre des armes.
Et moy bien plus heureus, ſi le Breuiaire en main Ie m’alois eſloignant de ce peuple inhumain, Ces ſoldats gens de ſang, impiteus, & barbares Qui tiennent de Satan leurs ames de Tartares Et rien de pieté, qu’ils ont pour toutiamais y Bannie de leurs cœurs, ennemis de lapaix.	Et moi bien plus heureus, si le Breviaire en main Je m'alois éloignant de ce peuple inhumain, Ces soldats gens de sang, impiteus, et barbares Qui tiennent de Satan leurs âmes de Tartares Et rien de piété, qu'ils ont pour tout y Bannie de leurs cœurs, ennemis de lapaix.
Hapauure Medicis!	Hapauvre Médicis!
ce grand Coſme la gloire De ſon ſiecle, & des tiens, à peine voudroit croire, (Lui la pieté meſme, & le cheri des Cieus, Qui fonda, qui garnit de meubles precieus Nos Temples, nos Autels, liberal, magnifique, Et l’honneur le plus grand de noſtre Republique:	ce grand Côme la gloire De son siècle, et des tiens, à peine voudrait croire, (Lui la piété même, et le chéri des Cieus, Qui fonda, qui garnit de meubles précieus Nos Temples, nos Autels, libéral, magnifique, Et l'honneur le plus grand de notre République:
Lui ſaint entre les ſaincts) que pilier de la foy, Nourry de pieté, voiant luire ſur moy Le chapeau rougiſſant, couleur belle, & pourprine De la religion, & de l’amour diuine, Entre ces gens de fer, ces enragez ſoldars, Ces prodigues de ſang, ie ſois vn nouueau Mars, Chef de leurs bandoliers, dont l’armée fournie Reſſemble mieus vn gros de Tygres d’Hircanie, D’Alarbes impiteus, de Scytes, de Payens, 16 Que l’armee d'vn Pape, & le Camp des Chretiens.	Lui saint entre les saints) que pilier de la foi, Nourry de piété, voyant luire sur moi Le chapeau rougissant, couleur belle, et pourprine De la religion, et de l'amour divine, Entre ces gens de fer, ces enragez soldars, Ces prodigues de sang, quelque sois un nouveau Mars, Chef de leurs bandoliers, dont l'armée fournie Ressemble mieus un gros de Tygres d'Hircanie, D'Alarbes impiteus, de Scytes, de Payens, 16 Que l'armée d'vn Pape, et le Camp des Chretiens.
I’en ay bien du regret:	J'en ai bien du regret:
c’eſt par obedience:	c'est par obédience:
Le ſaint Siege a ſur moy ſouueraine puiſſance:	Le saint Siège a sur moi souveraine puissance:
Mais ſi voudroy-ie bien qu’ilpleut au Roy des Cieux Attendriſſant leurs cœurs que ce monde ſit mieux.	Mais si voudrais-je bien qu'ilpleut au Roi des Cieux Attendrissant leurs cœurs que ce monde sit mieux.
Ie ne dois pas iuger du chef qui nous commande:	Je ne dois pas juger du chef qui nous commande:
Et prie ce grand Dieù que ſon ame s’amende, Nous ſommes tous mortels, tous conceus en peché:	Et prie ce grand Dieù que son âme s'amende, Nous sommes tous mortels, tous conçus en péché:
Cela tient de l’humain que ſe voir entaché D’erreur, & de mes faits:	Cela tient de l'humain que se voir entaché D'erreur, et de mes faits:
mais ſi faut il bien croire Qu’on doit vn iour mourir:	mais si faut il bien croire Qu'on doit un jour mourir:
tãt de põpes, de gloire, Vaines ylluſions, tous ces charmes trompeurs Ne ſonqu'air, que fumée, & quetmples vapeurs,	tãt que monpes, de gloire, Vaines yllusions, tous ces charmes trompeurs Ne sonqu'air, que fumée, et quetymples vapeurs,
* Qu’eſcume deſſus l’e au, non ſi toſt eſleuee 4e Qu’à l’heure elle ne ſoit de nos yeux enleuée, Et puis ce n’eſt pas tout, apres auoir aſſez * Fait les grãs, les morguans, de la Parque haraſſez te Il faut quitter ce corps, ces aiſes, ces Empires, * Rendre conte de tout, & recognoitre pires * Les biens de la fortune en ayant meſusé, 4e Que les afflictions d’vn pauure mal-aisé.	* Qu'écume dessus l'e au, non si tôt élevée 4e Qu'à l'heure elle ne soit de nos yeux enlevée, Et puis ce n'est pas tout, après avoir assez * Fait les grands, les morguants, de la Parque harassez te Il faut quitter ce corps, ces aises, ces Empires, * Rendre conte de tout, et reconnaître pires * Les biens de la fortune en ayant mesusé, en Ayant mes afflictions d'H pauure malaisé.
