PREFACE.	PRÉFACE.
MONIME.	MONIME.
Vous cherchez, Prince, à vous tourmenter lIaignez voſtre malheur ſans vouloir l’augmenter.	Vous cherchez, Prince, à vous tourmenter lIaignez votre malheur sans vouloir l'augmenter.
XIPHARES.	XIPHARES.
Ie ſçay trop quel tourmẽt ie m’appreſte moy-meſme.	Je sais trop quel tourment ie m'apprête moi-même.
C’eſt peu de voir vn Pere épouſer ce que i’aime.	C'est peu de voir un Père épouser ce que j'aime.
Voir encore vn Riual honnoré de vos pleurs, Sans doute c’eſt pour moy le comble des malheurs.	Voir encore un Rival honoré de vos pleurs, Sans doute c'est pour moi le comble des malheurs.
Mais dano moirdererpon ie cherche a les accroiſtre.	Mais dano moirérerpon ici cherche à les accroître.
Madame, par pitié, faites-le moy connoiſtre.	Madame, par pitié, faites-le moi connaître.
Quel eſt-il cet Amant?	Quel est-il cet Amant?
Qui dois-ie ſoupçonner?	Qui dois-je soupçonner?
MONIME.	MONIME.
Auez-vous tant de peine à vous l’imaginer?	Avez-vous tant de peine à vous l'imaginer?
Tantort quanidt le ruyois viie ſiuſte contrainte, A qui contre Pharnace ay-ie adreſſé ma plainte?	Tantort quanidt le ruyais viie siuste contrainte, A qui contre Pharnace ai-je adressé ma plainte?
Sous quel appuy tantoſt mon cœur s’eſt-il ietté?	Sous quel appui tantôt mon cœur s'est-il jeté?
Quel amour ay-ie enfin ſans colere écouté?	Quel amour ai-je enfin sans colère écouté?
ATPHARES.	ATPHARES.
O Ciel!	Ô Ciel!
Quoy ie ſerois ce bienheureux coupable Que vous auez pû voir d’vn regard fauorable?	Quoi quelquefois serais ce bienheureux coupable Que vous avez pu voir d'un regard favorable?
Vos pleurs pour Xiphares auroient daigné couler?	Vos pleurs pour Xiphares auraient daigné couler?
MONIME.	MONIME.
Ouy, Prince, il n’eſt plus temps de le diſſimuler.	Oui, Prince, il n'est plus temps de le dissimuler.
Ma douleur pour ſe taire a trop de violence.	Ma douleur pour se taire a trop de violence.
Vn rigoureux deuoir me condanne au ſilence.	Un rigoureux devoir me condamne au silence.
Mais il faut bien enfin malgré ſes dures lois, Parler pour la premiere & la derniere fois.	Mais il faut bien enfin malgré ses dures lois, Parler pour la première et la dernière fois.
Vous m’aimez dés long temps.	Vous m'aimez dès long temps.
Vne égale tendreſſe Pour vous depuis long-temps m’afflige, & m’intereſſe.	Une égale tendresse Pour vous depuis longtemps m'afflige, et m'intéresse.
Songez depuis quel iour ces funeſtes appas Firent naiſtre vn amour qu’ils ne meritoient pas, Les plaiſirs d’vn eſpoir, qui ne vous dura guere, Le trouble où vous ietta l’amour de voſtre Pere, Le tourment de me perdre, & de le voir heureux, Les rigueurs d’vn deuoir contraire à tous vos vœux;	Songez depuis quel jour ces funestes appas Firent naître un amour qu'ils ne méritaient pas, Les plaisirs d'un espoir, qui ne vous dura guère, Le trouble où vous jeta l'amour de votre Père, Le tourment de me perdre, et de le voir heureux, Les rigueurs d'un devoir contraire à tous vos vœux;
Vous n’en ſçauriez, Seigneur, rappeller la memoire, Ny conter vos malheurs, ſans conter mon hiſtoire, Et lors que ce matin i’en écoutois le cours, Mon cœur vous répondoit tous vos meſmes diſcours.	Vous n'en sauriez, Seigneur, rappeler la mémoire, Ni conter vos malheurs, sans conter mon histoire, Et lors que ce matin j'en écoutais le cours, Mon cœur vous répondait tous vos mêmes discours.
Inutile, ou plûtoſt funeſte ſympathie!	Inutile, ou plutôt funeste sympathie!
Trop parfaite vnion par le ſort démentie!	Trop parfaite union par le sort démentie!
Ah!	Ah!
Par quel ſoin cruel le Ciel auoit-il ioint Deux cœurs, que l’vnpour l’autre il ne deſtinoitpoint!	Par quel soin cruel le Ciel avait-il joint Deux cœurs, que l'HÉpour l'autre il ne destinoitpoint!
Car quel que ſoit vers vous le panchant qui m’attire, Ie vous le dy, Seigneur, pour ne plus vous le dire.	Car quel que soit vers vous le penchant qui m'attire, Je vous le dis, Seigneur, pour ne plus vous le dire.
Ma gloire me rappelle, & m’entraiſne à l’Autel Où ie vais vous iurer vn ſilence eternel.	Ma gloire me rappelle, et m'entraîne à l'Autel Où a pais vous jurer un silence éternel.
I’entens, vous gemiſſez.	J'entends, vous gémissez.
Mais telle eſt ma miſere.	Mais telle est ma misère.
Ie neſuis point à vous, ie ſuis à voſtre Pere.	Je nesuis point à vous, ie suis à votre Père.
Dans ce deſſein vous-meſme il faut me ſoûtenir, Et de mon foible cœur m’aider à vous bannir.	Dans ce dessein vous-même il faut me soutenir, Et de mon faible cœur m'aider à vous bannir.
I’attens du moins, i’attens de voſtre complaiſance, Que deſormais par tout vous fuyez ma preſence.	J'attends du moins, j'attends de votre complaisance, Que désormais par tout vous fuyez ma présence.
I’en viens de dire aſſez, pour vous perſuader Que i’ay trop de raiſons de vous le commander, Mais apres ce moment, ſi ce cœur magnanime D’vn veritable amour a bruſlé pour Monime, Ie ne reconnois plus la foy de vos diſcours Qu’au ſoin que vous prendrez de m’éuiter touſiours	J'en viens de dire assez, pour vous persuader Que j'ai trop de raisons de vous le commander, Mais après ce moment, si ce cœur magnanime D'un véritable amour a brûlé pour Monime, Je ne reconnais plus la foi de vos discours Qu'au soin que vous prendrez de m'éviter toujours
XIPHARES.	XIPHARES.
Quelle marque, grands Dieux!	Quelle marque, grands Dieux!
d’vn amour déplorable Combien en vn moment heureux & miſerable, De quel comble de gloire, & de felicitez Dans quel abyſme affreux vous me précipitez!	d'un amour déplorable Combien en un moment heureux et misérable, De quel comble de gloire, et de félicités Dans quel abîme affreux vous me précipitez!
Quoy?	Quoi?
i’auray pû toucher vn cœur comme le voſtrez Vous aurez pû m’aimer?	j'aurai pu toucher un cœur comme le vôtrez Vous aurez pu m'aimer?
Et cependant vn autre Poſſedera ce cœur dont i’attirois les vœux?	Et cependant un autre Possédera ce cœur dont j'attirais les vœux?
Pere iniuſte, cruel, mais d’ailleurs malheureux!	Père injuste, cruel, mais d'ailleurs malheureux!
Vous voulez que ie fuye, & que ie vous éuite?	Vous voulez que Seigneur fuie, et que je vous évite?
Et cependant le Roy m’attache à voſtre ſuite.	Et cependant le Roi m'attache à votre suite.
Que dira-t’il?	Que dira-t-il?
MONIME.	MONIME.
N’importe, il me faut obeïr.	N'importe, il me faut obéir.
Inuentez des raiſons qui puiſſent l’éblouïr.	Inuentez des raisons qui puissent l'éblouir.
D’vn Heros tel que vous c’eſt là l’effort ſuprême:	D'un Héros tel que vous c'est là l'effort suprême:
Cherchez, Prince, cherchez pourvous trahir vous-mêTout ce que pour iouïr de leurs contentemens [ me, L’amour fait inuenter aux vulgaires Amans.	Cherchez, Prince, cherchez pourvous trahir vous-mêTout ce que pour jouir de leurs contentements [ me, L'amour fait inventer aux vulgaires Amants.
Enfin ie me connois, il y va de ma vie.	Enfin ie me connais, il y va de ma vie.
De mes foibles efforts ma vertu ſe défie.	De mes faibles efforts ma vertu se défie.
Ie ſçay qu’en vous voyant, vn tendre ſouuenir Peut m’arracher du cœur quelque indigne ſoûpir, Que ie verray mon ame en ſecret déchirée Reuoler vers le bien, dont elle eſt ſeparée.	Je sais qu'en vous voyant, un tendre souvenir Peut m'arracher du cœur quelque indigne soupir, Que ie verrai mon âme en secret déchirée Révoler vers le bien, dont elle est séparée.
Mais ie ſçay bien auſſi, que s’il dépend de vous, De me faire cherir vn ſouuenir ſi doux;	Mais fort sais bien aussi, que s'il dépend de vous, De me faire chérir un souvenir si doux;
Vous n’empeſcherez pas que ma gloire offenſée N’en puniſſe auſſi-toſt la coupable penſée, Que ma main dans mon cœur ne vous aille chercher, Pour y lauer ma honte, & vous en arracher.	Vous n'empêcherez pas que ma gloire offensée N'en punisse aussitôt la coupable pensée, Que ma main dans mon cœur ne vous aille chercher, Pour y laver ma honte, et vous en arracher.
Que dis-ie?	Que dis-je?
En ce moment, le dernier qui nous reſte, Ie me ſens arreſter par vn plaiſir funeſte.	En ce moment, le dernier qui nous reste, Je me sens arrêter par un plaisir funeste.
Plus ie vous parle, & plus trop foible que ie ſuis, Ie cherche à prolonger le peril que ie fuis.	Plus Seigneur vous parle, et plus trop faible que sans suis, Je cherche à prolonger le péril que iecluis.
Il faut pourtant, il faut ſe faire violence.	Il faut pourtant, il faut se faire violence.
Et ſans perdre en adieux vn reſte de conſtance, Ie fuis.	Et sans perdre en adieux un reste de constance, Je fuis.
Souuenez-vous, Prince, de m’éuiter, Et meritez les pleurs que vous m’allez couſter.	Souvenez-vous, Prince, de m'éviter, Et méritez les pleurs que vous m'allez coûter.
XIPHARES.	XIPHARES.
Ah Madame.	Ah Madame.
Elle fuit, & ne veut plus m’entendre.	Elle fuit, et ne veut plus m'entendre.
Malheureux Xipharés, quel party dois-tu prendre?	Malheureux Xipharez, quel parti dois-tu prendre?
On t’aime, on te bannit, toy-meſme tu vois bien Que ton propre deuoir s’accorde auec le ſien.	On t'aime, on te bannit, toi-même tu vois bien Que ton propre devoir s'accorde avec le sien.
Cours par vn promt trépas abreger ta miſere.	Cours par un prompt trépas abréger ta misère.
Toutefois obſeruons & Pharnace, & mon Pere.	Toutefois observons et Pharnace, et mon Père.
Et s’il faut qu'ii feluar la fauine a ma foy, Du moins, en expirant, ne la cedons qu’au Roy.	Et s'il faut qu'y féluar la favine a ma foi, Du moins, en expirant, ne la cédons qu'au Roi.
Fin du ſecond Acte.	Fin du second Acte.
ACTL III.	ACTL III.
SCENE PREMIERE.	SCÈNE PREMIÈRE.
MIIARIDATE, PITHIeNACE, XIPHARES.	MIIARIDATE, PITHIeNACE, XPHARES.
MITHRIDATE.	MITHRIDATE.
Enez, Princes, venez.	Énez, Princes, venez.
Enfin l’heure eſt venuë Qu’il faut que mon ſecret éclate à vôtre veuë.	Enfin l'heure est venue Qu'il faut que mon secret éclate à votre vue.
A mes iuſtes deſſeins ie voy tout conſpirer.	À mes justes desseins ie rs tout conspirer.
Il ne me reſte plus qu’à vous les declarer.	Il ne me reste plus qu'à vous les déclarer.
Ie fuis, ainſi le veut la Fortune ennemie.	Je fuis, ainsi le veut la Fortune ennemie.
Mais vous ſçauez trop bien l’hiſtoire de ma vie.	Mais vous savez trop bien l'histoire de ma vie.
Pour croire que long-temps ſoigneux de me cacher I’attende en ces deſerts qu’on me vienne chercher.	Pour croire que longtemps soigneux de me cacher J'attende en ces déserts qu'on me vienne chercher.
La Guerre à ſes faueurs, ainſi que ſes diſgraces.	La Guerre à ses faveurs, ainsi que ses disgrâces.
Déja plus d’vne fois retournant ſur mes traces, Tandis que l’Ennemy par ma fuite trompé Tenoit apres ſon char vn vain peuple occupé, Et grauant en airain ſes freſles auantages De mes Eſtats conquis enchaiſnoit les images;	Déjà plus d'une fois retournant sur mes traces, Tandis que l'Ennemi par ma fuite trompé Tenait après son char un vain peuple occupé, Et gravant en airain ses frères avantages De mes États conquis enchaînait les images;
TEHGLDIL.	TEHGLDIL.
Le Boſphore m’a veû, par de nouueaux appreſts, Ramener la Terreur du fonds de ſes marais, PEt chaſſant les Romains de l’Aſie étonnée Renuerſer en vn iour l’ouvrage d’vne année.	Le Bosphore m'a vu, par de nouveaux apprêts, Ramener la Terreur du fond de ses marais, PEt chassant les Romains de l'As étonnée Renverser en un jour l'ouvrage d'une année.
D’autres temps, d’autres ſoins.	D'autres temps, d'autres soins.
L’Orient accablé Ne peut plus ſoûtenir leur effort redoublé.	L'Orient accablé Ne peut plus soutenir leur effort redoublé.
Il voit plus que jamais ſes campagnes couuertes De Romains que la guerre enrichit de nos pertes, Des biens des Nations rauiſſeurs alterez le bruit de nos treſors les a tous attirez, ls y courent en foule, & jaloux l’vn de l’autre Deſertent leur pays pour inonder le noſtre.	Il voit plus que jamais ses campagnes couvertes De Romains que la guerre enrichit de nos pertes, Des biens des Nations ravisseurs altérez le bruit de nos trésors les a tous attirés, ls y courent en foule, et jaloux l' à l'autre Désertent leur pays pour inonder le nôtre.
Moy ſeul je leur reſiſte.	Moi seul je leur résiste.
Ou laſſez, ou ſoûmis Ma funeſte amitié peſe à tous mes amis.	Où lassez, ou soumis Ma funeste amitié pèse à tous mes amis.
Chacun à ce fardeau veut dérober ſa teſte.	Chacun à ce fardeau veut dérober sa tête.
Le ſeul nom de Pompée aſſure ſa conqueſte.	Le seul nom de Pompée assure sa conquête.
C’eſt l’effroy de l’Aſie.	C'est l'effroi de l'Asie.
Et loin de l’y chercher, L’eſt à Rome, mes Fils, que je prétens marcher.	Et loin de l'y chercher, L'est à Rome, mes Fils, que je prétends marcher.
Ce deſſein vous ſurprend, & vous croyez peut-eſtre Que le ſeul deſeſpoir aujourd’huy le fait naiſtre.	Ce dessein vous surprend, et vous croyez peut-être Que le seul désespoir aujourd'hui le fait naître.
lexcuſe voſtre erreur.	lexcuse votre erreur.
Et pour eſtre approuuez De ſemblables projets veulent eſtre acheuez.	Et pour être approuvés De semblables projets veulent être achevés.
Ne vous figurez point, que de cette Contrée Par d’eternels rampars Rome ſoit ſeparée.	Ne vous figurez point, que de cette Contrée Par d'éternels rampars Rome soit séparée.
le ſçay tous les chemins par où je dois paſſer.	le sais tous les chemins par où je dois passer.
it ſi la mort bien-toſt ne me vient trauerſer, nans reculer plus loin l’effet de ma parole, le vous rens dans trois mois au pié du Capitole.	U si la mort bientôt ne me vient traverser, nans reculer plus loin l'effet de ma parole, le vous rends dans trois mois au pie du Capitole.
Doutez-vous que l’Euxin ne me porte en deux jours Aux lieux où le Danube y vient finir ſon cours, Que du Scythe auec moy l’alliance jurée De l’Europe en ces lieux ne me liuré l’entrée?	Doutez-vous que l'Euxin ne me porte en deux jours Aux lieux où le Danube y vient finir son cours, Que du Scythe avec moi l'alliance jurée De l'Europe en ces lieux ne me livré entrée?
Recüeilly dans leurs ports, accrû de leurs ſoldats Nous verrons noſtre camp groſſir à chaque pas.	Recueilly dans leurs ports, accru de leurs soldats Nous verrons notre camp grossir à chaque pas.
Daces, Pannoniens, la fiere Germanie, Tous n’attendent qu’vn Chef contre la tyrannie.	Daces, Pannoniens, la fière Germanie, Tous n'attendent qu'un Chef contre la tyrannie.
Vous auez veû l’Eſpagne, & ſur tout les Gaulois Contre ces meſmes Murs qu’ils ont pris autrefois, Exciter ma vangeance, & juſques dans la Grece Par des Ambaſſadeurs accuſer ma pareſſe.	Vous avez vu l'Espagne, et sur tout les Gaulois Contre ces mêmes Murs qu'ils ont pris autrefois, Exciter ma vengeance, et jusque dans la Grèce Par des Ambassadeurs accuser ma paresse.
Ils ſçauent que ſur eux preſt à ſe déborder Ce Torrent, s’il m’entraiſne, ira tout inonder.	Ils savent que sur eux prêt à se déborder Ce Torrent, s'il m'entraîne, ira tout inonder.
Et vous les verrez tous préuenant ſon rauage, Guider dans l’Italie, & ſuiure mon paſſage.	Et vous les verrez tous prévenant son ravage, Guider dans l'Italie, et suivre mon passage.
C’eſt là qu’en arriuant, plus qu’en tout le chemin Vous trouuerez par tout l’horreur du nom Romain Et la triſte Italie encor toute fumante Des feux, qu’a rallumez ſa liberté mourante.	C'est là qu'en arrivant, plus qu'en tout le chemin Vous trouverez par tout l'horreur du nom Romain Et la triste Italie encor toute fumante Des feux, qu'a rallumez sa liberté mourante.
Non, Princes, ce n’eſt point au bout de l’Vniuers Que Rome fait ſentir tout le poids de ſes fers.	Non, Princes, ce n'est point au bout de l'Univers Que Rome fait sentir tout le poids de ses fers.
Et de prés inſpirant les haines les plus fortes, Tes plus grands Ennemis, Rome, ſont à tes portes.	Et de près inspirant les haines les plus fortes, Tes plus grands Ennemis, Rome, sont à tes portes.
Ah!	Ah!
s’ils ont pû choiſir pour leur Liberateur, Spartacus, vn Eſclaue, vn vil Gladiateur, S’ils ſuiuent au combat des Brigands qui les vangent, De quelle noble ardeur penſez-vous qu’ils ſe rangent Sous les drapeaux d’vn Roy long-temps victorieux, Qui voit juſqu’à Cyrus remonter ſes Ayeux?	s'ils ont pu choisir pour leur Libérateur, Spartacus, un Esclave, un vil Gladiateur, S'ils suivent au combat des Brigands qui les vengent, De quelle noble ardeur pensez-vous qu'ils se rangent Sous les drapeaux d'un Roi longtemps victorieux, Qui voit jusqu'à Cyrus remonter ses Aïeux?
