MADAME,	MADAME,
& ſi ie ne me trompe monſtré ſuffiſamment qu’il a eu raiſon de l’appeller ramle decelte lorte de l'oemes:	et si ici ne me trompe montré suffisamment qu'il a eu raison de l'appeler ramle décelte lorte de l'oèmes:
nous auons fait voir qu’en cette partie, l’ouurage de Monſieur de Scudery eſtoit au deſſus de la loüange;	nous avons fait voir qu'en cette partie, l'ouvrage de Monsieur de Scudery était au dessus de la louange;
& nous euſſions continué à y verifier la regularité des mœurs, des ſentimens, & de la diction, où ſans doute nous euſſions mis dequoy ſatisfaire les habiles, & inſtruire les ignorans, ſi vn voyage que nous allons faire au delà des Monts n’auoit empeſché la ſuitte de noſtre deſſein.	et nous eussions continué à y vérifier la régularité des mœurs, des sentiments, et de la diction, où sans doute nous eussions mis dequoy satisfaire les habiles, et instruire les ignorants, si mieux voyage que nous allons faire au delà des Monts n'avait empêché la suitte de notre dessein.
Mais outre que cela retarderoit l’impreſſion qui preſſe, & arreſteroit trop long-temps l’impatience publique, outre que noſtre ſingulier Amy Monſieur de la Meſnardiere, a diuinement traicté ces trois parties dans le grand ouurage de la Poëtique qu’il va mettre auiour, & que dans les preceptes du Philoſophe, on peut voir combien religieuſement les à luiuis hoitte Autheur.	Mais outre que cela retarderait l'impression qui presse, et arrêterait trop longtemps l'impatience publique, outre que notre singulier Ami Monsieur de la Mesnardiere, a divinement traité ces trois parties dans le grand ouvrage de la Poëtique qu'il va mettre aujour, et que dans les préceptes du Philosophe, on peut voir combien religieusement les à lui huite Auteur.
Outre cela (dis-ie) nous auous iugé que la Fable eſtant la partie d’vn Poëme la moins commune, & toutefois la plus importante, il eſtoit plus à propos de nous y arreſter, & de faire voir l’incomparable beauté de celle de l’Amour Tyrannique, que Monſieur de Scudery a ſi merueilleuſement inuentée:	Outre cela (dis-je) nous avous jugé que la Fable étant la partie d'un Poème la moins commune, et toutefois la plus importante, il était plus à propos de nous y arrêter, et de faire voir l'incomparable beauté de celle de l'Amour Tyrannique, que Monsieur de Scuderi a si merveilleusement inventée:
car pour les mœurs, les ſentimiens, ce la diction, à moins que d’eſtre entierement priué de ſens commun, on ne ſçaufoit manquer de connoiſtre dans ce Poëme, la regularité des premiers, la generoſité des ſeconds, & la pureté Maieſtueuſe de la troiſieſme.	car pour les mœurs, les sentimiens, ce la dissions, à moins que d'être entièrement privé de sens commun, on ne sçaufoit manquer de connaître dans ce Poème, la régularité des premiers, la générosité des second, et la pureté Majestueuse de la troisième.
Il eſt vray qu’à prendre le cheminordinaire des Auant-propos de nos Liures, nous euſſions encore éuité la peine de parler de la Fable;	Il est vrai qu'à prendre le cheminordinaire des Avant-propos de nos Livres, nous eussions encore évité la peine de parler de la Fable;
car à la mode des autres Eſcriuains, nous euſſions ſeulement ietté trois ou quatre poignées de fleurs au deuant de l’ouurage;	car à la mode des autres Écrivains, nous eussions seulement jeté trois ou quatre poignées de fleurs au devant de l'ouvrage;
remply deux ou trois pages de BoN & de BEAV;	rempli deux ou trois pages de BoN et de BEAU;
donné des loüanges ſans en dire la raiſon;	donné des louanges sans en dire la raison;
ennuyé le Lecteur par des flatteries inutiles;	ennuyé le Lecteur par des flatteries inutiles;
& couronné le Poëte de noſtre authorité priuée.	et couronné le Poète de notre autorité privée.
Mais à dire vray, il nous font Alliue, ce qui d'orumnantt affide aux autres;	Mais à dire vrai, il nous font Allive, ce qui d'orumnant affidé aux autres;
perſonne ne nous euſt adiouſté de foy;	personne ne nous eût ajouté de foi;
on ſe fuſt mocqué de la vanité de nos Eloges, & on n’euſt pas iugé de la reputation de noſtre Amy ſur des loüanges appoſtées.	on se fût moqué de la vanité de nos Éloges, et on n'eût pas jugé de la réputation de notre Ami sur des louanges appostées.
C’a donc eſté le mieux d’amener par tout l’authorité de la raiſon & de la Science, de ne loüer point Monſieur de Scudery, qu’aptes en auoir conſulté Ariſtote;	C'a donc été le mieux d'amener par tout l'autorité de la raison et de la Science, de ne louer point Monsieur de Scuderi, qu'aptes en avoir consulté Aristote;
de ne le couronner point, que pat les mains de ce Sage;	de ne le couronner point, que pat les mains de ce Sage;
& de n’appuyer pontte la gionei que fur vn fondement qui n’apprehendalt ny les enuleux, uy les calomniateurs.	et de n'appuyer pontte la gionei que fur un fondement qui n'appréhendalt toujours les enuleux, ui les calomniateurs.
Ectoutefois nous auoüons icy ingenuëment, qu’auec tous ces aduantages, noſtre Diſcours n’auroit pas mis ce Poëme à couuert de l’incurſion de ces deux ennemis des belles choles:	Étoutefois nous auoüons ici ingénument, qu'avec tous ces avantages, nôtre Discours n'aurait pas mis ce Poème à couvert de l'incursion de ces deux ennemis des belles choles:
& que peut citte il nous euſt encore fallu deffendre les veritez que nour venonre erpoler, & teſmoigner à ces enuieux que nous ſommes,	et que peut -cite il nous eût encore fallu défendre les vérités que nour venonre erpoler, et témoigner à ces envieux que nous sommes,
Et cautare pares, & reſpondere parati.	Et cautare pares, et répondere parati.
Si ce Grand Genie de noſtre Siecle, la honte des Siecles paſſez, & la merueille de ceux qui ſont à venir, le diuin CARDINAL DE RICHELIXV, ne nous euit cipaigne ce cradane	Si ce Grand Génie de notre Siècle, la honte des Siècles passez, et la merveille de ceux qui sont à venir, le divin CARDINAL DE RICHÉLIXV, ne nous euit cipagne ce cradane
Ce grand eſprit ayant eſté charmé de ce Poëme, & creû auec raiſon que l’on Ile pouuoit rien eſcrite que d’iniuſte & d’impertinent, contre vn ouurage ſi parfait a deffendu à ſon Autheur de reſpondre, ſi iamais la malice des hommes l’attaquoit au preiudice de la verité.	Ce grand esprit ayant été charmé de ce Poème, et creû avec raison que l'on Ile pouvait rien écrite que d'injuste et d'impertinent, contre un ouvrage si parfait à défendu à son Auteur de répondre, si jamais la malice des hommes l'attaquait au préjudice de la vérité.
Si bien que par ceſte raiſon, nous iugeons que cette Tragedie eſt au deſſus der adiques de l’enuie, & par ſon propre merite & par vne protection, qu’on ſeroit plus que ſacrilege de violer, puis que c’eſt celle D’ARMAND, LE DIEV	Si bien que par cette raison, nous jugeons que cette Tragédie est au dessus der iques de l'envie, et par son propre mérite et par une protection, qu'on serait plus que sacrilège de violer, puis que c'est celle D'ARMAND, LE DIEU
4 VTELAIRE DES LETTRES.	4 VTELAIRE DES LETTRES.
C’eſt de la voix de cét ORACLE, que ſont ſorties ces propres paroles:	C'est de la voix de cet ORACLE, que sont sorties ces propres paroles:
QVE L’AMOVR TYRANNYQVE ESTOIT VN OVVRAGE N’AVOIT POINT BESOIN D’APOLOGIES ET QVI SE DEFFEN DOIT ASSEZ DE SOY MESME.	QUE L'AMOUR TYRANNYQVE ESTOIT VN OUVRAGE N'AUOIT POINT BESOIN D'APOLOGIES ET QUI SE DEFEN DOIT ASSEZ DE SOI MÊME.
Hoc ages pena metuente ſolui Fama ſuperſtes.	Hoc ages pena métuente solui Fama superstes.
LES ACTEVRS OROSMANE, Roy de Capadoce.	LES ACTEURS OROSMANE, Roi de Capadoce.
TIGRANE, ION TIIS.	TIGRANE, JON TIS.
TYRIDATE, Roy de Pont.	TYRIDATE, Roi de Pont.
ORMENE, la femme fille d’Oroſmane.	ORMENE, la femme fille d'Orômane.
POLYXENE, femme de Tigrane & fille du Roy de Frigie.	POLYXENE, femme de Tigrane et fille du Roi de Frigie.
TROILE, Fils du Roy de Frigie & Frere de Polyxene.	TROILE, Fils du Roi de Frigie et Frère de Polyxène.
PHARNABASE, iadis Gouuerneur de Tyridate.	PHARNABASE, jadis Gouverneur de Tyridate.
Prrlemirle Pu, Licutenant General de Tyridate.	Prrémirle Pu, Licutenant Général de Tyridate.
CASSANDRE, -filles d’honneur d’Ormene.	CASSANDRE, -filles d'honneur d'Ormène.
HECVBE	HÉCUBE
EVPHORBE, Capitaine Frigien deſguiſé en païſan.	EUPHORBE, Capitaine Frigien déguisé en paysan.
TROVPE des Gardes de Tyridate.	TROUPE des Gardes de Tyridate.
NIIEVTO V A TIRANNIQVE, TRAGI-COMEDIE	NIIEUTO V À TIRANIQUE, TRAGI-COMÉDIE
A I I ORMENE, CASSAINDRE, HECVBE, TIRIDATE, PHARNABASE, PHRAARTE, troupe de GARDES, OROSMAFL, HODIHENE, IIGRANE.	À I I RMENE, CASSAINDRE, HÉCUBE, TIRIDATE, PHARNABAS, PHRARTE, troupe de GARDES, OROSMAFL, HODIHÉNE, IIGRANE.
CENE PREMIERE.	CÈNE PREMIÈRE.
ORMENE, CASSANDRE, HECVBE.	ORMENE, CASSANDRE, HÉCUBE.
ORMENE.	ORMENE.
L b am se IEVX, qui voyeZ les maux dont ie ſuis pourſuiuie, Accordez m’en la fin, en celle de ma vie, Et ne permettez-pas qu’vn cœur au deſeſpoir Murmure contre vous, & manque à ſon deuoir:	 am se YEUX, qui voyeZ les maux dont votre suis poursuivie, Accordez m'en la fin, en celle de ma vie, Et ne permettez-pas qu'un cœur au désespoir Murmure contre vous, et manque à son devoir:
AſſeZ, & trop long-temps, ma pauure ame abatuë, A ſouffert les rigueurs de l’ennuy qui la tuë:	Assez, et trop longtemps, ma pauvre âme abattue, A souffert les rigueurs de l'ennui qui la tue:
Aſſez, & trop long-temps, vn infidelle eſpoux A meſpriſé ces pleurs qui s’adreſſent à vous.	Assez, et trop longtemps, un infidèle époux A méprisé ces pleurs qui s'adressent à vous.
It eſt temps, ô grands Dieux, de finir mon martire;	It est temps, ô grands Dieux, de finir mon martyre;
AccordeZ-moy la mort, puis que ie la deſire:	Accordez-moi la mort, puis que ie la désire:
Et ne refuſez pas à ce cœur langoureux, Le remede aſſeuré qui reſte aux mal-heureux.	Et ne refusez pas à ce cœur langoureux, Le remède assuré qui reste aux malheureux.
Ie ne demande pas que ma fin ſoit vangée, Car ie ne change point, quoy que l’on m'ait changée:	Je ne demande pas que ma fin soit vengée, Car ie ne change point, quoi que l'on m'ait changée:
I'aime encor Tiridate inconſtant comme il eſt;	J'aime encor Tiridate inconstant comme il est;
Ie croy deuoir haïr tout ce qui luy déplaiſt;	Je crois devoir haïr tout ce qui lui déplaît;
Puis qu’il veut mon treſpas, ie le tiens legitime, Et ie veux que ma mort amoindriße ſon crime:	Puis qu'il veut mon trépas, Seigneur le tiens légitime, Et tu veux que ma mort amoindrise son crime:
Faße le iuſte Ciel en m’oſtant la clarté, Qu'il puiße aimer ailleurs ſans infidelité.	Fasse le juste Ciel en m'ôtant la clarté, Qu'il passée aimer ailleurs sans infidélité.
CASSANDRE.	CASSANDRE.
Exemple merueilleux de l'amour conjugale, Que vous faites bien voir que rien ne vous egale, Puis que dans les rigueurs, & dans le changement, Ce cœur touſiours conſtant aime ſi cherement.	Exemple merveilleux de l'amour conjugale, Que vous faites bien voir que rien ne vous égale, Puis que dans les rigueurs, et dans le changement, Ce cœur toujours constant aime si chèrement.
Que voſtre Majeſté s’il luy plaiſt ſe conſole, Et pour ſe conſoler, Saſſeure en ma parore;	Que votre Majesté s'il lui plaît se console, Et pour se consoler, Sassure en ma parore;
Qui luy promet qu'vn iour les Dieux auront pitié Des maux que le Roy fait à ſa chaſte amitié:	Qui était promet qu'un jour les Dieux auront pitié Des maux que le Roi fait à sa chaste amitié:
Et qu’il luy donnera la palme meritée, Adorant la vertu qu’il a perſecutée.	Et qu'il lui donnera la palme méritée, Adorant la vertu qu'il a persécutée.
HECVBE.	HÉCUBE.
Mais, Madame, ſouffrez que ma compagne & moy Sçachions quel eſt l'objet qui charme ainſi le Roy, Nuile Dame à la Cour nen parviſſant aimee, Peut-il auoir vn feu ſans flame, & ſans fumee?	Mais, Madame, souffrez que ma compagne et moi Sachions quel est l'objet qui charme ainsi le Roi, Nuile Dame à la Cour nen parvissant aimée, Peut-il avoir un feu sans flamme, et sans fumée?
ORMENE.	ORMENE.
Las!	Las!
il n’eſt que trop vray que ſon cœur allumé, Bruſle d’vn feu ſecret dont il eſt conſumé!	il n'est que trop vrai que son cœur allumé, Brûle d'un feu secret dont il est consumé!
La flame qui deſtruit la Capadoce entiere, Vient de celle d’amour qui luy ſert de matiere.	La flamme qui détruit la Capadoce entière, Vient de celle d'amour qui était sert de matière.
Ne vous ſouuient-il pas que le Roy vint icy Pour viſiter mon pere, & que i'y vins außi?	Ne vous souvient-il pas que le Roi vint ici Pour visiter mon père, et que j'y vins aussi?
Il vid pour mon mal-heur, le ſort m’eſtant contraire, La belle Polixene eſpouſe de mon frere, Et ſe laißa charmer à des attraits ſi dous:	Il vit pour mon malheur, le sort m'étant contraire, La belle Polixène épouse de mon frère, Et se laissa charmer à des attraits si dous:
CASSANDRE.	CASSANDRE.
Elle eſt belle (il eſt vray) mais non pas plus que vous.	Elle est belle (il est vrai) mais non pas plus que vous.
HECVBE.	HÉCUBE.
Et puis, quelques appas que l’on remarque en elle, Eſtant ſa belle ſœur, ſa flame eſt criminelle.	Et puis, quelques appas que l'on remarque en elle, Étant sa belle sœur, sa flamme est criminelle.
