ARGVMENT.	ARGUMENT.
Maintenant mon eſpritn’a rien qui l’importune, Auec toy ie me ry des coups de la fortune, Aupres de ta beauté ſans crainte & ſans effroy, Ieverrois tout le Ciel irrité contre moy, L’eſclat de tes beaux yeux, merueille incomparable, Me rendroit de l’Enfer la demeure agreable, Et les conſiderans & calmes & ſereins, De t’offenſer, mon cœur, c'eſt tout cout ce que ie crains.	Maintenant mon espritn'a rien qui l'importune, Avec toi tu me ry des coups de la fortune, Auprès de ta beauté sans crainte et sans effroi, Ieverrois tout le Ciel irrité contre moi, L'éclat de tes beaux yeux, merveille incomparable, Me rendrait de l'Enfer la demeure agréable, Et les considérants et calmes et sereins, De t'offenser, mon cœur, c'est tout coût ce que ie crains.
LVIE.	LVIE.
Ceſte crainte, Thyrſis ne doit troubler ton ame, Ie ne ſçay pas bruſler d’vne commune flame, Quand ie te fis l’objet de ma ſaincte amitié, Ce ne fut à deſſein de t’aymer à moitié, Preſentant tous mes vœux d’offrande à ton merite, Ie croy ceſte faueur encores trop petite, Pour toy l’Amour ne peut me faire trop ſouffrir, Ie voudrois auec moy vn Empire t’offrir, Mes deſirs te donnant à gouuerner ma vie, Croy que tu ne ſçaurois importuner Siluis.	Cette crainte, Thyrs ne doit troubler ton âme, Je ne sais pas brûler d'une commune flamme, Quand Je te fis l'objet de ma sainte amitié, Ce ne fut à dessein de t'aimer à moitié, Presentant tous mes vœux d'offrande à ton mérite, Je crois cette faveur es trop petite, Pour toi l'Amour ne peut me faire trop souffrir, Je voudrais avec moi vn Empire t'offrir, Mes désirs te donnant à gouverner ma vie, Croi que tu ne saurais importuner Siluis.
Mais nous perdons le téps dans ces doux complimens, Horsauy uu ſaaunu quens foue nes pauuinunis, Et iuſques à quel poinct ton amour me poſſede.	Mais nous perdons le temps dans ces doux compliments, Horsavi u aunu quents soue nés pauvinunis, Et jusques à quel point ton amour me possède.
LVIE.	LVIE.
Certes le temps perdu ne ſouffre de remede:	Certes le temps perdu ne souffre de remède:
Quitte donc ce bouclier afin qu'à ceſte fois, Pour me mettre en repos ie te donne des loix, Iure que tu feras tout ce que ie deſiré, Que ſur ite coronte ta menne auna vempire, Que comme auec ta ſœur tu viuras auec moy, Tant que l’Hymen nous ait vnis deſſous ſa loy.	Quitte donc ce bouclier afin qu'à cette fois, Pour me mettre en repos assez te donne des lois, Jure que tu feras tout ce que sans désiré, Que sur juste coronte ta menne auna vempire, Que comme avec ta sœur tu vivras avec moi, Tant que l'Hymen nous ait unis dessous sa loi.
A genoux deuant toy, ſeul eſpoir qui me reſte, La ma jeſté des Dieux à me punir i’atteſte, Si touſiours ton vouloir ne limite le mien, Et ſi ie romps iamais vn ſi ſacrélien.	A genoux devant toi, seul espoir qui me reste, La ma jesté des Dieux à me punir j'atteste, Si toujours ton vouloir ne limite le mien, Et si si romps jamais un si sacrélien.
SCENE VI.	SCÈNE VI.
ALACRIN, SYLVIE, TIITRSIS.	ÀLACRIN, SYLVIE, TITRSIS.
ALACRIN.	ÀLACRIN.
Ttu ne le romps pas, i'en veux couper la trame, DEt dans ton propre ſang faire nager ton ame,	Tu ne le romps pas, j'en veux couper la trame, DEt dans ton propre sang faire nager ton âme,
LVIE.	LVIE.
Helas!	Hélas!
l'eſtrange monſtre, bons Dieux aſſiſtez nous:	l'étrange montre, bons Dieux assistés nous:
ALACRIN.	ÀLACRIN.
En vain des Immortels l’ayde reclamez-vous, D’vn pied ie pourray bien atterrer ta puiſſance.	En vain des Immortels l'aide réclamés-vous, D'une pied que pourrai seule atterrer ta puissance.
Et te faire fleſchir ſous mon obeyſſance, Et ue te vras centraattetenmoins d’effort, Ceſte rare beauté que ie cheris ſi fort.	Et te faire fléchir sous mon obéissance, Et ue te vras centraattetenmoins d'effort, Cette rare beauté que je chéris si fort.
HYRSIS.	HYRSIS.
Tu peux bien t'aſſeurer de n’auoir pas Syluie, Tandis que i’humeray le doux air de la vie, Monſtre, laſche, cruël, traiſtre qui m'as ſurpris.	Tu peux bien t'assurer de n'avoir pas Syluie, Tandis que j'humerai le doux air de la vie, Montre, lâche, cruel, traître qui m'as surpris.
ALACRIN.	ÀLACRIN.
O les braues efforts d’vn Soldat de Cypris!	Ô les braves efforts d'un Soldat de Cypris!
Pour te faire deſuit il faut qu'à ta mouſtache, Ie touche de ſon ſein ce que la rõbbe en cache, Ie n'en ſuis pas plus fin, elle eſt hors de mes mains:	Pour te faire desuit il faut qu'à ta moustache, Je touche de son sein ce que la rõbbe en cache, Je n'en suis pas plus fin, elle est hors de mes mains:
Mais tu reſſentiras mes efforts inhumains, Re te acuorclap cupextez at manlige, Si ie ne puis reuoir cẽt aymable viſage.	Mais tu ressentiras mes efforts inhumains, Re te acuorclap cupextez at manlige, Si grande ne puis revoir cent aimable visage.
TATRSTS.	TATRÊTS.
Satyre ie ne puis contenter ton deſir.	Satire ici ne puis contenter ton désir.
ALACRIN.	ÀLACRIN.
De t’eſgorger tantoſt i'auray donc le plaiſir.	De t'égorger tantôt j'aurai donc le plaisir.
TATTHYRSIS.	TATHYRSIS.
Si tu croyois en moy ie pourrois bien t’apprendre Vn moyen qui pourroit ayſement la ſurprendre, Et qui ſans nul danger te feroit receuoir Vn bon-heur que les Dieux ſeroient ayſes d'auoir.	Si tu croyais en moi je pourrais bien t'apprendre Un moyen qui pourrait aisément la surprendre, Et qui sans nul danger te ferait recevoir Un bonheur que les Dieux seraient aises d'avoir.
ALACRIN.	ÀLACRIN.
Leue-toy;	Leve-toi;
& me dy comment il faudra faire?	et me dis comment il faudra faire?
THYRSIS.	THYRSIS.
Si tu veux à Syluie auec peu de ſoin plaire, Tu n’as qu'à imiter les accens de ma voix, Prendre mon coutelas, mon taſque, men pauois, Et en ceſte façon te preſenter à elle.	Si tu veux à Syluie avec peu de soin plaire, Tu n'as qu'à imiter les accends de ma voix, Prendre mon coutelas, mon tasque, men pavais, Et en cette façon te présenter à elle.
ALACRIN.	ÀLACRIN.
Deſ-ja d’vn tel eſpoir mon ſang ſe renouuelle, L’attente d’vn tel bien, mon ame reſiouit, Et la haine pour toy de moy s’eſuanouit.	Déjà d' tel espoir mon sang se renouvelle, L'attente d'un tel bien, mon âme réjouit, Et la haine pour toi de moi s'évanouit.
Tes yeux verront ſans doute, ô bien-heureux Satyre, Nud à nud ce beau corps pour qui l’amour ſouſpire, Tu baiſeras Syluie, en qui tout eſt parfait, Et qui peut imiter des mortels le ſouhait, De qui l’haleine ſent auſſi bon que les roſes, Quand aux rais du Soleil elles ſont bien eſcloſes.	Tes yeux verront sans doute, ô bienheureux Satire, Nud à nu ce beau corps pour qui l'amour soupire, Tu baiseras Syluie, en qui tout est parfait, Et qui peut imiter des mortels le souhait, De qui l'haleine sent aussi bon que les roses, Quand aux rais du Soleil elles sont bien écloses.
ALACRIN.	ÀLACRIN.
Berger tu me fais rire, & flattant mes douleurs, Me ſemble que deſ-ja ſur vn tapis de fleurs, Ardamment amoureux, à mon gré ie la couche, Ma main touche ſon ſein, & ie baiſe ſa bouche;	Berger tu me fais rire, et flattant mes douleurs, Me semble que déjà sur un tapis de fleurs, Ardamment amoureux, à mon grégli la couche, Ma main touche son sein, et ainsi baise sa bouche;
Et gourmandant ainſi ces impies orgueils, Les buiſſons pour rideaux, & les prez pour linceuls, Celebrans cét Hymen à ma façon ruſtique, Les oyſeaux ſeulement nous ſeruent de muſique:	Et gourmandant ainsi ces impies orgueils, Les buissons pour rideaux, et les prez pour linceuls, Célébrants cet Hymen à ma façon rustique, Les oiseaux seulement nous servent de musique:
Allons donc promptement dans ce prochain rocher, Où pour te bien traitter rien ne me ſera cher.	Allons donc promptement dans ce prochain rocher, Où pour te bien traiter rien ne me sera cher.
ACTE TROISIESME.	ACTE -TROISIÈME.
SCENE PREMIERE.	SCÈNE PREMIÈRE.
YLVIE, AMYNTOR.	YLVIE, AMYNTOR.
YLVIE SEVLE.	YLVIE SEULE.
E ſuis en liberté, Thyrſis eſt en ſeruage, TEt ie ne creue pas de deſpit & de rage, La fortune me ſauue en perdant mon vainqueur, Et ma raiſon ſuruit la perte de mon cœur!	E suis en liberté, Thyrsis est en servage, TEt ici ne crève pas de dépit et de rage, La fortune me sauve en perdant mon vainqueur, Et ma raison survit la perte de mon cœur!
Mon ame ſuit les pas du Berger que i’adore, Et ſans ame & ſans cœurie ſuis viuante encore!	Mon âme suit les pas du Berger que j'adore, Et sans âme et sans cœurie suis vivante encore!
Ha!	Ha!
ceſte la ſcheté ne ſe doit point ſouffrir;	cette la scheté ne se doit point souffrir;
Tygres à mon ſecours venez donc vous offrir!	Tigres à mon secours venez donc vous offrir!
Paiſſez vous de ma chair, en me purgeãt du blaſme De ſuruiure vn moment la perte de mon ame!	Paissez vous de ma chair, en me purgeãt du blâme De survivre un moment la perte de mon âme!
Monſtre qui l’as ſurpris!	Montre qui l'as surpris!
toy qui me l’as rauy, Tu n’as que la moitié!	toi qui me l'as ravi, Tu n'as que la moitié!
ſçache donc que ie vy;	sçache donc que Ne vis;
Viens, ie ne fuiray point, tu m’auras toſt atteinte, L’amour a de mon ſein banny toute la crainte;	Viens, Seigneur ne fuirai point, tu m'auras tôt atteinte, L'amour a de mon sein banni toute la crainte;
Et pour reuoir vn bien que i’eſtime ſi cher, A tes vilaines mains ie me lairray toucher.	Et pour revoir bien que j'estime si cher, À tes vilaines mains je me lairrai toucher.
Dieux!	Dieux!
ie vois Amyntor, mon ame eſt eſperduë, Il faut dißimuler le regret qui me tuë.	Ne vois Amintor, mon âme est éperdue, Il faut dissimuler le regret qui me tue.
Berger!	Berger!
vous me trouuez dans ces ſauuages lieux, Où ma viue douleur ne ſe monſtre que mieux, Contre le ſort cruel qui me fut ſi contraire De me laiſſer enfant, & ſans pere & ſans mere, De qurles oustonjelxporijans mes eiprels, Euſſent de m’eſleuer la conduite entrepris.	vous me trouvez dans ces sauvages lieux, Où ma vive douleur ne se montre que mieux, Contre le sort cruel qui me fut si contraire De me laisser enfant, et sans père et sans mère, De qurles oustonjelxporijans mes eiprels, Eussent de m'élever la conduite entrepris.
AMYNTOR.	AMYNTOR.
Voſtre ame de vertus le modele & le temple, Pour regler vos deſirs n’a point beſoin d’exemple.	Votre âme de vertus le modèle et le temple, Pour régler vos désirs n'a point besoin d'exemple.
LVIE.	LVIE.
a drleaanstrint jelljperterdejermano	a drléanstrint jelajperterdejermano
AMYNTOR.	AMYNTOR.
Vous cognoiſſez pourtant que ie ne ments iamais.	Vous connaissez pourtant que ici ne mens jamais.
LVIE.	LVIE.
Delaiſſons ce diſcours, I’eſtat de ma fortune Par de nouueaux ennuis tous les iours m’importune.	Délaissons ce discours, J'état de ma fortune Par de nouveaux ennuis tous les jours m'importune.
AMYNTOR.	AMYNTOR.
Vous auez des parens ſoigneux de voſtre bien.	Vous avez des parents soigneux de votre bien.
IE.	JE.
Plus que l’ayſe d’autruy chacun cherit le ſien, Mes parens m’ayment bien:	Plus que l'aise d'autrui chacun chacun le sien, Mes parents m'aiment bien:
mais i’aurois for enuie De les voir deſliurez du ſoucy de ma vie.	mais j'aurais for envie De les voir délivrés du souci de ma vie.
AMYNTOR.	AMYNTOR.
Quoy, voulez vous mourir?	Quoi, voulez -vous mourir?
SYLVIE.	SYLVIE.
non par s’il plaiſt aux Dieux:	non par s'il plaît aux Dieux:
Mais ie crains que ce fais ne leur ſoit ennuyeux.	Mais ici crains que ce fais ne leur soit ennuyeux.
AMYNTOR.	AMYNTOR.
Ennuyer à leur ſoing vne ſi douce peine, Le pouuant empeſcher, voſtre complainte eſt vaine.	Ennuyer à leur soing une si douce peine, Le pouvant empêcher, votre complainte est vaine.
LVIE.	LVIE.
Lignore ies moyens propres pour en jortir, A l’eſgal de la mort craignant le repentir.	Lignore jes moyens propres pour en jortir, À l'égal de la mort craignant le repentir.
AMYNTOR.	AMYNTOR.
Le coup le plus certain pour rompre ce ſeruage, A mon opinion ſeroit le mariage.	Le coup le plus certain pour rompre ce servage, À mon opinion serait le mariage.
VIE.	VIE.
Ce ſeroit me tuer en me penſant guerir, Et de ma liberte le naufrage encourir:	Ce serait me tuer en me pensant guérir, Et de ma liberté le naufrage encourir:
Ie ne veux pas ainſi ſortir de ſeruitude, Le ioug ſous vn mary me ſemble vn peu trop rude.	Je ne veux pas ainsi sortir de servitude, Le joug sous un mari me semble un peu trop rude.
AMYNTOR.	AMYNTOR.
Voſtre beauté s’acquiert vn abſolu pouuoir:	Votre beauté s'acquiert un absolu pouvoir:
Car vn Dieu ſe tiendroit heureux de vous auoir.	Car un Dieu se tiendrait heureux de vous avoir.
YLVIE.	YLVIE.
Tandis que le deſir regne dedans vne ame, Ce ne ſont que ſouſpirs, & complimens de flame:	Tandis que le désir règne dedans une âme, Ce ne sont que soupirs, et compliments de flamme:
Mais en la iouyſſance ils ſuiuent d’autres loix, Et maiſtres du logis ils commandent en Rois.	Mais en la jouissance ils suivent d'autres lois, Et maîtres du logis ils commandent en Rois.
AMYNTOR.	AMYNTOR.
Tous ne commettent pas vne pareille faute, Ie iure de nos Dieux la puiſſance tres-haute, Que ie ne vous ments point, auſſi vray qu’il eſt iour;	Tous ne commettent pas une pareille faute, Je jure de nos Dieux la puissance très-haute, Que enfin ne vous mens point, aussi vrai qu'il est jour;
Je cognois des maris qui ſouſpirent d’amour.	Je connais des maris qui soupirent d'amour.
LVIE.	LVIE.
Ouy pour d’autres beautez,	Oui pour d'autres beautés,
AMYNTOR.	AMYNTOR.
Non, pour leur propres femmes.	Non, pour leur propres femmes.
VEE.	VE.
Ces maris ſont bien rares, & bien pourueus de flames.	Ces maris sont bien rares, et bien pourvus de flammes.
AMYNTOR.	AMYNTOR.
V ne grande beauté peut donner vn plaiſir Dont meſme l’abondance augmente le deſir.	V ne grande beauté peut donner un plaisir Dont assez l'abondance augmente le désir.
LVIE.	LVIE.
L'ordinaire d’vn bien touſiours nous importune, L'on ſe laſſe ſouuent de la bonnefortune.	L'ordinaire d'un bien toujours nous importune, L'on se lasse souvent de la bonnefortune.
A MYNTOR.	À MYNTOR.
Vos raiſons ne ſont pas d’accord auec vos yeux:	Vos raisons ne sont pas d'accord avec vos yeux:
Car iamais du neftar ne ſe laſſent les Dieux;	Car jamais du neftar ne se lassent les Dieux;
Et vos appas qui ſont d’vne immortelle eſſence, Font viure les deſirs parmy la iouyſſance;	Et vos appas qui sont d'une immortelle essence, Font vivre les désirs parmi la jouissance;
Rauy de vos beautez, ie vous dy franchement Qu’il me faut, ou mourir, ou viure en vous aymant.	Ravi de vos beautés, je vous dis franchement Qu'il me faut, ou mourir, ou vivre en vous aimant.
S Vos beaux yeux m’ont graué auec des traits de flame, Voſtre diuin portrait au plus profond de l’ame, Hé!	 Sos beaux yeux m'ont gravé avec des traits de flamme, Votre divin portrait au plus profond de l'âme, Hé!
ne ſouffrez donc pas qu’vn iniuſte meſpris Faſſe mourir celuy que vos charmes ont pris, L’on voüs reprocheroit de perdre vne conqueſte, Qu'auec ſi peu de frais vos merites ont faite, Et vos regards aux miens apparoiſſent ſi doux, Que mon cœur deſormais ne peut aymer que vous, Royne de ma franchiſe & de ma deſtinée, Ne rends plus ta froideur à ma perte obſtinée.	ne souffrez donc pas qu'avoir injuste mépris Fasse mourir celui que vos charmes ont pris, L'on vous reprocherait de perdre une conquête, Qu'avec si peu de frais vos mérites ont faite, Et vos regards aux miens apparaissent si doux, Que mon cœur désormais ne peut aimer que vous, Royne de ma franchise et de ma destinée, Ne rends plus ta froideur à ma perte obstinée.
YLVIE.	YLVIE.
Vn Conuent doit borner ma ioye & mes deſirs, Mon cour eſt inſenfible à tous autres plaiſirs:	Un Convent doit borner ma joie et mes désirs, Mon cour est insensible à tous autres plaisirs:
Dõc Berger, s’il vous plaiſt, viure en mes bõnes graces, Quittez ce compliment de flames & de glaces, Parlons de nos troupeaux, & laiſſons dans la Cour, Pour vn tres-grãd malheur regner le Dieu d’Amour.	Donts Berger, s'il vous plaît, vivre en mes bonne grâces, Quittez ce compliment de flammes et de glaces, Parlons de nos troupeaux, et laissons dans la Cour, Pour un très-grãd malheur régner le Dieu d'Amour.
AMYNTOR.	AMYNTOR.
Ie tairay ſi ie puis l’amour que ie vous porte:	Je tairai si belle puis l'amour que je vous porte:
Avrau fe, comme le trains, eut ſe rend ſi forte Que ie ne puiſſe pas ſans mourir la celer, Lors vous me permettrez, s’il vous plaiſt, d’en parler.	Avrau se, comme le trains, eut se rend si forte Que je ne puisse pas sans mourir la celer, Lors vous me permettrez, s'il vous plaît, d'en parler.
LVIE.	LVIE.
Vous ne ſouffrirez pas ſi grande violence, Il vous ſera aysé d’ob ſeruer le ſilence.	Vous ne souffrirez pas si grande violence, Il vous sera aisé d'ob server le silence.
