FAVTES SVRVENVES EN L’IMESSION.	FAUTES SURVENVES EN L'IMESION.
SOLIMAN, BAIASET, ASPASIE,	SOLIMAN, BAIASET, ASPASIE,
HAZAN.	HAZAN.
JOilà cette beauté dont Pertaue t’eſcrit, V Seigneur;	JOilà cette beauté dont Pertave t'écrit, V Seigneur;
que de ſa part j’ameine à ta hauteſſe;	que de sa part j'amène à ta hautesse;
ASPASIE.	ASPASIE.
Seigneur tu peux juger en voyant ma tristeſſe!	Seigneur tu peux juger en voyant ma tristesse!
L’extréme desplaiſir, qui dechire mon cœur, Mon Deſtin n’a pour moy que hayne, & que rigueur, Mais ſi comme ie crois, ton ame eſt genereuſe, Montre quelque pitié pour vne malheureuſe, Change de ce Deſtin l’implacable couroux, Fais que dans le tombeau ie ſuiue mon espoux;	L'extrême déplaisir, qui déchire mon cœur, Mon Destin n'a pour moi que haine, et que rigueur, Mais si comme tu crois, ton âme est généreuse, Montre quelque pitié pour une malheureuse, Change de ce Destin l'implacable courroux, Fais que dans le tombeau mot suive mon époux;
Mustapha ne vit plus, ie ne ſçaurois plus vture, Il m’appelle auec luy, Seigneur ie dois le ſuiure;	Mustapha ne vit plus, Seigneur ne saurais plus uture, Il m'appelle avec lui, Seigneur ie dois le suivre;
Mais ſi ie n’obtiens pas cette faueur de toy, Rien ne m'empeſchera de l’obtenir de moy.	Mais si ici n'obtiens pas cette faveur de toi, Rien ne m'empêchera de l'obtenir de moi.
SOL LMil O!	SOL LMil Ô!
merueilleux courage, ô femme genereuſe, Digne d’vn autre espoux, & d’eſtre plus heureuſe.	merveilleux courage, ô femme généreuse, Digne d'un autre époux, et d'être plus heureuse.
ASPASIE.	ASPASIE.
Seigneur laiſſe en repos ce Prince infortuné, Ie rends graces au Ciel de me l’auoir donné, L’eſtime que j’en ay ne peut estre blaſmée:	Seigneur laisse en repos ce Prince infortuné, Je rends grâces au Ciel de me l'avoir donné, L'estime que j'en ai ne peut être blâmée:
I’adorois mon eſpoux, & j’en eſtois aymée, C’eſtoit tout mon bon-heur de viure auecque luy, Comme ce l’eſt encor de le ſuiure aujourd’huy.	J'adorais mon époux, et j'en étais aimée, C'était tout mon bonheur de vivre avec lui, Comme ce l'est encor de le suivre aujourd'hui.
SOLIMAN.	SOLIMAN.
O!	Ô!
vertu ſans eſgale;	vertu sans égale;
allés qu’on la remeine;	allez qu'on la ramène;
ASPASIE.	ASPASIE.
Ciel par vn prompt trespas mettés fin à ma peine.	Ciel par un prompt trépas mettés fin à ma peine.
SCENE IV BAIASET SEVL.	SCÈNE IV BAIASET SEUL.
’ay-je veu juſte Ciel?	Ç'ai-je vu juste Ciel?
Aspaſie en ces lieux?	Aspasie en ces lieux?
ZNe me trompay-je point;	ZNe me trompé-je point;
vous croiré je mes yeux?	vous croiré je mes yeux?
Dequel eſtonnement eſt mon ame ſaiſie Quoy vous eſtes eſclaue ô charmante Aspaſie?	Dequel étonnement est mon âme saisie Quoi vous êtes esclave ô charmante Aspasie?
Quoy vous eſtes eſclaue, & voſtre espoux eſt mort?	Quoi vous êtes esclave, et votre époux est mort?
O reuers de foriune;	Ô revers de foriune;
eſtrange effet du ſort!	étrange effet du sort!
Mais qu’est-ce que ie ſens, quel deſordre en moname, Ie me ſens tout eſmeü;	Mais qu'est-ce que ainsi sens, quel désordre en moname, Je me sens tout émue;
mon cœur eſt tout de flame, Aspaſie eſt-ce vous, qui cauſés ce tranſport ?	mon cœur est tout de flamme, Aspasie est-ce vous, qui causez ce transport ?
Helas!	Hélas!
mon feu renait;	mon feu renaît;
quand vostre espoux eſt mort;	quand votre époux est mort;
Auant qu’il vous obtint d’Amurath voſtre pere, Ie vous aymois beaucoup, & vous m’eſtiez bien chere, Quand vous fustes à luy, ie changé de deſſein, L’eſtime ſans l’Amour resta ſeule en mon ſein, Maintenant que mon cœur vous peut aymer ſans crime, Il a beaucoup d’Amour, auec beaucoup d’eſtime;	Avant qu'il vous obtint d'Amurath votre père, Je vous aimais beaucoup, et vous m'étiez bien chère, Quand vous fûtes à lui, ie changé de in, L'estime sans l'Amour resta seule en mon sein, Maintenant que mon cœur vous peut aimer sans crime, Il a beaucoup d'Amour, avec beaucoup d'estime;
Mais ie ne ſonge pas troublé de cét Amour, Que peut-estre demain ſera mon dernier iour, Et qu’il faut trauailler à me ſauuer la vie Si ie veux de ſes fers deliurer Aspaſie, Tâchons donc à ſortir du danger où ie ſuis, Et ie verré pour elle aprés ce que ie puis.	Mais personne ne songe pas troublé de cet Amour, Que peut-être demain sera mon dernier jour, Et qu'il faut travailler à me sauver la vie Si tu veux de ses fers délivrer Aspasie, Tâchons donc à sortir du danger où tu suis, Et ainsi verré pour elle après ce que ie puis.
Fin du ſecond Acte.	Fin du second Acte.
AETE TAT SCENE I.	AETE TAT SCÈNE I.
SOLIMAN SEVL.	SOLIMAN SEUL.
Mour crüel tyran, dont l’injuſte puiſſance A NS’eſtablit dans mon ame auecque violence, Pourquoy hors de propos viens-tu troubler mon cœur, Quand il ne l’eſt que trop d’vne extreſme douleur?	Mour cruel tyran, dont l'injuste puissance À N'établit dans mon âme avec violence, Pourquoi hors de propos viens-tu troubler mon cœur, Quand il ne l'est que trop d'une extrême douleur?
Demain à Bajaſet j’oſte ou laiſſe la vie Et tu viens me parler des charmes d’Aspaſie;	Demain à Bajaset j'ôte ou laisse la vie Et tu viens me parler des charmes d'Aspasie;
Va, va retire-toy, tu m'en parles en Vain, Je n’ay point pour tes feux de place dans monſein;	Va, va retire-toi, tu m'en parles en Vain, Je n'ai point pour tes feux de place dans monsein;
Bajaſet à preſent remplit toute mon ame, Et tu veux toutefois y loger vne flame, Qu’vn Prince bien ſenſe ne doit pas reçeuoir, La raiſon malgré toy m'enſeigne mon deuoir, Tu veux me faire aymer la veufue d’vn rebelle, Moy que j’ayme Aspaſie;	Bajaset à présent remplit toute mon âme, Et tu veux toutefois y loger une flamme, Qu'un Prince bien sensé ne doit pas recevoir, La raison malgré toi m'enseigne mon devoir, Tu veux me faire aimer la veuve d'H rebelle, Moi que j'aime Aspasie;
ah s’en eſt trop pour elle, Elle a trop merité mon indignation, C’eſt aſſez qu'elle eſchappe à ſa punition,	ah s'en est trop pour elle, Elle a trop mérité mon indignation, C'est assez qu'elle échappe à sa punition,
Et que d’vn reuolté criminelle complice Elle ayt part au forfait ſans l’auoir au ſuplice.	Et que d'un revolté criminelle complice Elle ait part au forfait sans l'avoir au suplice.
Sortez donc de mon cœur deſirs qui m'aveuglés, Indigne affection, mouuemens déreiglés, Sortez ie vous l’ordonne;	Sortez donc de mon cœur désirs qui m'aveuglés, Indigne affection, mouvements déreiglés, Sortez ie votre l'ordonne;
& vous feré paraiſtre, Que le ſeul Soliman de ſon cœur eſt le maistre, Qu'il peut eſtre aſſailly, mais non pas ſurmonté, Et ne reçoit de loix que de ſa volonté.	et vous feré paraître, Que le seul Soliman de son cœur est le maître, Qu'il peut être assailli, mais non pas surmonté, Et ne reçoit de lois que de sa volonté.
Inutiles projets d’vne choſe impoßible, Bien- plus que Soliman l’Amour eſt inuincible, En vain ie veux combattre vn ſi fort ennemy, Et le chaſſer d’vn cœur qu’il poſſede à demy, Ma force m’abandonne, & mes yeux me trahiſſent, A cét vſurpateur les laſches obëyſſent, Et ſuiuans ſon party pluſtoſt que leur deuoir, Ils ont par leur reuolte affermy ſon pouuoir.	Inutiles projets d'une chose impossible, Bien- plus que Soliman l'Amour est invincible, En vain tu veux combattre un si fort ennemi, Et le chasser d'un cœur qu'il possède à demi, Ma force m'abandonne, et mes yeux me trahissent, À cet usurpateur les lâches obéissent, Et suivants son parti plutôt que leur devoir, Ils ont par leur révolte affermi son pouvoir.
Helas!	Hélas!
ces traiſtres ſeuls luy pouuoient faire teſte, Et par leur lâcheté mon cœur eſt ſa conqueſte;	ces traîtres seuls lui pouuoient ait peste, Et par leur lâcheté mon cœur est sa conquête;
O perfides ſubjets, quel crime auez vous fait, De voſtre lâcheté voyez le bel effet!	Ô perfides sujets, quel crime avez vous fait, De votre lâcheté voyez le bel effet!
I’ayme, mais vn objet indigne de ma flame, Soliman eſt vaincu, mais vaincu d’vne femme, Et d’vne femme encor, dont on a veu l’espoux, Et rebelle à ſon Prince, & traiſtre comme vous.	J'aime, mais un objet indigne de ma flamme, Soliman est vaincu, mais vaincu d'une femme, Et d'une femme encor, dont on a vu l'époux, Et rebelle à son Prince, et traître comme vous.
I’ayme vne eſclaue enfin, que vous m’auez monſtrée, Par vous ſeuls de mon cœur elle s’eſt emparée,	J'aime un esclave enfin, que vous m'avez montrée, Par vous seuls de mon cœur elle s'est emparée,
42 Sans vous ie ſerois libre, où ie ſuis en priſon, Vous deuiez vous vnir auecque ma raiſon, Sa force s’estant jointe à voſtre reſiſtance, Vous verriez vos tyrans ſous voſtre obëyſſance, Vous auriez mis aux fers Aspaſie & l’Amour, Qui vous ont ſurmontés en moins d’vn demy iour:	42 Sans vous ie serois libre, où on suis en prison, Vous deviez -vous unir auecque ma raison, Sa force s'étant jointe à votre résistance, Vous verriez vos tyrans sous votre obéissance, Vous auriez mis aux fers Aspasie et l'Amour, Qui vous ont surmontés en moins d'un y jour:
Mais ie me plains en vain d'vn malheur ſans remede, Impuiſſant contre eux d’eux, il faut que ie leur cede, Trahy par mes ſubjets, & d’eux abandonné, Ie ne me deffends plus, qu’en eſclaue enchaiſné, Qui ſe voyant priué d’armes, & d’aßiſtance, N’a que ſes ſeuls deſirs pour faire reſiſtance;	Mais ie me plains en vain d'un malheur sans remède, Impuissant contre eux d'eux, il faut que sans leur cède, Trahi par mes sujets, et d'eux abandonné, Je ne me défends plus, qu'en esclave enchaîné, Qui se voyant privé d'armes, et d'assistance, N'a que ses seuls désirs pour faire résistance;
Enfin, ie ſuis vaincu pour la premiere fois, Ie fais ce qu’on m’ordonne, & non ce que ie dois, Si ie cede à l’Amour, i’ay du moins l’aduantage, Que ſouuent on a veù triompher mon tourage, Et qu’encor que mes yeux fuſſent de ſon coſté, Ie me ſuis deffendu juſque à l’extremité:	Enfin, ie suis vaincu pour la première fois, Je fais ce qu'on m'ordonne, et non ce que ie dois, Si ie usde à l'Amour, j'ai du moins l'avantage, Que souvent on a vuù triompher mon tourage, Et qu'encor que mes yeux fussent de son côté, Je me suis défendu jusque à l'extrémité:
Voyons donc Aspaſie;	Voyons donc Aspasie;
ah que viens-je de dire, Mais, quoy ie ne fais plus ce que mon cœur deſire, Ie ſuy les mouuemens d’vn tyran abſolu, Et dois executer ce qu’il a reſolu, A moy quelqu'vn.	ah que viens-je de dire, Mais, quoi -je ne fais plus ce que mon cœur désire, Je zvi les mouvements d'un tyran absolu, Et dois exécuter ce qu'il a résolu, À moi quelqu'un.
N CAPIGI.	 NAPIGI.
Seigneur.	Seigneur.
SOLIMAN.	SOLIMAN.
Amenés Aſpaſie, Ie le confeſſe Amour, ta force eſt infinie, A celuy qui peut tout, ie n’ay pû reſiſter, Il ne falloit pas moins außi pour me dompter.	Amenez Aspasie, Je le confesse Amour, ta force est infinie, À celui qui peut tout, notre n'ai pu résister, Il ne fallait pas moins aussi pour me dompter.
Tu pouuois toutefois content de ta victoire, Sans en perdre le fruit, me conſeruer ma gloire, Et vaincre Soliman auec d’autres appas, Mille & mille beautés brillent dans mes Estas, Et tu pouuois crüel espargner à mon ame, Le desnonneur d'aymer la veuſue à vn infame;	Tu pouvais toutefois content de ta victoire, Sans en perdre le fruit, me conserver ma gloire, Et vaincre Soliman auec d'autres appas, Mille et mille beautés brillent dans mes Estas, Et tu pouvais cruel épargner à mon âme, Le dénonneur d'aimer la veuxue à un infâme;
Elle vient, peut on voir vne telle beauté, Et crôtre que l’aymer ſoit vne lãcheté.	Elle vient, peut on voir une telle beauté, Et crôtre que l'aimer soit une lãcheté.
CENE II.	CÈNE II.
SOLIMAN, ASPASIE.	SOLIMAN, ASPASIE.
ASPASIE.	ASPASIE.
Seigneur, ie viens ſçauoir ce que veut ta hauteſſe,	Seigneur, ie viens quelque ce que veut ta hautesse,
SOLIMAN.	SOLIMAN.
Ie veux de voſtre cœur dißiper la triſteſſe, Ie veux vous rendre heureuſe, & vous faire aduoüer Que de vostre Destin vous deués vous loüer.	Je veux de votre cœur dissiper la tristesse, Je veux vous rendre heureuse, et vous faire avouer Que de votre Destin vous devez vous louer.
ASPASIE.	ASPASIE.
Cette felicité ne me fait point d’enuie, Le bon-heur ne l’eſt plus alors qu’on hayt la vie, Un cœur en cét eſtat ne le ſçauroit gouter, Et c’eſt peu le ſeruir que de luy preſenter, Tous les plaiſirs pour moy n’ont plus rien d’agreable, Reyne de l’Vniuers ie ſerois miſerable, Mon espoux eſtant mort, il n’eſt rien ſous les Cieux, Que mon aflliction ne me rende odieux, Grandeur, Throſne, pouuoir, la gloire, & le iour meſme, Tous ces biens ſont des maux, quand on perd ceux qu’on ayme.	Cette félicité ne me fait point d'envie, Le bonheur ne l'est plus alors qu'on hait la vie, Un cœur en cet état ne le saurait goûter, Et c'est peu le servir que de tour présenter, Tous les plaisirs pour moi n'ont plus rien d'agréable, Reine de l'Univers grande serais misérable, Mon époux étant mort, il n'est rien sous les Cieux, Que mon aflliction ne me rende odieux, Grandeur, Thrône, pouuoir, la gloire, et le jour même, Tous ces biens sont des maux, quand on perd ceux qu'on aime.
SOLIMAN.	SOLIMAN.
Ie pourrois vous offrir vn bien ſi precieux, Que peut-eſtre il ſeroit agreable à vos yeux.	Je pourrais vous offrir un bien si précieux, Que peut-être il serait agréable à vos yeux.
ASPASIE.	ASPASIE.
Si ce bien n’eſt la mort, il ne ſçauroit me plaire, C’eſt le ſeul où ie tens, & qui m'est neceſſaire;	Si ce bien n'est la mort, il ne saurait me plaire, C'est le seul où ie tends, et qui m'est nécessaire;
Depuis le iour fatal que perit Muſtapha, Et que de ſon malheur Pertaue triompha, I'attends ma derniere heure auec impatience, Ne pouuant pas fouſſrir ont p'aure abſence;	Depuis le jour fatal que périt Mustapha, Et que de son malheur Pertave triompha, J'attends ma dernière heure avec impatience, Ne pouvant pas foussir ont p'aure absence;
SOLIMAN.	SOLIMAN.
La mort n’est pas vn bien, à qui peut l’éuiter.	La mort n'est pas un bien, à qui peut l'éviter.
ASIASIE.	ASIASIE.
On doit appeller bien, ce qui peut contenter.	On doit appeler bien, ce qui peut contenter.
SE la llllo Mais pourtant cette mort de vous ſi deſirée, Eſt vn contentement de fort peu de durée,	SE la llllo Mais pourtant cette mort de vous si désirée, Est un contentement de fort peu de durée,
ASPASIE.	ASPASIE.
Außi ie ne la nomme vn ſouuerain bon-heur, Qu'entant qu’elle a pouuoir de finir ma douleur.	Aussi ici ne la nomme un souverain bonheur, Qu'entant qu'elle a pouvoir de finir ma douleur.
