A PARIS,	À PARIS,
Poltron!	Poltron!
AMPHITRYON.	AMPHITRYON.
SOSIE.	SOSIE.
En nous formant, nature a ſes caprices, Diuers penchans en nous elle fait obſeruer, Les vns à s’expoſer, trouuent mille delices:	En nous formant, nature a ses caprices, Divers penchant en nous elle fait observer, Les uns à s'exposer, trouvent mille délices:
Moy, j’en trouue à me conſeruer.	Moi, j'en trouve à me conserver.
AMPHITRYON.	AMPHITRYON.
Arriuant au logis.	Arrivant au logis.
JOSIE.	JOSIE.
I’ay deuant noſtre porte, En moy-méme voulu répeter vn petit, Sur quel ton, & de quelle ſorte, Ie ferois du combat le glorieux recit.	J'ai devant notre porte, En moi-même voulu répéter un petit, Sur quel ton, et de quelle sorte, Je ferais du combat le glorieux récit.
En ſuite?	En suite?
A MPHITRYON.	À MPHITRYON.
D iij	 Dijà
SOSIE.	SOSIE.
Onin eſt venu tibtibier, & mettre en peine.	Onin est venu tibtibier, et mettre en peine.
Et qui :	Et qui :
AMPHITRYON.	AMPHITRYON.
SOSIE.	SOSIE.
Sofie, vn moy, de vos ordres jaloux, Que vous auez du poit enuoyé vers Alcmene, Le qur de vos iecreis à condloiſſance pleine, Comme le moy qui parle à vous.	Sofie, un moi, de vos ordres jaloux, Que vous avez du poit envoyé vers Alcene, Le qur de vos iecreis à condloissance pleine, Comme le moi qui parle à vous.
AMPHIIRYON.	AMPHIIRYON.
Quels contes !	Quels contes !
SOSIE.	SOSIE.
Non, Monſieur, c’eſt la verité pure.	Non, Monsieur, c'est la vérité pure.
Celmoy, pruiule que moymeſt au logis trouué?	Celmoi, pruivle que moymest au logis trouvé?
Et j’eſtois venu, ie vous jure, Auant que ie fuſſe arriué.	Et j'étais venu, je vous jure, Avant que tu fusse arrivé.
AMPHITRYON.	AMPHITRYON.
D’où peut proceder, je te prie, Ce galimatias maudrt?	D'où peut procéder, je te prie, Ce galimatias maudrt?
Eſt-ce ſonge?	Est-ce songe?
eſt-ce yvrognerie?	est-ce yvrognerie?
Alienation d’eſprit?	Alienation d'esprit?
Ou mechante plaiſanterie?	Ou méchante plaisanterie?
SOSIE.	SOSIE.
Non, c’eſt la choſe comme elle eſt, Et point du tout conte friuole.	Non, c'est la chose comme elle est, Et point du tout compte frivole.
Ie ſuis homme d’honneur, j’en donne ma parole, Et vous m’en croirez, s’il vous plait, Ie vous dy que croyant n’eſtre qu’vn ſeul Sofie, Ie me ſuis trouué deux chez nous, Et que de ces deux moy piquez de jalouſie, L’vn eſt à la maiſon, & l’autre eſt auec vous.	Je suis homme d'honneur, j'en donne ma parole, Et vous m'en croirez, s'il vous plaît, Je vous dis que croyant n'être qu'un seul Sofie, Je me suis trouvé deux chez nous, Et que de ces deux moi piquez de jalousie, L'un est à la maison, et l'autre est avec vous.
Que le moy quę voity, charge de famtude, A trouué l’autre moy, frais, gaillard & diſpos, Et n’ayant d’autre inquietude, Que de batue, a canes desos.	Que le moi quę voiti, charge de famude, A trouvé l'autre moi, frais, gaillard et dispos, Et n'ayant d'autre inquiétude, Que de batue, à canes desos.
AMPHITRYON.	AMPHITRYON.
Il faut eſtre, je le confeſſe, D’vn eſprit bien poſé, bien tranquille, & bien dous, Pour ſouffrit qu’vn valet, de chanſons me repaiſſe.	Il faut être, je le confesse, D'un esprit bien posé, bien tranquille, et bien dous, Pour souffrit qu'un valet, de chansons me repaisse.
SOSIE.	SOSIE.
Si vous vous mettez en courroux, Plus de conferentce entre nous;	Si vous vous mettez en courroux, Plus de conférentce entre nous;
Vous ſçauez que d’abord tout ceſſe	Vous savez que d'abord tout cesse
AMPHITRYON.	AMPHITRYON.
Non, ſans emportement, je te veux écouter.	Non, sans emportement, je te veux écouter.
le Pay pronto,urare duay euboune coutience, Au myſtere nouueau que tu me viens conter;	le Pai prompo,urare duai euboune coutience, Au mystère nouveau que tu me viens conter;
Eſt-il quelque ombre d’apparence.	Est-il quelque ombre d'apparence.
OSIE.	OSIE.
Non;	Non;
vous auez raiſon, & la choſe à chacun, Hors de creance doit paroiſtre, C’eſt vn fait à n’y rien cunhornis, Vn conte extrauagant, ridicule, importun, Cela choque le ſens commun:	Vous avez raison, et la chose à chacun, Hors de créance doit paraître, C'est un fait à n'y rien cunhornis, Vn conte extravagant, ridicule, importun, Cela choque le sens commun:
Mais cela ne iaiſſe pas d’eſtre.	Mais cela ne jaisse pas d'être.
AMPHITRYON.	AMPHITRYON.
Le moyen d’en rien croire, à moins qu’eſtre inſenſé?	Le moyen d'en rien croire, à moins qu'être insensé?
SOSIE.	SOSIE.
I me,	I me,
Ie ne l’ay pas crû moy, ſans vne peine extreIe me ſuis, d’eſtre deux, ſenty l’eſprit Bleſſé.	Je ne l'ai pas cru moi, sans une peine extrémIe me suis, d'être deux, senti l'esprit Blessé.
Et long-temps d’impoſteur, j’ay traitté cé moy méme, Mais à me reconnoiſtre, enfin il m’a forcé:	Et longtemps d'imposteur, j'ai traité cé moi -même, Mais à me reconnaître, enfin il m'a forcé:
l’ay veu que c’eſtoit moy, lans aucun u tratagéme, Der piez juſqu’à la teſte, il eſt comme moy fait;	l'ai vu que c'était moi, lans aucun u tratagème, Der pieds jusqu'à la tête, il est comme moi fait;
Beau, l’air noble, bien pris, les manieres charmantes :	Beau, l'air noble, bien pris, les manières charmantes :
Enfin deux gouttes de lait Ne ſont pas plus reſſemblantes;	Enfin deux gouttes de lait Ne sont pas plus ressemblantes;
Et n’eſtoit que ſes mains ſont vn peu trop pefante 5 I’en ſerois fort ſatisfait.	Et n'était que ses mains sont un peu trop pesante 5 J'en serais fort satisfait.
AMPHITRYON.	AMPHITRYON.
A quelle patſence Il raut que ie m'exhorte!	À quelle patsence Il raut que sans m'exhorte!
Mais enfin, n’és-tu pas entré dans la maiſon?	Mais enfin, n'avez-tu pas entré dans la maison?
OSIE.	OSIE.
Bon, entré!	Bon, entré!
Hé de quelle ſorte?	Hé de quelle sorte?
Ay-ie voulu jamais entendre de raiſon?	Ai-je voulu jamais entendre de raison?
La lle nie luis je pas Mterun nonte porte ?	La lèle nie luis -je pas Mtérun nonte porte ?
AMPHITRYON.	AMPHITRYON.
Comment donc?	Comment donc?
SOSIE.	SOSIE.
Auec vn baſton, Dont men totent encor vne douleur tres forte.	Avec un bâton, Dont men totent encor un douleur très forte.
1	1
2 AMETATIRTON.	2 AMETATIRTON.
On t’a battu !	On t'a battu !
SOSIE.	SOSIE.
Vrayment!	Vraiment!
AMPHITRYON.	AMPHITRYON.
Et qui!	Et qui!
SOSIE.	SOSIE.
Moy.	Moi.
AMPHIIRYOR.	AMPHIIRYOR.
Toy te battre!	Toi te battre!
SOSIE.	SOSIE.
Ouy moy;	Oui moi;
non pas le moy d’icy.	non pas le moi d'ici.
Mais le moy du Logis, qui frape comme quatre.	Mais le moi du Logis, qui frappe comme quatre.
AMPHITRYON.	AMPHITRYON.
Te confonde le Ciel de me parler ainſi l	Te confonde le Ciel de me parler ainsi l
OSIE.	OSIE.
Ce ne ſont point de badi nages;	Ce ne sont point de badi nages;
Le moy que j’ay trouue tantoſt, Sur le moy qui vous parle, a des grands auantages :	Le moi que j'ai trouve tantôt, Sur le moi qui vous parle, a des grands avantages :
Il a le bras fort, le cœur haut;	Il a le bras fort, le cœur haut;
I’en ay receu des témoignages:	J'en ai reçu des témoignages:
Et te Drauie de moy ma luné comme il faut, C’eſt vn drole qui fait des rages.	Et te Dravie de moi ma luné comme il faut, C'est un drôle qui fait des rages.
AMPAIIRYON.	AMPAIIRYON.
Acheuons, as-tu veu ma femme.	Achevons, as-tu vu ma femme.
SOSIE.	SOSIE.
Non.	Non.
AMPHITRYON.	AMPHITRYON.
Toutquoy :	Toutquoy :
SOSIE.	SOSIE.
Par vne raiſon aſſez forte.	Par une raison assez forte.
AMPHITRYON.	AMPHITRYON.
Qui t’a fait y manquer, Maraut, expliquetoy?	Qui t'a fait y manquer, Maraud, expliquoi?
SOSIE.	SOSIE.
Faut-il le repeter vingt-fois de meſme ſorte!	Faut-il le répéter vingt-fois de même sorte!
Moy, vous dy-je, ce moy plus robuſte que moy;	Moi, vous dis-je, ce moi plus robuste que moi;
Ce moy, qui s’eſt de force emparé de la porte.	Ce moi, qui s'est de force emparé de la porte.
Ce moy, qui m’a fait filer doux:	Ce moi, qui m'a fait filer doux:
Ce moy, qui le ſeul moy veut eſtre:	Ce moi, qui le seul moi veut être:
Ce moy, de moy meſme jaloux:	Ce moi, de moi -même jaloux:
De mey tairrant, dont le coulloux, Au moy poltron s’eſt fait connoiſtre:	De me tairrant, dont le coulloux, Au moi poltron s'est fait connaître:
Enfin ce Moy qui ſuis chez nous:	Enfin ce Moi qui suis chez nous:
Ce moy, qui s’eſt montré mon Maiſtre;	Ce moi, qui s'est montré mon Maître;
Ce moy qui m’a roüé de coups.	Ce moi qui m'a roüé de coups.
AMPHITRYON.	AMPHITRYON.
Il faut que ce matin, à force de trop boire, Il ſe ſoit troublé le Cerueau.	Il faut que ce matin, à force de trop boire, Il se soit troublé le Cerveau.
SOSIE.	SOSIE.
Ie veux eſtre pendu, ſi j’ay bu que de l’eau:	Je veux être pendu, si j'ai bu que de l'eau:
A mon ſerment on m'en peut croire,	À mon serment on m'en peut croire,
AMPHITRYON.	AMPHITRYON.
Il faut donc qu’au ſommeil tes ſens ſe ſoient portez!	Il faut donc qu'au sommeil tes sens se soient portés!
Et qu’vn ſonge fâcheux, dans ſes confus myſteres, I ait rait voir toutes les chimeres Dont tu me fais des veritez.	Et qu'autre songe fâcheux, dans ses confus mystères, I ait rait voir toutes les chimères Dont tu me fais des vérités.
SOSIE.	SOSIE.
Tout auſſi peu je n’ay point ſommeillé Et n’en ay meſme aucune enuie.	Tout aussi peu je n'ai point sommeillé Et n'en ai même aucune envie.
Ie vous parle bien éueillé;	Je vous parle bien éveillé;
l eitois blen cucille ce natin lur Ma vie.	 litais blen cucille ce natin lur Ma vie.
Et bien éueillé meſme eſtoit l’autre Soſie Quand il m’a ſi bien etrillé.	Et bien éveillé même était l'autre Sosie Quand il m'a si bien étrillé.
AMPHITRYON.	AMPHITRYON.
cuj-moy, je t’impoſe filence, C’eſt trop me fatiguer l’eſprit.	cuj-moi, je t'impose silence, C'est trop me fatiguer l'esprit.
Et je ſuis vn vray fou, d’auoir la patience, D’écouter d’vn valet, les ſottiſes qu’il dit.	Et je suis un vrai fou, d'avoir la patience, D'écouter d'un valet, les sottises qu'il dit.
SOSIE.	SOSIE.
Tous ſes diſcours ſont de ſottiſes, Partant d’vn Homme ſans éclat:	Tous ses discours sont de sottises, Partant d'un Homme sans éclat:
Ce ſeroit paroles exquiſes Si c’eſtoit vn grand qui parlât.	Ce serait paroles exquises Si c'était un grand qui parlât.
AMPHITRYON.	AMPHITRYON.
Entrons ſans d’auantage attendre.	Entrons sans d'avantage attendre.
Mais Alcmene paroît auec tous ſes appas:	Mais Alcène paraît avec tous ses appas:
En ce moment, ſans doute elle ne m’attend pas.	En ce moment, sans doute elle ne m'attend pas.
Et mon abord la va ſurprendre.	Et mon abord la va surprendre.
SCENE II.	SCÈNE II.
ALCMENE, CLEANTHIS, AMPTIIIRTON, JOJIE.	ÀLCMENE, CLEANTHIS, AMPTIIRTON, JOJIE.
ALCMENE.	ÀLCMENE.
Llons pour mon Epoux Cleanthis, vers A les Dieux.	Llons pour mon Époux Cléanthis, vers A les Dieux.
Nous acquiter de nos hommages, Et les remercier des ſuccez glorieux, Dont Thebes, par lon bras, goute les auantages.	Nous acquitter de nos hommages, Et les remercier des succès glorieux, Dont Thebes, par lon bras, goute les avantages.
O Dieux!	Ô Dieux!
AMPHITRYON.	AMPHITRYON.
Faſſe le Ciel qu’Amphitryon vainqueur Auec plaiſir ſoit reueu de ſa femme;	Fasse le Ciel qu'Amphitryon vainqueur Avec plaisir soit revu de sa femme;
Et que ce lout fauorable a ma ſlame Vous redonne à mes yeux, auec le meſme cœur, Que j’y retrouue autant d’ardedr, Que vous en rapporte mon Ame.	Et que ce lout favorable a ma slâme Vous redonne à mes yeux, avec le même cœur, Que j'y retrouve autant d'ardedr, Que vous en rapporte mon Âme.
A LCMENE.	À LCMENE.
Quoy!	Quoi!
de retour ſi-toſt!	de retour sitôt!
AMPHITRYON.	AMPHITRYON.
Certes, c’eſt en ce jour, Me donner de vos feux vn mauuais témoig nage, Et ce, Quoy ſi-toſt de retour, En ces oecaſions n’eſt guere le langage D’vn cœur bien enflamé d’amour.	Certes, c'est en ce jour, Me donner de vos feux un mauvais témoig nage, Et ce, Quoi sitôt de retour, En ces oecasions n'est guère le langage D'un cœur bien enflammé d'amour.
l’oſois me flater en moy-méme, Que loin de vous j’aurois trop demeuré L’attente d’un retour ardemment deſité, Donne à tous les inſtans vne longueur extréEt l’abſence de ce qu’on ayme, Ime, Quelque peu qu’elle dure, a toûjours trop duré.	l'osais me flatter en moi-même, Que loin de vous j'aurais trop demeuré L'attente d'un retour ardemment désité, Donne à tous les instants quelque longueur extréEt l'absence de ce qu'on aime, Ime, Quelque peu qu'elle dure, a toujours trop duré.
Ie ne voy.	Je ne vois.
ALCMENE.	ÀLCMENE.
AMPHITRION.	AMPHITRYON.
Non Alcmene à ſon impatience On meſure le temps en de pareils états, Et vous contés les momens de l’abſence, En perſonne qui n’ayme pas.	Non Alcène à son impatience On mesure le temps en de pareils états, Et vous contez les moments de l'absence, En personne qui n'aime pas.
Lors que l’on ayme comme il faut, Le moindre éloignement nous tue, Et ce dont on cherit la veue, Ne reuient jamais aſſez-toſt.	Lors que l'on aime comme il faut, Le moindre éloignement nous tue, Et ce dont on chérit la vue, Ne revient jamais assez-tôt.
De voſtre accueil, je le confeſſe, Se plaint icy mon amoureuſe ardeur;	De votre accueil, je le confesse, Se plaint ici mon amoureuse ardeur;
Et j’attendois de voſtre Cœur, D’autres tranſports de joye & de tendreſſe.	Et j'attendais de votre Cœur, D'autres transports de joie et de tendresse.
ALCMENE.	ÀLCMENE.
I’ay peine à comprendre ſur quoy Vous fondez les diſcours que je vous entends faire;	J'ai peine à comprendre sur quoi Vous fondez les discours que je vous entends faire;
Et ſi vous vous plaignez de moy, Ie ne ſçay pas de bonne foy Ce qu’il faut pour vous ſatisfaire.	Et si vous vous plaignez de moi, Je ne sais pas de bonne foi Ce qu'il faut pour vous satisfaire.
Hier au ſoir, ce me ſemble, à voſtre heureux Tetout , On me vit témoigner vne joye aſſez teudre, Et rendre aux ſoins de voſtre amour, Tout ce que de mon Cœur vous auiez lieu d’attendre.	Hier au soir, ce me semble, à votre heureux Tetout , On me vit témoigner une joie assez teudre, Et rendre aux soins de votre amour, Tout ce que de mon Cœur vous aviez lieu d'attendre.
Comment!	Comment!
AMPHITRION.	AMPHITRYON.
ALCMENE.	ÀLCMENE.
ALCMENE.	ÀLCMENE.
Ne fis-je pas éclater à vos yeux 39 Les ſoudains mouuemens d’vne entiere allegreſſe?	Ne fis-je pas éclater à vos yeux 39 Les soudains mouvements d'une entière allégresse?
Et le tranſport d’vn Cœur peut-il s’expliquer mieux, Au tetour d’vn Epoux qu’on ayme auec ten22 AHIIRRON.	Et le transport d'un Cœur peut-il s'expliquer mieux, Au tetour d'un Époux qu'on aime te ten22 AHIRRON.
Idreſſe!	Idresse!
ALCMENE.	ÀLCMENE.
Que meſme voſtre amour Montra de mon accueil vne joye incroyable:	Que même votre amour Montra de mon accueil une joie incroyable:
Et que m'ayant quittée à la pointe du jour;	Et que m'ayant quittée à la pointe du jour;
Ie ne voy pas qu’à ce ſoudain retour Ma ſurpriſe ſoit ſi coupable.	Je ne vois pas qu'à ce soudain retour Ma surprise soit si coupable.
AMPHITRYON.	AMPHITRYON.
Eſt-ce que du retour, que j’ay precipité, Vn ſonge cette nuict, Alcmene, dans voſtre ame, A preue nu la verité.	Est-ce que du retour, que j'ai précipité, Un songe cette nuit, Alcène, dans votre âme, A preuve nu la vérité.
Et que m'ayant peuuente en dormant bien traité, Voſtre cœur ſe croit vers ma flame, Aſſez amplement acquité.	Et que m'ayant peuvente en dormant bien traité, Votre cœur se croit vers ma flamme, Assez amplement acquité.
ALCMENE.	ÀLCMENE.
Eſt-ce qu’vne vapeur, par la malignité, Amphitryon, a dans voſtte ame, Du retour d’hyer au ſoir, broüillé la verité!	Est-ce qu'une vapeur, par la malignité, Amphitryon, a dans vostte âme, Du retour d'hier au soir, brillé la vérité!
Et que du doux accueil duquel ie m’acquitay, venrt.	Et que du doux accueil duquel Seigneur m'acquitai, venrt.
eum pretend a ma hame;	eum prétend à ma hame;
Rauir toute l’honneſteté!	Ravir toute l'honnêteté!
AMPHITRYON.	AMPHITRYON.
Cette vapeur dont vous me regalez Eſt vn peu, ce me ſemble, eſtrange.	Cette vapeur dont vous me régalez Est un peu, ce me semble, étrange.
A LCMENE.	À LCMENE.
C’eſt ce qu’on peut donner pour change, Ela roige dane vous me pallce.	C'est ce qu'on peut donner pour change, Éla roige dane vous me pallce.
A MPHITRYON.	À MPHITRYON.
A moins d’vn ſonge on ne peut pas ſans doute, Exculer ce qu’icy, voſtre bouche me dit.	À moins d'un songe on ne peut pas sans doute, Exculer ce qu'ici, votre bouche me dit.
ALCMENE.	ÀLCMENE.
A moins d’vne vapeur qui vous trouble l’Eſprit, On ne peut pas fauuer, et que de vous j’écoute.	À moins d'une vapeur qui vous trouble l'Esprit, On ne peut pas sauver, et que de vous j'écoute.
AMPHITRTON.	AMPHITRTON.
Laiſſons vn peu cette vapeur Alcmene.	Laissons un peu cette vapeur Alcène.
ALCMENE.	ÀLCMENE.
Laiſſons vn peu ce ſonge, Amphitryon.	Laissons un peu ce songe, Amphitryon.
