LES ACTEVRS.	LES ACTEURS.
N’auroit pas bien auant étendu ſon empire.	N'aurait pas bien avant étendu son empire.
LYDIE.	LYDIE.
Et laſches, nous priſons vn bien ſi peu conſtant, Dont la perte & le gain ſe fait en meſme inſtant.	Et lâches, nous prisons un bien si peu constant, Dont la perte et le gain se fait en même instant.
ANSELME.	ANSELME.
C’eſt aſſez, elle eft voſtre, & d'vn meſme lien, I'engage ſous ves loix, & ſon cœur & le mien,	C'est assez, elle est vôtre, et d'H mesme lien, J'engage sous vez lois, et son cœur et le mien,
ERASTE.	ERASTE.
Et par ce cher preſent, voſtre bonté me donnePlus que la plus brillante & plus riche couronne.	Et par ce cher présent, votre bonté me donnePlus que la plus brillante et plus riche couronne.
ANSELME.	ANSELME.
Souffrez que i'aille offrir l’hommage que ie doy, A la Diuinité dont i’adore la Loy;	Souffrez que j'aille offrir l'hommage que tu dois, A la Divinité dont j'adore la Loi;
Et luy ſacrifier le beau feu qui me preſſe.	Et mille sacrifier le beau feu qui me presse.
LYDIE.	LYDIE.
Que ne puis-ie arracher cette langue traiſtreſſe,	Que ne puis-je arracher cette langue traîtresse,
ANSELME.	ANSELME.
Allons, nous prendrons iour pour la ſolemnité D'vn ioug ſi precieux à voſtre liberté.	Allons, nous prendrons jour pour la solennité D'vn joug si précieux à votre liberté.
SCENE VII.	SCÈNE VII.
LYDIE, ſeule.	LYDIE, seule.
Noire perfidie!	Noire perfidie!
ô ſiecle!	ô siècle!
ô monde immonde!	ô monde immonde!
NSource en crimes, en fraude, en miſeres feconde, Vil Theatre des ieux, & du ſort, & du temps, Qui ſe peut garantir des lacs que tu nous tends?	NSource en crimes, en fraude, en misères féconde, Vil Théâtre des jeux, et du sort, et du temps, Qui se peut garantir des lacs que tu nous tends?
Triste obiet de pitié!	Triste objet de pitié!
trop fidelle Eroxene, Où trop ſimple plûtoft, trop credule, & trop vaine, D’auoir crû poſſeder aſſez d’authorité, Pour obliger ce ſexe à quelque fermeté;	trop fidèle Eroxène, Où trop simple plut, trop crédule, et trop vaine, D'avoir cru posséder assez d'autorité, Pour obliger ce sexe à quelque fermeté;
Vn ſexe, qui du noſtre inceſſamment ſe iouë, Plus changeant que laſort moins ſtable que la rouë;	Un sexe, qui du nôtre incessamment se joue, Plus changeant que lasort moins stable que la roue;
Et pour qui touteſois, malgré ſon changement,	Et pour qui toutesais, malgré son changement,
Noſere ſexe imbecille a tant d’attachement:	Nose sexe imbecille a tant d'attachement:
Fay maintenant eſtat des deuoirs de ces traiſtres, Si peu nos ſeruiteurs, & ſi long-temps nos maiſtres;	Fais maintenant état des devoirs de ces traîtres, Si peu nos serviteurs, et si longtemps nos maîtres;
Et dont ou l’inconſtance, ou la poſſeßion, Du iour au lendemain éteint l’affection;	Et dont ou l'inconstance, ou la possession, Du jour au lendemain éteint l'affection;
Si larges en ſermens, ſi riches en promeſſes, Qui par tant d’artifice excitent nos tendreſſes;	Si larges en serments, si riches en promesses, Qui par tant d'artifice excitent nos tendresses;
Qui mourants, languiſſants, & ſi pres de leur fin, Reſſuſcitent le ſoir de la mort du matin;	Qui mourants, languissants, et si pres de leur fin, Ressuscitent le soir de la mort du matin;
Porter le coup mortel dans le ſein d’Eroxene, Eſt trauailler dit il pour la tirer de peine;	Porter le coup mortel dans le sein d'Eroxène, Est travailler dit il pour la tirer de peine;
Que feras tuchetifue?	Que feras tuchetifue?
& pour tant de douleurs, Deux yeux te pourront-ils fournir aſſez de pleurs?	et pour tant de douleurs, Deux yeux te pourront-ils fournir assez de pleurs?
Iamais, iamais du ſort les plus ſanglants outrages, N’ont produit de ſanglots, de deſeſpoirs, de rages, De troubles, de tranſports, ny de forcenements, Senſibles à l’égal de tes reſſentiments, T’imite qui voudra, ton mal me rendra ſage, I'éuiteray l’écueil, où i’ay veu le naufrage;	Jamais, jamais du sort les plus sanglants outrages, N'ont produit de sanglots, de désespoirs, de rages, De troubles, de transports, ni de forcènements, Sensibles à l'égal de tes ressentiments, T'imite qui voudra, ton mal me rendra sage, J'éviterai l'écueil, où j'ai vu le naufrage;
Ious les charmes d’Amour auront beau me tenter.	Jous les charmes d'Amour auront beau me tenter.
Et qui m’attrappera, s’en pourra bien vanter.	Et qui m'attrappera, s'en pourra bien vanter.
IROTE III.	JROTE III.
SCENE PREMIERE.	SCÈNE PREMIÈRE.
GERONTE vieillard, HORACE ſon fils, veſtus à la Turque.	GÉRONTE vieillard, HORACE son fils, vêtus à la Turque.
GERONTE.	GÉRONTE.
Nſin, apes vn long & penible voyage, De Si ſouuent menacé des vents & de l’orage, (Grace à l’heureux Demon qui gouuerne mon ſort Ie reuois mon pais, & me retreuue au port.	Nsin, après un long et pénible voyage, De Si souvent menacé des vents et de l'orage, (Grace à l'heureux Démon qui gouverne mon sort Je rêvais mon pais, et me retrouve au port.
En eſtat de te rendre, ô ma chere patrie, Quand la Parque voudra diſpoſer de ma vie, De ces membres vſez les cendres & les os, Et remettre en ton ſein ces funeſtes dépoſts;	En état de te rendre, ô ma chère patrie, Quand la Parque voudra disposer de ma vie, De ces membres usé les vendres et les os, Et remettre en ton sein ces funestes dépôts;
Ne vois-ie pas Anſelme?	Ne vois-je pas Anselme?
o l’heureuſe nouuelle?	ô l'heureuse nouvelle?
Dont ie vais reiouir vn amy ſi fidelle!	Dont a pais réjouir un ami si fidèle!
Anſelme, mais d’où vient qu’il détourne ſes pas!	Anselme, mais d'où vient qu'il détourne ses pas!
Quoy, mon plus cher amy ne me reconnoiſt pas?	Quoi, mon plus cher ami ne me reconnaît pas?
Et de Geronte, Anſelme a perdu la memoire!	Et de Géronte, Anselme a perdu la mémoire!
L’allant embraſſer.	L'allant embrasser.
SCENE II.	SCÈNE II.
ANSELME, GERONTE, HORACE.	ANSELME, GÉRONTE, HORACE.
Mous Gerentet ANSELME.	Mous Gèrent ANSELME.
GERONTE.	GÉRONTE.
Voyez!	Voyez!
ANSELME.	ANSELME.
Hé Dieu!	Hé Dieu!
qui l’euſt pû croires A voir ce corps tremblant, & ce viſage vſé;	qui l'eût pu croirez A voir ce corps tremblant, et ce visage usé;
L'vn & l’autre ſi vieil, ſi maigre & déguiſé:	L'un et l'autre si vieil, si maigre et déguisé:
Qui vous a pû cauſer ce changement extréme?	Qui vous a pu causer ce changement extrême?
GERONTE.	GÉRONTE.
Manger mal, boire pis, ſouuent coucher de meſme;	Manger mal, boire pis, souvent coucher de même;
Marcher incommodé, ſans beſte, & ſans valet.	Marcher incommodé, sans bête, et sans valet.
ANSELME.	ANSELME.
A quoy ces habits Tures?	À quoi ces habits Tures?
dançez-vous vn balet!	dançez-vous un ballet!
Pauun dus vn momon.	Pavun dus un momon.
GERONLE.	GERONLE.
Sans railler, ie vous prie.	Sans railler, Seigneur vous prie.
I’ay mangé franchement mes habits en Turquie.	J'ai mangé franchement mes habits en Turquie.
ANSELME.	ANSELME.
Comment!	Comment!
en ce pais mange t’on les habits?	en ce pais mange t'on les habits?
GERONTE.	GÉRONTE.
Oüy, mais l’on s’y plaiſt moins à railler ſes amis.	Oui, mais l'on s'y plaît moins à railler ses amis.
Sçachez qu’où la faim preſſe, & la bource s’altere, Il n’eſt rien de ſi dur, que le corps ne digere;	Sachez qu'où la faim presse, et la bource s'altère, Il n'est rien de si dur, que le corps ne digère;
Pour vous, plus i’en confere auec mon ſouuenir, Plus ie voy que le temps vous a fait raieunir, Et cette gayeté d’humeur & de viſage, Cache aux yeux les plus fins la moitié de voſte âge;	Pour vous, plus j'en confère avec mon souvenir, Plus je vois que le temps vous a fait raieunir, Et cette gaieté d'humeur et de visage, Cache aux yeux les plus fins la moitié de voste âge;
Il n.	Il n.
eſt pays ſi ſain, que ſon natal ſeiour.	est pays si sain, que son natal séjour.
ANSÉLME.	ANSELME.
Baſte, c’eſt me le rendre, enfin, d’où le retour.	Bâte, c'est me le rendre, enfin, d'où le retour.
GERONTE, monſtrant Horace, De racheter mon fils, rauy par des Corſaires;	GÉRONTE, montrant Horace, De racheter mon fils, ravi par des Corsaires;
Et fait le triſte obiet de quinze ans de miſeres.	Et fait le triste objet de quinze ans de misères.
Dans la ſameuſe Ville, où le grand Conſtantin,  Ceffably le deſtin.	Dans la sameuse Ville, où le grand Constantin, Céfabli le destin.
ANSELME.	ANSELME.
Vos bontez l’ont tiré d’vne longue diſgrace.	Vos bontés l'ont tiré d'une longue disgrâce.
GERONTE.	GÉRONTE.
Le ſang m’y conuioit.	Le sang m'y conviait.
ANSELME.	ANSELME.
Vous l’appellez?	Vous l'appelez?
GERONTÉ.	GÉRONTE.
AISELME, l'embraſſant.	ÀISELME, l'embrassant.
Horare.	Horare.
Le Ciel!	Le Ciel!
mon cher Horace, apres ce long ennuy.	mon cher Horace, après ce long ennui.
GERONTE.	GÉRONTE.
Il ne vous entend point, ie vous répands pour luyz Car il n’a iamais ſçeu ſa langue naturelle, Ie vous apporte au reſte vne bonne nouuelle.	Il ne vous entend point, votre vous répands pour luiz Car il n'a jamais su sa langue naturelle, Je vous apporte au reste une bonne nouvelle.
ANSELME.	ANSELME.
Quelle?	Quelle?
Que le Grand Ture n’arme point cet eſté, Ou veut faire alliance auec la Chreſtienté.	Que le Grand Ture n'arme point cet été, Ou veut faire alliance avec la Chrétienté.
GERONTE.	GÉRONTE.
Ie dis bonne pour vous;	Je dis bonne pour vous;
voſtre femme Conſtance, (Hors le sẽſible ennuy qu’elle a de voſtre abſence;	votre femme Constance, (Hors le semble ennui qu'elle a de votre absence;
En aſſez bon eſtat, peu deuant mon depart, Me vit, & me chargea de vous voir de ſa part.	En assez bon état, peu devant mon départ, Me vit, et me chargea de vous voir de sa part.
ANSELME.	ANSELME.
O Dieu!	Ô Dieu!
vous deuez donc, (ſi ce n'eſt raillerie,) Venir de l’autre monde, & non pas de Turquie?	vous devez donc, (si ce n'est raillerie,) Venir de l'autre monde, et non pas de Turquie?
GERONIE.	GERONIE.
C'eſt bien vn autre mõde, eù les Chreſtiens aux feri Hays, perſecutez, ſouffrent plus qu’aux enfers.	C'est bien un autre monde, éù les Chrétiens aux feri Hays, persécutez, souffrent plus qu'aux enfers.
ANSELME.	ANSELME.
Ha, Geronte, raillons, mais non iuſqu'à l’iniure Quel plaiſir prenez-vous à r’ouurir ma bleſſure?	Ha, Géronte, raillons, mais non jusqu'à l'injure Quel plaisir prenez-vous à rouvrir ma blessure?
Et me faire mourir par vn ſecond effort, En me rencuuellant la douleur de ſa mort?	Et me faire mourir par un second effort, En me rencuellant la douleur de sa mort?
GERONTE.	GÉRONTE.
O la vaine douleur, & la plainte friuole?	Ô la vaine douleur, et la plainte frivole?
Depuis trois ans Anſelme, eſt-ce vn vſage à Nole De regretter la mort de qui ſe porte bien?	Depuis trois ans Anselme, est-ce un usage à Nole De regretter la mort de qui se porte bien?
ANSELME.	ANSELME.
En eſt-ce vn chez les Turcs, de ne regretter rien?	En est-ce un chez les Turcs, de ne regretter rien?
Et d vne extrauagance à mille autre ſeconde, Aſſeurer la ſanté de qui n’eſt plus au monde?	Et d une extravagance à mille autre seconde, Assurer la santé de qui n'est plus au monde?
GERONTE.	GÉRONTE.
Qui vous a dit ſa mort?	Qui vous a dit sa mort?
ANSELME.	ANSELME.
I'en ſuis trop informé;	J'en suis trop informé;
Et le temps & l’argent, qu’en vain i’ay conſommé Peur vn voyage exprés d’Ergaste & de Lelie, Ne m’ont pu par leur ſoin recouurer qu’Aurelie;	Et le temps et l'argent, qu'en vain j'ai consommé Peur un voyage exprès d'Érgaste et de Lelie, Ne m'ont pu par leur soin recouvrer qu'Aurelie;
Pour Conftance, l’année a fait ſix fois ſon cours, Depuis que le Soleil a veu borner ſes iours.	Pour Confance, l'année a fait six fois son cours, Depuis que le Soleil a vu borner ses jours.
GERONTE.	GÉRONTE.
Quoy qu’en mon Occident i’ay la veuë excellente, Ie conIe cõnois trop Conſtance, & ſçay qu’elle eſt viuante Et ie dementirois ſur vn ſubiet pareil.	Quoi qu'en mon Occident j'ai la vue excellente, Je conse mais trop Constance, et sais qu'elle est vivante Et ie dementirois sur un sujet pareil.
Voas, Lelie, Aurelie, Ergaſte, & le Soleil;	Voas, Lélie, Aurie, Érgaste, et le Soleil;
Pour voſtre fille.	Pour votre fille.
ANSELME.	ANSELME.
Et bien?	Et bien?
GERONTE.	GÉRONTE.
Sa mere la croit morte.	Sa mère la croit morte.
ANSELME.	ANSELME.
Vous me feriez mourir, de parler de la ſorte, Et vous viendriez àbout des eſprits les plus forts, Vous tuez les viuants, & ranimez les morts;	Vous me feriez mourir, de parler de la sorte, Et vous viendriez àbout des esprits les plus forts, Vous tuez les vivants, et ranimez les morts;
Ctue ſpue voms fauhez eſt en terre, & pourrie;	Ctue spue voms favhez est en terre, et pourrie;
Celle que vous tuez auiourdhuy ſel marie;	Celle que vous tuez auiourdhuy sel marie;
Et ie dois à vous ſeul adiouſter plus de foy, (moy.	Et ici dois à vous seul ajouter plus de foi, (moi.
Qu'à mes Gens, qu’à mon fils, qu’ana ſille & qu’à	Qu'à mes Gens, qu'à mon fils, qu'ana sille et qu'à
GERONTE.	GÉRONTE.
Ie n’entreprendray pas d’éclarſir ces miſteres, Mais ſouuent les enfans en impoſent aux peres, Et pour tirer l’argent qu’on leur veut épargner, Vont quelque fois biẽ loin, ſans beaucoups eloigner.	Je n'entreprendrai pas d'éclarsir ces misères, Mais souvent les enfants en imposent aux pères, Et pour tirer l'argent qu'on leur veut épargner, Vont quelque fois bières loin, sans beaucoups éloigner.
Conſtance croit enfin le treſpas d’Aurelie, Et dans Conſtantinople on n’a point veu Lelie.	Constance croit enfin le trépas d'Aurelie, Et dans Constantinople on n'a point vu Lelie.
ANSELME.	ANSELME.
Cette ſameuſe Ville eſt donc en voſtre endroit, Vne ſeconde Nole, où chacun ſe connoiſt.	Cette sameuse Ville est donc en votre endroit, Une seconde Nole, où chacun se connaît.
GERONTE.	GÉRONTE.
Non, ie ne vous dy pas que ces lieux ſe reſſemblent, Mais dãs Sainte Sophie, où les Chreſtiẽs s’aſſeblẽt, Pour l’office Diuin qui s’y fait auec ſoin, Chacun fait connoiſſance, & s’aßiſte au beſoin.	Non, Seigneur ne vous dis pas que ces lieux se ressemblent, Mais dans Sainte Sophie, où les Chrétiens s'asseblent, Pour l'office Divin qui s'y fait avec soin, Chacun fait connaissance, et s'assiste au besoin.
Foüillant en ſaſpoche.	Fouillant en saspoche.
Mais ne m’en croyea pas, croiez-en cette lettre, Qu’a mon ſoin en partant elle a voulu commettreLa doute où ſans raiſon vous ſemblez inſiſter.	Mais ne m'en croiea pas, croisez-en cette lettre, Qu'a mon soin en partant elle a voulu commettreLa doute où sans raison vous semblez insister.
Me faiſoit oublier de vous la preſenter;	Me faisait oublier de vous la présenter;
I'enez, en ſçaurez vous connoiſtre l’eſcriture?	J'enez, en saurez -vous connaître l'écriture?
ANSELME, la baiſant.	ANSELME, la baisant.
O ioye ineſperéel incroyable aduenture!	Ô joie inesperéel incroyable aventure!
Pour conteſter ce gage, il eſt trop precieux, Et dementir ſa main, eſt dementir ſes yeux, (Il lit;	Pour contester ce gage, il est trop précieux, Et démentir sa main, est démentir ses yeux, (Il lit;
HelasIiquels ſentimens d’amour & de tendreſſe, Que direz vous, Geronte, excuſez ma foibleſſe, Ie ne puis refuſer ſes baiſers, ny ſes pleurs, A cecrayon parlant de ſes viues douleurs.	HélasIiquels sentiments d'amour et de tendresse, Que direz -vous, Géronte, excusez ma faiblesse, Je ne puis refuser ses baisers, ni ses pleurs, A cecrayon parlant de ses vives douleurs.
Mais tu te plains à tort de mon ingratitude, O cher & doux ſuiet de mon inquietude!	Mais tu te plains à tort de mon ingratitude, Ô cher et doux sujet de mon inquiétude!
Ce reproche est iniuste;	Ce reproche est injuste;
& le Ciel m’est témoin.	et le Ciel m'est témoin.
Si i’ay manqué pour toy, n’y d’amour n’y de ſoin.	Si j'ai manqué pour toi, n'y d'amour n'y de soin.
GERONTE.	GÉRONTE.
Et bien, vous rendrez vous, apres ce témoignage	Et bien, vous rendrez -vous, après ce témoignage
ANSELME.	ANSELME.
I'auois tort ie me rends, mais auec aduantage;	J'avais tort belle me rends, mais a aduantage;
Et ie gagne en perdant bien plus que ie ne pers, Si ie puis de Constance vn iour briſer les ſers;	Et ici gagne en perdant bien plus que je ne pers, Si ici puis de Constance un jour briser les sers;
Mais ſi ie n’obstinois, trouuez bon qu'Aurelie, Quant à ce qui la touche, au moins me iuſtifie.	Mais si ici n'obstinais, trouvez bon qu'Aurelie, Quant à ce qui la touche, au moins me justifie.
Defatamqumaelie.	Défatamquaelie.
GERONTE.	GÉRONTE.
Ouy, faites-là moy voir;	Oui, faites-là moi voir;
Outre que mon retour m’oblige Àce deuoir, Vous pourrez veir encor par noſtre conſereuce, Si ce que i'ay crû d’elle eſt contre l’apparence, Et ſi i’auance rien contre la verité.	Outre que mon retour m'oblige Àce devoir, Vous pourrez vuir encor par notre consereuce, Si ce que j'ai cru d'elle est contre l'apparence, Et si j'avance rien contre la vérité.
ANSELME.	ANSELME.
Non ie ne vous tiens pas en cette qualité;	Non ici ne vous tiens pas en cette qualité;
