CLIMENE.	CLIMENE.
Mon pere, ie deſire Sans vous importuner vous dire vn mot ou deus.	Mon père, Seigneur désire Sans vous importuner vous dire un mot ou dus.
LE MAGICIEN.	LE MAGICIEN.
Volontiers mon enfant, dis moy ce que tu veus.	Volontiers mon enfant, dis -moi ce que tu veux.
SILANDRE.	SILANDRE.
L’amour m’a fait aimer vne ingrate Bergere, Qui ſans me ſoulager ſe plaiſt à ma miſere, Si bien qu'au deſeſpoir ie veus finir mes iours Si voſtre grand ſçautoir ne me donne ſecours, Car que me peut ſeruir de conſeruer ma vie?	L'amour m'a fait aimer une ingrate Bergère, Qui sans me soulager se plaît à ma misère, Si bien qu'au désespoir Seigneur vus finir mes jours Si votre grand sautoir ne me donne secours, Car que me peut servir de conserver ma vie?
D iiij Puiſque de tant de maus elle eſt touſiours ſuiuie?	 Dij Puisque de tant de maus elle est toujours suivie?
LE MAGICIEN.	LE MAGICIEN.
Mon enfant i’ay pitié des douleurs que tu ſens, Et de te voir mourir en l’Auril de tes ans:	Mon enfant j'ai pitié des douleurs que tu sens, Et de te voir mourir en l'Auril de tes ans:
Je veus preſentement te retirer de peine, Comment appelles tu cette fille?	Je veux présentement te retirer de peine, Comment appelles tu cette fille?
SILANDRE.	SILANDRE.
Climene.	Climène.
LE MAGICIEN.	LE MAGICIEN.
Il ſuffit, c’eſt aſſez, ce liure & ce baſton Luy changeront le cœur, vien prenons ce canton, Ce cerne que ie fais eſt ma ſeure defence, (fence, De peur que quetque eſprit trop bouillãt ne m'ofEntrons tous deus dedans, & ſur tout garde toy De vouloir en ſortir pour rien, pluſtoſt que moy.	Il suffit, c'est assez, ce livre et ce bâton Lui changeront le cœur, viens prenons ce canton, Ce cerne que je fais est ma sûre défense, (fence, De peur que tout esprit trop bouillants ne m'ofEntrons tous dût dedans, et sur tôt garde toi De vouloir en sortir pour rien, plutôt que moi.
Mais de quoy trembles-tu?	Mais de quoi trembles-tu?
SILANDRE.	SILANDRE.
D’vne crainte incroyable.	D'une crainte incroyable.
LE MAGICIEN.	LE MAGICIEN.
Non, non, r’aſſeure toy.	Non, non, rassure toi.
SILANDRE.	SILANDRE.
Qu'vne troupe effroyable De ces diables hideus icy dreſſe ſes pas, Qu'ilme les faille voir?	Qu'une troupe effroyable De ces diables hideus ici dresse ses pas, Qu'ilme les faille voir?
non ie ne ſçaurois pas Receuoir dans mes yeus ces images terribles.	non ici ne saurais pas Revoir dans mes yeus ces images terribles.
LE MAGICIEN.	LE MAGICIEN.
Si en faut il auoir.	Si en faut il avoir.
SILANDRE.	SILANDRE.
Qu’ils ſoient donc inuiſibles, Ou bien permettez moy que ie ſorte d’icy.	Qu'ils soient donc invisibles, Ou bien permettez moi que tu sorte d'ici.
LE MAGICIEN.	LE MAGICIEN.
Non, arreſte pluſtoſt, ie le veus bien außi, Tu ne les verras point, mais la poudre & le ſouffre Qu’ils vomiront ſortans du Plutonique gouffre, T’apprendrõt par l’oreille au defaut de tes yeus, Qu'its ſont pour me ferutr remontez en ces lieus, Ie m’en vais commencer.	Non, arrête plutôt, Seigneur le veux bien aussi, Tu ne les verras point, mais la poudre et le souffre Qu'ils vomiront sortants du Plutonique gouffre, T'apprendront par l'oreille au défaut de tes yeus, Qu'its sont pour me ferutr remontés en ces lieus, Je m'en vais commencer.
SILANDRE.	SILANDRE.
le pujntont de crainte.	le pujont de crainte.
LE MAGICIEN.	LE MAGICIEN.
Si tu auois d’amour l’ame vray’ment atteinte, Fu ſerois plus hardy, iamais vn amoureus S’il eſt paßionné ne ſe trouue peureus.	Si tu avais d'amour l'âme vraiment atteinte, Fu serais plus hardi, jamais quelque amoureus S'il est passé ne se trouve peuvreus.
SILANDRE.	SILANDRE.
Et bien, bien, faites donc, quel horrible murmure I'entends dedans ce coingl quelle fumée obſeure S'eſleue dedans l’air!	Et bien, bien, faites donc, quel horrible murmure J'entends dedans ce coingl quelle fumée obsure S'esleue dedans l'air!
LE MAGICIEN.	LE MAGICIEN.
Vous qui dans les manoirs, Dãs les profõds cachots des Royaumes tous noirs Oyez obſcurs bourgeois d’vne obſcure prouince, La menaçante vois de voſtre auare prince, Fureurs, qui ſur le bord du fumeus Phlegeton Soupples obeyſſez ſous la main de Pluton, Puiſſances de la nuit, troupe malencontreuſe Qui croupis au limon des mareſts d’Achereuſe, Sortez Dires d’enfer, quitteZ vostre ſejour, VeneZ pour m’obeyr voir encer noſtre iour.	Vous qui dans les manoirs, Dys les profoncs cachots des Royaumes tous noirs Oyez obscurs bourgeois d'une obscure province, La menaçante vois de votre avare prince, Fureurs, qui sur le bord du fumeus Phlégeton Souples obéissez sous la main de Pluton, Puissances de la nuit, troupe malencontreuse Qui croupis au limon des marêts d'Acheuse, Sortez Dires d'enfer, quitte votre séjour, VeneZ sous m'obéir voir encer nôtre iour,
SILANDRE.	SILANDRE.
Qi poutoirdes mumain!	Qi poutoirdes mumain!
quet lagage barbare!	quet lagage barbare!
LE MAGICIEN.	LE MAGICIEN.
Haſtez vous donc Demõs, delaiſſez le Tenare, AccoureZ, approcheZ.	Hâtez -vous donc Demõs, délaissez le Tenare, Accourez, approchez.
SILANDRE.	SILANDRE.
N'on, qu’ils n’approchent pas, Ie friſſonne d’horreur, ie ſuis prés du treſpas.	N'on, qu'ils n'approchent pas, Je frissonne d'horreur, sans suis prés du trépas.
LE MAGICIEN.	LE MAGICIEN.
Idre, Demons puiſque ie veus maintenant vous defenDe ne vous monſtrer point, faites vous bien en[tendre, VOVS qui ſçauezlier les libres volontez, Qui les affermiſſez dans leurs captiuitez [dre Ioignez d’vn nœud eſtroit qu'on ne puiſſe cõprenEt Silandre à Climene, & Climene à Silandre.	Idre, Demons puisque ie vus maintenant vous défenDe ne vous montrer point, faites vous bien en[tendre, VOUS qui sçauezlier les libres volontés, Qui les affermissez dans leurs captés [dre Joignez d'être nœud étroit qu'on ne puisse comprenait Silandre à Climène, et Climène à Silandre.
VOVS qui ſçauez former de violens deſirs, Qui chãgez les humeurs pour chãger les plaiſirs, Ioignez d’vn nœud caché que pas vn ne cõprene, Et Climene à Silandre, & Silandre à Climene.	VOUS qui savez former de violents désirs, Qui chãgez les humeurs pour chãger les plaisirs, Joignez d'un nœud caché que pas un ne comprène, Et Climène à Silandre, et Silandre à Climène.
La vois d’vn Demon.	La vois d'un Démon.
Ce que tu veus eſt fait, attens ie vas ietter Vn charme qui pourra Silandre contenter, Reçois ce bracelet, & dedans l’eſcriture Qui eſt à l’vn des bouts, tu ſçauras l’auanture.	Ce que tu veu est fait, attends était vas jeter Un charme qui pourra Silandre contenter, Reçois ce bracelet, et dedans l'écriture Qui est à l'Un des bouts, tu sauras l'aventure.
LE MAGICIEN.	LE MAGICIEN.
Ha!	Ha!
i’entens le ſecret, tu te peus aſſeurer, Silandre, que ton mal ne peut long temps durer, Vois-tu ce bracelet, il faut que tu le porte A celle que tu aime, & que tu face en ſorte Quelle le mette au bras, lors que tu l’auras fait Ie te pri' promptement vien m'en dire l’effet.	j'entends le secret, tu te pussy assurer, Silandre, que ton mal ne peut long temps durer, Vois-tu ce bracelet, il faut que tu le porte À celle que tu aime, et que tu face en sorte Quelle le mette au bras, lors que tu l'auras fait Je te pri' en dire l'en dire l'effet.
SILANDRE.	SILANDRE.
Ie ny manqueray pas, iuſqu’au reuoir mon Pere, La fortune touſiours vous puiſſe eſtre proſpere.	Ie Je manquerai pas, jusqu'au revoir mon Père, La fortune toujours vous puisse être prospère.
HOTDGVAIRIESME.	HÔTDGUAIRIESME.
SCENE I.	SCÈNE I.
CLIMENE.	CLIMENE.
CLORIFBE, SILANDRE.	CLORIFBE, SILANDRE.
SEMIRE.	SEMIRE.
ALCIDOR.	ÀLCIDOR.
CLIMENE.	CLIMENE.
Endant que le ſoleil au milieu de ſon tour I Fait ſentir la chaleur la plus grande du iour, Que le plaiſir eſt grand au ſortir de la plaine De prendre icy le frais prés de cette fontaine, Ie croy qu’õ ne peut pas treuuer vn plꝰ beau lieu, Meſmes quadon bonarott te choiſir pour vn Diett:	Endant que le soleil au milieu de son tour I Fait sentir la chaleur la plus grande du jour, Que le plaisir est grand au sortir de la plaine De prendre ici le frais près de cette fontaine, Je crois qu'on ne peut pas trouver un pl beau lieu, Mesmes quadon bonarott te choisir pour un Diett:
Pour euiter le mal que cauſe la triſteſſe, Et chaſſer pour vn tẽps la douleur ljui t’oppreſſe, Châte quelque air nouueau, & fais mouuoir ces Aus rauiſſans accords de ta diuine vois.	Pour éviter le mal que cause la tristesse, Et chasser pour un temps la douleur ljui 'oppresse, Châte quelque air nouveau, et fais mouvoir ces Aus ravissants accords de ta divine vois.
[bois,	[bois,
CLORIFEE.	CLORIFE.
Le mal qui ne veut point abandonner ma vie Me defend ce plaiſir, & m'en oſte l’enttie.	Le mal qui ne veut point abandonner ma vie Me défend ce plaisir, et m'en ôte l'enttie.
CLIMENE.	CLIMENE.
Mon cœur ie t’en ſupplie.	Mon cœur ici t'en supplie.
CLORIFEE.	CLORIFE.
Si pour vous contenter Voꝰ voulez que ie chãte, & bien il faut chãter;	Si pour vous contenter Voù voulez que je changte, et bien il faut chôter;
A la charge pourtant que toutes deus enſemble Nous recitions les vers que ie fis ſous vn trẽble, Couuerte de mes pleurs, lors que mõ deſgaigneus Refuſoit d’exaucer mes ſouhaits amoureus.	À la charge pourtant que toutes dus ensemble Nous récitions les vers que ie sous un tris trẽble, Couverte de mes pleurs, lors que mon desgaigneus Refusait d'exaucer mes souhaits amoureus.
CLIMENE, ET CLORIFEE, chantent cet Air.	CLIMENE, ET CLORIFE, chantent cet Air.
Dittes eſſences ſouſterraines, Dites eſprits, declarez moy, Sera-t’il bien vray que mes peines Pourront durer autant que moy?	Dites essences souterraines, Dites esprits, déclarés moi, Sera-t-il bien vrai que mes peines Pourront durer autant que moi?
Pourquoy s’il n’eſt pas impoßible N’induiſez vous à me cherir Cette ame du tout inſenſible?	Pourquoi s'il n'est pas impossible N'induisez -vous à me chérir Cette âme du tout insensible?
Ou pourquoy ne puis-ie mourir?	Ou pourquoi ne puis-je mourir?
Demons faites donc que mes larmes Le puiſſent fleſchir quelque iour, Ou ſinon faites que vos charmes M’affranchiſſent de ſon amour.	Demons faites donc que mes larmes Le puissent fléchir quelque jour, Ou sinon faites que vos charmes M'affranchissent de son amour.
CLORIFEE.	CLORIFE.
Ha voicy ce cruel.	Ha voici ce cruel.
SILANDRE.	SILANDRE.
Eſt il donc impoßible, De vous rendre à la fin à mon amour ſenſible?	Est -il donc imposible, De vous rendre à la fin à mon amour sensible?
Deeceſferoie rom pomtu bſer de cruautez?	Devecesféroie rom pomtu bser de cruautés?
CLIMENE.	CLIMENE.
Voulez vous point finir tant d’importunitez?	Voulez -vous point finir tant d'importunités?
SILANDRE.	SILANDRE.
Ouy, celle cy ſera s’il vous plaiſt la derniere, Pourueu que m’accordiez au moins vne priere.	Oui, celle cy sera s'il vous plaît la dernière, Pourvu que m'accordiez au moins une prière.
Quelle.	Quelle.
CLIMENE.	CLIMENE.
SILANDRE.	SILANDRE.
Que voſtre bras daigne & veille ſou ffrir Ce petit bracelet que ie vous viens offrir.	Que votre bras daigne et veille sou ffrir Ce petit bracelet que personne vous viens offrir.
CLIMENE.	CLIMENE.
GardeZ voſtre preſent, Berger ie le refuſe, Et alleZ inuenter quelque plus fine ruſe, A d’autres, penſeZ vous que ie ne voye pas A quoy cet artifice & où tendent vos pas?	GardeZ votre présent, Bergerour le refuse, Et allez inventer quelque plus fine ruse, À d'autres, pensez vous que je ne voie pas A quoi cet artifice et où tendent vos pas?
Le Berger Alcidor bleßé par fantaiſie Iamais pour vos faueurs n’aura de ialouſie.	Le Berger Alcidor blesié par fantaisie Iamais pour vos faveurs n'aura de jalousie.
SILANDRE.	SILANDRE.
Mille horribles ſerpens ſe gliſſent en mon ſein, Eum ttridenent te cuut, fec eſt tet mon deſſein, Pourquoy refuſeZ vous de receuoir ce gage?	Mille horribles serpens se glissent en mon sein, Eum ttridènent te cuut, sec est tet mon dessein, Pourquoi refuse -vous de recevoir ce gage?
CLIMENE.	CLIMENE.
On dit communément que qui reçoit s’engage.	On dit communément que qui reçoit s'engage.
SILANDRE.	SILANDRE.
Non, non, ie vous en quitte, & mon affection Voi remet de bon cœur cette ob ligation.	Non, non, je vous en quitte, et mon affection Voi remet de bon cœur cette ob ligation.
CLIMENE.	CLIMENE.
Donnez-le à Clorifee.	Donnez-le à Clorife.
CLORIFEE.	CLORIFE.
Ha trop cruel Silandre!	Ha trop cruel Silandre!
Change de volonté, en fin laiſſe toy prendre.	Change de volonté, en fin laisse toi prendre.
SILANDRE.	SILANDRE.
Bergere ie le veus, ta conſtance & ta foy, Me forcent maintenant à me donner à toy, I'ottrilett que proteſtant d'eſtred tes vœus propice Tu veilles maintenant me faire vn bon office.	Bergère était le vus, ta constance et ta foi, Me forcent maintenant à me donner à toi, J'ottrilett que protestant d'êtred tes vœus propice Tu veilles maintenant me faire un bon office.
CLORIFEE.	CLORIFE.
Dis moy donc ce que ceſt, & tu verras comment Ie m'y comporteray.	Dis -moi donc ce que cet, et tu verras comment Je m'y comporterai.
SILANDRE.	SILANDRE.
Ie veus tant ſeulement Qu'en coniurant ta ſœur tu puiſſe faire en ſorte, Qu'acceptant mon preſent au bras elle le porté.	Je veux tant seulement Qu'en conjurant ta sœur tu puisse faire en sorte, Qu'acceptant mon présent au bras elle le porté.
CLORIFEE.	CLORIFE.
Bergere qui pouuez ma fortune changer, Et me fairé acqherir l'amour de ce Berger, Ayez pitié de moy, receueZ ſapriere.	Bergère qui pouvez ma fortune changer, Et me fairé acqhérir l'amour de ce Berger, Ayez pitié de moi, reçuez saprière.
CLIMENE.	CLIMENE.
Non, pluſtoſt on verra le ſoleil ſans lumiere.	Non, plutôt on verra le soleil sans lumière.
OIEANDRE.	ÔIEANDRE.
Au moins qu’elle le touche, & que pour vn moSon bras en ſoit lié.	Au moins qu'elle le touche, et que pour un moSon bras en soit lié.
ment,	ment,
CLIMENE.	CLIMENE.
Quel importun amant?	Quel importun amant?
CLORIFEE.	CLORIFE.
Ne me refuſez point.	Ne me refusez point.
CLIMENE.	CLIMENE.
Ie ne vous veus dédire, Contente ſi cela guerit voſtre martyre.	Je ne vous veux dédire, Contente si cela guérit votre martyre.
Que ie me trouue mal, monDieu ie n’en puis plus, Ie penſe que mes bras deuiennent tout perclus, Ie me ſens defaillir, hal le cœur, Clorifee, Auant que la douleur ait ma vie eſtouffee, Obligez moy de grace en ce dernier deuoir, De faire venir ceus que ie deſire voir,	Que ie me trouve mal, monDieu Seigneur n'en puis plus, Je pense que mes bras deviennent tout perclus, Je me sens défaillir, hal le cœur, Clorife, Avant que la douleur ait ma vie étouffe, Obligez moi de grâce en ce dernier devoir, De faire venir ceus que sans désire voir,
Amenez Amenez Alcidor, & dites à mon pere Qu’il vienne voir finir ma vie, & ma miſere.	Amenez Amenez Alcidor, et dites à mon père Qu'il vienne voir finir ma vie, et ma misère.
CLORIFEE.	CLORIFE.
Silandre obligez nous de les aller querir, Helas ma chere ſœur!	Silandre obligez nous de les aller quérir, Hélas ma chère sœur!
vous verray-ie mourir?	vous verrai-je mourir?
Efforcez vous vn peu, au moins qu’vne parole Auant voſtre trespas tant ſoit peu me conſole, Hal ie erains que ſon pouls qui bat biẽ foiblemẽt Ne conduiſe ſa vie à ſon dernier moment.	Efforcez -vous un peu, au moins qu'une parole Avant votre trépas tant soit peu me console, Halque rains que son pouls qui bat bien foiblement Ne conduise sa vie à son dernier moment.
Ma fille?	Ma fille?
SEMIRE.	SEMIRE.
ALCIDOR.	ÀLCIDOR.
Ha cieus cruels!	Ha cieus cruels!
CLIMENE.	CLIMENE.
Puiſque la deſtinée A voulu que ma vie ainſi fuſt terminée, Et qu’elle a reſolu qu’en commençant ſon cours Elle viſt acheuer le dernier de ſes iours, Mon pere ie vous prie ſi pendant mon enfance I’ay peché contre vous, pardonnez cette offence, Et ſi iuſques icy ie n’ay pas ſatisfait Au deuoir paternel, pardonneZ ce forfaict.	Puisque la destinée A voulu que ma vie ainsi fût terminée, Et qu'elle a résolu qu'en commençant son cours Elle vît achever le dernier de ses jours, Mon père ie vous prie si pendant mon enfance J'ai péché contre vous, pardonnez cette offense, Et si jusques ici ici n'ai pas satisfait Au devoir paternel, pardonnez ce forfait.
