LRAREE C2 DEGVISE TRAGI-COMEDIE.	LRARE C2 DÉGUISÉ -THRAGI-COMÉDIE.
Ie quitte vn ennemy que ie ne puis haïr.	Je quitte un ennemi que ici ne puis haïr.
Et bien que ma vertu ſans ſubiect on ſoupgonne, Vn nom me faict horreur dont i’aime la perſonne, Ouy ie t’aime Clearque;	Et bien que ma vertu sans sujet on soupgonne, Un nom me fait horreur dont j'aime la personne, Ou ie t'aime Clarque;
& c’eſt en ce moment, Pourquoy ie veux fnir, pour finir en tdimant, En eſtant aſſeuré, ſupprime ce reproche.	et c'est en ce moment, Pourquo ie va fémir, pour finir en tdimant, En étant assuré, supprime ce reproche.
CLEARQVE.	CLÉARQUE.
em mon ne pemfteſtin ae tonraie dt rosisr Permets moy de meurtrir ce cœur remply de foy, I’en demande congé parce qu’il eſt à toy.	em mon ne pemfestin ae tonraie dt rosisr Permets moi de meurtrir ce cœur rempli de foi, J'en demande congé parce qu'il est à toi.
ROSEMONDE.	ROSEMONDE.
Non, non, viuez tous deux, ceſte amour ſans pareille, Qui me rauit le cœur, & me charme l’oreille, Deuroit außi bien qu'elle eterniſer vos iours, La haine que i'auois a pris vn trop long cours;	Non, non, vivez tous deux, cette amour sans pareille, Qui me ravit le cœur, et me charme l'oreille, Deurait aussi bien qu'elle éterniser vos jours, La haine que j'avais a pris un trop long cours;
L’orage va finir, & i'apperçoy la riue:	L'orage va finir, et j'aperçois la rive:
Que Policandre meure, & que Clearque viue:	Que Policandre meure, et que Cléarque vive:
Ainſi tout s'accommplit:	Ainsi tout s'accommplit:
& ie veux deſormais, Voir entre nos Eſtats vne eternelle paix:	et grande veux désormais, Voir entre nos États une éternelle paix:
Außi tost qu'Altomirę aura faict reconnestre, Qu'ainſi qu'onme l’adit il vous a donné l’estre.	Aussi tôt qu'Altomir aura fait reconnaître, Qu'ainsi qu'onme l'adit il vous a donné l'être.
CLEARQVE.	CLÉARQUE.
Liſandre que ie voy, peut eſtre mon teſmoin:	Lisandre que ici vois, peut -être mon témoin:
LISANDRE.	LISANDRE.
Ie le connois Madame, & le plege au beſoin.	Je le connais Madame, et le plege au besoin.
CLEARQVE.	CLÉARQUE.
Chacun ſçait que mon pere appreuue l’himenée:	Chacun sais que mon père approuve l'hyménée:
ROSEMONDE.	ROSEMONDE.
Voſtre fidelité doit eſtre couronnée:	Votre fidélité doit être couronnée:
Soit, ainſi, i le veux:	Soit, ainsi, y le veux:
puißiez vous vn longtemps, Viure autant amoureux que vous eſtes contens.	puissions vous un longtemps, Vivre autant amoureux que vous êtes contents.
CLEARQVE.	CLÉARQUE.
Que ie baiſe vos pas, incomparable Reine:	Que ici baise vos pas, incomparable Reine:
ARGENIE.	ARGENIE.
Que le plaiſir et donx, en ſuite de la pané:	Que le plaisir et donx, en suite de la pané:
FLORESTOR.	FLORÊTOR.
Dieux clemens & tous bons, que ie vous dois d’encens!	Dieux cléments et tous bons, que je vous dois d'encens!
ANTHENOR.	ANTHENOR.
Changeons le feu du crime en des feux innocens, Auponſfouauſqu au Ciel les marquuuruiloye, Qui regne dans nos cœurs, & que luy meſme enuoye.	Changeons le feu du crime en des feux innocents, Aponsfouausqu' au Ciel les marquuruiloie, Qui règne dans nos cœurs, et que lui -même envoie.
NOSEMONDE.	NOSEMONDE.
Ne me direz vous point vos maux, & vos plaiſirs?	Ne me direz -vous point vos maux, et vos plaisirs?
CLEARQVE.	CLÉARQUE.
Nous ne prendrons de loix que de vos ſeuls deſirs:	Nous ne prendrons de lois que de vos seuls désirs:
Mais afin que ce iour n'ait plus rien qui ſoit triſte, Donnez moy le pardon des Gardes, & d'Ariſte.	Mais afin que ce jour n'ait plus rien qui soit triste, Donnez -moi le pardon des Gardes, et d'Ariste.
ARGENIE.	ARGENIE.
Phili ſe, dont le zele eſt ſans comparaiſon, Paiande a cosvomea la tuy demapiion.	Phili se, dont le zèle est sans comparaison, Paiande a cosvomea la tui demapiion.
ROSEMONDE, La loy vous met en mainla puiſſance Royalle.	ROSEMONDE, La loi vous met en mainla puissance Royalle.
Et pour moy, i'ay donné la grace generalle:	Et pour moi, j'ai donné la grâce générale:
Viuez, regnez heureux, & celebrez le iour, Où l’on voit triompher la conſtance & l’amour, Le danger encouru pour la perſonne aimée, Va remplir IVniuers de voſtre renommée, Et les ſiecles ſuiuans, pour l’auoir meſprisé,	Vivez, régnez heureux, et célébrez le jour, Où l'on voit triompher la constance et l'amour, Le danger encouru pour la personne aimée, Va remplir IUnivers de votre renommée, Et les siècles suivants, pour l'avoir méprisé,
Prre,, ve (pserer.	Pré, ve (pérer.
DP ROY.	DP ROY.
C OVYS PAR LA GRACE DE DIEV DROY DE FRANCE ET DE NAVARRE:	Ç OUÏS PAR LA GRACE DE DIEU DROY DE FRANCE ET DE NAUARE:
32Anos amez & feaux Conſeillers, les gens tenans nos Couts de Parlement, Maiſtres des Requeſtes ordinaires de noſtte Hoſtel, Baillifs, Seneſchaux, Preuoſts,leurs Lieutenans, & tous auttes de nos Iuſticiets & Officiers qu’il appartiendra;	32Anos âmez et féaux Conseillers, les gens tenants nos Couts de Parlement, Maîtres des Requêtes ordinaires de nostte Hôtel, Baillifs, Sénéchaux, Prévenants,leurs Lieutenans, et tous auttes de nos Justiciéts et Officiers qu'il appartiendra;
Salut.	Salut.
Noſtre bien-aimé AVGVSTIN COVRBE', Marchand Libraire en noſtre bonne ville de Paris, nous a fait remonſtret qu’il a recouuré deux Tragi-Comedies nouuelles, compoſées par le Sieur SCVDERY, intitulees;	Notre bien-aimé AUGUSTIN COURBE', Marchand Libraire en notre bonne ville de Paris, nous a fait remonstre , qu'il a recouvré deux Tragi-Comédies nouvelles, composées par le Sieur SCUDERY, intitulées;
l’vne, LeV aſſal Genereux;	l'une, LeV assal Généreux;
& l’autre, Le Prince Déguisé, leſquelles il deſireroit faire imprimer, s’il auoit ſur ce nos Lettres neceſſaires;	et l'autre, Le Prince Déguisé, lesquelles il désirerait faire imprimer, s'il avait sur ce nos Lettres nécessaires;
leſquelles il nous a tres-humblement ſupplié de luy accorder.	lesquelles il nous a très-humblement supplié de Seigneur accorder.
ACES GAVSES, Nous auons permis & permettons par ces preſentes à l’expoſant, d’imprimer ou faire imprimer, vendre & debiter en tous les lieux de noſtre obeyſſance, leſdites deux Ttagi-Comedies, coniointement ou ſeparément;	ACES GAUSES, Nous avons permis et permettons par ces présentes à l'exposant, d'imprimer ou faire imprimer, vendre et débiter en tous les lieux de notre obéissance, lesdites deux Tagi-Comédies, conjointement ou séparément;
en telles marges, & tels caracteres, & autant de fois que bon luy ſemblera, durant l’eſpace de neuf aus entiers & accomplis, à compter du iour que chacune ſera acheuee d’imprimer pour la premiere fois.	en telles marges, et tels caractères, et autant de fois que bon homme semblera, durant l'espace de neuf aussi entiers et accomplis, à compter du jour que chacune sera achevue d'imprimer pour la première fois.
Faiſans tres-expreſſes deffenſes à toutes perſonnes, de quelque qualité & condition qu’elles ſoient, d’imprimer, ny faire imprimer, vendre ou diſtribuer leſdites Tragi-Comedies en aucun lieu de ce Royaume durant ledit temps, ſans le conſentement de l’expoſaut;	Faisans très-expresses défenses à toutes personnes, de quelque qualité et condition qu'elles soient, d'imprimer, ni faire imprimer, vendre ou distribuer lesdites Tragi-Comédies en aucun lieu de ce Royaume durant ledit temps, sans le consentement de l'expos;
ſous pretexte d’augmentation, correction, ou autrement, en quelque ſorte & maniere que ce ſoit;	sous prétexte d'augmentation, correction, ou autrement, en quelque sorte et manière que ce soit;
ny meſme d’en extraire aucune choſe, ou d’en contre faire le titte, à peine de quinze cens hures d’amende, payable par chacun des contreuenans, & applicables vn tiers à l’Hoſtel-Dieu de Paris;	Ne même d'en extraire aucune chose, ou d'en contre faire le titte, à peine de quinze cens hures d'amende, payable par chacun des contrevenants, et applicables un tiers à l'Hôtel-Dieu de Paris;
& l’autre tiers audit expoſant:	et l'autre tiers audit exposant:
de confiſcation des exemplaires contre-faits, & de tous deſpens, dommages & intereſts:	de confiscation des exemplaires contrefaits, et de tous dépens, dommages et intérêts:
A condition qu’il en ſera mis deux exemplaires de chacune en noſtre Bibliotheque publique, & vn en celles de noſtre tres-cher & fealle ſieur Seguier, Cheuallier, Garde des Seaux de France,auant que de l'expoſer en vente,à peine de nullité des preſentes:	À condition qu'il en sera mis deux exemplaires de chacune en notre Bibliothèque publique, et un en celles de notre très-cher et féale sieur Séguier, Chevallier, Garde des Seaux de France,avant que de l'exposer en vente,à peine de nullité des présentes:
Du contenu deſquelles nous vous mandons que vous faſſiez ioüir plainement & paiſiblement l’expoſant, ſans ſouffrit qu’il luy ſoit donné aucun empeſchement au contraire.	Du contenu desquelles nous vous mandons que vous fassiez jouir plainement et paisiblement l'exposant, sans souffrit qu'il lui soit donné aucun empêchement au contraire.
Voulous qu’en mettant au commencement, ou à la fin de chaque exemplaire, vn bref extraict des preſentes, elles ſoient tenuës pour deuëment ſignifiées, & que foy y ſoit adiouſtée;	Voulous qu'en mettant au commencement, ou à la fin de chaque exemplaire, un bref extraict des présentes, elles soient tenues pour duement signifiées, et que foi y soit ajoutée;
& aux coppies d’icelles, collationnées par vn de nos amez & feaux, Conſeillers, Secretaires, comme à l’original.	et aux coppies d'icelles, collationnées par un de nos âmez et féaux, Conseillers, Secretaires, comme à l'original.
Mandons au premier Huiſſier ou Setgent ſur ce requis, de faite pour l'execution du contenu cy-deſſus, tous ex ploicts neceſſaires, ſans demander autre permiſſion.	Mandons au premier Huissier ou Setgent sur ce requis, de faite pour l'exécution du contenu cy-dessus, tous ex ploits nécessaires, sans demander autre permission.
CARTELEST noſtre plaiſir, nonobſtant Clameur de Haro, Chartre Normande;	CARTELEST notre plaisir, nonobstant Clameur de Haro, Chartre Normande;
& autres lettres à ce contraires.	et autres lettres à ce contraires.
Donné à Paris le onz ieſme iour d’Aouſt, l’an de grace mil ſix cens trente cinq.	Donné à Paris le onz iesme jour d'Août, l'an de grâce mil six cens trente cinq.
Et de noſtre regnele vingt-ſixieſme.	Et de notre règne vingt-sixième.
Par le Roy en ſon Conſeil.	Par le Roi en son Conseil.
CONRART.	CONRART.
Acheué d’imprimer ce premier Septembre 1635.	Achevé d'imprimer ce premier Septembre 1635.
Les exemplaires ont eſté fournis ainſi qu’il ſt porté par le Priuile ge.	Les exemplaires ont été fournis ainsi qu'il st porté par le Privile ge.
Texte détérioré-reliure défectueuse NF 2 43-120-11	Texte détérioré-reliure défectueuse N 2 43-120-1
Texte détérioré-reliure défectueuse NF 2 43-120-11	Texte détérioré-reliure défectueuse N 2 43-120-1
