PREFACE.	PRÉFACE.
Plus haut que ton pouvoir n’éleves point ta voix, C’eſt du Ciel, non de toy, que j’écoûte les loix, Luy ſeul peut prononcer des decrets legitimes;	Plus haut que ton pouvoir n'élèves point ta voix, C'est du Ciel, non de toi, que j'écoute les lois, Lui seul peut prononcer des décrets légitimes;
je vais, pour deeſuen du fort de ces victimes, Sçavoir ſes volontez, atbitre entre-eux & toy.	je vais, pour deesuen du fort de ces victimes, Savoir ses volontés, atbitre entre-eux et toi.
Thoas, attens mon ordre:	Thoas, attends mon ordre:
& vous Grecs, ſuivezmoy.	et vous Grecs, suivezmoi.
SCENE VIII.	SCÈNE VIII.
THOAS, HIDASPE, ANTHENOR, TAXIS.	THOAS, HIDASPE, ANTHENOR, TAXIS.
AS.	AS.
Ui ſuis je?	Oui suis -je?
eſt-ce à Thoas qu’un tel diſcours s’adreſſe;	est-ce à Thoas qu'un tel discours s'adresse;
A quoy m’expoſes-tu malheureuſe rendreſſe?	À quoi m'exposes-tu malheureuse rendresse?
Je puis tout, & malgré mon nom, ma dignité, Une ſimple Preſtreſſe étonne ma fierté.	Je puis tout, et malgré mon nom, ma dignité, Une simple Prêtresse étonne ma fierté.
Quand d’un ton plein d’audace elle oſe me confondre, Ma bouche eſt interdite, & ne ſçait que répondre.	Quand d'un ton plein d'audace elle ose me confondre, Ma bouche est interdite, et ne sait que répondre.
Ah!	Ah!
c’eſt trop abuſer de mes indignes feux, Ses Grecs ſont mes captifs, que le Ciel ſoit pour eux:	c'est trop abuser de mes indignes feux, Ses Grecs sont mes captifs, que le Ciel soit pour eux:
Ils recevront demain la mort qu'elle rerarde;	Ils recevront demain la mort qu'elle rerarde;
Taxis autour du Temple allez ranger ma Garde 3.	Taxis autour du Temple allez ranger ma Garde 3.
Obſervez avec elle un ſilence profond, Veillez mes ennemis, voſtre teſte en répond.	Observez avec elle un silence profond, Veillez mes ennemis, votre tête en répond.
SCLNE IA.	SCLNE IA.
THOAS, ANTHENOR, HIDASPE.	THOAS, ANTHÉNOR, HIDASPE.
HIDASPE.	HIDASPE.
Voſtre ſeureté cet ordre eſt neceſſaire, A Seigneur;	Votre sûreté cet ordre est nécessaire, A Seigneur;
mais d’un peril qu’on ne peut plus vous taite, V.	mais d'un péril qu'on ne peut plus vous taite, V.
ſtre Peuple allarmé ſemble vous menacer:	stre Peuple alarmé semble vous menacer:
Il ctoit pour Thomiris devoir s’intereſſer:	Il ctait pour Thomiris devoir s'intéresser:
De ſon départ futtif il ſe fait une injure, Il y veut mettre obſtacle, il s’aſſcmnble, il murmure, Et ſi l'on ne s’oppoſe à cette émotion.	De son départ futtif il se fait une injure, Il y veut mettre obstacle, il s'asscennble, il murmure, Et si l'on ne s'oppose à cette émotion.
Elle pourra cauſer quelque ſedition.	Elle pourra causer quelque sédition.
OAS.	ÔAS.
Non, il ebeïra.	Non, il ebeïra.
Je ſuis ſeut de ſou zele, Anthenor, la iincelle à mes vœux moins rebelle.	Je suis seut de sou zèle, Anthenor, la jincelle à mes vœux moins rebelle.
Ne verta point l’hymen qui trahit ſon eſpoir, Vous pouvez de ma patr le luy faire ſçavoir.	Ne verta point l'hymen qui trahit son espoir, Vous pouvez de ma patr le lui faire sçavoir.
Allez.	Allez.
ANTHENOR.	ANTHENOR.
Juſques au Temple, où ſon tele s’empreſſe D’allet pour ſon voyage implorer la Deeſſe, Je vais de vos bontez, Seigneur, luy faire patt.	Jusqu' au Temple, où son télé s'empresse D'allét pour son voyage implorer la Déesse, Je vais de vos bontés, Seigneur, lui faire patt.
Dites-luy que ſur tout elle ſonge au départ.	Dites-lui que sur tout elle songe au départ.
SENDA.	SENDA.
THOAS, HIDASPE.	THOAS, HIDASPE.
THOAS.	THOAS.
T toy, favoriſé de l'ombre & du ſilence, L Au peuple adroitenient dérobe ſa preſence;	 Toi, favorisé de l'ombre et du silence, L Au peuple adraitenient dérobe sa présence;
J’atteudray tou retour dans cet appartement.	J'atteudrai tou retour dans cet appartement.
Va, cours tout préparer pour ſon embarquement,.	Va, cours tout préparer pour son embarquement,.
Et ſonge, en ménageant cette importante ſuite, Que mon ſort cette nuit dépend de ta conduite.	Et songe, en ménageant cette importante suite, Que mon sort cette nuit dépend de ta conduite.
APeRE SCENE PREMIERE.	APPPRE SCÈNE PREMIÈRE.
THOAS ſeul.	THOAS seul.
IEUX!	JEUX!
que l’impatience eſt un cruel tourment ?	que l'impatience est un cruel tourment ?
Qu’Hidaſpe répond mal à mon empreſſement!	Qu'Hidaspe répond mal à mon empressement!
Hidaſpe à mes tegards ne paroît point encore, Luy qui dans ce Palais doit devancer l’Aurore?	Hidaspe à mes tegards ne paraît point encore, Lui qui dans ce Palais doit devancer l'Aurore?
Qu'une nuit inquiete eſt cruelle à paſſer?	Qu'une nuit inquiète est cruelle à passer?
Que de triſtes objets viennent la traverſer?	Que de tristes objets viennent la traverser?
Mon cœur, dans l’embarras qui le trouble, l’agiCherche ce qui le fuit, trouve ce qu’il évite.	Mon cœur, dans l'embarras qui le trouble, l'agiCherche ce qui le fuit, trouve ce qu'il évite.
La crainte, la terreur me ſuivent en tous lieux,.	La crainte, la terreur me suivent en tous lieux,.
Et tou jours le ſommeil ſe refuié à mes yeux.	Et tou jours le sommeil se refuyé à mes yeux.
Mortels ambitieux dont les deſirs rapides N’ont que vos paſſions pour objets, & pour guides Qui de l’amour du Trône avidement épris, N’enviſagez la gloire & l’honneur qu’à ce prix, Et qui des plus grands noms enveloppant vos crimes, Ne ſuivez, pour regner, que d’injuſtes maxime:	Mortels ambitieux dont les désirs rapides N'ont que vos passions pour objets, et pour guides Qui de l'amour du Trône avidement épris, N'envisagés la gloire et l'honneur qu'à ce prix, Et qui des plus grands noms enveloppant vos crimes, Ne suivez, pour régner, que d'injustes maxime:
Temeraires tremblez, & craignez d’obtenir Ce qui vous eſt donné des Dieux pour vous punir.	Temeraires tremblez, et craignez d'obtenir Ce qui vous est donné des Dieux pour vous punir.
Le ſeul empreſſement d’éloigner la Princeſſe, De perdre mes captifs, d’épouſer la Preſtreſſe, Tyranniſe mon ame avec tant de pouvoir, Que je n’écoûte plus ny raiſon, ny devoir.	Le seul empressement d'éloigner la Princesse, De perdre mes captifs, d'épouser la Prêtresse, Tyrannise mon âme avec tant de pouvoir, Que je n'écoute plus ni ainsi, ni devoir.
Mille fâcheux objets roulent dans ma penſée.	Mille fâcheux objets roulent dans ma pensée.
Hidaſpe ne vient point, la nuit eſt avancée.	Hidaspe ne vient point, la nuit est avancée.
Qui le retient?	Qui le retient?
Le peuple à mon ordre oppoſé, Pour en troubler l’effet eſt-il aſſez oſe?	Le peuple à mon ordre opposé, Pour en troubler l'effet est-il assez ose?
Je ne puis demeurer dans cette incertitude, Elle augmente ma peine & mon inquietude.	Je ne puis demeurer dans cette incertitude, Elle augmente ma peine et mon inquiétude.
Allons.	Allons.
Mais je le vois.	Mais je le vois.
SCENE II.	SCÈNE II.
THOAS, HIDASPE.	THOAS, HIDASPE.
PAr quels retardemens.	PAr quels retardements.
HIDASPE.	HIDASPE.
Tout ſuecede, Seigneur, à vos empreſſemens.	Tout succède, Seigneur, à vos empressements.
La Princeſſe livrée au pouvoir du Sarmate, Ne mettra plus d’obſtacle à l’hymen qui vous flate, Ie l’ay trouvée au Temple, où du pied de l’Autel Eile s’eſt impoſée un exil éteruel, Muette, & pour cacher ou ſa honte, ou ſa rage, De ſes voiles baiſſez ſe couvrant le viſage, Elle a ſuivy mes pas ſans contrainte, & ſans btuit, Par de ſecret, détours dans l’ombre de la nuit.	La Princesse livrée au pouvoir du Sarmate, Ne mettra plus d'obstacle à l'hymen qui vous flatte, Je l'ai trouvée au Temple, où du pied de l'Autel Eile s'est imposée un exil éteruel, Muette, et pour cacher ou sa honte, ou sa rage, De ses voiles baissez se couvrant le visage, Elle a suivi mes pas sans contrainte, et sans btuit, Par de secret, détours dans l'ombre de la nuit.
Alors l’Ambaſſadeur, & ſa nombreuſe ſuite, Que menoit Anthenor, chargé de leur conduite;	Alors l'Ambassadeur, et sa nombreuse suite, Que menait Anthénor, chargé de leur conduite;
Traverſant un grand Peuple aſſemblé ſut le Port, Sans obſtacle, avec elle, ont paſſe ſur leur bord.	Traversant un grand Peuple assemblé sut le Port, Sans obstacle, avec elle, ont passe sur leur bord.
Le Pilote attentif au devoir qui le guide, N’attend plus que le vent pour quitter la Tauride:	Le Pilote attentif au devoir qui le guide, N'attend plus que le vent pour quitter la Tauride:
Mais craignaut que le jour qui va tout déclarer, Ne retrouvaſt un peuple ardent à murmurer:	Mais craignaut que le jour qui va tout déclarer, Ne retrouvât un peuple ardent à murmurer:
J’ay laiſſé ſur le port une garde fidelle, Et vous viens annoncer cette heureuſe nouvelle.	J'ai laissé sur le port une garde fidèle, Et vous viens annoncer cette heureuse nouvelle.
H Ah!	H Ah!
je reſpire, Hidaſpe, & j’en rends grace aux Dieux, Thomiris ſuſpendoit mon pouvoir en ces lieux.	je respire, Hidaspe, et j'en rends grâce aux Dieux, Thomiris suspendait mon pouvoir en ces lieux.
Quoy que fortifié de la toute-puiſſance, Mon genie étonné trembloit en ſa preſence:	Quoi que fortifié de la toute-puissance, Mon génie étonné tremblait en sa présence:
Mais retourne au rivage, & ne quitte ſon bord, Qu’aprés que le Vaiſſeau ſera party du port;	Mais retourne au rivage, et ne quitte son bord, Qu'après que le Vaisseau sera parti du port;
Qu’aprés que tu l’auras long-temps perdu de veuë:	Qu'après que tu l'auras longtemps perdu de vue:
Et ſi dans ſa fureur le peuple continuë, Montrant pour ſa Princeſſe un front ſeditieux, N’épargne point le ſang des plus audacieux.	Et si dans sa fureur le peuple continue, Montrant pour sa Princesse un front séditieux, N'épargne point le sang des plus audacieux.
va, cours, te dis-je.	va, cours, te dis-je.
Et moy pour rompre ceobſtacle, Ie m’en vais l’actirer par un autre ſpectacle	Et moi pour rompre ceobstacle, Je m'en vais l'actirer par un autre spectacle
SCENE III.	SCÈNE III.
THOAS ſeul.	THOAS seul.
Eja l'Aſtre naiſſant, qui luit ſur mes deſſeins, Du Temple, en m’éclairant, me montre les  Mirs.	Éjà l'Astre naissant, qui luit sur mes desseins, Du Temple, en m'éclairant, me montre les Mirs.
Aairono y contmeneer certe neureuſe journée:	Avairono y contèneer certe neureuse journée:
Et par un ſacriſſee, & par un hymenée, Mes peuples attirez par cette nouveauté Viendront.	Et par un sacrissee, et par un hyménée, Mes peuples attirez par cette nouveauté Viendront.
Mais que me veut Taxis épouvanté?	Mais que me veut Taxis épouvanté?
CENE IV.	CÈNE IV.
211eAbs PAXIS.	211eAbs PAXIS.
TAXIS.	TAXIS.
H!	H!
Seigneur, quels malheurs menacent vôAtte Empire!	Seigneur, quels malheurs menacent vôAtte Empire!
Quels troubles.	Quels troubles.
Sans horteur je ne puis vous le dite.	Sans horteur je ne puis vous le dite.
THOAS.	THOAS.
Dieux!	Dieux!
qu’ay-je à craindre encor, Taxis, explique toy.	qu'ai-je à craindre encor, Taxis, explique toi.
TAXIS.	TAXIS.
Je rempliſſois les ſoins confiez à ma foy.	Je remplissais les soins confiés à ma foi.
Voſtre garde fidelle imitoit mon exemple, Le ſilence avec nous regnoit autour du Temple, Déja la nuit obſcure alloit ſe diſſiper, Quand un biuit étonnant eſt venu nous fraper.	Votre garde fidèle imitait mon exemple, Le silence avec nous régnait autour du Temple, Déjà la nuit obscure allait se dissiper, Quand un biuit étonnant est venu nous frapper.
On n’entend que des cris dans l’enceinte ſacrée, J’en approche en tremblant, on m’en livre l’entrée.	On n'entend que des cris dans l'enceinte sacrée, J'en approche en tremblant, on m'en livre l'entrée.
Quels ſpectacles, grands Dieux!	Quels spectacles, grands Dieux!
que d’affreuſes douleuis!	que d'affreuses douleuis!
Les Miniitres contus, les Preſtreſſes en pleurs, Ont triſtement fait voir à mon ame abatuë, Qu'on avoit de Diane enlevé la ſtatuë.	Les Miniitres contus, les Prêtresses en pleurs, Ont tristement fait voir à mon âme abattue, Qu'on avait de Diane enlevé la statue.
enit THOAS.	enit THOAS.
TAXIS.	TAXIS.
Accuſant les Grecs de cette impieté, A les chercher par tout mon zele m’a porté.	Accusant les Grecs de cette impiété, À les chercher par tout mon zèle m'a porté.
yuhaieutendre en vain par toue ieur nom funeſte, Aucun ne me répond quand je demande Oreſte.	yuhaitendre en vain par toue jeur nom funeste, Aucun ne me répond quand je demande Oreste.
IOAS.	JOAS.
Peut-on donner azile à ces noirs attentats?	Peut-on donner asile à ces noirs attentats?
On menace mes jours, mon Peuple, mes Etats, Et mon lâche ennemy trouve qui le protege.	On menace mes jours, mon Peuple, mes États, Et mon lâche ennemi trouve qui le prote.
Quer montre dals ma Cout.	Quer montre dals ma Cout.
.	.
TAXIS.	TAXIS.
Seigneur, vous le diray-je, Une impie, une ingrate, une fiere beauté, Se vante, ſans fremir, de cette impieré:	Seigneur, vous le dirai-je, Une impie, une ingrate, une fière beauté, Se vante, sans frémir, de cette impieré:
Elle oſe aux yeux de tous avoüer ſon offenſe.	Elle ose aux yeux de tous avouer son offense.
Dépoüillé du reſpect qu’on doit à ſa naiſſance;	Dépouillé du respect qu'on doit à sa naissance;
Je viens de l’amener dans voſtre apartement.	Je viens de l'amener dans votre appartement.
THOAS.	THOAS.
Quelle entre!	Quelle entre!
A ce forfait commis impunément, Je connois ton audace, infidelle Preſtreſſe:	À ce forfait commis impunément, Je connais ton audace, infidèle Prêtresse:
Mais tu mourras.	Mais tu mourras.
Que vois-je?	Que vois-je?
ò Ciel!	§ Ciel!
c’eſt la Princeſſe.	c'est la Princesse.
oGf lviy .	oGf lui .
THOAS, THOMIRIS, TAXIS.	THOAS, THOMIRIS, TAXIS.
Gardes.	Gardes.
THOMIRIS.	THOMIRIS.
y perfide, c’eſt moy, diſſipe ton erreut, OC'eſt moy qui viens joüir de ta vaine fureur:	y perfide, c'est moi, dissipe ton erreut, OC'est moi qui viens jouir de ta vaine fureur:
C’eſt moy, c’eſt cette main que les Dieux ont choiſie Pour former le tiſſu des malheurs de ta vie,	C'est moi, c'est cette main que les Dieux ont choisie Pour former le tissu des malheurs de ta vie,
AOAS.	ÀOAS.
Hidaſpe.	Hidaspe.
Ah:	Ah:
malheureux, tu m’as manqué de	malheureux, tu m'as manqué de
THOMIRIS.	THOMIRIS.
Si tu te vois trahy n’en accuſe que toy.	Si tu te vois trahi n'en accuse que toi.
Ton artificieuſe & coupable conduite, Ta lâche politique à dérober ma fuite, Ce ſont les mêmes traits que j’ay ſçû ménager, Pour te percer le cœur, Tyran, & me vanger.	Ton artificieuse et coupable conduite, Ta lâche politique à dérober ma fuite, Ce sont les mêmes traits que j'ai su ménager, Pour te percer le cœur, Tyran, et me venger.
Aprés t’eſtre emparé du Sceptre de ta Reine, Aprés que tes mépris ont merité ma haine, As-tu pû concevoir que ſoûmiſe à ta voix, J’accepterois ailleurs un Empire à ton choix.	Après -t-être emparé du Sceptre de ta Reine, Après que tes mépris ont mérité ma haine, As-tu pu concevoir que soumise à ta voix, J'accepterais ailleurs un Empire à ton choix.
Et que de tes forfaits volontaire victime, Je te ferois du mien poſſeſſeur legitime.	Et que de tes forfaits volontaire victime, Je te ferais du mien possesseur légitime.
Cette nuit, ptofitant de ſon obſeurité, Sur mon départ ta haine avoit déja conté.	Cette nuit, ptofitant de son obseurité, Sur mon départ ta haine avait déjà conté.
Mais loin de conſentir à ta coupable envie, Je l’avois conſacrée à t’arracher la vie.	Mais loin de consentir à ta coupable envie, Je l'avais consacrée à t'arracher la vie.
Lors qu’au Temple, où ma bouche alloit ſe déclarer, Un plus noble tranſport eſt venu m’inſpirer.	Lors qu'au Temple, où ma bouche allait se déclarer, Un plus noble transport est venu m'inspirer.
Ton ſang, que l’on devoit m’offrit en ſacrifice;	Ton sang, que l'on devait m'offrit en sacrifice;
Ne me paroiſſoit point un aſſez grand ſupplice.	Ne me paraissait point un assez grand supplice.
Pour t’en faire un, Tyran, où ton cœur inhumain, Sentiſt du deſeſpoir le plus eruel venin.	Pour t'en faire un, Tyran, où ton cœur inhumain, Sentît du désespoir le plus ervel venin.
Leur ouvrant juſqu’au port une ſecrete iſſuë, Entre les mains des Grecs j’ay remis la Statuë.	Leur ouvrant jusqu'au port une secrète issue, Entre les mains des Grecs j'ai remis la Statue.
J’ay d’une même ardeur, m’oppoſant à tes vœux, Arfache la Preſtreſſe à tes indignes feux.	J'ai d'une même ardeur, m'opposant à tes vœux, Arfache la Prêtresse à tes indignes feux.
J’ay fait que ſous mon nom, favoriſant ſa fuite, Au Vaiſſeau du Sarmate Hidaſpe l’a conduite, Et qu'ene vag iajant la Couromie & ta foy, Vivre ſous d’autres Cieux pour un autre que toy	J'ai fait que sous mon nom, favorisant sa fuite, Au Vaisseau du Sarmate Hidaspe l'a conduite, Et qu'ène vag ajant la Couromie et ta foi, Vivre sous d'autres Cieux pour un autre que toi
THOAS.	THOAS.
Gardes, qu’on la pourſuive, allez.	Gardes, qu'on la poursuive, allez.
Ettoy, barbare.	Ettoi, barbare.
THOMIRIS.	THOMIRIS.
Penſes-te que pour toy le deſtin ſe declare?	Penses-te que pour toi le destin se déclare?
Penſes-tu que le Ciel, qui conduit ſes deſſeins, D’Argos en ta faveur, luy ferme les chemins.	Penses-tu que le Ciel, qui conduit ses desseins, D'Argos en ta faveur, quelque ferme les chemins.
Fille d’Agamemnon, c’eſt cette Iphigenie, Que l’on croit en Aulide avoir perdu la vie.	Fille d'Agamemnon, c'est cette Iphigénie, Que l'on croit en Aulide avoir perdu la vie.
De ces Grecs que j’arrache à ton ardent courroux:	De ces Grecs que j'arrache à ton ardent courroux:
L’un eſt ſon frere Oreſte, & l’autre eſt ſon époux.	L'un est son frère Oreste, et l'autre est son époux.
L’hymen les a liez d’une chaîne éternelle:	L'hymen les a liés d'une chaîne éternelle:
Je viens d’eſtre témoin de leur foy mutuelle.	Je viens d'être témoin de leur foi mutuelle.
Quel Quel ſpectacle à mes yeux!	Quel Quel spectacle à mes yeux!
quel triomphe pour moy!	quel triomphe pour moi!
D'avoir forgé les trairs qui me vangent de toy.	D'avoir forgé les trairs qui me vengent de toi.
Le Ciel, en ce grand jour, met le comble à ma De tourmens infinis tu vas eſtre la proye.	Le Ciel, en ce grand jour, met le comble à ma De tourments infinis tu vas être la proie.
Sur ce Trône où ton cœur ſe croyoit affermy, le te verray toujours craindre ton ennemy;	Sur ce Trône où ton cœur se croyait affermi, le te verrai toujours craindre ton ennemi;
Je verray le venin de la plus noire envie;	Je verrai le venin de la plus noire envie;
Te montrer ton Rival aimé d’Iphigenie, Et dans ton cœur jaloux répandre les remorde, Qu’Oteſte en s’enfuyant t’a laiſſé ſur ces bords.	Te montrer ton Rival aimé d'Iphigénie, Et dans ton cœur jaloux répandre les remorde, Qu'Oteste en s'enfuyant t'a laissé sur ces bords.
Ouy, ce m’eſt un plaiſir qui flatte ma diſgrace, D’avoir ſçû par mes ſoins couſondre ton audace.	Oui, ce m'est un plaisir qui flatte ma disgrâce, D'avoir su par mes soins cousondre ton audace.
THOAS.	THOAS.
Ah!	Ah!
je t’épargneray ce funeſte plaiſir.	je t'épargnerai ce funeste plaisir.
Si bien-toſt dans l’horreur dont je me ſens ſaiſirs Je ne vois ces caprifs partis ſous ta conduite, Ta mort ſera le prix d’avoir tramé leur fuite.	Si bientôt dans l'horreur dont je me sens saisirs Je ne vois ces caprifs partis sous ta conduite, Ta mort sera le prix d'avoir tramé leur fuite.
THOMIRIS.	THOMIRIS.
Aprés ce que j’ay fait je brave ta fureur, Je ne crains rien cruel, frape.	Après ce que j'ai fait je brave ta fureur, Je ne crains rien cruel, frappe.
SCENE VI.	SCÈNE VI.
THOAS,THOMIRIS, TAXIS.	THOAS,THOMIRIS, TAXIS.
VEnez, Seigneur, Le jour nous a fait voir la troupe fugitive, Qu’un orage imprévû retient prés de la rive.	VEnez, Seigneur, Le jour nous a fait voir la troupe fugitive, Qu'un orage imprévu retient près de la rive.
Hïdaſpe par les vents les voyant arreſtez, Entoure leur Vaiſſeau, les prend de tous côrez:	Haidaspe par les vents les voyant arrêtés, Entoure leur Vaisseau, les prend de tous côrez:
Mais le peuple à grand cris ſuſpend vôtre vangeance, Le perfide Anthenor embraſſe leur deffence, A leur perte prochaine il prétend s’oppoſer, Et ſans voſtre preſence ils peuvent tout oſer.	Mais le peuple à grand cris suspend votre vengeance, Le perfide Anthénor embrasse leur défense, À leur perte prochaine il prétend s'opposer, Et sans votre présence ils peuvent tout oser.
THOAS.	THOAS.
Ah!	Ah!
courons dans leur ſang éteindre leur furie, Et toy dans ce Palais garde mon ennemie.	courons dans leur sang éteindre leur furie, Et toi dans ce Palais garde mon ennemie.
DOEND VII.	DOND VII.
THOMIRIS, TAXIS.	THOMIRIS, TAXIS.
THOMIRIS.	THOMIRIS.
Ieux!	Jeux!
eſt-ce l’innocence à qui vous en vouD ia:	est-ce l'innocence à qui vous en vouD ja:
Aprés tant de ſermens & de droits violez, N’ayant dans ſes tranſports aucune retenuë, Parmy tant de forfaits commis à voſtre veuë, Un Tyran trouve-t’il la faveur des deſtins, Contre des malheureux qui vous levent les mains.	Après tant de serments et de droits violés, N'ayant dans ses transports aucune retenue, Parmi tant de forfaits commis à notre vue, Un Tyran trouve-t-il la faveur des destins, Contre des malheureux qui vous levent les mains.
Ah!	Ah!
courons empêcher le ſort qui les menace.	courons empêcher le sort qui les menace.
Courcuorr?	Courcuorr?
Q uej inaieureux d’où te viens cette audace?	 uej injaieureux d'où te viens cette audace?
Oſes-tu m’arreſter, & ton zele obſtiné.	Oses-tu m'arrêter, et ton zèle obstiné.
TAXIS.	TAXIS.
.	.
Madame, vous ſçavez ce qui m’eſt ordonné.	Madame, vous savez ce qui m'est ordonné.
THOMIRIS.	THOMIRIS.
Ne te ſouvient-il plus du ſang qui m’a fait naître.	Ne te souvient-il plus du sang qui m'a fait naître.
En faveur de Thoas m’oſes-tu méconnoître.	En faveur de Thoas m'oses-tu méconnaître.
Attens-tu que ſur moy ſon bras enſanglanté Vienue.	Attends-tu que sur moi son bras ensanglanté Vienve.
Mais c’eſt-trop craindre en cette extrémité.	Mais c'est-trop craindre en cette extrémité.
Tu me retiens en vain, ta lâche obéïſſance.	Tu me retiens en vain, ta lâche obéissance.
SCENE VIII.	SCÈNE VIII.
ACIOMTRCIO, PAIIe, ERINE.	ACIOMTRCIO, PAIe, ÉRINE.
ERINE.	ÉRINE.
Adame, de Thoas fuyez la violence.	Adame, de Thoas fuyez la violence.
THOMIRIS.	THOMIRIS.
De ces Grecs malheureux, Erine eſt-il vainqueur?	De ces Grecs malheureux, Erine est-il vainqueur?
Les a-t-on immolez à ſa noire fureur?	Les a-t-on immolés à sa noire fureur?
ERINE.	ÉRINE.
Ne me demandez rien.	Ne me demandez rien.
Etonnée, interdite, Je ne puis revenir du trouble qui m’agite, Le tumulte, le fer, le deſordre, les cris,, Delcrainte, de terreur glacent tous les eſprits.	Étonnée, interdite, Je ne puis revenir du trouble qui m'agite, Le tumulte, le fer, le désordre, les cris, Delcrainte, de terreur glacent tous les esprits.
Parmy tous ces objets dont mon ame eſt émeuë;	Parmi tous ces objets dont mon âme est émue;
Le Tyran en fureur a ſeul frapé ma veuë;	Le Tyran en fureur a seul frappé ma vue;
con mereplunte m'aran trembler pour vous:	con mèreplunte m'aran trembler pour vous:
Fuyez, fuyez, Madame, évitez ſon courroux.	Fuyez, fuyez, Madame, évitez son courroux.
THOMIRIS.	THOMIRIS.
Que je fuye.	Que je fuie.
Ah!	Ah!
plûtôt courons ſur le rivage, Des Scythes, par ma veuë, animer le courage C’eſt aujourd’huy le Sceptre, ou la mort que j’attens.	plutôt courons sur le rivage, Des Scythes, par ma vue, animer le courage C'est aujourd'hui le Sceptre, ou la mort que j'attends.
ERINEAh!	ERINEAh!
prévénez.	prévénez.
Que dis-je?	Que dis-je?
on vient.	on vient.
Il n’eſt plus temps.	Il n'est plus temps.
SCENE DERNIERE.	SCÈNE DERNIÈRE.
THOMIRIS, ANTHENOR.	THOMIRIS, ANTHENOR.
ERINE.	ÉRINE.
ANTHENOR.	ANTHENOR.
Nl Ous tromphes, mauame, ce le Ciel équitable, A l’innocence enfin s’eſt montré favorable.	Nl Ous tromphes, maume, ce le Ciel équitable, A l'innocence enfin s'est montré favorable.
THOMIRIS.	THOMIRIS.
Dieux!	Dieux!
que viens-je d’entendre, & que me ditesvous?	que viens-je d'entendre, et que me ditesvous?
ANTHENOR.	ANTHENOR.
Que les Dieux hautement ſe déclarent pour nous.	Que les Dieux hautement se déclarent pour nous.
Jamais jour aux mortels ne parut plus funeſte, Et plus propre à marquer la colere celeſte.	Jamais jour aux mortels ne parut plus funeste, Et plus propre à marquer la colère celeste.
On'eut dit que les Dieux contre nous animez, S’oppoſoient aux deſſeins que nous avions formez.	On'eut dit que les Dieux contre nous animés, S'opposaient aux desseins que nous avions formés.
Les flats impetueux, & les vents en futie, Du Sarmate & des Grecs empeſchoient la ſortie.	Les flats impétueux, et les vents en futie, Du Sarmate et des Grecs empêchaient la sortie.
Hidaſpe dans ce trouble informé de leur ſort, S’approche du Vaiſſeau l’atraque avec tranſport, Re demande à grands cris les Grecs, & la Statuë.	Hidaspe dans ce trouble informé de leur sort, S'approche du Vaisseau l'atraque avec transport, Re demande à grands cris les Grecs, et la Statue.
Oreſte fierement ſe preſente à ſa veuë, Au courage du Seythe oppoſe ſa valeur, Il fait face par tout, par tout il eſt vainqueur:	Oreste fièrement se présente à sa vue, Au courage du Seithe oppose sa valeur, Il fait face par tout, par tout il est vainqueur:
J’atrive accompagné d’une eſcorte fidelle, De l’innocence, alors j’embiaſſe la querelle, Le Peuple autour de moy courant de toutes parts, Quand Thoas arrivé ſur le fatai rivage, Aux ſiens épouvantez rameint le courage.	J'atrive accompagné d'une escorte fidèle, De l'innocence, alors j'embjasse la querelle, Le Peuple autour de moi courant de toutes parts, Quand Thoas arrivé sur le fatai rivage, Aux siens épouvantez ramèint le courage.
Dans toute ſon horreur la mort ſe montre à tous Pilade fait tomber Hidaſpe ſous ſes coups.	Dans toute son horreur la mort se montre à tous Pilade fait tomber Hidaspe sous ses coups.
Le l'yran qui du Bord voit ce trépas funeſte, Sans ſonger qui le ſuit s’avanco vers Oreſte, Il le joint;	Le l'iran qui du Bord voit ce trépas funeste, Sans songer qui le suit s'avanco vers Oreste, Il le joint;
mais bien-toſt il a le même ſort, Sous le fer de ce Prince il ex pire.	mais bientôt il a le même sort, Sous le fer de ce Prince il ex ire.
THOMIRIS.	THOMIRIS.
Il eſt mort.	Il est mort.
ANTHENOR.	ANTHENOR.
Ouy, Madame, & la mer juſqu’alors ſoûlevée, De ſon ſang qui s’écoule eſt à peine abreuvée, Que les vens, dans les airs, ne ſont plus déchaînez:	Oui, Madame, et la mer jusqu'alors soulevée, De son sang qui s'écoule est à peine abreuvée, Que les vents, dans les airs, ne sont plus déchaînés:
Les ſlots impetueux ne ſont plus mutinez.	Les slots impétueux ne sont plus mutinés.
Le Ciel devient tranquille,, & les Grecs pleins de gloire, Vont joüir dans Argos du fruit de leur victoiTandis que remontant au rang de vos ayeux, Vous allezcommander dans ces paiſibles lieux, Et qu’un peuple enuemy des ſanglantes maximes Diule de necetontos ordres legitimes.	Le Ciel devient tranquille, et les Grecs pleins de gloire, Vont jouir dans Argos du fruit de leur victoiTandis que remontant au rang de vos aïeux, Vous allezommander dans ces paisibles lieux, Et qu'un peuple envemi des sanglantes maximes Divle de necetontos ordres légitimes.
THOMIRIS.	THOMIRIS.
Ciel!	Ciel!
pour perdre un Tyran quelle eſt ton équiMais allons dans le Temple adorer ſa bonté;	pour perdre un Tyran quelle est ton équiMais allons dans le Temple adorer sa bonté;
