Couvertures supérieure et inférieure on couleus	Couvertures supérieure et inférieure on coulus
LYCRATE ayant approché de la Reyne pour ompeſcher ſon deſſein.	LYCRATE ayant approché de la Reine pour ompêcher son dessein.
Dieux!	Dieux!
mon ſecours eſt vain, ce coup plein de rigueur A porté le trépas juſque dedans ſon cœur.	mon secours est vain, ce coup plein de rigueur A porté le trépas jusque dedans son cœur.
R----	R-
ACIE	ACIE
SCENE DERNIERE.	SCÈNE DERNIÈRE.
YABSE.	YABSE.
LXCRATR.	LXCRATR.
THESER.	THÉSER.
Ffroyables cachots, creux & vaſtes abyſmes, Et vous qui des mortels y puniſſez les crimes, Cruels, ſanglans bourreaux de ces funeſtes lieux, Que ne m'arrachez-vous de la clarté des Dieux?	Froyables cachots, creux et vastes abîmes, Et vous qui des mortels y punissez les crimes, Cruels, sanglants bourreaux de ces funestes lieux, Que ne m'arrachez-vous de la clarté des Dieux?
Que n'ouureZ-vous ſous moy vos voûtes tenebreuſes ſes?	Que n'ouvrez-vous sous moi vos voûtes ténébreuses ses?
Pour me mettre au ſejour des ombres malheureuNe me laißãtes-vous échapper de vos fers Et repaſſer les eaux qui lauent les Enfers, Que pour commettre icy cette action infame, Pour cõduire chez vous & mon fils, & ma fẽme?	Pour me mettre au séjour des ombres malheureuNe me laisse-vous échapper de vos fers Et repasser les eaux qui lavent les Enfers, Que pour commettre ici cette action infâme, Pour cõduire chez vous et mon fils, et ma femme?
Et pour cheoir de plus haut dans ce profond ſejour Où le Ciel eſt touſiours ſans aſtres & ſans iour:	Et pour choir de plus haut dans ce profond séjour Où le Ciel est toujours sans astres et sans jour:
Voyla donc Hippolyte?	Voilà donc Hippolyte?
ô l’excellent ouurage Que produit aujourd’huy ma furieuſe rage:	ô l'excellent ouvrage Que produit aujourd'hui ma furieuse rage:
Ha que Neptune & moy nous faiſons vn beau coup:	Ha que Neptune et moi nous faisons un beau coup:
coup?	coup?
Nous monſtrõs bien par là que nous pouuõs beauQue le tiltre d’autheurs de ces nouuelles geſnes Fera d’hõneur aux Rois & des eaux & d'AtheQu’vn fils reuiẽne ainſi du vœu de ſes parẽs?	Nous montrons bien par là que nous pouvons beauQue le tiltre d'auteurs de ces nouvelles gênes Fera d'honneur aux Rois et des eaux et d'AtheQu'un fils revienne ainsi du vœu de ses parence?
nes?	nés?
Et qu’on mette Thesée au nombre des Tyrans?	Et qu'on mette Thesée au nombre des Tyrans?
Que l’on reproche vn iour à magloire accusée, Hippolyte mourut de la main de Thesée, Qui déchirant ſon fils ſans vice & ſans deſaux, Commit vn vray forfait pour en punir vn faux.	Que l'on reproche un jour à magloire accusée, Hippolyte mourut de la main de Thesée, Qui déchirant son fils sans vice et sans desaux, Commit un vrai forfait pour en punir un faux.
A	À
LYCRATE.	LYCRATE.
Il le fautauoüer Monarque incomparable, Nous deuons des regrets à ce Prince adorable Dont les triſtes malheurs vous cauſent cét ennuy, Et qu'vne prompte mort nous dérobe aujourd’huy;	Il le fautauoüer Monarque incomparable, Nous devons des regrets à ce Prince adorable Dont les tristes malheurs vous causent cet ennui, Et qu'une prompte mort nous dérobe aujourd'hui;
Mais ie croyois qu’il fuſt à la mort impoßible Otoraiſer de mon Royit comage iiincible,	Mais ici croyais qu'il fût à la mort imposible Otoraiser de mon Roiit comage jiincible,
THESEE.	THESEE.
Mon eſprit ſe tourmente & s’afflige ſi fort De l’auoir fait mourir, & non pas de ſa mort.	Mon esprit se tourmente et s'afflige si fort De l'avoir fait mourir, et non pas de sa mort.
Ie ſçauois que l’eſprit de mon chaſte Hippolyte Deuoit vn iour paſſer l’eau noire du Cocyte, Que les plus beaux objets ne durent pas le plus, Que pour les trépaſſez nos pleurs ſont ſuperflus;	Je sçauois que l'esprit de mon chaste Hippolyte Deuait un jour passer l'eau noire du Cocyte, Que les plus beaux objets ne durent pas le plus, Que pour les trépassez nos pleurs sont superflus;
Außtrien de celd ne faitnaiſtre ma plainte, C’eſt d’eſteindre vne vie & ſi chaſte, & ſi ſainte.	Ausstrien de celd ne fait ma plainte, C'est d'éteindre une vie et si chaste, et si sainte.
LYCRATE.	LYCRATE.
Le forfait quoy qu’on die & quoy que nous faſSuit noſtre volonté, non pas nos actions.	Le forfait quoi qu'on die et quoi que nous fasSuit notre volonté, non pas nos actions.
ſions Vos regrets en ce peint ne ſont pas legitimes, Vn innocent ainſt peut commettre des crimes.	sions Vos regrets en ce peint ne sont pas légitimes, Un innocent aint peut commettre des crimes.
Ce point peut adoucir vn regret ſi puiſſant Que voſtre fils au moins fut touſiours innocent, Et que ce ſucceſſeur dont les deſtins vous priuent Mourut plus cõſtammẽt que les autres ne viuent.	Ce point peut adoucir un regret si puissant Que votre fils au moins fut toujours innocent, Et que ce successeur dont les destins vous privent Mourut plus cõstammẽt que les autres ne vivent.
THESEE.	THESEE.
Au contraire, ce point augmente mon forfait.	Au contraire, ce point augmente mon forfait.
.	.
L	L
Voyla le beau preſent que mon ayeulm'a fait?	Voilà le beau présent que mon aïeula fait?
Ha voyla dõc mõ Fils, & ceux qui l’õt fait naiſtre L’ont mis en cet eſtat où ie le voy paraiſtre?	Ha voilà dõc mon Fils, et ceux qui l'õt fait naître L'ont mis en cet état où tu le vois paraître?
FoudroyeZ juſtes Dieux, & tonnez deſſus moy, ,Il n'appartient qu’à vous de deffaire vn grand Ie merite la mort, & pourrois à cette heure (Roy;	FoudroyeZ justes Dieux, et tonnez dessus moi, n'appartient Fou de rais à ceTte justes la mort, et tonnez de heure mOi,
Voit ſans voſtre ſecours l'infernalle demeure;	Voit sans votre secours l'infernalle demeure;
,Mais touſiours la fureur eſt meſlée au deſſein De ceux qui de leurs bras ſe transperçent le ſeinj ,Au moins accuſe-on d’vn deſespoir infame » Celuy qui fait luy-meſme vn paſſage à ſon ame, Appreſtez donc pour moy d’horribles chaſtimens, ,Iamais vn criminel n’ordonne ſes tourmens;	,Mais toujours la fureur est mêlée au dessein De ceux qui de leurs bras se transperçent le seinj ,Au moins accuse-on d'un désespoir infâme " Celui qui fait a-même vn passage à son âme, Apprêtez donc pour moi d'horribles chastimens, ,Iamais criminel ordonne ses ts,
PreneZ de mon trépas vne vangeance inſigne, Car aucun des mortels de cet honneur n’eſt digne, Ie verray ſans paſlir vne noire vapeur Faire trembler le Ciel & la terre de peur, Vos orages, vos vents, vos greſles, vos tonnerres Se feront deuant moy d’espouuantables guerres, Voꝰ pleuuerés des feux, des rochers, & des dards, Les plaines ferõt choir leurs monts de toutes parts, Vous ferez des humains d’horribles funerailles,	PreneZ de mon trépas une vengeance insigne, Car aucun des mortels de cet honneur n'est digne, Je verrai sans pâlir une noire vapeur Faire trembler le Ciel et la terre de peur, Vos orages, vos vents, vos grêles, vos tonnerres Se feront devant moi d'épouvantables guerres, Vo pleuuerés des feux, des rochers, et des dards, Les plaines feront choir leurs monts de toutes parts, Vous ferez des humains d'horribles funérailles,
Et la	Et la
Et la terre ébranſlée ouurira ſes entrailles, Et parmy ces effets de voſtre ardent courroux Vous me verrez encor plus aſſeuré que vous.	Et la terre ébranlée ouvrira ses entrailles, Et parmi ces effets de votre ardent courroux Vous me verrez encor plus assuré que vous.
Faites, faites ſortir de ces noires ahyſmes Les ſanglantes fureurs qui puniſſent les crimes, Qu'elles cherchent pour moy des ſupplices nou& ueaux;	Faites, faites sortir de ces noires ahysmes Les sanglantes fureurs qui punissent les crimes, Qu'elles cherchent pour moi des supplices nou veaux;
Ma conſtance à la fin laſſera mes bourreaux, Ils creueront de voir leur rage mépriſee, Et pour moy ie mourray juſtement en Theſée.	Ma constance à la fin lassera mes bourreaux, Ils crèveront de voir leur rage méprisée, Et pour moi venir mourrai justement en Thesée.
Quoy, vous me refuſez vn ſi juſte trépas?	Quoi, vous me refusez un si juste trépas?
Si mes vœux n’eſtoient bons vous ne le feriez pas, Si ie vous demandois vn forfait des-honneſte, Voſtre faueur pour moy ſe verroit deſia preste.	Si mes vœux n'étaient bons vous ne le feriez pas, Si tu vous demandais un forfait des-honnête, Votre faveur pour moi se verrait déjà preste.
LYCRATE.	LYCRATE.
Pour mieux calmer Grãd Roy, ces fortes paßiõs, Il faut oſter l’object de vos afflictions, Et que ſelon voſtre ordre à ces deux corps on rende Les extrémes deuoirs que nature demande.	Pour mieux calmer Grand Roi, ces fortes passions, Il faut ôter l'object de vos afflictions, Et que selon votre ordre à ces deux corps on rende Les extrêmes devoirs que nature demande.
THESEE.	THESEE.
Ha femme ſans honneur qui cauſe ſes effets, L'Enfer peut-il punir tes horribles forfaits?	Ha femme sans honneur qui cause ses effets, L'Enfer peut-il punir tes horribles forfaits?
Qu'vne Reans ait bruſlé d’vne flame ſi noire, Et que l’õ voye vn iour ce crime en noſtre hiſtoires Que l’Enfer pour punir vn ſi ſale deſſeine Nourriſſe inceſſamment des ſerpens dans tõ fein, Qu'en toy tous ſes tourmens en vn ſeul il aſſemble, Et que tous ſes bourreaux te martirent enſemblè.	Qu'une Reans ait brûlé d'une flamme si noire, Et que l'en voie un jour ce crime en notre histoires Que l'Enfer pour punir un si sale desseine Nourrisse incessamment des serpens dans ton sein, Qu'en toi tous ses tourments en un seul il assemble, Et que tous ses bourreaux te martirent ensemblène.
Princes qui ne voyez que par les yeux d’autruy, Voyez où mon erreur me reduit auiourd’huy, Et prenez garde en fin à croire de la ſorte Et vous fier ainſi ſur ce qu'on vous rapporte;	Princes qui ne voyez que par les yeux d'autrui, Voyez où mon erreur me réduit aujourd'hui, Et prenez garde en fin à croire de la sorte Et vous fier ainsi sur ce qu'on vous rapporte;
On ne vous conte rien qui ne ſoit déguisé, Et par là voſtre eſprit eſt ſouuent abuſé, Et ne peut aller droit marchant dans ces tenebres.	On ne vous compte rien qui ne soit déguisé, Et par là votre esprit est souvent abusé, Et ne peut aller droit marchant dans ces ténèbres.
Mais allons dõc ſoigner à lemit pompu fanebres, Allons rendre à mõ Fils ce que l’on doit aux morts, Etlaiſſer au cercueil & ma ioye & ſon corps.	Mais allons dont soigner à lemit pompu fanèbres, Allons rendre à mon Fils ce que l'on doit aux morts, Élaisser au cercueil et ma joie et son corps.
IN.	IN.
*TRIIIINIIOE DE LODE V DV L.	*TRIIIINIIOE DE LODE V U L.
IV.	IV.
D’HORACE.	D'HORACE.
ACCOMMODEE A NOSTRE TEMPS.	ACCOMMODÉE À NÔTRE TEMPS.
12 AVROEVLEEVR MENAGE.	12 AVROEVLEEVR MÉNAGÉ.
ES neges ne font plus vngrand voile à Cerés, On voit ſes cheueux verds ſur le front des guerets, Son viſage n’eſt plus ſi pâle, Son chef eſt auiourd’huy tout couronné de ſleurs,	ES néges ne font plus ungrand voile à Cerrez, On voit ses cheveux verds sur le front des guérets, Son visage n'est plus si pâle, Son chef est aujourd'hui tout couronné de sleurs,
Elle a quitté le blanc, & la nature eſtale Sur ſon dos verdoyant mille belles couleurs.	Elle a quitté le blanc, et la nature étale Sur son dos verdoyant mille belles couleurs.
Les arbres qui ſembloient n’auoir plus cette force De former des rameaux & d’en percer l’écorce A dix mille fueillages verds, Font bien veoir à preſent que malgré la froidure, Et l’Hyuer rigoureux qui les a découuerts, Ils vont reprendre encor leur aymable verdure.	Les arbres qui semblaient n'avoir plus cette force De former des rameaux et d'en percer l'écorce A dix mille fueillages verts, Font bien voir à présent que malgré la froidure, Et l'Hiver rigoureux qui les a découverts, Ils vont reprendre encor leur aimable verdure.
La terre ſemble naiſtre vne ſeconde fois, Nous voyons r’ajeunir & les monts & les bois;	La terre semble naître une seconde fois, Nous voyons rajeunir et les monts et les bois;
Les eaux ne ſont plus ſans riuage, Le Soleil s’approchant les a fait retirer;	Les eaux ne sont plus sans rivage, Le Soleil s'approchant les a fait retirer;
Et Zephir fait danſer les Nymphes à l’ombrage, Au branſle des rameaux qui le font ſouſpirer.	Et Zéphir fait danser les Nymphes à l'ombrage, Au branle des rameaux qui le font soupirer.
L’eternel changement des ſaiſons de l’année Eſt vn pourtrait au vif de noſtre deſtinée, Et l’Vniuers eſt vn tableau Où des trais excellẽs fõt voir ce que nous ſommes, Où l’air, les vents, le feu, le tẽps, le ſable, & l’eau	L'éternel chang des saisons de l'année Est un pourtrait au vif de notre destinée, Et l'Univers est un tableau Où des trais excellends sont voir ce que nous sommes, Où l'air, les vents, le feu, le temps, le sable, et l'eau
Peignent naïfuement l’inconſtance des hommes Außi tous ces beauxiours dont le cours ſi leger N'eſt que pour n’eſtre plus, n'eſt conſtãt qu'à chãCetemps qui n'a point de durée, Le diſent auiourd’huy que ton deſtin eſt tel, Que leur commune fin à ton ſort preparée r.	Peignent naïfuement l'inconstance des hommes Aussi tous ces beauxjours dont le cours si léger N'est que pour n'être plus, n'est constãt qu'à chãCetemps qui n'a point de durée, Le disent aujourd'hui que ton destin est tel, Que leur commune fin à ton sort préparée réparée.
T’apprẽdra qu'ẽ ces lieux il n’eſt rien ll’immortel, A peine les Zephirs de leurs tiedes haleines R’echauffent-ils vn peu la face de nos plaines & En parfumant de mille odeurs Les veſtemens à fleurs de leur aymable flore Que l’Eſté renaiſſant plein de viues ardeurs Viẽt brûler le Printẽps qui ſemble naiſtre encore.	T'apprendra qu'ils ces lieux il n'est rien l'immortel, À peine les Zéphirs de leurs tièdes haleines Réchauffent-ils un peu la face de nos plaines et En fumant de mille odeurs Les vêtements à fleurs de leur aimable fleurs De leur Esté renaissant plein de vives ardeurs Viendront brûler le Printẽps qui semble naître encore.
L’Automne s’approchant à ſon tour de ſes lieux Ameine auecque ſoy tout le canon des Cieux, Et liurant vne horrible guerre A ce jeune boüillant enflammé de courroux, Il l’eſtourdit en fin du bruict de ſon tonnerre,	L'Automne s'approchant à son tour de ses lieux Amène auecque soi tout le canon des Cieux, Et livrant quelque horrible guerre À ce jeune bouillant enflammé de courroux, Il l'étourdit en fin du bruit de son tonnerre,
Mais il n’a pas ſi toſt dépoüillé nos campagnes Et meury les raiſins ſur le dos des montagnes, Qu'on reuoit deſia les glaçons, Que l’Hyuer tout chenu par ſa froideur extréme Paue de marbre gris l’Empire des poiſſons, Change la terre en pierre, & ſe gele ſoy-meſme.	Mais il n'a pas si tôt dépoüillé nos campagnes Et meuri les raisins sur le dos des montagnes, Qu'on revoit déjà les glaçons, Que l'Hiver tout chenu par sa froideur extrême Pave de marbre gris l'Empire des poissons, Change la terre en pierre, et se gèle soi-même.
Mais la courſe des mois ſemblable à ces éclairs Qui dedans vn momest transpercent tous les airs Rend außi-toſt à la nature Ce qu’à ſes élemens l’Hyuer auoit oſté, Et ce Vieillard n’a point de ſi longue froidure Que n'échauffent en fin le Printemps ou l’Eſté.	Mais la course des mois semblable à ces éclairs Qui dedans vn moments transpercent tous les airs Rend avai-tôt à la nature Ce qu'à ses élemens l'Hiver avait ôté, Et ce Vieillard n'a point de si longue froidure Que n'échauffent en fin le Printemps ou l'Été.
