E neldotte pocolter :	E neldotte pocolter :
ietteZ les yeux Puiſque ce fort lien ſi rigoureuſement m'enlace, Que ie ne puis leuer mes mains vers voſtre face, Droict és mons Et herez, i’eſleue mes regards, Ie ſuis de mes haineux ceinte de toutes parts, Pour rompre ces cordeaux force me ſoit donnée, De tous ſinon de vous ie ſuis abandonnée:	jettez les yeux Puisque ce fort lien si rigoureusement m'enlace, Que ie ne puis lever mes mains vers votre face, Droit ès mons Et hérez, j'élever mes regards, Je suis de mes haineux ceinte de toutes parts, Pour rompre ces cordeaux force me soit donnée, De tous sinon de vous ie pro abandonnée:
Qu'vn Miracle ſoit fait pour deliurer d’erreurs, Ces pauures abuſez, qui ſe baignent de pleurs:	Qu'un Miracle soit fait pour délivrer d'erreurs, Ces pauvres abusez, qui se baignent de pleurs:
De la pitié qu’ils ont d’admirer ma ſouffrance, Vous le voulez mon Dieu infiny en puiſſance:	De la pitié qu'ils ont d'admirer ma souffrance, Vous le voulez mon Dieu infini en puissance:
Les cordeaux ſont rompus, ie ſuis en liberté, L’eau change ſa froideur en chaude humidité, Tout ainſi qu’au Printemps l’agreable roſée, D’vne perleuſe humeur rend la terre arrouſée:	Les cordeaux sont rompus, je suis en liberté, L'eau change sa froideur en chaude humidité, Tout ainsi qu'au Printemps l'agréable rosée, D'une perleuse humeur rend la terre arrosée:
Quand l’Aurore commence à découurir le jour, Et qu'elle fait r’entrer toute choſe en amour.	Quand l'Aurore commence à découvrir le jour, Et qu'elle fait rentrer toute chose en amour.
O Pere!	Ô Père!
ô Roy des Roys!	ô Roi des Rois!
mon cœur, ma douce flame, Le torrent a paſſé par deſſus ma pauure Ame:	mon cœur, ma douce flamme, Le torrent a passé par -dessus ma pauvre Âme:
Vous m’auez beau plonger execrable Bourreau, Vous perdeZ vôtre temps regardeZvos cordeaux, Entierement briſez, ne craignez-vous canailles, Que la terre qui tremble en ſes creuſes entrailles Ne vous abiſme tous, comme elle fit jadis, Coré, & ſes ſupports, qui voutoient trop hardis:	Vous m'avez beau plonger exécrable Bourreau, Vous perdez votre temps regardezvos cordeaux, Entiennement brisez, ne craignez-vous canailles, Que la terre qui tremble en ses creuses entrailles Ne vous abîme tous, comme elle fit jadis, Coré, et ses supports, qui voûtaient trop hardis:
Auoir la dignité du Prince de l’Egliſe, Que le Dieu tout puiſſãt du haut Ciel authoriſe:	Avoir la dignité du Prince de l'Église, Que le Dieu tout -puis du haut Ciel autorise:
Ie ſens deſſus mon chef ie ne ſçait quoy qui luit, C’eſt l’Ange Colombin que i’ay veu cette nuict:	Je sens dessus mon chef ie ne sait quoi qui luit, C'est l'Ange Colombin que j'ai vu cette nuit:
Il porte dans ſon bec vne riche Couronne, Et comme vn clair Soleil admirable rayonne.	Il porte dans son bec toujours riche Couronne, Et comme un clair Soleil admirable rayonne.
SCENE II.	SCÈNE II.
L’ANGE EN FORME DE COLOMBE preſentant la Couronne à SAINCTE.	L'ANGE EN FORME DE COLOMBE présentant la Couronne à SAINCTE.
REYNE.	REINE.
SAINCTE REYNE!	SAINCTE REINE!
cœur du peuple.	cœur du peuple.
L’ANGE.	L'ANGE.
Reine par effet beaucoup plus que de nom, OVeicy le beau preſent, l’ineſtimahle don;	Reine par effet beaucoup plus que de nom, OUeici le beau présent, l'intestimahle donc;
Le precieux Chappeau, de triomphe & de gloire Dont voſtre cher Eſpoux apres voſtre victoire:	Le précieux Chapeau, de triomphe et de gloire Dont votre cher Spoux après votre victoire:
Ornera voſtre chef;	Ornera votre chef;
voicy le riche prix, Que vous poſſedereZ en ſon diuin pourpris:	voici le riche prix, Que vous possédez en son divin pourpris:
Venez, Vierge venez dedans ce beau Parterre, Exempt de tous frimats, de foudres & Tonnerres, C’eſt ce lieu qui jouyt d’vn eternel Printemps, Ou la fiere attropos, ny l’empire du temps, N’ont point d’aut horité qui ſoit conſiderée, Les extremes rigueurs du froidureux Bôrée:	Venez, Vierge venez dedans ce beau Parterre, Exempt de tous frimats, de foudres et Tonnerres, C'est ce lieu qui jouit d'un éternel Printemps, Ou la fière attropos, ni l'empire du temps, N'ont point d'aut horité qui soit considérée, Les extrêmes rigueurs du froidureux Bôrée:
Les chagrins, les ſoucis, nõt pouuoir dãs ces lieux, C’eſt où on eſſuira les larmes de vos yeux:	Les chagrins, les soucis, notre pouvoir dans ces lieux, C'est où on essuira les larmes de vos yeux:
imementoure uentretrnenes peines, Vous épuiſſez pour Dieu tout le sãg de vos veines;	imementoure uentretrnenes peines, Vous épuissez pour Dieu tout le sans de vos veines;
Mais ce Diuin Amant vous recompencera, D’vn loyer infiny que touſiours durera.	Mais ce Divin Amant vous récompencera, D'un loyer infini que toujours durera.
SAINCTE REYNE.	SAINCTE REINE.
O Amour!	Ô Amour!
ô bonté!	ô bonté!
ô douceur ineffable!	ô douceur ineffable!
O deſirable Eſpoux!	Ô désirable Époux!
que vous eſtes aymable!	que vous êtes aimable!
Las!	Las!
ſi vous me donnez vn peu d’affliction, I'ay mille fois autant de conſolation:	si vous me donnez un peu d'affliction, J'ai mille fois autant de consolation:
Ce ſera donc bien-toſt Ambaſſadcur fidelie, Que mon eſprit quittant la deſpoüille mortelle:	Ce sera donc bientôt Ambassadur fidélie, Que mon esprit quittant la dépouille mortelle:
De ce debile corps pointera dans les Cieux, Pour rauy contempler cet Eſpoux glorieux:	De ce débile corps pointera dans les Cieux, Pour ravi contempler cet Époux glorieux:
Bel Eſprit qu’il me tarde, & que l’heure me preſſe, Que i’auray de plaiſir, que i’auray de lieſſe;	Bel Esprit qu'il me tarde, et que l'heure me presse, Que j'aurai de plaisir, que j'aurai de liesse;
De voir à deſcouuert cét adorable Eſpoux, Deuant que tous les Ss.	De voir à découvert cet adorable Époux, Deuvant que tous les Ss.
flegiſſent les genoux:	flégissent les genoux:
Qui eſt leurs doux objets, & qui les raſſaſie, De ſes diuins Nectars, & de ſon Ambroiſie.	Qui est leurs doux objets, et qui les rassasie, De ses divins Nectars, et de son Ambroisie.
cœur du peuple.	cœur du peuple.
ſtiens, Quel ſpectagle eſt cécy?	stiens, Quel spectagle est céci?
que le Dieu des ChreEſt vn Dieu ãdmirable, & qu’il ayme les ſiens?	que le Dieu des ChreEst un Dieu andmirable, et qu'il aime les siens?
Ces Bourreaux eſtonneZ ne ſçauẽt plus que faire, Quittons l’idolatrie, & craignons la colere:	Ces Bourreaux étonnés ne savent plus que faire, Quittons l'idolâtrie, et craignons la colère:
De ce Dieu tout puiſſant pitoyable, & benin, Qui pour nous a gouſté de la mort le venin:	De ce Dieu tout puissant pitoyable, et bénin, Qui pour nous a goûté de la mort le venin:
Faiſons nous Baptiſer, & viuons en ſa crainte, Gardons ſa Ste.	Faisons nous Baptiser, et vivons en sa crainte, Gardons sa Ste.
Loy dans nos ames emprainte:	Loi dans nos âmes emprainte:
Conſiderons la Vierge au ſortir de cettɇ eau, Son corps eſt lumineux cõme vn luiſant flambeau De l’Ange les diſcours ſont de parfaits Oracles, Il n’appartient qu'à Dieu, à faire des miracles:	Considérons la Vierge au sortir de celui eau, Son corps est lumineux comme un luisant flambeau De l'Ange les discours sont de parfaits Oracles, Il n'appartient qu'à Dieu, à faire des miracles:
L’ombrage doit ceder à la realité, Le menſonge apparent à l’alme verité.	L'ombrage doit céder à la réalité, Le mensonge apparent à l'alme vérité.
4 SCENE III.	4 SCÈNE III.
OLIBRE, SAINCTE REYNE, Cœur du Peuple.	ÔLIBRE, SAINCTE REINE, Cœur du Peuple.
OLIBRE.	OLIBRE.
Manes, ô fureurs, ô deſeſpoir, ô rages, Ne vãgeray ie pas ce deſaſtreux outrage?	Manes, ô fureurs, ô désespoir, ô rages, Ne vengerai toujours pas ce désastreux outrage?
Elle enlance ce peuple en ſes ſubtils liens, Ie crains qu’il n’en arriue autant à tous les miens Si ie ne fais mourir cette fine Medée, Elle les perdra tous, par vne fauſſe idées:	Elle enlance ce peuple en ses subtils liens, Je crains qu'il n'en arrive autant à tous les miens Si grande ne fais mourir cette fine Medée, Elle les perdra tous, par une fausse idées:
Qu'on la jette ſoudain hors de cette Cité, Qu'au penchant de ce mont, cõme elle a merité:	Qu'on la jette soudain hors de cette Cité, Qu'au penchant de ce mont, comme elle a mérité:
Le chef luy ſoit trenché, c’eſt vn trop doux ſuplice Qui ne ſe treuue pas conforme à ſa malice:	Le chef lui soit trenché, c'est un trop doux supplice Qui ne se trouve pas conforme à sa malice:
Mais quoy?	Mais quoi?
que voulez-vous, il s’en faut détraper, Puis qu'elle ſubuertit, & tâche d’attraper:	que voulez-vous, il s'en faut détraper, Puis qu'elle subit, et tâche d'attraper:
En ſes gluaux pipeurs tout le ſimple vulgaire, A quel prix que ce ſoit il nous en faut deffaire.	En ses gluaux pipeurs tout le simple vulgaire, À quel prix que ce soit il nous en faut défaire.
AINCTE REYNE.	AINCTE REINE.
D’vne ſi douce mort Monſieur ie vous rend grace, Auiourd’huy ie verray mon Seigneur face, à face:	D'une si douce mort Monsieur Monsieur vous rend grâce, Auiourd’hui tu verrai mon Seigneur face, à face:
O iour tres deſirable!	Ô jour très désirable!
ô iour bien heureux iour!	ô jour bien heureux jour!
Qui me fera gouſter les fruicts d’vn vray Amour:	Qui me fera goûter les fruits d'être vrai Amour:
Iour qui me conduira, à l’objet ineffable, Qui m’offre laberal ſa Gloire perdurable, Allons mon Ame allons, courons d’vn pas leger,	Jour qui me conduira, à l'objet ineffable, Qui m'offre labéral sa Gloire perdurable, Allons mon Âme allons, courons d'un pas léger,
Cherchons mon bien-Aymé, ne craignõs le dãger, Ce cœur qui ſans ceſſer, bat, bat, dãs ma poitrine, N’aura point de repos bonté toute diuine:	Cherchons mon bien-Aymé, ne craignons le dãger, Ce cœur qui sans cesser, bat, bat, dans ma poitrine, N'aura point de repos bonté toute divine:
Qu'il ne ſoit joint à vous (depeſchez-vous Bourreaux, Faites ce qu’õ vous dit) que vos Palais sõt beaux:	Qu'il ne soit joint à vous (depeschez-vous Bourreaux, Faites ce qu'õ vous dit) que vos Palais sout beaux:
Qu'ils sõt doux & charmãs ô qu’ils sõt agreables!	Qu'ils sont doux et charmants ô qu'ils sont agréables!
Quãd verray-ie mõ Dieu en ces lieux deſirables?	Quand verrai-je mon Dieu en ces lieux désirables?
Sera-ce pas bien-toſt:	Sera-ce pas bientôt:
Bourreaux eſtesvous preſts, Monſieur entend qu’en brefon ſuiue ſes arreſts:	Bourreaux estesvous prêts, Monsieur entend qu'en brefon suive ses arrêts:
Chere Patrie au moins, peuple ie vous conjure, De mettre s’il vous plaiſt ordre à ma ſepulture:	Chère Patrie au moins, peuple je vous conjure, De mettre s'il vous plaît ordre à ma sépulture:
Suiuez mes chers amis la Loy de Ieſus-Chriſt, Qu'elle ſoit à jamais grauée en voſtre eſprit:	Suivez mes chers amis la Loi de Jésus-Christ, Qu'elle soit à jamais gravée en votre esprit:
Croyez-moy de bon cœur, ô ma douce Patrie, Delaiſſez les faux Dieux, quittez l’idolatrie:	Croyez-moi de bon cœur, ô ma douce Patrie, Delaissez les faux Dieux, quittez l'idolâtrie:
Seruez, ſeruez celuy qui regne dans les Cieux, Qui doit Iuger les bons, & tous les malicieux:	Servez, servez celui qui règne dans les Cieux, Qui doit Juger les bons, et tous les malicieux:
Faiſans viure les vns en l’eternelle Gloire, Et les autres bruſler en la Spelonge noire.	Faisans vivre les uns en l'éternelle Gloire, Et les autres brûler en la Spelonge noire.
Cœur du peuple Nous ſommes bien icy huict cens tous reſolus, D’eſtre preſentement du nombre des eſleus:	Cœur du peuple Nous sommes bien ici huit cens tous résolus, D'être présentement du nombre des esleus:
De voſtre bien aymé, & quant à l’heure meſme, Il nous faudroit ſouffrir vne mort plus qu'extrémes:	De votre bien aimé, et quant à l'heure même, Il nous faudrait souffrir une mort plus qu'extrêmes:
Nous confeßõs tout haut, qu’il eſt l’vnique Dieu, Seul digne d’eſtre aymé, & ſeruy en tout lieu:	Nous confessons tout haut, qu'il est l'unique Dieu, Seul digne d'être aimé, et servi en tout lieu:
S’ils nous faut cõme vous pour luy dõner nos ames, Nous ne craignons les fers, les tourmens, ny les flammes, S’il eſt beſoin nos cols nous tendrons pour le ſeur, Sous les coups foudroyans du glaiue meurtriſſeur:	S'ils nous faut comme vous pour lui donner nos âmes, Nous ne craignons les fers, les tourments, ni les flammes, S'il est besoin nos cols nous tendrons pour le sûr, Sous les coups foudroyants du glaive meurtrisseur:
Et autant que nos corps auroi.	Et autant que nos corps auroi.
taymigurendre, Pour le Dieu tout puiſſant nous le voulõs épandre.	taimigurendre, Pour le Dieu tout puissant nous le voulons épandre.
SAINCTE REYNE.	SAINCTE REINE.
Meſſieurs que i’ay de joye, & de contentement, De vous voir preparez à ſuiure mon Amant:	Messieurs que j'ai de joie, et de contentement, De vous voir préparés à suivre mon Amant:
Ie mourray deſormais mille fois plus contente, verey qu'a tet eſel le pourreau je prejente.	Je mourrai désormais mille fois plus contente, vèrei qu'a tet éel le pourreau je préjente.
C.	Ç.
ENE IV.	ENE IV.
STE.	SITE.
REYNE, EVANDRE BOVRREAV,	REINE, EVANDRE BOURREAU,
dia lelhAeniN L.	dia lelhAéniN L.
JArle à moy cher Euandre, eſt-ce icy ou ie dois L Abandonner ce corps?	JArle à moi cher Euandre, est-ce ici ou apprendre dois L Abandonner ce corps?
ETANDRE.	ETANDRE.
Pucelle tu le vois, C’eſt deſſus ce billot que ta teſte meſchante, Doit eſtre miſe à bas par ma lame tranchante.	Pucelle tu le vois, C'est dessus ce billot que ta tête méchante, Doit être mise à bas par ma lame tranchante.
SAINCTE REYNE.	SAINCTE REINE.
De grace accorde moy, qu’à ce dernier effort, Ie prie mon Ieſus, mon ayde, & mon confort.	De grâce accorde moi, qu'à ce dernier effort, Je prie mon Jésus, mon aide, et mon confort.
EVANDRE.	EVANDRE.
Prie.	Prie.
SAINTE REYNE.	SAINTE REINE.
O diuin Soleil!	Ô divin Soleil!
qui deſſus voſtre Croix, Auant que d’éclipſer, d’vne mourante voix:	qui dessus votre Croix, Avant que d'éclipser, d'une mourante voix:
Fiſtes à voſtre Pere, vne ardente Priere, Ne deſtournez helas:	Fîtes à votre Père, une ardente Prière, Ne détournez hélas:
voſtre face en arriere, De mon humble Oraiſon:	votre face en arrière, De mon humble Oraison:
pardonneZ mõ Sauueur, Premier à ce Bourreau, qui me fait la faueur:	pardonnez momme Sauveur, Premier à ce Bourreau, qui me fait la faveur:
Par ſon glaiue afilé de moſter de ce monde, Pour m’enuoler au Ciel ou tous bon-heur abonde:	Par son glaiue afilé de moster de ce monde, Pour m'envoler au Ciel ou tous bonheur abonde:
Quoy qu’ils aye de coups briſé mon pauure corps, L’affligeant de ſupplice & dedans & dehors:	Quo qu’ils aie de coups brisé mon pauvre corps, L'affligeant de supplice et dedans et dehors:
En luy faiſant ſouffrir tant de douleurs ameres, Pardonnez au Tyran, qui dedans ſes coleres, Ma cauſé tous ſes maux:	En grands faisant souffrir tant de douleurs amères, Pardonnés au Tyran, qui dedans ses colères, Ma causé tous ses maux:
enfin pardon à tous, Ne les chaſtiez pas ſelon voſtre courroux?	enfin pardon à tous, Ne les châtiez pas selon votre courroux?
Tirez les des erreurs, & de l’Idolatrie, Ie vous ſupplie auſſi pour ma chere Patrie:	Tirez les des erreurs, et de l'Idolâtrie, Je vous supplie aussi pour ma chère Patrie:
Faites que voſtre Foy, fleuriſſe dans l’Auxois, Que tout ce peuple icy viue deſſous vos Loix:	Faites que votre Foi, fleurisse dans l'Auxois, Que tout ce peuple ici vive dessous vos Lois:
Enfin que du couchant iuſqu’au lict de l’Aurore, Châcun d’vn meſme cœur, vous ayme, & vous adore:	Enfin que du couchant jusqu'au lit de l'Aurore, Châcun d'Hôte cœur, vous aime, et vous adore:
Ie recommande auſſi ô mon doux Ieſus.	Je recommande aussi ô mon doux Jésus.
Ch riſt:	Ch rît:
Entre vos bras aymez mon langoureux Eſprit:	Entre vos bras aimés mon langoureux Esprit:
Il faut que ie te baiſe ô flamboyante lame, Forgée tout expres pour bien-heurer mon Ame:	Il faut que Seigneur te baise ô flamboyante lame, Forgée tout exprès pour bienheurer mon :
Adieu chers aſſiſtans, à dieu Bourreau à dieu, Ie mon unfuunate ciel & vous laiſſe en ce lieu.	Adieu chers assistants, à dieu Bourreau à dieu, Je mon unfuate ciel et vous laisse en ce lieu.
ANDRE.	ANDRÉ.
muaame permetteZ que les yeux ie vous bande.	muaâme permettez que les yeux on vous bande.
INCTE REYNE.	INCTE REINE.
Fais afin que bien toſt a mon Dieu ie me rende, Pour ta commodité ie me mets à genoux, Ie treuue pour Ieſus ce Martyre bien doux.	Fais afin que bien tôt à mon Dieu va me rende, Pour ta commodité personne me mets à genoux, Je trouve pour Jésus ce Martyre bien doux.
CENE V.	CÈNE V.
Les Anges qui emportent viſiblement ſon Ame au Ciel, Cœur du peuple.	Les Anges qui emportent visiblement son Âme au Ciel, Cœur du peuple.
LES ANGES.	LES ANGES.
Prochez-vous belle Ame, & veneZ dans TT les Cieux, Pour jouyr à ſouhait des biens delicieux:	Prochez-vous belle Âme, et venez dans TT les Cieux, Pour jouir à souhait des biens délicieux:
Que voſtre cher Eſpoux vous prepare luy meſme, Il vous veut couronner d’vn riche Diadeſme:	Que votre cher Espoux vous prépare lui même, Il vous veut couronner d'un riche Diadesme:
Qui eſt tout entouré de Lauriers touſiours vers, Et d’vne palme auſſi qui ne crains les Hyuers:	Qui est tout entouré de Lauriers toujours vers, Et d'une palme aussi qui ne crains les Hivers:
Dans le ſang de l’Agneau voſtre eſtolle eſt lauée, Auſſi c'eſt pour le Ciel qu’il vous a reſeruée, C’eſt la qu’il eſſuyera les larmes de vos yeux, C’eſt la qu’il vous fera mille dons pretieux, C’eſt la ou ce bon Dieu les ames raſſaſie, De ſes Diuins Nectars & de ſon Ambroiſie:	Dans le sang de l'Agneau avait étolle est lauée, Aussi c'est pour le Ciel qu'il vous a réservée, C'est la qu'il essuiera les larmes de vos yeux, C'est la qu'il vous fera mille dons prétieux, C'est la ou ce bon Dieu les âmes rassasie, De ses Divins Nectars et de son Ambroisie:
C’eſt la où voſtre Eſprit nageant das les pinſers, Rauy enfantera mille amoureux deſirs:	C'est la où votre Esprit nageant das les pinsers, Ravi enfantera mille amoureux désirs:
C’eſt la où vous aureZ vne éminente place, Pour chanter auec nous ſon los deuant ſa face:	C'est la où vous aurez une éminente place, Pour chanter avec nous son los devant sa face:
D’vne ſaincte Chanſon, qui point ne ceſſera, Loüant celuy qui fut;	D'une sainte Chanson, qui point ne cessera, Loüant celui qui fut;
qui eſt, & qui ſera.	qui est, et qui sera.
Cœur du peuple.	Cœur du peuple.
O que cette Muſique à charmé nos oreilles, Que nos ſens ſont remplis d’agreable merueilles!	Ô que cette Musique à charmé nos oreilles, Que nos sens sont remplis d'agréable merveilles!
Que ces Anges ſont beaux brillans, & radieux, Et qui les fait bon veoir porter dedans les Cieux, L’eſprit de cette Vierge!	Que ces Anges sont beaux brillants, et radieux, Et qui les fait bon voir porter dedans les Cieux, L'esprit de cette Vierge!
ô Sauueur admirable, Qu'à l’endroit de vos Sts.	ô Sauveur admirable, Qu'à l'endroit de vos Sts.
vous eſtes admirables:	vous êtes admirables:
Qu’il vous fait bon ſeruir!	Qu'il vous fait bon servir!
& que l’homme est heureux, Qui tâche à vous complaire, ô cas miraculeux!	et que l'homme est heureux, Qui tâche à vous complaire, ô cas miraculeux!
Ce beau Chef palpitant & ſautãt par la plaine, Verſe vn ruiſſe au de sãgqui ſe chãge en fontaine, O quel eſtonnement!	Ce beau Chef palpitant et sautant par la plaine, Verse un ruisse au de songy se changé en fontaine, Ô quel étonnement!
ô prodige nouueau!	ô prodige nouveau!
Les pauures affligeZ qui beuoient de cette eau, Sont à l’inſtant gueris !	Les pauvres affligés qui beuoient de cette eau, Sont à l'instant guéris !
ômerueille feconde?	ômerueille féconde?
Ceux qui ſe võt beignãt au Cbriſtal de cette onde Recouurent la ſanté, aueugles, & boiteux, Hydropiques, ſourdeaux, graueleux, & goutteux Membre demy pourris, corrompus, miſerables, Et mille autres langueurs, par ces eaux ſont curables, Ayons dons le ſoucy, d’inhumer ce beau corps, Qu'il ne ſoit pas traitté comme les autres morts:	Ceux qui se vont beignant au Cbristal de cette onde Recouvrent la santé, aveugles, et boiteux, Hydropiques, sourdeaux, graveleux, et goutteux Membre demi pourris, corrompus, misérables, Et mille autres langueurs, par ces eaux sont curables, Ayons dons le souci, d'inhumer ce beau corps, Qu'il ne soit pas traité comme les autres morts:
Il le faut embaûmer d’odeurs aromatiques, Conſeruant cherement ſes heureuſes Reſtques Dieu ne veui que les corps, de ſes Sts.	Il le faut embaûmer d'odeurs aromatiques, Conservant chèrement ses heureuses Restques Dieu ne veui que les corps, de ses Sts.
Glorieux, Dans la corruption demeurent occieux:	Glorieux, Dans la corruption demeurent occieux:
Il veut qu’on les reſpecte, il veut qu’on les venere, Et qu’en ce monde icy leurs membres on reuere:	Il veut qu'on les respecte, il veut qu'on les venere, Et qu'en ce monde ici leurs membres on révère:
Verge qui maintenant aupres de voſtre Eſpoux, Auez tant de pouuoir ayeZ pitié de nous:	Verge qui maintenant auprès de votre Époux, Avez tant de pouuoir ayez pitié de nous:
Faictes qu’auec vous & les eſprits fideites.	Faites qu'avec vous et les esprits fidites.
Nous ſoyons iouyſſans des clarteZeternelles.	Nous soyons iouyssans des clartéseternelles.
Amen.	Amen.
Fin de la preſente Tragedie.	Fin de la présente Tragédie.
