TIMOCLEE, Y5707.	TIMOCLE, Y570.
Et quand nous ne pourions deliurer cette Belle, pans de plus doux liens nous mourrions aucc elle.	Et quand nous ne pourrions délivrer cette Belle, pans de plus doux liens nous mourrions aucc elle.
PHENIX.	PHÉNIX.
Mais comment croita-t’ou qu’vn hõme priſonnier Ait pû cauſer la moit d’vn libre Caualier?	Mais comment croita-t-ou qu'un homme prisonnier Ait pu causer la moit d'être libre Cavalier?
Et comment deliurer cette belle accuſée?	Et comment délivrer cette belle accusée?
ROTHITE.	ROTHITE.
Vne vieille querelle eſt bientôt ſupoſée, A plus fort irtité nôtre bras detenu, Ce qui l’a fait agir d’vne force empruntée.	Une vieille querelle est bientôt suposée, À plus fort irtité notre bras tenu, Ce qui l'a fait agir d'une force empruntée.
Que ſi le Roy counaît cette faute inuentée, Peut-étre que ſon cœur meu de compaſſion voudrarccompenſer I’vne & l’autre action.	Que si le Roi counaît cette faute inventée, Peut-être que son cœur meu de compassion voudrarccompenser J'une et l'autre action.
PHENIX.	PHÉNIX.
Ha!	Ha!
ſi le Ciel vouloit luy donner cette enuie.	si le Ciel voulait lui parler cette envie.
Mais la mort en tout cas vaudra mieux que la vie.	Mais la mort en tout cas vaudra mieux que la vie.
DOVLON eul.	DOULON eul.
Moy, ie ſoutien, que non, & qu’il en a menty.	Moi, Seigneur soutien, que non, et qu'il en a menti.
le me garderay bien d'étre de leur party.	le me garderai bien d'être de leur parti.
Qu’ils ne m’accuſent point d’auon fait l'ambaſſade Ma foy, mon pauure cœur de peur en eſt malade, Et ie mourrois bientót, ſi ie n’étois captif, Et qu’on ne m’eût ſerté comme vn ſerf fugitif:	Qu'ils ne m'accusent point d'avon fait l'ambassade Ma foi, mon pauvre cœur de peur en est malade, Et tu mourrais bientót, Seigneur si n'étais captif, Et qu'on ne m'eût serté comme un serf fugitif:
Mais ma vie eſt ſi fort en ce metail rouillée;	Mais ma vie est si fort en ce métail rouillée;
qu’elle ne peut paſler cette porte gullée.	qu'elle ne peut pasler cette porte gullée.
SCENE II.	SCÈNE II.
ALEXANDRE, AMINTE, GARDES.	ALEXANDRE, AMINTE, GARDES.
ALEXANDRE.	ALEXANDRE.
E ne ſçay qu’ordonner en cette extremité.	E ne sais qu'ordonner en cette extrémité.
I Lors que par mon Edit le ſang eſt arrété, Par vn contraire Arrét le feray-ie répendre?	I Lors que par mon Édit le sang est arrêté, Par un contraire Arrêt le ferai-je répendre?
Apres auoir tiré les Temples de la cendre, En rõprois-ie vn plus heau ?	Apres avoir tiré les Temples de la cendre, En rõprois-je un plus heau ?
mais toutes ces raiſons Sout de foibies mioyens contre des trahi ous;	mais toutes ces raisons Sout de faibies mioyens contre des trahi ous;
Ioint que le ſang ues miens, toute mon eſperauce.	Joint que le sang ues miens, toute mon espérauce.
Sur vn ſang deſtructeur m’aſligne ſa vengeance.	Sur un sang destructeur m'âligne sa vengeance.
AMINTE.	AMINTE.
Sire, permettez moy de vous deſabuſer ne l’erreur qu’vn recit vous aura pú cauſer, Vous montrant l’action que l’on a déguiſée En tranſports furieux d’vne femme abuſée, Mais qui vient en eſſet d’vn miracle d’honneur oui s’eſt ainſi moqué d’vn lache ſuborneur Seigneur, pourra-t’on donc dire, vne ame trutreſe Qui repouſie vn utrage auecque de l’adreſle?	Sire, permettez -moi de vous désabuser ne l'erreur qu'un récit vous aura pou causer, Vous montrant l'action que l'on a déguisée En transports furieux d'une femme abusée, Mais qui vient en esset d' miracle d'honneur oui s'est ainsi moqué d'un lache suborneur Seigneur, pourra-t-on donc ire, une âme trutrée Qui repousie un utrage avec de l'adres?
Et l’accuſeroit iu vne iouufmon qu’elle a bien démentie en ſa punition?	Et l'accuserait ju une iouufmon qu'elle a bien démentie en sa punition?
AL XANDRE.	AL XANDRE.
Auant que la iuger, il faut que ie la voye, qu’elle ſe iuſtifie.	Avant que la juger, il faut que je la voie, qu'elle se justifie.
AMINTE.	AMINTE.
Ah!	Ah!
que i'en ay de ioye.	que j'en ai de joie.
ALEXANDRE.	ALEXANDRE.
Vous prendrez ſon party, comme ſon Protecteur,	Vous prendrez son parti, comme son Protecteur,
AMINTE.	AMINTE.
Sire, elle vous aura pour ſeul Liberateur, Et Votre Majeſté, mémes en mon abſence, A ſa belle action ioindra la recompenſe;	Sire, elle vous aura pour seul Libérateur, Et Votre Majesté, mêmes en mon absence, À sa belle action joindra la récompense;
Vôtre cœur tout Royal eſt trop plein de vertu, Pour ne l’honorer pas en vn corps abatu.	Votre cœur tout Royal est trop plein de vertu, Pour ne l'honorer pas en un corps abattu.
C’eſt la que vous montrez, quoy que le crime die, Qu a la Vertu iamais vous ne portez enuie, Et ceux que vôtre bras a n’aguere ſoûmis, Sçauent que vous l’aimez iuſqu'en vos ennemis;	C'est la que vous montrez, quoi que le crime die, Qu' à la Vertu jamais vous ne portez envie, Et ceux que votre bras a naguère soumis, Savent que vous l'aimez jusqu'en vos ennemis;
Car les Tribaliens, auec toute la Grece, Vaincus, ont feſſenty vôtre humaine tendreſſe, Et l’orgueil Alleman eſt par vous ſuporté, Comme ayant quelque trait de generoſité.	Car les Tribaliens, avec toute la Grèce, Vaincus, ont fessenti votre humaine tendresse, Et l'orgueil Alleman est par vous suporté, Comme ayant quelque trait de générosité.
Que ſi ie n’accuſois vne faute infinie, Ie la dirois moy-méme injuſtement punie, Puis que voſtre bonté qu’on n’a point veu rougir Auroit ſoufeit effort, en ne pouuant agir Et ſi ie n'opoſois contre vne telle ofenſe Vn ſi digne ſujet d’vne iuſte clemence, In qui vótre juſtice aura le meſme ſort, Abloluant la viuante, & condamnant le mort, le ne blâmerois pas vn deſit tyrannique:	Que si ici n'accusais une faute infinie, Je la dirais moi-même injustement punie, Puis que votre bonté qu'on n'a point vu rougir Aurait souffit effort, en ne pouvant agir Et si bon n'opposais contre une telle offense Un si digne sujet d'une juste clémence, In qui votre justice aura le même sort, Abloluant la viuante, et condamnant le mort, le ne blâmerais pas un désit tyrannique:
ba5 Mais ie te hay par trop, attentat impudique, Qui me viens enleuer tant de treſors exquis Que ie pourois auoir tres-iuſtement acquis, Er que i’aurois bien-tót obtenu d’Alexandre, Puis qu’il m’auoit d’abord permis de les defendre.	ba5 Mais Dieux te haï par trop, attentat impudique, Qui me viens enlever tant de trésors exquis Que ie pourrais avoir très fiustement acquis, Er que j'aurais bien-tót obtenu d'Alexandre, Puis qu'il m'avait d'abord permis de les défendre.
Ha!	Ha!
fortune cruelle, il eſt perdu pour moy Et ie n’en oſerois témoigner rien au Roy, qui me ſouffrant l’hõneur d’aprocher ſa perſonne.	fortune cruelle, il est perdu pour moi Et ie n'en oserais témoigner rien au Roi, qui me souffrant l'honneur d'approcher sa personne.
Croiroit me voir ternir l’éclat de ſa Couronne Il faut donc que i’endure vn abord afligeant, Pour auoir enuers elle été peu diligent.	Croirait me voir ternir l'éclat de sa Couronne Il faut donc que j'endure un abord afliguant, Pour avoir envers elle été peu diligent.
Dieux:	Dieux:
d’où viennent ceux-cy?	d'où viennent ceux-cy?
SCENE III.	SCÈNE III.
ALEXANDRE, AMINTE.	ALEXANDRE, AMINTE.
PROTHITE, PHENIX, DOVLON.	PROTHITE, PHÉNIX, DOULON.
PHENIX.	PHÉNIX.
One, a voure faſtice S’ofrent deux criminels, au lieu d’vne complice.	Ône, a voure fâtice S'ofrent deux criminels, au lieu d'une complice.
Nous ſommes les auteurs de cet aſſaſſinat.	Nous sommes les auteurs de cet assassinat.
AMINTE.	AMINTE.
Quoy, vous ſeriez, Phenix, vn priſonnier d’Eſtat?	Quoi, vous seriez, Phénix, une prisonnier d'État?
Ne vous ay-ie pas pris tantót ſur la muraille?	Ne vous ai-je pas pris tantót sur la muraille?
ALEXANDRE.	ALEXANDRE.
C en vn des ncieux, des cnen de ia canaille, Qui vient de maſſacrer ceux de ma garniſon:	Ç en un des nécieux, des cnen de ja canaille, Qui vient de massacrer ceux de ma garnison:
Et quel crime d’Etat paſſe vne trahiſon?	Et quel crime d'État passe une trahison?
Qu'on le reſerre donc pour l’vn & l’autre crime.	Qu'on le réserre donc pour l'un et l'autre crime.
PRÔTHITE.	PRTHITE.
Voicy pour l’expier encor vne victime:	Voici pour l'expier encor une victime:
I’ay cauſé comme luy le meurtre tout enciet, Immolez-le aux premiers, & Prothite au dernier.	J'ai causé comme lui le meurtre tout enciet, Immolez-le aux premiers, et Prothite au dernier.
Si Phenix leur a fait vn tombeau d’vn aſile, Mon empriſonnement vient d’enterrer Traſils:	Si Phénix leur a fait un tombeau d'un asile, Mon emprisonnement vient d'enterrer Trasils:
Perdez-nous donc.	Perdez-nous donc.
Seigneur, & vous ſerez vang Mais pardonnez l’efort d’vn courage afligé, Qui prét à perdre tout, a cherché ſa prudence, 6 Pour garder ſon honneus comme ſon innocence.	Seigneur, et vous serez veng Mais pardonnez l'efort d'un courage afligé, Qui prêt à perdre tout, a cherché sa prudence, 6 Pour garder son honnus comme son innocence.
C’eſt par mes ſeuls auis qu’elle en ſçait les moyens;	C'est par mes seuls avis qu'elle en sait les moyens;
Reſſerrez donc mes fets, & relachez les ſiens	Resserrez donc mes sets, et relâchez les siens
ALEXANDRE.	ALEXANDRE.
Nous en ordonnerons ſelon nótre juſtice.	Nous en ordonnerons selon notre justice.
Al MAvlA.	Al MAvlA.
Voyez que c’eſt l’Amour qui les traîne au ſupplice.	Voyez que c'est l'Amour qui les traîne au supplice.
ALEXANDRE.	ALEXANDRE.
Mais me doit-il forcer a les prendre a mercy?	Mais me doit-il forcer à les prendre a merci?
Gardes, retenez-les, pieux!	Gardes, retenez-les, pieux!
quelle eſt celle-cy?	quelle est celle-cy?
SCENE IV.	SCÈNE IV.
TEACLEE, ALEXANDRE.	TEACLE, ALEXANDRE.
AMINTE, PROTHITE, PHENIX, GARDES.	AMINTE, PROTHITE, PHÉNIX, GARDES.
TEACLEE.	TEACLE.
Iigneur, d’vne captiue a vos pieds abatuë O Ne mettez pas ſous eux la douleur qui la tuë, Ecoutez-là plutot, & ne dédaignez pas De la voir apporter par de ſi foibles pas:	Jigneur, d'une captive a vos pieds abattue Ô Ne mettez pas sous eux la douleur qui la tue, Écoutez-là plutôt, et ne dédaignez pas De la voir apporter par de si faibles pas:
Des courages plus forts la traceroient moins viue, Encor qu’auec vigueur dedans eux elle viue, Ma fille en fait de méme, & ſon cœur afligé N’en rend pas pour cela ſon viſage changé.	Des courages plus forts la traceraient moins vive, Encor qu'avec vigueur dedans eux elle vive, Ma fille en fait de même, et son cœur affligé N'en rend pas pour cela son visage changé.
Liſez deflus mon front cette douleur ſi forte, Mais voyez ſur le ſien la vertu qu’elle apporte.	Lisez déflus mon front cette douleur si forte, Mais voyez sur le sien la vertu qu'elle apporte.
Et ne iugez pas, Sire, ainſi que criminel, in acte qui merite vn honneur ſolennel;	Et ne jugez pas, Sire, ainsi que criminel, in te qui mérite un honneur solennel;
Et ſi vous conſeruez les Temples de la Ville.	Et si vous conservez les Temples de la Ville.
a vertu des Thebains fait d’elle ſon aſile.	a vertu des Thébains fait d'elle son asile.
E Ne détruiſez donc pas pour defendre les nieux, Le Temple le plus cher qui leur reſte en ces lieux:	 Ne détruisez donc pas pour défendre les nieux, Le Temple le plus cher qui leur reste en ces lieux:
Vous le voyez prelent, ah Seigneur, grace, grace.	Vous le voyez prétent, ah Seigneur, grâce, grâce.
ALAXANURE.	ÀLAXANURE.
Il faut que ma juſtice auſſi ſe ſatisface;	Il faut que ma justice aussi se satisface;
1e 1j 6qurredon, ceceque ie feray, Quaud i’auray reconnu ſon fait deſeſperé.	1e 1j 6qurredon, ceceque ici ferai, Quaud j'aurai reconnu son fait désespéré.
AMINTE.	AMINTE.
Ha Dieux!	Ha Dieux!
qu’elle a d’appas!	qu'elle a d'appas!
SCENE DERNIERE.	SCÈNE DERNIÈRE.
TIMOCLEE, DORITE, TEACLEE, ALEX.	TIMOCLE, DORITE, TEACLEE, ALEX.
AMINTE, PROTHITE, PHENIZ, DOVLON, Gardes, Soldats.	AMINTE, PROTHITE, PHENIZ, DOULON, Gardes, Soldats.
de ſ is li nss la Lt A Prochez-vous Thebaine, At de vos cruautez venez ſoufrir la peine,	de s is li nss la Lt A Ochez-vous Thebaine, At de vos cruautés venez souffrir la peine,
TIMOCLEE.	TIMOCLE.
Que i’aime maintenant cette condition, Qui ne punit en moy qu’vne bonne action!	Que j'aime maintenant cette condition, Qui ne punit en moi qu'une bonne action!
ALEXANDRE à Aminte.	ALEXANDRE à Aminte.
aiin que lon grand cœur, la denfarcne hautaine D’vne illuſtre naiſſance eſt la marque certaine:	aiin que lon grand cœur, la denfarcne hautaine D'une illustre naissance est la marque certaine:
Ie n’ordonneray rien contre vn corps ſi parſait, Que ie n’aye éprouué la verité du fait Mais pour le ſçauoir mieux, dites-nous qui voꝰétes	Je n'ordonnerai rien contre un corps si parsait, Que tu n'aie éprouvé la vérité du fait Mais pour le savoir mieux, dites-nous qui voꝰétes
TIMOCLEE bas les 3.	TIMOCLE bas les 3.
pr.	pr.
vers.	vers.
D’où vient que ce grand feu s’eſt reduit en bluete	D'où vient que ce grand feu s'est réduit en bluette
Neiſe cache-t’il point pour me bruler plus fort?	Nise cache-t-il point pour me brûler plus fort?
Et me ſauueroit-il pour me donner la mort?	Et me sauverait-il pour me donner la mort?
Rõpons ce dernier coup.	Rõpons ce dernier coup.
Ie ſuis vraiment Thebaine, Sire, & pour dire plus, ſœur de ce Theagene, Qui dedans votre ſang ayant laué ſes mains, En qualité de Chef des troupes des Thebains, Vit répandre le ſien aupres de Cheronnée En cette memorable & fatale iournée, Où la Fortune à nous enfin tourna le dos, Et le laiſſant tomber, ruina noſtre repos;	Je suis vraiment Thebaine, Sire, et pour dire plus, sœur de ce Théagène, Qui dedans votre sang ayant laué ses mains, En qualité de Chef des troupes des Thébains, Vit répandre le sien auprès de Cheronnée En cette mémorable et fatale journée, Où la Fortune à nous enfin tourna le dos, Et le laissant tomber, ruina été repos;
Ce qui n’ayant produit qu’vne extreme foibleſſe, Fait commencer par nous la perte de la Grece.	Ce qui n'ayant produit qu'une extrême faiblesse, Fait commencer par nous la perte de la Grèce.
Puis donc que des Deſtins il étoit arrété Que vous triompheriez de notre liberté, Et que l’on nous feroit des traittemens indignes De perſonnes ſortis de familles inſignes, Me voicy toute préte à finir mes malheurs, Loin de les augmenter auec des láches pleurs.	Puis donc que des Destins il était arrêté Que vous triompheriez de notre liberté, Et que l'on nous ferait des traitements indignes De personnes sortis de familles insignes, Me voici toute préte à finir mes malheurs, Loin de les augmenter avec des lâches pleurs.
Ie ne demande point, Sire, ma deliurance, I’afronte le trépas auec quelque aſſeurance.	Je ne demande point, Sire, ma délivrance, J'afronte le trépas toujours quelque assurance.
Tirez-moy promptement des pates de tes ioups C’eſt la ſeule faueut que i implore de vous.	Tirez-moi promptement des pates de tes joups C'est la seule faveut que y lore de vous.
ALEXANDRE.	ALEXANDRE.
Viuez, belle Heroine, & ſoyez bien heureuſe,	Vivez, belle Héroine, et soyez bien heureuse,
TIMOCLEE.	TIMOCLE.
Viure ne m’eſt, Seigneur, qu’vne choſe ennuyeuſe, pans la crainte où ie ſuis de voir recommencé Auec plus de fureur vn deſordre paſſé.	Vivre ne m'est, Seigneur, qu'une chose ennuyeuse, pans la crainte où tu suis de voir recommencé Auec plus de fureur un désordre passé.
Si Votre Majeſté me voulant faire grace, Ne hâte ſon effet, en reprimant l’audace nes pareils à celuy que nos pieux par faueur M’ont donnt de pouuoir immoler à l’honneur Encor ſi c’eſt aſſez pour m’obliger à viure, be ſentir que le Ciel auiourd’huy m’en deliure	Si Votre Majesté me voulant faire grâce, Ne hâte son effet, en réprimant l'audace nés pareils à celui que nos pieux par faveur M'ont donné de pouvoir immoler à l'honneur Encor si c'est assez pour m'obliger à vivre, be sentir que le Ciel aujourd'hui m'en délivre
I Et qu’aucun forcené n’oſera deſormais Attaquer mon hoaneur defendu par vos traits:	I Et qu'aucun forcené n'osera désormais Attaquer mon haneur défendu par vos traits:
Mais contre tant de maux c’ent vn roiole dictame.	Mais contre tant de maux c'ent un roiole dictame.
ALEXANDRE.	ALEXANDRE.
Non, il vous comble d’heur, tres-glorieuſe pameVotre malheur vous ſert, & ce trait de vertu Eſt pout vous à l’honneur vn chemin trop batu Pour n’en acquerir pas vne gloire ſi belle, Que chez les Nations vous ſerez immortelle, Et ie doyfaire état de votre afliction, Parce qu’elle a produit cette noble action, Et de ce que par elle il eſt en ma puiſſance Dicer cenc ey par vne ſecompeniſe.	Non, il vous comble d'heur, très-glorieuse pameVotre malheur vous sert, et ce trait de vertu Est pout vous à l'honneur un chemin trop battu Pour n'en acquérir pas une gloire si belle, Que chez les Nations vous serez immortelle, Et ie maire état de votre afliction, Parce qu'elle a produit cette noble action, Et de ce que par elle il est en ma puissance Dicer cenc ey par une secompenise.
TEACLEA bas Apres la liberté, quel eſt ce Royal don!	TEACLEA bas Après la liberté, quel est ce Royal don!
AMINTE.	AMINTE.
O fait digne d’vn fils de lupiter Ammon!	Ô fait digne d'un fils de lupiter Amon!
ALEXANDRE.	ALEXANDRE.
Madame.	Madame.
quittez donc toute cette triſteſſe, Et comme cy-deuant ſoyez libre & maîtreſſe;	quittez donc toute cette tristesse, Et comme cy-devant soyez libre et maîtresse;
Mettez mil ornemens deſſus voſtre beau corps, Et faites que vos gens déterrent vos treſors, Encor à vous ſeruit employez vos Suiuantes, Fort dignes en effet de vous étre ſeruantes;	Mettez mil ornements us votre beau corps, Et faites que vos gens déterrent vos trésors, Encor à vous servit employez vos Suivantes, Fort dignes en effet de vous être servantes;
Iuſqu’aux plus éloignez emmenez vos parens, Et de plus choiſiſſez entre ces deux Amans:	Jusqu'aux plus éloignez emmenez vos parents, Et de plus choisissez entre ces deux Amants:
Mais ie ne vous veux point obliger en partie, Et ie vais pardonner a votre modeſtie, Ainſi que ie pardonne aux traits d’hoſtilité Qui reuuerſoient la paix.	Mais ici ne vous veux point obliger en partie, Et tu vais pardonner à votre modestie, Ainsi que je pardonne aux traits d'hostilité Qui reversaient la paix.
& mon authorité;	et mon autorité;
Enfin i’accorde tout a vôtre ſeul merite, Et comme plus chery, ie vous donne Prothite.	Enfin j'accorde tout a votre seul mérite, Et comme plus chéri, je vous donne Prothite.
Ie ſçay que c'eſt celuy que vous aimez le mieux.	Je sais que c'est celui que vous aimez le mieux.
TIMOCLEE Rédray-ie grace au Roy?	TIMOCLE Rédrai-je grâce au Roi?
rẽdray-ie grace aux pieux?	rendrai-je grâce aux pieux?
Aimeray-ie a ma gloire?	Aimerai-je à ma gloire?
aimeray-ie a ma honte Vn bonheur dont ces pieux ont fait ſi peu de conte?	aimerai-je à ma honte Un bonheur dont ces pieux ont fait si peu de compte?
Ie leur doy toutefois la force de mon cœur, Comme a vous d’auoir, Sire, aſſeuré mon honneur:	Je leur dois toutefois la force de mon cœur, Comme a vous d'avoir, Sire, assuré mon honneur:
Car võtre témoignage autentique & ſupréme nefend de me choquer à la malice méme:	Car votre témoignage autentique et suprême nefend de me choquer à la malice même:
Mais puis que vos bontez me preſentent des biens Qui paſſent de beaucoup les plus doux entretiens, Et que vous me donnez pour ſoútien de ma vie Celuy qui ſans mes fers me l’auroit aſſeruie, De grace defendez qu’on ne l’aille rauir A celuy qui toúiours a voulu me ſeruir:	Mais puis que vos bontés me présent des biens Qui passent de beaucoup les plus doux entretiens, Et que vous me donnez pour soutien de ma vie Celui qui sans mes fers me l'aurait asservie, De grâce défendez qu'on ne l'aille ravir A celui qui tirer a voulu me servir:
Mais que ſa liberté des liens deliurée A ſon auguſte autheur ſoit toute conſacrée.	Mais que sa liberté des liens délivrée À son auguste auteur soit toute consacrée.
Si ie demande trop, pardonnez-moy, Seigneur.	Si ici demande trop, pardonnez-moi, Seigneur.
Et n’en accuſez rien, ſinon votre faueur	Et n'en accusez rien, sinon votre faveur
ALEXANDRE.	ALEXANDRE.
Quel pardon vous faut il quãd vous étes sãs crime?	Quel pardon vous faut -il quand vous êtes sans crime?
La peine pour luy ſeul ſeroit tres-legitime:	La peine pour quelque seul serait très -légitime:
Mais ie l’en veux ſauuer auecque vos bontez, Prenant pour ſa rançon ce que vous mentez, Et ſi de pardonner on me croit trop facile, Ie peſeray ſa faute a celle de Traſile, A qui i’oppoſeray que ſa punition Eſt pour ſauuer Phenix vne forte action.	Mais personne l'en veux sauver avec vos bontés, Prenant pour sa rançon ce que vous mentez, Et si de pardonner on me croit trop facile, Je pèserai sa faute a celle de Trasile, À qui j'opposerai que sa punition Est pour sauver Phenix une forte action.
AMINTE.	AMINTE.
Ie l’ay pris combattant en braue Capitaine, Et i’en puis donner, Sire, vne preuue certaine:	Je l'ai pris combattant en brave Capitaine, Et j'en puis donner, Sire, une preuve certaine:
Qu’il mette tous ſes ſoins à bien ſetuir ſon Roy Pour voir recompenſer & ſes feux & ſa foy, Et quand vous ramenant des deux bouts de la terre, Luiſant cõme vn Soleil, & craint cõme vn tonnerre, Nous ſerons tous comblez de gloire & de repos, Vn illuſtre lien chaſſera tous ſes maux.	Qu'il mette tous ses soins à bien setuir son Roi Pour voir récompenser et ses feux et sa foi, Et quand vous ramenant des deux bouts de la terre, Luisant cõme un Soleil, et craint cõme un tonnerre, Nous serons tous comblés de gloire et de repos, Ven illustre lien chassera tous ses maux.
DOVLON bas.	DOULON bas.
Si nous ne ſommes pas remontez ſur la beſte, Nous aurons pout le moins quelque parta la feſte;	Si nous ne sommes pas remontés sur la bête, Nous aurons pout le moins quelque parta la fête;
Car mon maître, ie croy, ne doit pas m’oublier.	Car mon maître, votre crois, ne doit pas m'oublier.
PHENIX bas.	PHÉNIX bas.
nieux!	nieux!
ſurquoy deſormais faut-il me trauailler?	surquoi désormais faut-il me travailler?
Ne deurois-ie employer vne grace ſi belle que pour étre à ce Prince vne autre fois rebele, Et pour te deſeruir, cruelle, au moins vn coup?	Ne devrais-je employer une grâce si belle que pour être à ce Prince une autre fois rebèle, Et pour te déservir, cruelle, au moins un coup?
Mais que pourois-ie ſeul pour en venir a bout?	Mais que pourrais-je seul pour en venir a bout?
TIMOCLEE a Alexandre.	TIMOCLE a Alexandre.
Que vous rendray-ſe donc?	Que vous rendrai-se donc?
quelle grace profonde nẽ m’auoir fait l’appuy de qui m’a miſe au monde?	quelle grâce profonde n 'avoir fait l'appui de qui m'a mise au monde?
Que i’aime vos faueurs & ce riche preſent!	Que j'aime vos faveurs et ce riche présent!
ALEXANDRE Prenez-en de plus doux, épouſez voſtre Amant.	ALEXANDRE Prenez-en de plus doux, épousez votre Amant.
Goûtez dés auiourd huy.	Goûtez dès aujourd' hui.
TIMOCLEE.	TIMOCLE.
Sire, épargnez ma gloire, Et quand vn mal récent tourmente ma memoire, Que l’on me voit encor au milieu de mon deüil, Et que tout mon païs eſt vn vaſte cercueil, N’exigez pas de moy cette réjoüiſſance Qui mettroit mõ hõneur ſas doute en l’impuiſſanee ne pouuoir meriter cet adorable époux Que pour le conſeruer ie receuray de vous.	Sire, épargnez ma gloire, Et quand un mal récent tourmente ma mémoire, Que l'on me voit encor au milieu de mon deuil, Et que tout mon pays est un vaste cercueil, N'exigez pas de moi cette réjouissance Qui mettrait mo hõneur sas doute en l'impuissance ne pouvoir mériter cet adorable époux Que pour le conserver un receuray de vous.
PROTHITE.	PROTHITE.
Ie ne veux point, Madame, en cecy vous cõtraindre, Trop heureux, ſi ie puis vous aider a vous plaindre Tout ioyeux cpendant, douce captiuité, ne ce qu’il m’eſt permis, prace a ſa Majeſté, De m’entendre accuſer auecque tant de grace, Que ie croy voir la fin de toutes ma diſgrace, Puis que vous m’aſſeurez d’étre touiours checy.	Je ne veux point, Madame, en ceci vous comtraindre, Trop heureux, si je puis vous aider à vous plaindre Tout joyeux cpendant, douce captivité, ne ce qu'il m'est permis, prace à sa Majesté, De m'entendre accuser avec tant de grâce, Que je crois voir la fin de toutes ma disgrâce, Puis que vous m'assurez d'être toujours checy.
Vous diſant mon eſclaue, & moy vôtre mary.	Vous disant mon esclave, et moi votre mari.
TIMOCLEE.	TIMOCLE.
Puis que rien n’a pouuoir de te rendre parjure, Et que tu n’as point craint de te faire vne mjure, Te ſeruant du ſecour;	Puis que rien n'a pouvoir de te rendre parjure, Et que tu n'as point craint de te faire une mjure, Te servant du secour;
de ton propre Riual, Afin de me tirer du ruage infernal, Puis qu’enfin tu voulois qu’on t’arrachat la vie, Te la croyant en moy plus rudement rauie, Tien toy tout aſſeuré que mon cœur deſormais Eſperant en toy ſeul, ne te perdra iamais.	de ton propre Rival, Afin de me tirer du ruage infernal, Puis qu'enfin tu voulais qu'on t'arrachât la vie, Te la croyant en moi plus rudement ravie, Tien toi tout assuré que mon cœur désormais Espérant en toi seul, ne te perdra jamais.
RELXMNDN M T'locice.	RELXMNDN M T'élocice.
Et vôtre ſeule main ceindra de fleurs vos tétes, Pendant que nous irons pourſuiure nos conquétes,	Et votre seule main ceindra de fleurs vos tête, Pendant que nous irons poursuivre nos conquête,
AMINTE à Timoclée.	AMINTE à Timoclée.
Adieu le tres-heureux, mais trop charmant objet.	Adieu le très-heureux, mais trop charmant objet.
PHENIX à Timoclée.	PHÉNIX à Timoclée.
Qu’eſt ce que ie te doy pour ce que tu m’as fait?	Qu'est ce que Ne te dois pour ce que tu m'as fait?
poit-on remercier vne Amante cruelle?	poit-on remercier une Amante cruelle?
TIMOCLEE.	TIMOCLE.
A tes feux importuns, dis plútot trop fidele;	À tes feux importuns, dis plútot trop fidèle;
Car pour te faire voir ce que i’ay fait pour toy, Ie veux t’auoir encor vne grace du Roy.	Car pour te faire voir ce que j'ai fait pour toi, Je veux t'avoir encor une grâce du Roi.
Vois-tu cette beauté ſi ieune & ſi charmante que le déguiſement faiſoit croire ſuiuante, Mais qui ioüit toúiours d’autant de liberté qu’on en peut ſouhaiter hors de captiuité.	Vois-tu cette beauté si jeune et si charmante que le déguisement faisait croire suivante, Mais qui jouit toujours d'autant de liberté qu'on en peut souhaiter hors de captivité.
Si donc tu cheriſſois le ſang des Theagenes.	Si donc tu chérissais le sang des Thagènes.
Voicy dequoy finir le reſte de tes peines.	Voici dequoy finir le reste de tes peines.
Pourtois-tu reſiſter a de ſi doux apas?	Pourtais-tu résister a de si doux appas?
Et i’ay veu ton abort ne luy déplaire pas, nepuis ces quatre iours qu’elle eſt icy venuë Pour euiter lolage dd le cleuoit la nue.	Et j'ai vu ton abort ne lui déplaire pas, nepuis ces quatre jours qu'elle est ici venue Pour éviter lolage dd le cleuoit la nue.
PHENIX.	PHÉNIX.
Que ſur ce beau viſage on voit naître d’amours, qui plus forts que mes fers m’aſſeruiront toúiours!	Que sur ce beau visage on voit naître d'amours, qui plus forts que mes fers m'asserviront toujours!
Oüy c’en eſt fait, Madame, & ie conſens au change Phenix eſt tout à vous, agréez le bel Ange.	Oui c'en est fait, Madame, et ainsi consens au change Phénix est tout à vous, agréez le bel Ange.
DORITE.	DORITE.
Ce que ma l’ante veut, eit tource que ie veux;	Ce que ma l'ante veut, éit tource que tu veux;
Iugez donc ſi ie ſuis fauorable à vos vœux.	Jugez donc si ici suis favorable à vos vœux.
AMINTE, apres les auoir écoutez.	AMINTE, après les avoir écoutez.
Madame, pardonnez, fi ie vous vien ſurprendre, C’eſt pour vous faire part de mon peu de faueur.	Madame, pardonnez, fi ie vous vien surprendre, C'est pour vous faire part de mon peu de faveur.
TIMOCLEE.	TIMOCLE.
Il ne nous reſte plus qu’a prier Alexandre.	Il ne nous reste plus qu'a prier Alexandre.
TIMOCLEE.	TIMOCLE.
Prince, nous deuons tous vous appeller Sauueur, Rendant à des captifs ſeruice ſur ſeruice;	Prince, nous devons tous vous appeler Sauveur, Rendant à des captifs service sur service;
Vous meritez ce titre auec grande iuſtice.	Vous méritez ce titre avec grande justice.
DORITECC.	DORITECCC.
