ACTEVRS.	ACTEURS.
C’eſt ce qui me deffend d’aymer vn autre Amant, Connoiſſant mes deffauts depuis le Firmament, Par les yeux de la foy ſa loy m’eſt enſeignée, Ie le ſçay, ie me tiens en cette deſtinée:	C'est ce qui me défend d'aimer un autre Amant, Connaissant mes défauts depuis le Firmament, Par les yeux de la foi sa loi m'est enseignée, Je le sais, je me tiens en cette destinée:
El coimmle le te croy ſten, le densvudere s Se faiſant dans les Cieux des Anges reſpecter, Et ſous luy les Enfers dedans l’orreur flechiſſent, Comme les iuſtes & bons en luy ſe réiouyſſent.	El coimle le te crois sten, le densvudere zé Se faisant dans les Cieux des Anges respecter, Et sous mieux les Enfers dedans l'orreur fléchissent, Comme les justes et bons en même se réjouissent.
PAVLIAS.	PAULIAS.
C’eſt ce Galiléen qui touche vos eſprits, Ce Dieu Roy des Iuifs, & qui fut leur meſpris, Et qu’on rendit enfin dans vn tel eſclauage, Qu'vne crüelle mort luy reuient en partage.	C'est ce Galiléen qui touche vos esprits, Ce Dieu Roi des Juifs, et qui fut leur mépris, Et qu'on rendit enfin dans un tel esclavage, Qu'une cruelle mort deux revient en partage.
Ma Reine croyez-vous qu'on Dieu puiſſe ſouffrir, Et ſe dire immortel quand on le voit mourir:	Ma Reine croyez-vous qu'on Dieu puisse souffrir, Et se dire immortel quand on le voit mourir:
C’eſt faire à nos grands Dieux vne trop lourde iniure, De les croire deoteurs au tribut de Nature:	C'est faire à nos grands Dieux une trop lourde injure, De les croire dévoteurs au tribut de Nature:
Non, non, Madome non?	Non, non, Madome non?
cela ne ſe peut pas, Ils ſont ſans horoſcope & nont peur du treſpas, La ſuperbe Sion leur rend tous les hommages, Et ne les tiens iamais ſubiets a nos dommages, Si bien que voſtre foy ne ſçauroit empeſcher Le bon heur qui m’accueil, d’icy vous ſaluer;	cela ne se peut pas, Ils sont sans horoscope et nont peur du trépas, La superbe Sion leur rend tous les hommages, Et ne les tiens jamais sujets à nos dommages, Si bien que votre foi ne saurait empêcher Le bon heur qui m'accueil, d'ici vous saluer;
Iugeons donc que l’amour a des poincts difficiles, Ne voulant qu’on l’offence en des casinciuiles, Et que pour arriuer où buttent mes deſirs, Vn amant vertueux doit marcher à loiſir.	Jugeons donc que l'amour a des points difficiles, Ne voulant qu'on l'offense en des casinciviles, Et que pour arriver où butent mes désirs, Un amant vertu doit marcher à loisir.
Madame pardonneZ, ſi d’vne haute entrepriſe, Ie me rend priſonnier en la Cité d’Aliſe, Rendant ma liberté enchaiſnée deuant vous, Mais non pas oriminels à des iuſtes courroux:	Madame pardonnez, si d'une haute entreprise, Je me rend prisonnier en la Cité d'Alise, Rendant ma liberté enchaînée devant vous, Mais non pas oriminels à des justes courroux:
Sa chaiſne l’amour de vos yeux adorables, Et ma captiuité, vos feux incomparables:	Sa chaîne l'amour de vos yeux adorables, Et ma captivité, vos feux incomparables:
Acceptez maintenant ce priſonnier reduit, En l’eſtat d’eſtre ouy, où ſa foy le conduit.	Acceptez maintenant ce prisonnier réduit, En l'état d'être oui, où sa foi le conduit.
Uoſtre beautè luiſante, ô ma ſaincte Deeſſe!	OUotre beauté luisante, ô ma sainte Déesse!
Me tiendra ſeruiteur d’vne il luſtre Princeſſe, Comme ie ſuis icy eſtroitement lié, Au vouloir d’vn Seigneur qui m’attend aliè.	Me tiendra serviteur d'une il lustre Princesse, Comme je suis ici étroitement lié, Au vouloir d'un Seigneur qui m'attend aliène.
REINE.	REINE.
Seigneur vos volontez ſont autres que la mienne, Ne conſentant iamais à la ſecte payenne, Et de plus i’ay vcuée ma chaſteté à Dieu, que regne Junoiltblus Oumentenu tn ce lieu, Me gouuerne & tient en humble creature, Et moy le receuant autheur de la Nature, Vous vous dites captifs?	Seigneur vos volontés sont autres que la mienne, Ne consentant jamais à la secte païenne, Et de plus j'ai vcuée ma chasteté à Dieu, que règne Junoiltblus Oumentenu t ce lieu, Me gouverne et tient en humble créature, Et moi le recevant auteur de la Nature, Vous vous dites captifs?
non non ie ne vous tiens, PreneZ la liberté, & rompez vos liens.	non non seulement ne vous tiens, Prenez la liberté, et rompez vos liens.
CLEMENT.	CLEMENT.
Mli file ſur ces mois il vit en ſperance,	Mli file sur ces mois il vit en spérance,
REINE.	REINE.
L’entretien en eſt vain, & tant de compliment S’en retourne en fumée à mon conſentement:	L'entretien en est vain, et tant de compliment S'en retourne en fumée à mon consentement:
Excuſez-moy Seigneur, ſi de voſtre entrepriſe, Vous ne me deſtachez des doux bras de l’Egliſe:	Excusez-moi Seigneur, si de votre entreprise, Vous ne me détachez des doux bras de l'Église:
ſumais tels feux d’amour enuers moy n’ont parù, Qu'à l’egard de mon Dieu eſpuir de mon ſalut.	sumais tels feux d'amour envers moi n'ont parù, Qu'à l'égard de mon Dieu épuir de mon salut.
PAVLIAS.	PAULIAS.
Lumiere de mes iours, ſeul obiet de ma vie, Le regard de vos yeux eſtroitement me lie, Ie veux mourir en vous aymant fidellement, Ou que la mori icy m’engage au monument.	Lumière de mes jours, seul objet de ma vie, Le regard de vos yeux étroitement me lie, Je veux mourir en vous aimant fidèlement, Ou que la mory ici m'engage au monument.
ARTHOCLE’S.	ARTHOCLÉSS.
Pucelle conſentez au vouloir d’vn bon Pere, Et entendeZ les voix d’amour & de priere, D'vn amant vertueux que vos yeux tiennent icy.	Pucelle consentez au vouloir d'un bon Père, Et entendez les voix d'amour et de prière, D'un amant vertueux que vos yeux tiennent ici.
A ETNE.	A ETNE.
C’eſt pluſtoſt ie vous dis par vn faſcheux ſoucy, Veu qu’inutilement il conſomme ſes peines.	C'est plutôt assez vous dis par un fâcheux souci, Veu qu'inutilement il consomme ses peines.
ASTHERE.	ASTHÉRE.
pou ity recontesferene que des oni tajjus amaliines.	pou ity recontesférène que des oni tajus amaliènes.
REINE.	REINE.
Ie n’y connoiſtray rien qui plaiſe à ce grand Dieu, Et vos Loix & vos Dieux putrifient tout ce lieu.	Je n'y connaîtrai rien qui plaise à ce grand Dieu, Et vos Lois et vos Dieux putrifient tout ce lieu.
ARTHOCLE’S.	ARTHOCLÉSS.
C’eſt icy par mes mains que vos flammes amoureuſes, Se doiuent reſerrer de trouſſes glorieuſes, Cejurey que inu bora uccomplit les deſſeins, Deſſous quelques propos que ie profere ſainêts, Quand les conſentemens ſont connus tributaires.	C'est ici par mes mains que vos flammes amoureuses, Se doivent réserrer de trousses glorieuses, Céjurei que inu bora uccomplit les desseins, Dessous quelques propos que je profère sainêts, Quand les consentements sont connus tributaires.
F EINE.	 FINE.
Hé bien par mon refus, ny a plus rien à faire, Reglez vos paſſions, & laſchez deſſus moy Vos feux, vous me verreZ inebranlable en foy:	Hé bien par mon refus, ni a plus rien à faire, Reglés vos passions, et lâchez dessus moi Vos feux, vous me verrez inébranlable en foi:
I'eſpouſe ce grand Dieu, du ſalut l’eſperance, Ce Pere des vertus, ſeule, & diuine eſſence, Sans principe, ſans ſin, & cette Eternité, Eant cree l'Vniuers par ſonimmenſité.	J'épouse ce grand Dieu, du salut l'espérance, Ce Père des vertus, seule, et divine essence, Sans principe, sans sin, et cette Éternité, Éant crée l'Univers par sonimmentsité.
ARTOCLE’S.	ARTOCLÉS.
O fureur!	Ô fureur!
ô mal-heur!	ô malheur!
ô repartit eſtrange!	ô repartit étrange!
SReine Deitez?	SReine Ditez?
faite voir à Reine qu'elle change.	faite voir à Reine qu'elle change.
s’enfuit.	s'enfuit.
CLEMENT.	CLEMENT.
Inſenſibles humeurs, eſprits trop déreglez, Execrable auorton de naiſſance aueugleZ O mort auance donc par cette lame aigné, De percer ou le Pere, ou l’Enfant qui le tuë.	Insensibles humeurs, esprits trop déréglés, Exécrable auorton de naissance aveuglez Ô mort avance donc par cette lame aigné, De percer ou le Père, ou l'Enfant qui le tue.
5 Clement	5 Clément
TROMIDIe rourtenfanie.	TROMIDIe rourtenfanie.
Mon frere bien-aymé!	Mon frère bien-aymé!
hé reprenez vos ſens, c le flant du Qous paliſſe Z	hé reprenez vos sens, ç le flant du Qous palisse Z
ASTHERE.	ASTHÉRE.
Mon Frere va mourant.	Mon Frère va mourant.
5 pée, &	5 pée, et
l tõbe paſmé	 lombe pâmé
Ie meurs.	Je meurs.
CLEMENT.	CLEMENT.
AiDEEco.	AjDEco.
O Dienx ſecours, helas qu'elle auanture!	Ô Dienx secours, hélas qu'elle aventure!
A eſt bleſſe aux reins, borreur de la Nature, Il ſemble qu’il ſoit mort, Morſeigueur, Monſeigneur.	À est blesse aux reins, borreur de la Nature, Il semble qu'il soit mort, Morseigueur, Monseigneur.
ARTHOCLE’S.	ARTHOCLÉSS.
Helas, Seigneur Clement.	Hélas, Seigneur Clément.
CLEMENT.	CLEMENT.
Ie me mamq ue fureur Courez apres Meſſieurs?	Je me mamq ue fureur Courez après Messieurs?
ſus Page qu’on l’attrappe, Que du tranchant luiſaut iuſques au cœur ie la frappe, Croit-elle ſe ſauuer de mon iuſte courroux, Elle n’éuitera pas la mort d’vn premier coup.	sus Page qu'on l'attrape, Que du tranchant luisaut jusques au cœurablé la frappe, Croit-elle se sauver de mon juste courroux, Elle n'évitera pas la mort d'un premier coup.
PAVLIAS.	PAULIAS.
Ie ne ſeray l’obiet d’vne fin mal-heureuſe, Deſcendray-ie plûtost en la gueule odieuſe, Plûtost cent mille fois, que de la voir mourir?	Je ne serai l'objet d'une fin malheureuse, Descendrai-je plutôt en la gueule odieuse, Plutôt cent mille fois, que de la voir mourir?
L’aymant de ferme cœur, ie ne ſçaurois l’haïr, Ie prieray que les Dieux luy ſaſſe tant de grace, Qu'elle puiſſe éuiter les faits de la menave.	L'aimant de ferme cœur, je ne saurais l'haïr, Je prierai que les Dieux lui sasse tant de grace, Qu'elle puisse éuiter les faits de la menave!
SCENE VII.	SCÈNE VII.
REINE, s’enfuyant ſe cache dans vn Ormeau.	REINE, s'enfuyant se cache dans un Ormeau.
CLEMENTS RESTHERE, AMELIN, courent apres.	CLÉMENTS RESTHÉRE, AMELIN, courent après.
REINE.	REINE.
STANCES.	STANCES.
N m’enfuyant ie vais aux coups, LD’Alize brouſſant cette plaine, Mon Pere me chaſſant en courroux, Taſchant de me rendre Payenne:	 N'enfuyant cette vais aux coups, LD'Alise broussant cette plaine, Mon Père me chassant en courroux, Tâchant de me rendre Païenne:
Mais l’amour que i’ay pour le Ciel, M’embraze d’en boire le fiel:	Mais l'amour que j'ai pour le Ciel, M'embrase d'en boire le fiel:
Puis que Dieu me promet la couronne de gloire, Mon cœur viſe bien a ce prix:	Puis que Dieu me promet la couronne de gloire, Mon cœur vise bien a ce prix:
Si bien qu’à la fin la victoire, Paroistra ſur mon corps quand il ſera occis.	Si bien qu'à la fin la victoire, Paraîtra sur mon corps quand il sera occis.
Doux IESVS quand viendra le temps De me baigner au ſainct Mariyre, Auec paſſion ie l’attends, Plus ardamment ie ne puis dire.	Doux JÉSUS quand viendra le temps De me baigner au saint Marire, Avec passion ie l'attends, Plus ardamment ie ne puis dire.
Vos veſtiges ont fait le ſentier, Ie les ſuis, i’y veux aſſigner La clarté de mes yeux à voſtre ſaincte gloire:	Vos vestiges ont fait le sentier, Je les suis, j'y veux assigner La clarté de mes yeux à votre sainte gloire:
Vos Saincts dans la felicité Reconmoiſent en vous leur vittoire.	Vos Saints dans la félicité Reconmoisent en vous leur vitoire.
Uous chantant le tres-ſainêt Roy d'immortalité, Permettez Seigneur qu’auiourd'huy, Ie diſe adieu a ma Nourrice, Puis que mon Pere me pourſuit;	Uous chant le très-sainêt Roi d'immortalité, Permettez Seigneur qu'aujourd'hui, Je dise adieu a ma Nourrice, Puis que mon Père me poursuit;
Par voſtre amour m’ouure vn ſupplice:	Par votre amour m'ouvre un supplice:
Ie ne craindray pas les tourmens, Deſſus vos feux bouïllent mes ſens, Et l'ardeur de mourir entierement m'enflamme, Quittant volontiers la Citée Qui ne peut engager mon ame, Attendant vn loyer de voſtre immenſité.	Je ne craindrai pas les tourments, Dessus vos feux bouïllent mes sens, Et l'ardeur de mourir entièrement m'enflamme, Quittant volontiers la Citée Qui ne peut engager mon âme, Attendant un loyer de votre immentsité.
Helas Seigneur, helas!	Hélas Seigneur, hélas!
à l’aide ie ſuis priſes Ie voy qu'on me pourſiit à la ſortie d’Mtiſe, Mais ie voy que le Ciel ſur l’vn de ces ormeaux, Se montre fauorable à me fauuer des maux.	à l'aide vertu suis prises Je vois qu'on me poursiit à la sortie d'Mtise, Mais quelque voy que le Ciel sur l'H de ces ormeaux, Se montre favorable à me sauver des maux.
SEEMENT.	SÈMENT.
Cherchons de toutés parts où elle s'est cachée, Et tirons la raiſon de cette enſorcelée.	Cherchons de toutés parts où elle s'est cachée, Et tirons la raison de cette ensorcelée.
ASTHERE.	ASTHÉRE.
Sa coëffe & ſon mouchoir elle laiſſe en chemin, Fuyant d’vne viteſſe au mal-heureux destin.	Sa coëffe et son mouchoir elle laisse en chemin, Fuyant d'une vitesse au malheureux destin.
CLEMENT.	CLEMENT.
Duſje-Pelte deſla te oeruojant ſeuillage, Se oroyant aſſeurèe en ce prochain village:	Dusje-Pelte déla te oervojant seuillage, Se oroyant assurée en ce prochain village:
Mais i’apperçois que non, & qu'elle iette le ſort, Sur l’vn de ces Ormeaux la ſauuant de la mort.	Mais j'aperçois que non, et qu'elle jette le sort, Sur l'un de ces Ormeaux la sauvant de la mort.
ASTHERE.	ASTHÉRE.
Quoy qu'vn Orme immobile en ſon tronc la retienne.	Quo qu'un Orme immobile en son tronc la retienne.
CLEMENT.	CLEMENT.
C’est vn charme commun à la ſecte Chreſtienne, croy que les demons ſont autheurs de ce fait, que dans cet Ormeau recelent ſe forfait :	C'est un charme commun à la secte Chrétienne, crois que les démons sont auteurs de ce fait, que dans cet Ormeau recèlent se forfait :
feu, aux armes, amis, aux inſirnmens qui coupent, Que io boiue enragé de ſon juiig pruine coupe,	feu, aux armes, amis, aux insirnments qui coupent, Que jo ive enragé de son juiig pruine coupe,
AMELIN.	AMELIN.
deje Cjon outement qui nou i'enjeigne toy.	deje Con outement qui nou j'enjeigne toi.
CLEMENT Ouy, certes, ie l’ay veuë premier que toy auſſi;	CLEMENT Oui, certes, je l'ai vue premier que toi aussi;
Allumons des brandons à bruſler cette tige, Afin de mettre fin au ſuiet qui m'afflige.	Allumons des brandons à brûler cette tige, Afin de mettre fin au sujet qui m'afflige.
CLEMENT, ASTHERE, ET AMELIN o on recourneue prendre des naenes d du feu pour bruſler l’Orme.	CLEMENT, ASTHÉRE, ET AMELIN ô on recournève prendre des naène d du feu pour brûler l'Orme.
REINE ſortant de l’Orme.	REINE sortant de l'Orme.
Vi peut donc reſiſter a Dieu, Sa puiſſance eſt nompareille, S’en eſt vn effect en ce lieu, I'annonceray cette merueille, Sa bonté ſur moy ſe fait voir, Et que tout tient à ſon pouuoir;	Vis peut donc résister à Dieu, Sa puissance est nompareille, S'en est un effet en ce lieu, J'annoncerai cette merveille, Sa bonté sur moi se fait voir, Et que tout tient à son pouvoir;
Que ces Ormes feuïllus luy doiuent obeïſſance.	Que ces Ormes feullus avait doivent obéissance.
Se fondant iuſques au cœur pour moy, Acte prodigieux de ſa moſme clemence, Seruant de ſlambeau de la foyIe voy par la qu’il n’eſt pas temps, Qu'vn Pere fier, plein de cholere, Me faſſe ſentir les tourments, Que tous ſes faux Dieux luy fuegerent:	Se fondant jusques au cœur pour moi, Acte prodigieux de sa môme clémence, Servant de slambeau de la foiIe vois par la qu'il n'est pas temps, Qu'un Père fier, plein de colère, Me fasse sentir les tourments, Que tous ses faux Dieux lui fuegerent:
Cêt Idolatre en ſon erreur, Menace les Cieux d'vne fureur, Croyant rendre changé mon cœur muny de force, Comme i’ay le Bapteſme ſainct;	Cet Idolâtre en son erreur, Menace les Cieux d'une fureur, Croyant rendre changé mon cœur muni de force, Comme j'ai le Baptême saint;
