A MADAME VLAE .	À MADAME VLAE .
Or eraignant qu'Arſidor ne retourne cheZ moy, Ie vay paſſer la nuict dans les iardins du Roy, nu portes par bon-heur auiourd’huy n'en ſont cloſes, Allons y donc cacher l’Amour entre les Roſes.	Or eraignant qu'Arsidor ne retourne cheZ moi, Je vais passer la nuit dans les jardins du Roi, nu portes par bonheur aujourd'hui n'en sont closes, Allons y donc cacher l'Amour entre les Roses.
ACTE SECOND.	ACTE SECOND.
NEREE, CLEONTE, ARSIDOR, du n l ne ls	NERE, CLEONTE, ARSIDOR, du n ne lois
SCENE PREMIERE.	SCÈNE PREMIÈRE.
NEREE.	NERE.
ELAS que ſans changer ie voy de changement:	ÉLAS que sans changer ici vois de changement:
Auec mon Arſidor ie prends le iugement;	Avec mon Arsidor ici prends le jugement;
Et dans tous les penſers d’vn cœur melancholique, Ieme ſçaurois trouuer quelle mouche le pique.	Et dans tous les pensers d'ex cœur mélancolique, Jeme saurais trouver quelle mouche le pique.
Depuis que le Soleil a ramené le iour, Pour voir vne merueille en voyant mon amour, Pleine de desplaiſirs, l’ame toute inſenſee.	Depuis que le Soleil a ramené le jour, Pour voir une merveille en voyant mon amour, Pleine de déplaisirs, l'âme toute insensée.
Par vn chemin confus autant que ma penſee, Ie n'ay fait que chercher ce cruel endurcy, Que Rocher ie croyois, auec cet autre icy:	Par un chemin confus autant que ma pensée, Je n'ai fait que chercher ce cruel endurci, Que Rocher Seigneur croyais, avec cet autre ici:
Mais de le rencontrer, ce m’eſt choſe impoßible, Car eſtant tout eſprit ie le crois inuiſible, Et pluſt au iuſte Ciel, que pour ma liberté, Comme il l'eſt à preſent, il l’euſt touſiours eſté.	Mais de le rencontrer, ce m'est chose impossible, Car étant tout esprit ie le crois invisible, Et plût a iuste Ciel, que pour ma liberté, Comme il l'est à présent, il l'eût toujours été.
Mais arriere raiſon, dont i’abhorre l’vſage, Le plaiſir d’auoir veu ſon aimable viſage, Où Venus elle meſme a trouué des appas, Ne ſçauroit s’achetter auecques mon treſpas, Et le plus grand ſupplice où ie ſois condamnee, C’eſt de paſſer vn iour, que i'appelle vne annee, Sans mirer ma triſteſſe au cristal de ſes yeux, Qui pouuant tout ſur moy, ſe peuuent nommer Dieux:	Mais arrière raison, dont j'abhorre l'usage, Le plaisir d'avoir vu son aimable visage, Où Venus elle -même a trouvé des appas, Ne saurait s'acheter avec mon trépas, Et le plus grand supplice où ils sois condamnée, C'est de passer un jour, que j'appelle une année, Sans mirer ma tristesse au cristal de ses yeux, Qui pouvant tout sur moi, se peuvent nommer Dieux:
Et bien que leur rigueur par trop deraiſonnable, Me refuſant pardon, ne ſoit pas pardonnable, Ie voudrois que ma bouche, au lieu de l’accuſer, Ne parlant point du tout fust cloſe d’vn baïſer.	Et bien que leur rigueur par trop déraisonnable, Me refusant pardon, ne soit pas pardonnable, Je voudrais que ma bouche, au lieu de l'accuser, Ne parlant point du tout fût close d'un baïser.
Mais qu'est ce que ie dis?	Mais qu'est ce que ici dis?
ie me voy trop hardie, Ie crains qu'à mon ingrat quelqu'vn ne le redie, Et que ſa cruauté qui choque mon plaiſir, Ne puniſſe en effect ce qui n'eſt qu’vn deſir.	Je me vois trop hardie, Je crains qu'à mon ingrat quelqu'unisse ne le rédie, Et que sa cruauté qui choque mon plaisir, Ne punisse en effet ce qui n'est qu'être désir.
Ruiſſeau qui murmurez, ſi c'eſt de mon audace,	Ruisseau qui murmurez, si c'est de mon audace,
Gardez d’en gazoüiller quand mon Arſidor paſſe, Et ſi tu fuyd’icy de peur d’en diſcourir, Ie verſeray des pleurs pour t’aider à courir:	Gardez d'en gazouiller quand mon Arsidor passe, Et si tu fuid'ici de peur d'en discourir, Je verserai des pleurs pour t'aider à courir:
Mais ſi ton flot ne coule & ne ſe precipite, Que pour voir mon Amant en ſon humeur deſpité, Ie iure qu’außi-toſt comme tu l’auras dit, Si le feu deſſus l’eau peut auoir du credit, Que celuy dont ie ſens la force ſouueraine, Bruſlera tes poiſſons, iuſqu'au fonds de l’arene:	Mais si ton flot ne coule et ne se précipite, Que pour voir mon Amant en son humeur dépité, Je jure qu'aussitôt comme tu l'auras dit, Si le feu dessus l'eau peut avoir du crédit, Que celui dont je sens la force souveraine, Brûlera tes poissons, jusqu'au fonds de l'arène:
Pardonne ce ſoubçon, car il m’eſt bien permis, Scachant que les Rochers & les flois ſont amis.	Pardonne ce soubçon, car il m'est bien permis, Scachant que les Rochers et les flois sont amis.
Mais ie m’engage icy d’vn diſcours inutile, Que ie peux comparer au terroir infertile, Où le Paiſan trauaille, & cultiue ſon bien, Et qui touſiours ingrat ne luy rapporte rien:	Mais personne m'engage ici d'Un discours inutile, Que je peux comparer au terroir infertile, Où le Paisan travaille, et cultive son bien, Et qui toujours ingrat ne lui rapporte rien:
Il vaut dõc mieux chercher celuy qu’il faut qu’il m’aide, Qui ſeul m’ayant bleſſee, a tout ſeul mon remede.	Il vaut donc mieux chercher celui qu'il faut qu'il m'aide, Qui seul m'ayant blessée, à tout seul mon remède.
Afin que ſa pitié daigne me ſecourir, Soit en me gueriſſant, ou me faiſant mourir, N’importe l’vn ou l’autre, à qui ſe croit heureuſe, De viure eſtant aymée, ou finir amoureuſe.	Afin que sa pitié daigne me secourir, Soit en me guérissant, ou me faisant mourir, N'importe l'H ou l'autre, à qui se croit heureuse, De vivre étant aimée, ou finir amoureuse.
SCENE SECONDE.	SCÈNE SECONDE.
CLEONTE.	CLÉONTE.
I l'Amour eſt enfant, c’eſt enfant eſt rusé, U Par qui le plus ſubtil eſt ſouuent abusé:	I l'Amour est enfant, c'est enfant est rusé, V Par qui le plus subtil est souvent abusé:
Vne nuict me preſente vne plus belle proye, Que n'en fit prendre aux Grecs la derniere de Troye:	Une nuit me présente une plus belle proie, Que n'en fit prendre aux Grecs la dernière de Troie:
Vne nuict ou trompant les yeux de mon Riual, I’ay paßé pour Vlyſſe, & luy pour vn cheual.	Une nuit ou trompant les yeux de mon Rival, J'ai passé pour Vlysse, et lui pour un cheval.
O fauorable nuict, de qui les ſombres voiles, En cachant vn Soleil couurirent des Eſtoiles, Ie te veux eſtimer pour vne telle erreur, La mere de l’Amour pluſtoſt que de l’horreur.	Ô favorable nuit, de qui les sombres voiles, En cachant un Soleil couvrirent des Étoiles, Je te veux estimer pour une telle erreur, La mère de l'Amour plutôt que de l'horreur.
Mais en continuant ta faueur couſtumiere, Garde bien auiourd’huy d’effacer la lumiere, Et formant de deſſein de m’obliger deux fois, Va-t’en dans dans ces climats, où tu regnes ſix mois.	Mais en continuant ta faveur coutumière, Garde bien aujourd'hui d'effacer la lumière, Et formant de dessein de m'obliger deux fois, Va-t-en dans dans ces climats, où tu régnès six mois.
Et pour voir tout d’vn coup ma peine terminee, En te racourcißant allonge la iournee, Donne moy le loiſir de pouuoir acheuer, Ce qui perd Arſidor, ce qui doit me ſauuer, Car ma felicité ne peut qu'eſtre aſſeuree, Si comme il eſt deceu ie deçoy ma Neree, Il ſe faut donc reſoudre, aſpirant à ce bien, De vaincre, ou de mourir, d’eſtre Ceſar, ou rien.	Et pour voir tout d'un coup ma peine terminée, En te racourcions allonge la journée, Donne moi le loisir de pouvoir achever, Ce qui perd Arsidor, ce qui doit me sauver, Car ma félicité ne peut qu'être assurée, Si comme il est déçu ie deçoy ma Nére, Il se faut donc résoudre, aspirant à ce bien, De vaincre, ou de mourir, d'être César, ou rien.
SCENE TROISIESME.	SCÈNE -TROISIÈME.
ARSIDOR.	ARSIDOR.
STANCES.	STANCES.
Ngrate cauſe de ma flame, INe te pourray-ie point banir Auſsi bien de mon ſouuenir, Comme ie le ſuis de ton ame?	Négrate cause de ma flamme, INe te pourrai-je point banir Aussi bien de mon souvenir, Comme ie le suis de ton âme?
Ouy, ie trouue dans ma raiſon, Puis que, ie voy ſa trahiſon, Que ie dois pareſtre infidelle:	Oui, Seigneur trouve dans ma raison, Puis que, je vois sa trahison, Que dit dois paraître infidèle:
Car ſi monceur t estime tant, Dans les ſentimens qu’il a d'elle, Il doit changer en l’imitant.	Car si monceur t estime tant, Dans les sentiments qu'il a d'elle, Il doit changer en l'imitant.
Reiettons l’espoir & la crainte, Pour nous il n'eſt plus de bon-heur;	Rejettons l'espoir et la crainte, Pour nous il n'est plus de bonheur;
Et le tombeau de ſon honneur, Doit estre celuy de ma plainte:	Et le tombeau de son honneur, Doit être celui de ma plainte:
De quelques ſuperbes appas, Qu'Amour qui cherche mon trespas, Me l’ait cent fois repreſentee;	De quelques superbes appas, Qu'Amour qui cherche mon trépas, Me l'ait cent fois représente;
Ce doit eſtre vn point debaitu, Que le merite l’a quittee, Puis qu'elle a quitté la vertu.	Ce doit être un point debaitu, Que le mérite l'a quitte, Puis qu'elle a quitté la vertu.
La volage nous abandonne:	La volage nous abandonne:
Et par excez de laſcheté, Ce que mes pleurs ont acheté, Son esprit inconſtant le donne:	Et par excès de lâcheté, Ce que mes pleurs ont acheté, Son esprit inconstant le donne:
Elle rend vn riual heureux, Plus aymé qu'il n’eſt amoureux;	Elle rend un rival heureux, Plus aimé qu'il n'est amoureux;
Et moy ie me fais le reproche, Dunon appalle nop fonnent, De l’orgueilleux nom d’vne roche, Vn cœur plus leger que le vent.	Et mo ie me fais le reproche, Dunon appale nop sonnent, De l'orgueilleux nom d'une roche, Un cœur plus léger que le vent.
Le feu que i’ayme & que i’endure, Me doit bien apprendre auiourd’huy, Qu'elle eſt plus legere que luy, Voyant qu'elle change & qu’il dure.	Le feu que j'aime et que j'endure, Me doit bien apprendre aujourd'hui, Qu'elle est plus légère que H, Voyant qu'elle change et qu'il dure.
O merueilleux déreglement;	Ô merveilleux dérèglement;
Le feu reſte ſans mouuement, Et la roche change de place!	Le feu reste sans mouvement, Et la roche change de place!
Amour, qui te plais en ce ieu, Fais que mon feu deuienne glace, Comme ſa glace deuient feu.	Amour, qui te plais en ce jeu, Fais que mon feu devienne glace, Comme sa glace devient feu.
Cœur ſans cœur, remply de foibleſſe, Que ie taſche en vain de guerir:	Cœur sans cœur, rempli de faiblesse, Que ie tâche en vain de guérir:
Sors, quitte moy, vat en courir Apres l’ingrate qui te bleſſ¬:	Sors, quitte moi, vat en courir Après l'ingrate qui te blés:
Tu la verras, infame cœur, Languir dans les bras du vainqueur Qui borne toute ſon enuie:	Tu la verras, infâme cœur, Languir dans les bras du vainqueur Qui borne toute son envie:
Tu la verras manquer de foy;	Tu la verras manquer de foi;
Mais lors ſi tu reſtes en vie, Ne retourne iamaus chez moy.	Mais lors si tu restes en vie, Ne retourne jamaus chez moi.
Inutile propos, commandement damnable, Le moyen de n’aymer vn obiet tant aymable?	Inutile propos, commandement damnable, Le moyen de n'aimer un objet tant aimable?
Et bien que ſon esprit ſe porte à nous trahir, A moins que d’eſtre vn Tigre on ne la peut huir, L’eſclat qui ſuit par tout ſa beauté rauiſſante, S’attache à mon penſer quand mon œil s’en abſente, Et ſans m'en diuertir, & ſans rien esperer, Le ſort en eſt ietté, ie la veux adorer:	Et bien que son esprit se porte à nous trahir, A moins que d'être un Tigre on ne la peut huir, L'éclat qui suit par tout sa beauté ravissante, S'attache à mon penser quand mon œil s'en absente, Et sans m'en divertir, et sans rien espérer, Le sort en est jeté, Seigneur la veux adorer:
Vn eſclaue d’Amour peut tout ſouffrir ſans honte Mais on me vient troubler;	Un esclave d'Amour peut tout souffrir sans honte Mais on me vient troubler;
qui t’ameine?	qui t'amène?
Cleonte Eſt arriué là bas, qui demande à vous voir.	Cléonte Est arrivé -là bas, qui demande à vous voir.
SCENE QVATRI’ESME.	SCÈNE QUTATRI'ESMÉ.
LE PAGE, ARSIDOR.	LE PAGE, ARSIDOR.
LE PAGE.	LE PAGE.
RSIDOR.	RSIDOR.
Tu viens m’aſſaßiner en faiſant ton deuoir.	Tu viens m'assassiner en faisant ton devoir.
Vate faire monter:	Vate faire monter:
habons Dieux quel ſupplice;	habons Dieux quel supplice;
Mais de peur qu’vn Riual ſon plaiſir n’accompli Et que noſtre douleur ne nous faſſe vn affront, R’appellons la dans l’ame en la chaſſant du front.	Mais de peur qu'un Rival son plaisir n'accompli Et que notre douleur ne nous fasse un affront, R'appelons la dans l'âme en la chassant du front.
SCENE CINQVIESME.	SCÈNE CINQUIÈME.
CLEONTE, ARSIDOR, JEEGRIEO	CLÉONTE, ARSIDOR, JÉGRIEO
J Ne vieille amitié, qui nos courages lie, V Plus forte dedans moy que toute ma follie, Ue reſter plus long temps, en fin ne m'a permis, Sans viſiter en vous la fleur de mes amis.	J Ne vieille amitié, qui nos courages lie, V Lus forte dedans moi que toute ma follie, Ue rester plus long temps, en fin ne m'a permis, Sans visiter en vous la fleur de mes amis.
ARSIDOR.	ARSIDOR.
L’honneur de vous reuoir me rauit, me tranſporte, Muiuam a voftre non eſtcouru vers la porte, Et mon esprit confus en ſa felicité, Ne ſçauroit que reſpondre à voſtre honneſteté.	L'honneur de vous revoir me ravit, me transporte, Muam a vôtre non estcouru vers la porte, Et mon esprit confus en sa félicité, Ne saurait que répondre à votre honnêteté.
CLEONTE, Tréues de complimens, car la baijon s'ojfenfe, De ce que ma foibleſſe empeſche ſa defenſe, Et de voir qu’aux diſcours, außi bien qu’aux combats, Vous faites à chacun mettre les armes bas.	CLENTE, Tréues de compliments, car la baijon s'ofens, De ce que ma faiblesse empêche sa défense, Et de voir qu'aux discours, aussi bien qu'aux combats, Vous faites à chacun mettre les armes bas.
RSIDOR.	RSIDOR.
La force de vos yeux redoutable en ſes charmes, Ne m'a que trop monſtré ce que peuuent vos armes, La gloire où vous viuez, l'erreur où i’ay veſcu, Vous declarent vainqueurcomme ie ſub vaincu.	La force de vos yeux redoutable en ses charmes, Ne m'a que trop montré ce que peuvent vos armes, La gloire où vous vivez, l'erreur où j'ai vécu, Vous déclarent vainqueurcomme tu sub vaincu.
CLEONTE.	CLÉONTE.
Cette victoire (Amy) deſormais m’importune, Parce que te la tiens des mains de la Fortlne, Qi femme comme enteijt, & ſujette à changer;	Cette victoire (Ami) désormais m'importune, Parce que te la tiens des mains de la Fortune, Qi femme comme entéijt, et sujette à changer;
Me quittera bien toſt, afin de vous vanger.	Me quittera bien tôt, afin de vous venger.
ARSIDOR.	ARSIDOR.
Iugez plus ſainement de l’eſprit de Neree, Cette palme chez vous ne peut qu’eſtre aſſeuree, Et la difficulté de la voir en vos mains, Vous doit faire mocquer du reſte des humains.	Jugez plus sainement de l'esprit de Neree, Cette palme chez vous ne peut qu'être assurée, Et la difficulté de la voir en vos mains, Vous doit faire moquer du reste des humains.
CLEONTE.	CLÉONTE.
Au contraire Arſidor, c’eſt d’où me vient la crainte;	Au contraire Arsidor, c'est d'où me vient la crainte;
Les femmes m'ont appris aux despens de ma plainte.	Les femmes m'ont appris aux dépens de ma plainte.
Qu’il eſt certains moments où leur eſprit rusé Eſt contraint de donner ce qu’il a refusé.	Qu'il est certains moments où leur esprit rusé Est contraint de donner ce qu'il a refusé.
ARSIDOR.	ARSIDOR.
Ceties uon ta verturegle bien les penſees, N'ont iamais dans le cœur ces flammes inſenſees, Et ſi quelqu’vn en fin a leur affection, Le temps ne le fait pas, c’eſt l’inclination.	Ceties uon ta verturegle bien les pensées, N'ont jamais dans le cœur ces flammes insensées, Et si quelqu'un en fin à leur affection, Le temps ne le fait pas, c'est l'inclination.
CLEONTE.	CLÉONTE.
Dites que c’eſt pluſtoſt l’attente des delices, Qui commence leur flamme, & finit nos ſupplices, Les femmes en cherchant l’effect de leur deſir, Aiment moins vn Amant que leur propre plaiſir,	Dites que c'est plutôt l'attente des délices, Qui commence leur flamme, et finit nos supplices, Les femmes en cherchant l'effect de leur désir, Aiment moins un Amant que leur propre plaisir,
ARSIDOR.	ARSIDOR.
Vous qui les poſſedez, pouuez mieux reconnoiſtre L’eſſence d’vn amour, que ie n'ay pas fait naiſtre, Car touſiours mal voulu, touſiours dans les douleurs, Ce n'eſt point à l’aueugle à parler des couleurs.	Vous qui les possédés, pouvez mieux reconnaître Lessence d'un amour, que éclair n'ai pas fait naître, Car toujours mal voulu, toujours dans les douleurs, Ce n'est point à l'aveugle à parler des couleurs.
