CEQ ESTGONTENV AV PRESENT	CEQ ÉTGONTENV AU PRÉSENT
& toy qui as conçen Des fils de ton fils propre en ta couche reçeu, Plus deteſtable mere, amoureuſement ceinte De ton fils ton eſpoux, de luy deux fois enceinte, Rctourné de rechef en ſa natiuité,	et toi qui as conçen Des fils de ton fils propre en ta couche reçu, Plus détestable mère, amoureusement ceinte De ton fils ton époux, de lui deux fois enceinte, Rctourné de rêches en sa nativité,
Tu luy as des enfans, & des freres porté.	Tu lui as des enfants, et des frères porté.
O malheurs trop confus, inexplicables crimes, Plus que ne fut ſon monſtre auec tous ſes enigmes!	Ô malheurs trop confus, inexplicables crimes, Plus que ne fut son montre avec tous ses énigmes!
Les feres ont horreur de commettre vn tel faict Et ne s’accouplent point comme vous auez faict.	Les ferez ont horreur de commettre un tel fait Et ne s'accouplent point comme vous avez fait.
Toy, toy qui pour guerdon de ma mort auancée Tiens mon ſceptre, & ma femme en tes bras enlacée, Ioüiſſant du Royaume, & du lict paternel, Ie ſeray ton bourreau, ton ſupplice eternel.	Toi, toi qui pour guerdon de ma mort avancée Tiens mon sceptre, et ma femme en tes bras enlacée, Jouissant du Royaume, et du lit paternel, Je serai ton bourreau, ton supplice éternel.
Tu me verras par tout fantoſme eſpouuantable Accompaigner tes pas, me preſenter a table, Me preſenter au lict, touſiours, à tous propos, Empeſcher ton repas, empeſcher ton repos.	Tu me verras par tout fantôme épouvantable Accompagner tes pas, me présenter a table, Me présenter au lit, toujours, à tous propos, Empêcher ton repas, empêcher ton repos.
Les flambeaux puniſſeurs des noires Eumenides Auec moy te ſuiuront:	Les flambeaux punisseurs des noires Eumenides Avec moi te suivront:
il me plaiſt de tels guides, Il me plaiſt, il me plaiſt de ce feu luctueux Accompaigner ma femme au lict in ceſtueux, Il me plaiſt d’extirper de ce brandon funeſte Le ſceptre, la cité, la famille & l’inceſte.	il me plaît de tels guides, Il me plaît, il me plaît de ce feu luctueux Accompagner ma femme au lit in cestueux, Il me plaît d'extirper de ce brandon funeste Le sceptre, la cité, la famille et l'inceste.
Banniſſez donc ce Roy par qui voſtre air honny Perd tant de citoyens, qu’il ſoit, qu’il ſoit banny Loin de vos murs, Thebains, ſi la peſte mortelle Vous ennuye en ves murs, par tout l’herbe nouuelle Dont il ſera chaſſé la terre veſtira, Les bois reuerdiront, le Printemps fleurira.	Bannissez donc ce Roi par qui votre air honni Perd tant de citoyens, qu'il soit, qu'il soit banni Loin de vos murs, Thébains, si la peste mortelle Vous ennuie en vez murs, par tout l'herbe nouvelle Dont il sera chassé la terre vira, Les bois reuerdiront, le Printemps fleurira.
Vous verrez l’air ſerain, & la pluye menuë Deſcendre ſur vos champs du ventre d’vne nuë.	Vous verrez l'air serain, et la pluie menue Descendre sur vos champs du ventre d'une nue.
La peur, l’horreur, la mort, la douleur, & l’ennuy, Suite digne de luy, ſe perdront auec luy.	La peur, l'horreur, la mort, la douleur, et l'ennui, Suite digne de Seigneur, se perdront auecjours.
Il voudra bien cheſtif garentir d’vne abſence Le ſupplice apresté pour vanger ſon offence, Mais comme vn bon limier qui du neZ va ſuiuant Le gibier qui ſon erre imprime dans le vent, Ie le ſuiuray penible, & ſa fuite empeſchee	Il voudra bien chétif garantir d'une absence Le supplice apprêté pour venger son offense, Mais comme un bon limier qui du nez va suivant Le gibier qui son erre imprime dans le vent, Je le suivrai pénible, et sa fuite empêchée
Vagabonde errera, dans la nuict taſtonnant, Et ſon corps chargé d’ans d’vn baſton ſouſtenant.	Vagabonde errera, dans la nuit tâtonnant, Et son corps chargé d'ans d'un bâton soutenant.
Sus donc, ſus, citoyens, denoncez luy la guerre, Ie luy rauiray l’air rauiſſez luy terre.	Sus donc, sus, citoyens, dénoncez lui la guerre, Je était ravirai l'air ravissez lui belle.
Ed.	Ed.
Vne tremblante peur tout le corps m’a tranſi, Ce que le craignois faire eſt deſia faict ainſi, Si le vieillard ne ment, car Merope contente, De ſon mary Polybe ailleurs n’a point d’atente.	Une tremblante peur tout le corps m'a transi, Ce que le craignais faire est déjà fait ainsi, Si le vieillard ne ment, car Merope contente, De son mari Polybe ailleurs n'a point d'atente.
Et Polybe en ſanté du ſceptro iouïſſant D'Ephire à double mer me declare innocent.	Et Polybe en santé du sceptro jouissant D'Éphire à double mer me déclare innocent.
4 Que puis-ie auoir meffaict?	4 Que puis-je avoir meffaict?
ne voila pas mon pere Qui de meurtre m’abſoult, & d’inceſte ma mere?	ne voilà pas mon père Qui de meurtre m'absoult, et d'inceste ma mère?
Ains que i’euſſe approche du Beotique bord N’auoit long temps ploré Thebe ſon Laye mort?	Ain que j'eusse approche du Beotique bord N'avait long temps ploré Thebe son Laye mort?
Serou ce point vn Dieu dont l’ire vangereſſe Nous trame ce malheur?	Serou ce point un Dieu dont l'ire vengeresse Nous trame ce malheur?
ou la voix mentereſſe De ce vieil enchanteur?	ou la voix menteresse De ce vieil enchanteur?
hal non, non, ie vey bien Ce que vous pretendez, ie vous tien, ie vous tien, Il te promet mon ſceptre, & pour ſa tromperie Il feint les Dieux autheurs de telle menterie.	hal non, non, ie vey bien Ce que vous prétendez, je vous tien, Seigneur vous tien, Il te promet mon sceptre, et pour sa tromperie Il feint les Dieux auteurs de telle menterie.
Cr.	Cr.
Moy, moy, que ie vouluſſe ainſi trahir ma ſœur!	Moi, moi, que ici voulusse ainsi trahir ma sœur!
Non ie ne ſuis point tel, de cela ſoyez ſeur.	Non ici ne suis point tel, de cela soyez sûr.
Si la foy que ie doy à la maiſon royale Ne retenoit le frein de mon ame loyalle, La fortune des Roys trop prompte au changement Me retiendroit aſſeZ d’attenter autrement Mais.	Si la foi que je dois à la maison royale Ne retenait le frein de mon âme loyale, La fortune des Rois trop prompte au changement Me retiendrait assez d'attenter autrement Mais.
Edipe, eſſayez mon conſeil profitable, Deſchargez ce fardeau de peur qu’il vous accable.	Édipe, essayez mon conseil profitable, Dêchargez ce fardeau de peur qu'il vous accable.
Ce ſceptre eſt d’importance, & touſiours couſtumier De perdre ſon ſeigneur, contez des le premier, Vous n’en verrez vn ſeul qui ne ſoit mort en peine, S’il portoit ſur le chef la couronne Thebaine.	Ce sceptre est d'importance, et toujours coutumier De perdre son seigneur, contez des le premier, Vous n'en verrez un seul qui ne soit mort en peine, S'il portait sur le chef la couronne Thebaine.
Quand vous ſerez deſmis d’vn faix qui peſe tant, Vous viureZ mieux priué.	Quand vous serez démis d'une faix qui pèse tant, Vous vivrez mieux privé.
plus libre, & plus contant.	plus libre, et plus contant.
Ed.	Ed.
Tu me conſeilles donc que d’vn tel diademe	Tu me conseilles donc que d'un tel diadème
Ie me deſpouille ainſi?	Je me dépouille ainsi?
Cr Ie conſeille le meſme A qui libre a le choix de le prendre ou quitter.	Cr Je conseille le même À qui libre à le choix de le prendre ou quitter.
Car au gré de fortune il vous faut comporter, Et changer de viſage ainſi qu’elle ſe change, Tant oſt elle vous rid tantoſt elle s’eſtrange.	Car au gré de fortune il vous faut comporter, Et changer de visage ainsi qu'elle se change, Tant ost elle vous rid tantôt elle s'étrange.
Heureux qui loing du peuple, & loing des dignitez S’affermit au milieu des deux extremiteZ.	Heureux qui loin du peuple, et loin des dignités S'affermit au milieu des deux extrémité.
Ed.	Ed.
A quil ambition de regner meut l’enuie Il priſe le loiſir d’vne ſeconde vie, Et vante cauteleux la mediocrité, Teignant d’eſtre en repos quand il eſt tourmenté.	À quil ambition de régner meut l'envie Il prise le loisir d'une seconde vie, Et vante cauteleux la médiocrité, Teignant d'être en repos quand il est tourmenté.
CI.	CY.
Quoy ma ieuneuſe vſee à voſtre long ſeruice Ne me ſçauroit donc point excuſer de malice?	Quoi ma jeûneuse vée à votre long service Ne me saurait donc point excuser de malice?
Ed Le ſeruice & le temps aux traiſtres ont eſté Touſiours pour couuerture à leur meſchanceté.	Ed Le service et le temps aux traîtres ont été Tousiours pour couverture à leur méchanceté.
Cr Ie ſuis aſſez content, ma vieilleſſe n’aſpire D’atteindre autre degré, ma fortune n’eſt pire Que d’vn Roy la fortune, & ne croy point qu’vn Roy Quelque puiſſant qu’il ſoit, ſoit plus heureux que moy:	Cr Je suis assez content, ma vieillesse n'aspire Datteindre autre degré, ma fortune n'est pire Que d'un Roi la fortune, et ne crois point qu'un Roi Quelque puissant qu'il soit, soit plus heureux que moi:
Car ſans que le ſoucy de l’eſtat me trauaille Ie iouis du Royaume, & des biens qu’il vous baille.	Car sans que le souci de l'état me travaille Je jouis du Royaume, et des biens qu'il vous baille.
Queliour s’eſt onc paßé que de voſtre maiſon Vous ne m’ayez comblé de preſens à foiſon?	Queljour s'est onc passé que de votre maison Vous ne m'ayez comblé de présents à foison?
Mon legis en tout temps de citoyens fourmille, Qui pour veſtre reſpect viſitent ma famille.	Mon légis en tout temps de citoyens fourmille, Qui pour vêtre respect visitent ma famille.
En ma faueur ſouuent vous auez pardonné.	En ma faveur souvent vous avez pardonné.
Qre puis- ie mieux pretendre eſtant ſi fortuné?	Qre puis- je mieux prétendre étant si fortuné?
Que pourroy-ie eſperer de meilleur?	Que pourrais-je espérer de meilleur?
Ed.	Ed.
Ce qu’eſpere Qui ne peut endurer ſa fortune proſpere.	Ce qu'espere Qui ne peut endurer sa fortune prospère.
Cr.	Cr.
Doncques ſans eſtre ouy ſeray-ie condemné?	Donc sans être oui serai-je condemné?
Ed Ie ſuiuray le patron que vous m’aueZ donné.	Ed Je suivrai le patron que vous m'avez donné.
Quand tu me condemnois auec ton Tireſie, Vous eſtiez-vous auant informez de ma vie?	Quand tu me condemnais avec ton Tiresie, Vous étiez-vous avant informez de ma vie?
Scauiez vous que i’auoy pour me iuſtifier?	Savez -vous que j'avais pour me justifier?
Cr.	Cr.
Si ie ſuis innacent?	Si ici suis innacent?
Ed.	Ed.
Il ne faut s'y fier.	Il ne faut s'y fier.
Vn ſage Roy touſiours aſſeurement redoute, Comme eſtant aſſeuré, la choſe dont il doute.	Un sage Roi toujours assurément redoute, Comme étant assuré, la chose dont il doute.
Ct.	Ct.
Qui craint ſans bon ſuiet ſemble aduoüer außi Qu'il a donné ſujet qu’on le fiſt craindre ainſi.	Qui craint sans bon sujet semble avouer aussi Qu'il a donné sujet qu'on le fît craindre ainsi.
Ed Sounent la deffiance empeſche la ſurpriſe, Si le peuple ne craint ſon Prince, il le meſpriſe:	Ed Sounent la défiance empêche la surprise, Si le peuple ne craint son Prince, il le méprise:
Puis quand en liberté le coulpable ſe void Il iure inimitié à qui le pourſuyuoit.	Puis quand en liberté le coulpable se voit Il jure inimitié à qui le suivait.
Qui veut ſur les ſuiets regner en aſſeurance, Des crimes, faux ou vrais, il doit prendre vengence.	Qui veut sur les sujets régner en assurance, Des crimes, faux ou vrais, il doit prendre vengence.
Cr.	Cr.
On ne peut eſtre craint qu’on ne ſoit mal voulu.	On ne peut être craint qu'on ne soit mal voulu.
Ed.	Ed.
Le Diademe craint n’eſt pas ſi toſt polu.	Le Diademe craint n'est pas si tôt polu.
Cr.	Cr.
Celuy ſçait commender qui craint la mal-vaillance.	Celui serait commender qui craint la malvaillance.
Ed.	Ed.
La crainte des ſoigneurs conſerue leur puiſſance.	La crainte des soigneurs conserve leur puissance.
Dieu mit en meſme rang des le commencement La haine des vaſſaux, & le commendement.	Dieu mit en même rang des le commencement La haine des vassaux, et le commendement.
Cr.	Cr.
Iamais vn regne craint n’eſt de longue durée, Ed.	Jamais un règne craint n'est de longue durée, Ed.
L’amitié des ſujets n’eſt pas plus aſſeurée.	L'amitié des sujets n'est pas plus assurée.
Cr.	Cr.
Qui veut d’vn ſceptre craint ſur ſon peuple regner t'oid ſur ſon chef craintif la crainte ſe tourner.	Qui veut d'un sceptre craint sur son peuple régner t'oid sur son chef craintif la crainte se tourner.
Ed.	Ed.
Empoignez moy ce traiſtre, & le chargez d’entranes Dans les cachots plus noirs des plus profondes caues, LieZ le, garottez-le, impudent, eshonté Te vouloir emparer de ceſte royauté!	Empoignez -moi ce traître, et le chargez d'entrate Dans les cachots plus noirs des plus profondes caves, LieZ le, garrottés-le, impudent, éhonté Te vouloir emparer de cette royauté!
La rauir à ta ſœur!	La ravir à ta sœur!
ô ingrat, infidelle, As tu donc oublié tant de bien receu d’elle?	ô ingrat, infidèle, As tu donc oublié tant de bien reçu d'elle?
De moy ton bien-facteur?	De moi ton bienfacteur?
voulois tu danc t’aider De ce vieil raſſoté pour m’en depoſſeder?	voulais tu danc t'aider De ce vieil rassoté pour m'en déposséder?
Ie vous feray tous deux;	Je vous ferai tous deux;
mais allez qu’on l’attraine, Qu'on me l’attraine icy, qu’on le torde, & le geine, L’aueugle, le ſorcier Cr On eſt ainſi traité Dant le Palais des Roys quand on dict verité.	mais allez qu'on l'attraine, Qu'on me l'attraine ici, qu'on le torde, et le geine, L'aveugle, le sorcier Cr On est ainsi traité Dant le Palais des Rois quand on dit vérité.
CHGVR.	CHGUR.
*TOut te qui prend ici bas ſa naiſſance, T Eſt ſuiet à la mort:	*TOut te qui prend ici bas sa naissance, T Est sujet à la mort:
Ainſi le veut l’immuable puiſſance De nature, & du ſort.	Ainsi le veut l'immuable puissance De nature, et du sort.
Le genre humain reſſemble les feuillages Qui croiſſent au Printemps, Außi fragile, & le cours de nos eages Ne dure plus long temps.	Le genre humain ressemble les feuillages Qui croissent au Printemps, Aussi fragile, et le cours de nos eages Ne dure plus long temps.
La terre alors eſclatant de verdure Mille fleurs eſpanit, L’Automne apres, le vent & la froidure Tout ſon honneur fanit Puis de rechef quand l’Hyuer & la glace Quittent l’air adouci, Elle produit d’autres fleurs en leur place Et s’entretient ainſi.	La terre alors éclatant de verdure Mille fleurs épanit, L'Automne après, le vent et la froidure Tout son honneur fanit Puis de rêches quand l'Hiver et la glace Quittent l'air adouci, Elle produit d'autres fleurs en leur place Et s'entretient ainsi.
Ne plus ne moins que de l'herbe fleurie Eſt du lignage humain.	Ne plus ne moins que de l'herbe fleurie Est du lignage humain.
