TNETIROL.	TNETIROL.
qu’ils ſont aueuglez!	qu'ils sont aveuglés!
& que l’imprudence de la jeuneſſe fait commettre de fautes qui ne ſe peuuent reparer!	et que l'imprudence de la jeunesse fait commettre de fautes qui ne se peuvent réparer!
cette Belle ſe fenant aſſurée de ma parole, & de la foy que je luy auois jurée, ſortit une nuit de la maiſon de ſa mere, & plus courageuſe que ſon ſexe ne ſembloit permettre elle me vint trouuer ſans apprehenſion du voyage qu’elle deuoit faire durant les tenebres;	cette Belle se fenant assurée de ma parole, et de la foi que je lui avais jurée, sortit une nuit de la maison de sa mère, et plus courageuse que son sexe ne semblait permettre elle me vint trouver sans appréhension du voyage qu'elle devait faire durant les ténèbres;
ſa reſolution ne démentoit point le nouuel habit qu’elle auoit pris;	sa résolution ne démentait point le nouvel habit qu'elle avait pris;
elle auoit en ſes actions la generoſité, & I’apparence d’un homme, & ne faiſoit rien pareſtre qui puſt appartenir à la condition de femme que la beauté, & la delicateſſe de ſon viſage;	elle avait en ses actions la générosité, et J'apparence d'un homme, et ne faisait rien paraître qui pût appartenir à la condition de femme que la beauté, et la délicatesse de son visage;
elle me ſuiuoit auecque une affection que je ne puis aſſez exprimer, & tres-contente de ſe voir deliurée de la tyrannie de ſés parens elle ne ſongeoit pas au malheur qui étoit preſt de nous accabler, & qui l’alloit réduire dans une captiuité mille fois plus inſupportable:	elle me suivait manque une affection que je ne puis assez exprimer, et très -contente de se voir délivrée de la tyrannie de savez parents elle ne songeait pas au malheur qui était prêt de nous accabler, et qui l'allait réduire dans une captivité mille fois plus insupportable:
nous auions cheminé une grande partie de la nuit, & lors que le jour parut nous nous trouuaſmes aſſez près du lieu où nous deuions nous embarquer;	nous avions cheminé une grande partie de la nuit, et lors que le jour parut nous nous trouvâmes assez près du lieu où nous devions nous embarquer;
je priay Amaranthe de ſe repoſer deſſus le riuage de la Mer tandis que j’irois voir ſi tout étoit preſt pour notre voyage;	je priai Amaranthe de se reposer dessus le rivage de la Mer tandis que j'irais voir si tout était prêt pour notre voyage;
ô que je fus guidé d’un mauuais Demon!	ô que je fus guidé d'un mauvais Démon!
j’allay ſçauoir à quelle heure je pourois partir, & cependant quelques pirates Turcs prirent terre, & courans toute la coſte rencontrerent ma Maitreſſe qu’ils emmenerent dans leur vaiſſeau;	j'allai sçauoir à quelle heure je pourrais partir, et cependant quelques pirates Turcs prirent terre, et courants toute la côte rencontrèrent ma Maitresse qu'ils emmenèrent dans leur vaisseau;
un peſcheur caché dans ſa barque derriere la pointe d’un rocher leur vid enleuer ce precieux butin, & m’en fit le conte quand retourné au meſme endroit je m’informay de luy ſ'il n’auoit point vu un jeune Gentilhomme qui me deuoit attendré en ce lieu-là:	un pêcheur caché dans sa barque derrière la pointe d'un rocher leur vit enlever ce précieux butin, et m'en fit le conte quand retourné au même endroit je m'informai de même s'il n'avait point vu un jeune Gentilhomme qui me devait attendré en ce lieu-là:
c’eſt de cet accident que procede l’incroyable douleur que je ſouffre;	c'est de cet accident que procède l'incroyable douleur que je souffre;
je me fuſſe tué de regret ſi le deſir d’une juſte vangeance n’euſt appaiſé les furieux mouuemans que me donnoit le deſeſpoir où j’étois réduit;	je me fusse tué de regret si le désir d'une juste vengeance n'eût apaisé les furieux mouvements que me donnait le désespoir où j'étais réduit;
auſſi pour ne point perdre de temps j’ay pris à l’heure meſme l’occaſion de cette galere que l’on a miſe en Mer;	aussi pour ne point perdre de temps j'ai pris à l'heure même l'occasion de cette galère que l'on a mise en Mer;
peut-eſtre que la fortune fauoriſera mon deſſein, & que le Ciel propice à mes vœux me donnera deuant que je meure le contentemant de voir la punition de ces infidelles.	peut-être que la fortune favorisera mon dessein, et que le Ciel propice à mes vœux me donnera devant que je meure le contentement de voir la punition de ces infidèles.
A peine auoit-il prononcé la derniere parole qu’il s’émut un grand bruit parmy les ſoldats;	À peine avait-il prononcé la dernière parole qu'il s'émut un grand bruit parmi les soldats;
chacun prenoit les armes, & comme ſi la Chourme euſt reçeu de nouuelles forces notre Galere s’élançoit deſſus les flots auecque plus de violance que de couſtume;	chacun prenait les armes, et comme si la Chourme eût reçu de nouvelles forces notre Galère s'élançait dessus les flots était plus de violance que de coutume;
elle donnoit la chaſſe au vaiſſeau d’un Corſaire qui n’ayant pas aſſez de forces pour combattre, ny aſſez de viteſſe pour ſe ſauuer à la fuitte, fit plier les voiles, & ſe laiſſant joindre mit les armes bas, & ſe rendit à notre diſcretion:	elle donnait la chasse au vaisseau d'un Corsaire qui n'ayant pas assez de forces pour combattre, ni assez de vitesse pour se sauver à la fuite, fit plier les voiles, et se laissant joindre mit les armes bas, et se rendit à notre discrétion:
ô prouidance de Dieu que tu es incomprehenſible!	ô providance de Dieu que tu es incompréhensible!
Amaranthe y fut trouuée parmy les captifs ayant encore ſes habis d’homme, & remiſe en liberté auecque beaucoup de joye pour l’opinion que chacun auoit que c’étoit l’amy dont Polimede auoit ſi fort regretté la perte, elle éprouua que la fortune ne l’auoit affligée que pour luy faire trouuer plus de douceurs dans la felicité dont elle commençoit de joüyr:	Amaranthe y fut trouvée parmi les captifs ayant encore ses habis d'homme, et remise en liberté auecque beaucoup de joie pour l'opinion que chacun avait que c'était l'ami dont Polimède avait si fort regreté la perte, elle éprouva que la fortune ne l'avait affligée que pour lui Ma trouuer plus de douceurs dans la félicité dont elle commençait de jouir:
dites nous Anaximene quelle apparence il y auoit que ce bon-heur deuſt arriuer à ces Amans;	dites nous Anaximène quelle apparence il y avait que ce bonheur dût arriver à ces Amants;
apprenez par cet exemple qu’il ne faut jamais perdre l’eſperance des faueurs de la fortune qui peut autant éleuer les hommes que les abbaiſſer;	apprenez par cet exemple qu'il ne faut jamais perdre l'espérance des faveurs de la fortune qui peut autant élever les hommes que les abaisser;
aſſujettiſſez vos paſſions à la raiſon, & par des plaintes qui ſont indignes de vous, ne donnez pas ſujet à ces bergers de douter de votre vertu.	assujettissez vos passions à la raison, et par des plaintes qui sont indignes de vous, ne donnez pas sujet à ces bergers de douter de votre vertu.
Cet Amant deſolé oüyt tout ce diſcours, & bien que le bon vieillard fiſt en ſa conſideration tout ce qu’un pere de famille euſt pu faire pour ſon fils, ſa peine fut inutile, & le remede ne fit pas l’effet que l’on deſiroit:	Cet Amant désolé ouït tout ce discours, et bien que le bon vieillard fît en sa considération tout ce qu'un père de famille eût pu faire pour son fils, sa peine fut inutile, et le remède ne fit pas l'effet que l'on désirait:
déja la grande chaleur du jour étoit paſſée, & au meſme temps que Menalque s’impoſa ſilence, un agreable Zephir ſe leua qui luy fit naiſtre l’enuie de conduire toute la troupe dans les belles promenades qui ſe trouuoient aux enuirons de ſa maiſon, & afin que l’on ne manquaſt point de diuertiſſemant il ſe tourna deuers Ergaſte dont il auoit oüy faire une grande eſtime, & pouſſé du deſir d’eſtre lu y ihormodauioig ues merueilles que l’on en diſoit, il le pria de faire réſoner ces lieux champeſtres au récit de ſes vers;	déjà la grande chaleur du jour était passée, et au même temps que Ménalque s'imposa silence, un agréable Zéphir se lua qui a fit naître l'envie de conduire toute la troupe dans les belles promenades qui se trouvaient aux environs de sa maison, et afin que l'on ne manquât point de divertissemant il se tourna devers Éraste dont il avait ouï faire une grande estime, et poussé du désir d'être lu y ihormodauioig es merveilles que l'on en disait, il le pria de faire résoner en lieux il le pria de faire vers;
je ſçay bien, luy dit-il, que les foreſts ne ſont pas ſi dignes de vos ouurages que la Cour d’où vous venez;	je sais bien, Seigneur dit-il, que les forêts ne sont pas si dignes de vos ouvrages que la Cour d'où vous venez;
mais auſſi vous pouuez vous aſſurer qu’elles en conſerueront la memoire auecque moins d’enuie, & que votre nom y ſera reueré ſans diſſimulation:	mais aussi vous pouvez vous assurer qu'elles en conserveront la mémoire avec moins d'envie, et que votre nom y sera révéré sans dissimulation:
Ergaſte tint à grand honneur la priere qui luy étoit faite, & ſans attendre qu’on le preſſaſt dauentage il rompit par ces paroles le ſilence qu’il auoit gardé juſques alors.	Ergaste tint à grand honneur la prière qui lui était faite, et sans attendre qu'on le pressât daventage il rompit par ces paroles le silence qu'il avait gardé jusqu' alors.
ERGASTE.	ÉRGASTE.
Maires ſources d’eau viue, agreables ruiſſeaux, Et vous belles foreſts qui deſſoüs les rameaux De vos arbres feuillus nous donneZ de l’ombrage;	Maires sources d'eau vive, agréables ruisseaux, Et vous belles forêts qui dessoüs les rameaux De vos arbres feuillus nous donnez de l'ombrage;
Riches tapis de fleurs qui couureZ le riuage Ou de Seine, ou de Marne, & deſſus votre émail Délaſſez les paſteurs qui ſortent du trauail;	Riches tapis de fleurs qui couvrez le rivage Ou de Vine, ou de Marne, et dessus votre émail Délassez les pasteurs qui sortent du travail;
Antres dont le lierre a tapißé l’entrée;	Antres dont le lierre a tapissé l'entrée;
Solitude où toujours la Muſe ſe recrée,	Solitude où toujours la Muse se recrée,
iij	jij
Et toy vaſte campagne où la blonde Cerès Nous découurant ſon ſein fait rayer à longs trais Le ſuc de ſa mammelle, & feconde nous donne Les épics jauniſſans dont elle ſe couronne;	Et toi vaste campagne où la blonde Cerès Nous découvrant son sein fait rayer à longs trais Le suc de sa mamelle, et féconde nous donne Les épics jaunissants dont elle se couronne;
Payſage, valons, ſi votre heureux ſejour Ne me plaiſt cent fois plus que celuy de la Cour, Et ſi je ne préfere à ſa magnificence Vos ruſtiques plaiſirs tous remplis d’innocence PriueZ-moy du repos dont vous faites joüir Celuy qui des grandeurs ne ſe laiſſe ébloüir, Mais pur d’ambition cherche dans la retraite Qu’il fait en vos hameaux une douceur parfaite;	Paysage, valons, si votre heureux séjour Ne me plaît cent fois plus que celui de la Cour, Et si je ne préfère à sa magnificence Vos rustiques plaisirs tous remplis d'innocence Privez-moi du repos dont vous faites joüir Celui qui des grandeurs ne se laisse éblouir, Mais pur d'ambition cherche dans la retraite Qu'il fait en vos hameaux une douceur parfaite;
Si je n’appelle heureux l’homme qui vit icy, Que j’y ſois accablé d’un importun ſoucy, Et que les dous Zephirs de leurs fraiſches haleines Iamais quand j’y ſeray ne careſſent les pleines:	Si je n'appelle heureux l'homme qui vit ici, Que j'y sois accablé d'un importun souci, Et que les dous Zéphirs de leurs fraises haleines Jamais quand j'y serai ne caressent les pleines:
C’eſt de vos ſeuls apas que je me ſens toucher;	C'est de vos seuls apas que je me sens toucher;
Vne fonteine, un pré, les deſerts, un rocher, Le couuert des foreſts, & les ſombres valées Que je voy de la ville, & du bruit reculées Contentent mon humeur, & portent mon eſprit D’une bruſque fureur à tracer maint écrit Dont l’art luy fut infus quand le fils de Latone Eclatant des rayons d’une illuſtre courone M’inſpira ſon ardeur qui pour un beau deſſein M’agite, me tranſporte, & me trouble le ſein;	Une fonteine, un pré, les déserts, un rocher, Le couvert des forêts, et les sombres valées Que je vois de la ville, et du bruit reculées Content mon humeur, et portent mon esprit D'une brusque fureur à tracer maint écrit Dont l'art mille fut infus quand le fils de Latone Éclatant des rayons d'une illustre courone M'inspira son ardeur qui pour un beau dessein Magite, me transporte, et me trouble le sein;
