ADVIS AV LECTEVR.	ADVIS AU LECTEUR.
Toutbeau, Monſieur, je ſuis Dargin;	Toutbeau, Monsieur, je suis Dargin;
qu’allez- vous faire?	qu'allez- vous faire?
Ablancour fit l’étonné.	Ablancour fit l'étonné.
Quoy, Monſieur, luy dit-il, eſt-ce vous?	Quoi, Monsieur, Seigneur dit-il, est-ce vous?
Moy-meſme, luy repartit Dargin.	Moi-même, Seigneur répartit Dargin.
Vous avez bien fait de parler, luy dit le Chevalier, car j’allois par mégarde commettre une action dont aurois eü une douleur mortelle toute ma vie.	Vous avez bien fait de parler, vou dit le Chevalier, car j'allais par mégarde commettre une action dont aurais eu une douleur mortelle toute ma vie.
Je veux bien vous découvrir, pourſuivit-il, en preſence meſme de voſtre Femme, dûſſay-jé la faire rougir, que Derville me montra hyer une de ſes LetE 66 tres qui contenoit un render vous pour cette nuit, luy marquant que vous n’y ſeriez pa Iay crû qu’il ſeroit icy;	Je veux bien vous découvrir, poursuivit-il, en présence même de votre Femme, dûs-jé la faire rougir, que Derville me montra hier une de ses LetE 66 très qui contenait un render vous pour cette nuit, lui marquant que vous n'y seriez pa y cru qu'il serait ici;
c'e pourquoy j’eſtois venu ſi ma tin pour les ſurprendre en ſemble, prenant part, comm vous ſçavez, à tout ce o vous touche.	c'est pourquoi j'étais venu si ma tin pour les surprendre en semble, prenant part, comm vous savez, à tout ce ô vous touche.
Dargin le re mercia de ſa bonté, & luyf l’hiſtoire de Derville, qu' ſçavoit mieux que luy.	Dargin le re mercia de sa bonté, et luis l'histoire de Derville, qu' avait mieux que lui.
Ablan cour apres avoir bien ry e apparence de cette avanture & l’avoir applaudy de ſon pre cedé, prit congé de luy, ſur ( qu’apres une ſi grande fatige il avoit beſoin de repos.	Ablan cour après avoir bien ri e apparence de cette aventure et l'avoir applaudi de son pré dé, prit congé de Seigneur, sur ( qu'après une si grande fatige il avait besoin de repos.
Il lu demandaenourouoreſti venu troubler, & luy aſſura que la ſeule ardeur de le ſervir avoit cauſé ſon importunité.	Il lu demandaenourouoresti venu troubler, et Seigneur assura que la seule ardeur de le servir avait causé son importunité.
Il ſortit, & ayant trouvé enbas la Servante dont nous avons parlé, il luy donna ſa bourſe, & ce qu’il avoit d’argent ſur luy, pour récompenſe du ſervice qu’elle luy avoit rendu, & s’en alla.	Il sortit, et ayant trouvé enbas la Servante dont nous avons parlé, il lui donna sa bourse, et ce qu'il avait d'argent sur Ah, pour récompense du service qu'elle lui avait rendu, et s'en alla.
Derville qui de ſon coſté s’ennuyoit fort d’eſtre ſi ſombrement & ſi étroitement logé, enuoya pluſieurs de ſes Amis ſolliciter Monſieur le Lieutenant Criminel, qui l’ayant reconnu, l’interrogea, & l’élargit des Priſons.	Derville qui de son côté s'ennuyait fort d'être si sombrement et si étroitement logé, envoya plusieurs de ses Amis solliciter Monsieur le Lieutenant Criminel, qui l'ayant reconnu, l'interrogea, et l'élargit des Prisons.
L'Automne eltoit lur la lin, F 2 66 & l’on ſçait qu’en cette ſaiſon aux petits Villages des environs de Paris, les divertiſſemens de la Promenade dége.	L'Automne éltait lur la lin, F 2 66 et l'on sait qu'en cette saison aux petits Villages des environs de Paris, les divertissements de la Promenade dége.
nerent en ceux de la Danſe La belle Dargin ayant eſté avertie qu’il ſe devoit faire un Bal à Yvry chez une de ſes Amies, demanda à ſon Mary la permiſſion de s’y aller divertir.	nèrent en ceux de la Danse La belle Dargin ayant été avertie qu'il se devait faire un Bal à Yvri chez une de ses Amies, demanda à son Mari la permission de s'y aller divertir.
Dargin, qui croyoit n’avoir plus rien a craindre de ſa part, apres le ſacrifice qu’elle luy avoit fait de Derville, luy accorda volontiers ſa demande, en reconnoiſſance de cette action, & il luy dit d’y mener Ablancour.	Dargin, qui croyait n'avoir plus rien à craindre de sa part, après le sacrifice qu'elle lui avait fait de Derville, lui accorda volontiers sa demande, en reconnaissance de cette action, et il avait dit d'y mener Ablancour.
Quoy que la belle Dargin ¶.	Quoi que la belle Dargin §.
En’euſt fait cette partie qu’à deſſein de l’entretenir, elle luy repartit qu’elle avoit conçeu tant de haine pour ce Critique, qu’elle ne ſe vouloit jamais trouver à ſa compagnie;	En'eût fait cette partie qu'à dessein de l'entretenir, elle avait repartit qu'elle avait conçu tant de haine pour ce Critique, qu'elle ne se voulait jamais trouver à sa compagnie;
que c’eſtoit un Homme qui ne ſe plaiſoit qu’a geſner ſa liberté, & trouvoit à cenſurer juſques dans ſes actions les plus indiferentes.	que c'était un Homme qui ne se plaisait qu'a gêner sa liberté, et trouvait à censurer jusqu' à ses actions les plus indiférentes.
Cétte réponſe fit croire au Jaloux qu’elle avoit quelque rendezvous, & craignoit la preſence du Chevalier, de peur qu’il ne trahît ſes deſſeins.	Cette réponse fit croire au Jaloux qu'elle avait quelque rendezvous, et craignait la présence du Chevalier, de peur qu'il ne trahît ses desseins.
Il conçeut dans ce moment l’envie de l’accompagner luy-meſme, ſans toutefois declarer ſa pen7O ſée.	Il conçut dans ce moment l'envie de l'accompagner tu-même, sans toutefois déclarer sa pén7O zée.
La belle Dargin prepara tout ſon équipage, & fit avertir une Parente qui la devoit accompagner, de ſe teni preſte pour ſix heures, qui eſtoit le temps qu’elles de.	La belle Dargin prépara tout son équipage, et fit avertir une Parente qui la devait accompagner, de se teni prête pour six heures, qui était le temps qu'elles de.
voient partir.	voient partir.
Ablancour la vint viſiter:	Ablancour la vint visiter:
La preſence de ſon Mary l’empeſchant de l’inſtruire en ſecret de cette Maſcarade, elle luy dit par maniere d’entretien, que le ſoir on la devoir mener à une Aſſemblée:	La présence de son Mari l'empêchant de l'instruire en secret de cette Mascarade, elle lui dit par manière d'entretien, que le soir on la devoir mener à une Assemblée:
Elle luy marqua le lieu, & luy nomma la Perſonne chez qui le Bal ſe donnoit Le ruſé Galant comprit bien d’abord que ce diſcours eſtoit une aſſignation.	Elle avait marqua le lieu, et même nomma la Personne chez qui le Bal se donnait Le rusé Galant comprit bien d'abord que ce discours était une assignation.
Il forma dans 71 ſon ame la reſolution de s’y trouver.	Il forma dans 71 son âme la résolution de s'y trouver.
La belle Dargin luy demanda ſon avis ſur l’habit dont elle devoit eſtre parée:	La belle Dargin lui demanda son avis sur l'habit dont elle devait être parée:
Elle luy dit qu’elle ſe vouloit traveſtir en Homme, & que pour cet effet elle auroit un grand Juſte-au-corps bleu, brodé par tout, une Cullotte rouge garnie de dentelle d’or, un ruban de couleur de feu à ſa Cravatte, & des Plumes d’incarnat & blanc;	Elle avait dit qu'elle se voulait travestir en Homme, et que pour cet effet elle aurait un grand Juste-au-corps bleu, brodé par tout, une Cullotte rouge garnie de dentelle d'or, un ruban de couleur de feu à sa Cravatte, et des Plumes d'incarnat et blanc;
ce qui eſtoit une adreſſe, afin qu’il la reconnût facilement.	ce qui était une adresse, afin qu'il la reconnut facilement.
Le Chevalier l’applaudit ſur la propreté de ſon ajuſtement;	Le Chevalier l'applaudit sur la propreté de son ajustement;
& de ſon coſté ne pouvant luy parler en particuner pour rarſurer qu’il iroit, & luy dire quel veſtement il prendroit, Il fut obligé de ſe ſeparer d’elle, ſans luy pouvoir rien apprendre de ce qu’il devoit faire.	et de son côté ne pouvant lui parler en particuner pour rarsurer qu'il irait, et et été quel vêtement il prendrait, Il fut obligé de se séparer d'elle, sans lui pouvoir rien apprendre de ce qu'il devait faire.
L’heure qu'il falloit partir eſtant venuë, Dargin découvrit à ſa Femme le deſſein qu’il avoit de prendre part à ce divertiſſement;	L'heure qu'il fallait partir étant venue, Dargin découvrit à sa Femme le dessein qu'il avait de prendre part à ce divertissement;
ce qui la ſurprit.	ce qui la surprit.
Voyant les habits qu’elle avoit preparez pour ſe déguiſer, il s’en ſaiſit I pour s’en déguiſer lur meſme.	Voyant les habits qu'elle avait préparés pour se déguiser, il s'en saisit I pour s'en déguiser lur même.
Elle fit ſes efforts pour l’en empeſcher, mais l’obſtination du Mary l’emporta ſur les raiſons de la Femme.	Elle fit ses efforts pour l'en empêcher, mais l'obstination du Mari l'emporta sur les raisons de la Femme.
Elle fut donc contrainte de prendre ſes habits ordinaires, avec un maſque, parce qu’il eſtoit trop tard pour en envoyer querir d’autres.	Elle fut donc contrainte de prendre ses habits ordinaires, avec un masque, parce qu'il était trop tard pour en envoyer quérir d'autres.
Eſtans ſur le chemin, la belle Dargin reſvoit inceſſamment à l’équivoque qu’Ablancour alloit faire, prenant ſon Mary pour elle, & prévoyoit qu’il ne manqueroit pas de luy dire quelques particularitez de leurs intrigues;	Étant sur le chemin, la belle Dargin rêvait incessamment à l'équivoque qu'Ablancour allait faire, prenant son Mari pour elle, et prévoyait qu'il ne manquerait pas de lui dire quelques particularités de leurs intrigues;
ce qui les feroit découvrir indubitablement.	ce qui les ferait découvrir indubitablement.
Elle n’euſt pas toutefois eſté dans un tel embaras, ſi elle euſt ſçeu de quelle maniere il devoit eſtre veſtu, mais elle n’avort pû s’en inſtruire.	Elle n'eut pas toutefois été dans un tel embarras, si elle eût su de quelle manière il devait être vêtu, mais elle n'avort pu s'en instruire.
Ils arriverent au lieu où ſe faiſoit l’aſſem74 Pieces Diverſes, blée.	Ils arrivèrent au lieu où se faisait l'assem74 Pièces Diverses, blée.
Le Chevalier déguiſé en Turc, attendoit ſa Maiſtreſſe avec impatience.	Le Chevalier déguisé en Turc, attendait sa Maîtresse avec impatience.
Il vit entrer Dargin, qu’il prit d'abord pour ſa Femme, parce qu’i reconnut ſur luy les habits dont elle luy avoit parlé.	Il vit entrer Dargin, qu'il prit d'abord pour sa Femme, parce qu'y reconnut sur lui ne habits dont elle lui avait parlé.
Dans cette erreur il aborda le Jaloux, il luy prit la main fort familierement, & le tira à l’é cart, pendant que la belle Dargin s’occupoit à regarder ſi elle ne reconnoiſtroit point quelques habits qu’elle euſt deja veu à Ablancour.	Dans cette erreur il aborda le Jaloux, il lui prit la main fort familièrement, et le tira à l'é cart, pendant que la belle Dargin s'occupait à regarder si elle ne reconnaîtrait point quelques habits qu'elle eût déjà vu à Ablancour.
He bien, belle Dargin, dit noſtre paſſioné à ſon Mary, ſuis je toûjours bien dans voſtre eſprit?	He bien, belle Dargin, dit notre passioné à son Mari, suis je toujours bien dans votre esprit?
Je reſſens la derniere 7 joye de nous voir en liberté, & de vous pouvoir expliquer icy les tendres mouvemens de mon ame ſans crainte de la preſence de voſtre Epoux.	Je ressens la dernière 7 joie de nous voir en liberté, et de vous pouvoir expliquer ici les tendres mouvements de mon âme sans crainte de la présence de votre Époux.
C’eſt un objet bien fâcheux, pourſuivit-il, aux yeux d’un Amant dont la paſſion pour vous eſt égale à la mienne, que ſa jalouſie luy eſt inutile.	C'est un objet bien fâcheux, poursuivit-il, aux yeux d'un Amant dont la passion pour vous est égale à la mienne, que sa jalousie lui est inutile.
Malgré ſes ſoupçons perdonsnous un moment de nos plaiſirs?	Malgré ses soupçons perdonsnous un moment de nos plaisirs?
Quelque torture qu’il donne à ſon eſprit, pour pouvoir découvrir noſtre galant commerce, pendant que nous ſerons d’intelligence enſemble, nous le duperons meſme àſes yeux, ſans qu’il le recon76 Pieces Diverſes, noiſſe.	Quelque torture qu'il donne à son esprit, pour pouvoir découvrir notre galant commerce, pendant que nous serons d'intelligence ensemble, nous le duperons même àses yeux, sans qu'il le recon7 Pièces Diverses, noisse.
Si vous voulez profiter des beaux jours qui nous reſtent, nous pourons aller promener demain à Saint Cloud Je vous attendray à deux heu res apres midy dans le Cours de la Reyne avec un Carroſſe Et quant à Monſieur voſtre Mary, il faudra que vous trouviez quelque invention pour le faire aller d’un autre coſté afin que noſtre ſatisfaction ne ſoit ſuivie d’aucun chagrir pour vous.	Si vous voulez profiter des beaux jours qui nous restent, nous pourrons aller promener demain à Saint Cloud Je vous attendrai à deux heu rés après midi dans le Cours de la Reine avec un Carrosse Et ant à Monsieur votre Mari, il faudra que vous trouviez quelque invention pour le faire aller d'un autre côté afin que nôtre satisfaction ne soit suivie d'aucun chagrir pour vous.
Dargin qui ne pouvoit connoiſtre celuy qu luy parloit, malgré la preſſante envie qu’il en avoit, pour la contenter, il s’accorda volontiers à tout, en contrefaiſant ſa voix.	Dargin qui ne pouvait connaître celui qu' il parlait, malgré la pressante envie qu'il en avait, pour la contenter, il s'accorda volontiers à tout, en contrefaisant sa voix.
Cette aſſignation fut ſuivie de quelques autres diſcours obligeans de la part d’Ablancour, auſquels le Jaloux ne répondant point, de peur de ſe faire reconnoiſtre, il l’obligea à luy demander ſi il avoit quelques ſujets de chagrin, d’où venoit le mépris qu’il luy témoignoit de ne pas daigner luy parler.	Cette assignation fut suivie de quelques autres discours obligéants de la part d'Ablancour, auxquels le Jaloux ne répondant point, de peur de se faire reconnaître, il l'obligea à lui demander si il avait quelques sujets de chagrin, d'où venait le mépris qu'il lui témoignait de ne pas daigner notre parler.
