E SUS MARIA.	 EUS MARIA.
Je dis la verité;	Je dis la vérité;
J’ai lû pour la prouver plus d’une autorité, Qu’on liſe l’Ecriture, & ſur tout les Prophetes, De tout ce que j’ai ldit, ils ſont les Interpretes.	J'ai lu pour la prouver plus d'une autorité, Qu'on lise l'Écriture, et sur tout les Prophètes, De tout ce que j'ai ludit, ils sont les Interprètes.
ONATHAS.	ONATHAS.
Alors, Sire, on verra la déſolation, Au Temple du Seigneur l’abomination, Ce Temple par vos ſoins rebâti pour ſa gloire, Dont on doit à jamais conſerver la memoire, Vous l’avés enrichi de ſi rares beautés, Qu’il charme tous les ſens par tant de nouveautés;	Alors, Sire, on verra la désolation, Au Temple du Seigneur l'abomination, Ce Temple par vos soins rebâti pour sa gloire, Dont on doit à jamais conserver la mémoire, Vous l'avez enrichi de si rares beautés, Qu'il charme tous les sens par tant de nouveautés;
Les tableaux qu’on en voit dans les autres Royaumes.	Les tableaux qu'on en voit dans les autres Royaumes.
Raviſſent à bon droit tous les eſprits des hommes, Ce Temple ſi fameux un jour ſera détruit, De même que la Ville avec beaucoup de bruit, Et nous, que le Seigneur aimoit avec tendreſſe, Qu’il appelloit ſon peuple, & careſſoit ſans ceſſe, Nous ne recevrons plus de part à ſes bienfaits, Nous ſerons par mépris rejettés pour jamais, Nous n’aurons plus de lieux de demeures conſtantes, Rous ſerons dilperſes comme brebis errantes, Les autres Nations recevront nôtre Foi, Et du Seigneur par tout obſerveront ſa Loi, Déja nous le voyons dans ces ſages Monarques;	Ravissent à bon droit tous les esprits des hommes, Ce Temple si fameux un jour sera détruit, De même que la Ville avec beaucoup de bruit, Et nous, que le Seigneur aimait avec tendresse, Qu'il appelait son peuple, et caressait sans cesse, Nous ne recevrons plus de part à ses bienfaits, Nous serons par mépris rejettés pour jamais, Nous n'aurons plus de lieux de demeures constantes, Rous serons dilperses comme brebis errantes, Les autres Nations recevront notre Foi, Et du Seigneur par tout observer sa Es, Déjà nous le voyons dans ces sages Monarques;
Ils viennent vous voyes nous en domer des marques,	Ils viennent vous voyez nous en domer des marques,
HERODE.	HÉRODE.
Pour détourner de nous un auſſi grand malheur, Nous devons reconnoître avec eux ce Sauveur, S’il eſt vrai ce qu’on dit ici de ſa naiſſance, Et nous pourrons comme eux gagner ſa bienveillance.	Pour détourner de nous un aussi grand malheur, Nous devons reconnaître avec eux ce Sauveur, S'il est vrai ce qu'on dit ici de sa naissance, Et nous pourrons comme eux gagner sa bienveillance.
ANANIE.	ANANIE.
Nous deſirons grand Roi, vos ſouhaits accomplis, Et que tous vos devoirs ſoient ſaintement remplis.	Nous désirons grand Roi, vos souhaits accomplis, Et que tous vos devoirs soient saintement remplis.
Tous les Docteurs ſortent.	Tous les Docteurs sortent.
SCENE TROISIE’ME.	SCÈNE -TROISIE'ME.
HERODE, ARISTOBULE, HYRCANUS.	HÉRODE, ARISTOBULE, HYRCANS.
HERODE.	HÉRODE.
E ſens que mon eſprit frappé par la nature, J Ne peut être en repos dans aucune poſture;	E sens que mon esprit frappé par la nature, JATUre peut être en repos dans aucune posture;
Je crains peut-être un mal qui n’arrivera pas, Le doute que j’en ai me met comme au trépas, Je me trouve ſaiſi de terreur & de crainte, Mon ame en eſt toûjours trés-vivement atteinte, Même dans mon ſommeil, malgré tous mes efforts, Je m’éveille en ſurſaut, je ſens trembler mon corps:	Je crains peut-être un mal qui n'arrivera pas, Le doute que j'en ai me met comme au trépas, Je me trouve saisi de terreur et de crainte, Mon âme en est toujours très -vivement atteinte, Même dans mon sommeil, malgré tous mes efforts, Je m'éveille en sursaut, je sens trembler mon corps:
Un traître me paroit d’une main trop hardie;	Un traître me parait d'une main trop hardie;
Oſer porter ſur moi ſa noire perfidie, Sur tout depuis le tems qu’on dit qu’un nouveau Roi, Etoit né parmi nous pour me donner la loi.	Oser porter sur moi sa noire perfidie, Sur tout depuis le temps qu'on dit qu'un nouveau Roi, Etoit né parmi nous pour me donner la lois.
ARISTOBULE.	ARISTOBULE.
Ah!	Ah!
Sire, il faut chaſſer cette horrible penſée, Peut-elle en vôtre eſprit vous paroître ſenſée?	Sire, il faut chasser cette horrible pensée, Peut-elle en votre esprit vous paraître sensée?
Le mal qu’elle vous cauſe eſt devenu ſi grand, Que ſur tous vos Sujets ſans ceſſe il ſe répand;	Le mal qu'elle vous cause est devenu si grand, Que sur tous vos Sujets sans cesse il se répand;
Raſſûrés-vous, grand Roi, vous n’avés rien à craindre, lour un briit mai fondée deves-vous vous contraindre?	Rassurez-vous, grand Roi, vous n'avez rien à craindre, lour un briit mai fondée devez-vous vous contraindre?
Tous les Gardes pour vous ont de l’affection, Ils conſervent vos jours avec attention;	Tous les Gardes pour vous ont de l'affection, Ils conservent vos jours avec attention;
La nouvelle des Rois ne doit pas d’avantage, En troublant vôtre cœur le mettre en eſclavage.	La nouvelle des Rois ne doit pas d'avantage, En troublant votre cœur le mettre en esclavage.
HERODE.	HÉRODE.
Je vous connois aſſés diſcrets, ſages, prudens, Et vous ouvre mon cœur comme à mes Confidens, A tout autre avec ſoin je cache mes foibleſſes;	Je vous connais assez discrets, sages, prudents, Et vous ouvre mon cœur comme à mes Confidents, À tout autre avec soin je cache mes faiblesses;
Mes agitations, mes tranſports, mes détreſſes;	Mes agitations, mes transports, mes détresses;
Je ſçai que dans les Rois ils ſont moins pardonnnés;	Je sais que dans les Rois ils sont moins pardonnnès;
On veut qu’un cœur plus grand le Ciel leur ait donné, Qu’ils demeurent toûjours dans un etat paiſible.	On veut qu'un cœur plus grand le Ciel leur ait donné, Qu'ils demeurent toujours dans un état paisible.
Des accidens fâcheux ils ne ſoient ſuſceptibles, Qu’ils ſoient fermes, conſtans dans les travaux guerriers, S’ils veulent remporter les palmes, les lauriers, Je veux chers Confidens qu'à l’égard des Rois Mages, Nous n’ayons pas ſujet de prendre des ombrages, Mais qui ſçait ſi ce Roi qu’ils viennent demander, Ne doit pas à ma place un jour vous comnander?	Des accidents fâcheux ils ne soient susceptibles, Qu'ils soient fermes, constant dans les travaux guerriers, S'ils veulent remporter les palmes, les lauriers, Je veux chers Confidents qu'à l'égard des Rois Mages, Nous n'ayons pas sujet de prendre des ombrages, Mais qui sait si ce Roi qu'ils viennent demander, Ne doit pas à ma place un jour vous comnander?
N’ai-je donc pas raiſon à preſent de le craindre?	N'ai-je donc pas raison à présent de le craindre?
MIRCANUS.	MIRCANUS.
Un doute bien fondé pourroit vous y contraindre.	Un doute bien fondé pourrait vous y contraindre.
HERODE.	HÉRODE.
Je ſçai que la prudence en cette occaſion Doit conduire nos pas avec diſcretion, Qu’il ſeroit dangereux dans une telle affaire, De la precipiter voulant ſe ſatisfaire, Sur tout ſi l’on vouloit s’y prendre avec rigueur, On cauſeroit par tout une extrême frayeur, Il la faut cependant prévenir de bonne heufe:	Je sais que la prudence en cette occasion Doit conduire nos pas avec discrétion, Qu'il serait dangereux dans une telle affaire, De la précipiter voulant se satisfaire, Sur tout si l'on voulait s'y prendre avec rigueur, On causerait par tout une extrême frayeur, Il la faut cependant prévenir de bonne heufe:
Mais faut-il à ces Rois apprendre la demeure, Où les Docteurs ont dit que doit naître le Chriſt, Suarant qu'aun Mries ſamts par tout n'eit ecit.	Mais faut-il à ces Rois apprendre la demeure, Où les Docteurs ont dit que doit naître le Christ, Suarant qu'aun Mries samts par tout n'éit ecit.
HYRCANUS.	HYRCANUS.
Sire, je ne vois pas que l’on doive rien craindre;	Sire, je ne vois pas que l'on doive rien craindre;
On peut la leur apprendre, & que ſert-il de craindre?	On peut la leur apprendre, et que sert-il de craindre?
ARISTOBULE.	ARISTOBULE.
Il eſt même à propos de ne leur pas cacher, Pour découvrir ce Roi qu’ils ſont venus chercher, Au houig de netmeen ditesrieur de le rendre, Dés qu’ils l’auront trouvé, qu’ils viennent nous l’apprendre.	Il est même à propos de ne leur pas cacher, Pour découvrir ce Roi qu'ils sont venus chercher, Au houig de netmeen ditesrieur de le rendre, Dés qu'ils l'auront trouvé, qu'ils viennent nous l'apprendre.
HYRCANUS.	HYRCANUS.
Alors, Sire, on fera ce qu’il conviendra mieux, Pour vous bien aſſûrer du Royaume en tous lieux.	Alors, Sire, on fera ce qu'il conviendra mieux, Pour vous bien assurrer du Royaume en tous lieux.
HERGDE.	HÉRGDE.
Vos avis ſont fort bons je le penſois moi-même, De découvrir ce Roi mon déſir eſt extrême.	Vos avis sont fort bons je le pensais moi-même, De découvrir ce Roi mon désir est extrême.
SCENE QUATRIE'ME.	SCÈNE QUATRIE'ME.
HERODE, GASPARD, MELCHIOR, BALTHAZARD, ARISTOBULE, HYRCANUS.	HÉRODE, GASPARD, MELCHIOR, BALTHARD, ARISTOBULE, HYRCANS.
GASPARD.	GASPARD.
Ous vous venons, grand Roi, faire des complimens, N Sur les rares beautés de vos appartemens, Ils raviſſent les ſens d’abord qu’on les regarde:	Ô vous venons, grand Roi, faire des compliments, NAV Sur les rares beautés de vos appartements, Ils ravissent les sens d'abord qu'on les regarde:
Mais à quoi nous devons beaucoup plus prendre garde, C’eſt l’accuëil favorable, obligeant & charmant, Qu’il vous a plû nous faire en nous y recevant;	Mais à quoi nous devons beaucoup plus prendre garde, C'est l'accueil favorable, obligeant et charmant, Qu'il vous a plu nous faire en nous y recevant;
Trouvés bon d’agréer nôtre reconnoiſſance, Du prix & de l’honneur de vôtre bien veillance, Nous en conſerverons un parfait ſouvenir.	Trouvez bon d'agréer notre reconnaissance, Du prix et de l'honneur de votre bien veillance, Nous en conserverons un parfait souvenir.
HERODE.	HÉRODE.
Vous me ferés plaiſir, Seigneurs d’y revenir, Pour vous mieux recevoir en illuſtres Monarques;	Vous me ferez plaisir, Seigneurs d'y revenir, Pour vous mieux recevoir en illustres Monarques;
Je me preparerai de vous donner des marques, Votre abord en ces lieux dont nous ſommes ſurpris, Et dont le vrai motif a frappé nos eſprits, Ne nous a pas permis d’en faire davantage, Pour mieux vous délaſſer de vôtre long voyage.	Je me préparerai de vous donner des marques, Votre abord en ces lieux dont nous sommes surpris, Et dont le vrai motif à frappé nos esprits, Ne nous a pas permis den a davantage, Pour mieux vous délacer de votre long voyage.
MELCHIOR.	MELCHIOR.
Quoi!	Quoi!
pouviés-vous, Seigneur, autre choſe de plus?	pouviez-vous, Seigneur, autre chose de plus?
Vous en avés trop fait, nous en ſommes confus:	Vous en avez trop fait, nous en sommes confus:
Honorés & charmés de la magnificence, Qui nous a fait briller vôtre iuitre puiflance;	Honorez et charmez de la magnificence, Qui nous a fait briller votre juitre puiflance;
Nous avoüons, grand Roi, qu’en vous tout nous ſurprend, Nous n’y remarquons rien que d’auguſte & de grand:	Nous avouons, grand Roi, qu'en vous tout nous surprend, Nous n'y remarquons rien que d'auguste et de grand:
HERODE.	HÉRODE.
Aſſûrément, Seigneurs, ie ne pouvois moins faire, Vous avés bien voulu de peu vous ſatisfaire:	Assurément, Seigneurs, on ne pouvais moins faire, Vous avez bien voulu de peu vous satisfaire:
GASPARD.	GASPARD.
Ah!	Ah!
ſi le Ciel, Seigneur, ne nous inſpiroit pas, Par cet aſtre brillant qui precedoit nos pas, Que l’Enfant nouveau né, qu’il nous a fait connoître, Du Ciel & de la Terre eſt le ſouverain maitre, Sans cet attrait divin nous eſtimerions tous, Que le Roi des Hebreux eſt aſſûrément vous:	si le Ciel, Seigneur, ne nous inspirait pas, Par cet astre brillant qui précédait nos pas, Que l'Enfant nouveau né, qu'il nous a fait connaître, Du Ciel et de la Terre est le souverain maître, Sans cet attrait divin nous estimerions tous, Que le Roi des Hébreux est assurément vous:
Et comme nous croyons qu’il eſt dans ſon enfance, Le Prince vôtre fils auroit la préference;	Et comme nous croyons qu'il est dans son enfance, Le Prince votre fils aurait la préférence;
On voit briller en vous les riches qualités, Qui font tout l’ornement des hautes dignités;	On voit briller en vous les riches qualités, Qui font tout l'ornement des hautes dignités;
C’eſt dans cette Iplendeur que la ſainte Ecriture A marqué que le Chriſt prendroit nôtre nature.	C'est dans cette Iplendeur que la sainte Écriture À marqué que le Christ prendrait notre nature.
HERODE.	HÉRODE.
Il eſt vrai, nous ſçavons qu’il eſt ainſi prédit, Le Prophete Iſaïe en tous lieux nous le dit, Mais nous n’en voyons pas encore l’apparence.	Il est vrai, nous savons qu'il est ainsi prédit, Le Prophète Isaïe en tous lieux nous le dit, Mais nous n'en voyons pas encore l'apparence.
GASPARD.	GASPARD.
De ce fait merveilleux nous avons l’aſſurance, Nous croyons que le Chriſt doit être un Enfant Dieu, Ce que nous ignorons, c’eſt ſeulement le lieu.	De ce fait merveilleux nous avons l'assurance, Nous croyons que le Christ doit être un Enfant Dieu, Ce que nous ignorons, c'est seulement le lieu.
HERODE.	HÉRODE.
Je n’avois pû, Seigneurs, d’abord vous ſatisfaire.	Je n'avais pu, Seigneurs, d'abord vous satisfaire.
A preſentyje le peux, & je m’en vais le faire;	À presentyje le peux, et je m'en vais le faire;
Conſultant avec ſoin les Docteurs de la Loi, En quel lieu fortuné naîtroit ce nouveau Roi, Chacun d’eux m’a prouvé par une prophetie, Et même par pluſieurs, mais ſur tout d’Iſaïe, Que Bethléem verroit la Naiſſance du Chriſt, Et qu’aux livres ſacrés ce prodige eſt écrit :	Consultant avec soin les Docteurs de la Lois, En quel lieu fortuné naîtrait ce nouveau Roi, Chacun d'eux m'a prouvé par une prophétie, Et même par plusieurs, mais sur tout d'Isaïe, Que Bethléem ait la Naissance du Christ, Et qu'aux livres sacrés ce prodige est écrit :
De plus ils m’ont prouvé par pluſieurs caracteres, Qu’on doit voir à preſent paroitre ces miſteres, Qu’un Prophete a prédit que Dieu fera chés nous Un miracle éclatant qui nous ſurprendra tous, Qu’il naitra d’une Vierge au milieu du Royaume:	De plus ils m'ont prouvé par plusieurs caractères, Qu'on doit voir à présent paraître ces misères, Qu'un Prophètes à prédit que Dieu fera chez nous Un miracle éclatant qui nous surprendra tous, Qu'il naîtrait d'une Vierge au milieu du Royaume:
