Source gallica.	Source galica.
Et que le Roy Thacmas luy promit aßiſtance Sous l’espoir de la Paix, & de la recompenſe C’eſt pourquoy maintenãt, qu'vn grãd nõbre d’amis Pare, & großit vn camp à ſon Sceptre ſoubmis Queſon ambition qui n'a point de limite Parle bruit des boucliers ſe reueille &s trrite Ie craindrois que ſon bras ſi puiſſamment armé N'acheuat le proiet que ſon cœur à formé	Et que le Roi Thacmas avait promit assistance Sous l'espoir de la Paix, et de la récompense C'est pourquoi maintenãt, qu'un grand nombre d'amis Pare, et grossit un camp à son Sceptre soumis Queson ambition qui n'a point de limite Parle bruit des boucliers se réveille ets trite Je craindrais que son bras si puissamment armé N'achevât se prois que son cœur à formé
SOLIMAN.	SOLIMAN.
Le Sceptre qu’il poſſede, au repos le conuie Puis qu'vn bien poſſedé ne donne plus d’enuie.	Le Sceptre qu'il possède, au repos le convie Puis qu'un bien possédé ne donne plus d'envie.
SVLTANE.	SULTANE.
Sire l’experience a pû vous enſeigner Quon fent tipfirc en regnant te deſmut fegner.	Sire l'expérience a pu vous enseigner Quon sent tipirc en régnant te démut fegner.
RVSTAN.	RUSTAN.
Seigneur à ces raiſons, qui ne ſont pas petites Adiouſtez, s’il vous plaiſt, celles qu’il vous à dites, Pour vous perſuader, qu’il ſeroit à propos Que voſtre Maieſté demeuraſt en repos, Cependant que luy ſeul expoſeroit ſa vie A tous les accidens dont la guerre eſt ſuiuie, Sur tout i'ay remarqué qu’il vouloit obtenir De prendre le chemin que vous voulez tenir, Non qu’il y fut pouße par vn deſir de gloire Comme poßible alors il vous là fait accroire:	Seigneur à ces raisons, qui ne sont pas petites Adioustez, s'il vous plaît, celles qu'il vous à dites, Pour vous persuader, qu'il serait à propos Que proposa Maigne demeurât en repos, Cependant que lu seul exposerait sa vie A tous les accidents dont la guerre est suivie, Sur tout j'ai remarqué qu'il voulait obtenir De prendre le chemin que vous voulez tenir, Non qu'il y fut poue par un désir de gloire Comme possible alors il vous fait accroire:
Mais pour ioindre pluſtoſt le perfide Eſtranger Afin d’aller tous deux d’vn cours prompt & leger, Enuelopper la Thrace, & ſurprendre Biſance Dont la plus grande force eſt en voſtre preſence.	Mais pour joindre plutôt le perfide Étranger Afin d'aller tous deux d'un cours prompt et léger, Envelopper la Thrace, et surprendre Bisance Dont la plus grande force est en votre présence.
SVLTANE.	SULTANE.
Et quoy cela de plus?	Et quoi cela de plus?
Dieux qu’en toutes façons Nous auons bien ſuiet d’accroiſtre nos ſoupçons, Ah Seigneur, penſez, y, deſrobez voſtre teſte Aux coups de cette foudre, à tomber toute preſte, Et ſi mes pleurs chez vous ont trop peu de credit Croyez au moins le Ciel dont la voix vous le dit	Dieux qu'en toutes façons Nous avons bien sujet d'accroître nos soupçons, Ah Seigneur, pensez, y, dérobez votre tête Aux coups de cette foudre, à tomber toute prête, Et si mes pleurs chez vous ont trop peu de crédit Croyez au moins le Ciel dont la voix vous le dit
SOLIMAN.	SOLIMAN.
Mladame mettez fin à voſtre inquietude Auec cette promeſſe, & cette certitude Que ſuiuant vos aduis ie prendray comme il faut Les aauertiſſemenis qui me viennent d'enhaut Entrons.	Mladame mettez fin à votre inquiétude Avec cette promesse, et cette certitude Que suivant vos avis jour prendrai comme il faut Les aavertissemenis qui me viennent d'enhaut Entrons.
DSMAN, ſuruenaut comme le Roy ſort.	DSMAN, survenaut comme le Roi sort.
OSMAN.	OSMAN.
I'ay tant cherché qu’en fin iele rencontre.	J'ai tant cherché qu'en fin iele rencontre.
Tirant Rus Seigneur, i'ay des papiers qu’il faut que ie vous fana pait.	Tirant Rus Seigneur, j'ai des papiers qu'il faut que je vous fana paît.
montre.	montre.
SCNEVEIEE DESPINE, ALVANTE.	SCNEUEIE DESPINE, ALVANTE.
E DESPINE.	E DÉPINE.
Tl’ingrat à pûfaire vn acte ſi maudit?	Tl'ingrat à pufaire un acte si maudit?
411B AMA A LVANTE.	411B AMA À LVANTE.
Mh πιυ Ila ſai pisentor que te nevous ay dit Et n’eſtoit pas beſoin de m’attendre au paſſage, Pouraprendre pluſtoſt vn ſi facheux meſſage.	Mh > Ila sais pisentor que te nevous ai dit Et n'était pas besoin de m'attendre au passage, Pourapprendre plutôt un si fâcheux message.
DESPINE.	DÉPINE.
Donques le deſloyal à ſi toſt oublié Ou rompu lesſerments dont il s’eſtoit lié, Donc mon ardente amour pour cette ame glacée D'vn inſolentmespris ſera recompenſee Et mon affliction ira iuſqu'à ce point Que ie perdray l’honneur parce qu’il n’en à point, Que de mes chaſtes feux l’innocence eternelle Par le crime d’autruy deuiendra criminelle, Enfin qu’on ternira le luſtre de mes iours Du reproche honteux de mes folles amours, Le traiſtre auez vous dit, appelle mon voyage Du nom d’effronterie & de libertinage?	Donques le déloyal à si tôt oublié Ou rompu lesserments dont il s'était lié, Donc mon ardente amour pour cette âme glacée D'un insolentmespris sera récompense Et mon affliction ira jusqu'à ce point Que ie perdray l'honneur parce qu'il n'en à point, Que de mes chastes feux l'innocence éternelle Par le crime d'autrui deviendra criminelle, Enfin qu'on ternira le lustre de mes jours Du reproche honteux de mes folles amours, Le traître avez vous dit, appelle mon voyage Du nom d'effronterie et de libertinage?
Ce luy ſeroit trop peu le perfide qu’il eſt De ne vouloir pas voirma foy qui luy déplaiſt Sivine crbrinont encon naco plueltes eſees Et ſi de mes vertus il ne faiſoit des vices,	Ce bien serait trop peu le perfide qu'il est De ne vouloir pas voirma foi qui te déplaît Sivine crbrinont encon naco plueltes esees Et si de mes vertus il ne faisait des vices,
ALVANTE.	ÀLVANTE.
Que l’antidote agiſſe auec tous ſes efforts Tant qu'il iette la peſte, & le venin dehors.	Que l'antidote agisse avec tous ses efforts Tant qu'il jette la peste, et le venin dehors.
de s d De do Et quand le deſloyal à ma lettre rompuë A ce eſté deuant vous?	de s d De do Et quand le déloyal à ma lettre rompue A ce été devant vous?
ALVANTE.	ÀLVANTE.
Ouy Madame à ma veus̈	Oui Madame à ma veux
DESPINE.	DÉPINE.
Et vous n’auez rien dit à cette indignité?	Et vous n'avez rien dit à cette indignité?
ALVANTE.	ÀLVANTE.
Uoicy les propres mots qui l’ont tant irrité.	Uoicy les propres mots qui l'ont tant irrité.
Ah Seigneur (ay-ie dit) eſt-ce ainſi que l’on traitte	Ah Seigneur (ai-je dit) est-ce ainsi que l'on traite
E ii	E ji
Les innocens teſmoins d’vne amitié parfaite, Et que la foy d’vn Prince eſtime ſi parfait Seradeſauouée, ou n’aura point d’effet?	Les innocents témoins d'une amitié parfaite, Et que la foi d'un Prince estime si parfait Seradesauouée, ou n'aura point d'effet?
Eſt-ce à toy reſpond il ſon confident infame A me repreſenter ny l’honneur ny le blâme, Ua, ne t’offres iamais à mon royal aſpect Et retourne en ta Perſe aprendre le reſpect, Pour Deſpine, dy luy, qu’aux filles de ſa ſorte On ne peut trop blâmer l’ardeur qui la tranſporte, Et que i'ay trop de gloire, & trop de iugement Pourſuiure vne beauté qui vit peu ſagement, Auiourd’huy que le feu de nos dernieres guerres Ua reſpandre ſa flame au milieu de ſes terres, Illuy ſieroit bien mieux d’estre parmy les ſiens Que d’errervagabonde à la mercy des miens, I'allois luy repartir quand d’vn regard farouche De reſpect & de crainte ilma ferme la bouche, E iilleige de lenferenjes jeha a parlz La frayeur de la mort dans mes os à couru Et comme ſi mes pieds euſſent ietté racine I'ay reſté quelque temps immobile.	Est-ce à toi répond il son confident infâme A me représenter ni l'honneur ni le blâme, Ua, ne t'offres jamais à mon royal aspect Et retourne en ta Perse apprendre le respect, Pour Despine, dy quelque, qu'aux filles de sa sorte On ne peut trop blâmer l'ardeur qui la transporte, Et que j'ai trop de gloire, et trop de jugement Poursuivre une beauté qui vit peu sagement, Aujourd'hui que le feu de nos dernières guerres Ua répandre sa flamme au milieu de ses terres, Illui si bien mieux dêtre m les siens Que ra la mercy des bien, D'allois lui repartir quand regard par De respect et de crainte m ferme la bouche, y de les jeha a parlz La frayeur de la mort dans mes os couru Et comme si mes pieds eussent ietté racine ay resté Que d' immobile.
DESPINE.	DÉPINE.
O Deſpine, Deſpine infortunée, & dont le reconfort Doit eſtre ſeulement la vengeance ou la mort.	Ô Despine, Despine infortunée, et dont le réconfort Ait été seulement la vengeance ou la mort.
ALVANTE.	ÀLVANTE.
Pourvous faire raiſon d’vn ſi ſenſible outrage Ilſaut que le mespnis pique vonre tonrage.	Pourvous faire raison d'un si sensible outrage Ilsaut que le mépnis pique vonre tonrage.
DESPINE.	DÉPINE.
O grands Dieux des deſſeins tous de fer' & de feu Pour le tort qu’on me faitſont encore trop peu, Sus donc reſtes honteux d’vne amouroffenſee Tendreſſes, & pitie, ſortez, de ma penſée Aucontraire entrez, y, deſpit, deſdain, courroux Haine, rage, & fureur, ie m’abandonne à vous.	Ô grands Dieux des desseins tous de fer' et de feu Pour le tort qu'on me faitsont encore trop peu, Sus donc restes honteux d'une amouroffensee Tendresses, et pitié, sortez, de ma pensée Aucontraire entrez, y, dépit, dédain, courroux Haine, rage, et fureur, Seigneur m'abandonne à vous.
Partons, partons dicy, cher & fidelle Aluante Et puis qu’ilme refuſe en qualité d’Amante Et que de mes faueurs il fait ſi peu de cas, Qu'ilesprouue ma haine aumilieu des combats C’eſt là que tu m’auras pour mortelle ennemie Laſche qui m'as traitée auec tant d’infamie, C’eſt là que ma valeur me doit faire raiſon Et de ton inſolence, & de ta trahiſon.	Partons, partons dicy, cher et fidèle Alvante Et puis qu'ilme refuse en qualité d'Amante Et que de mes faveurs il fait si peu de cas, Qu'ilesprouve ma haine aumilieu des combats C'est là que tu m'auras pour mortelle ennemie Lasche qui m'as traitée avec tant d'infamie, C'est là que ma valeur me doit faire raison Et de ton insolence, et de ta trahison.
C'eſt là que parma main autrefois esprouuée Tu perdras la clarté que ie t’ay conſeruée, Allons fidelle Aluante, allons il faut partir Et ſe mettre en eſtat de promtement ſortir, C'eſt pourquoy de ce pas courez, à l'Eſcurie Et puis qu'elle eſt ſi loin de noſtre hoſtellerie,	C'est là que parma main autrefois éprouvée Tu perdras la clarté que sans t'ai conservée, Allons fidèle Aluante, allons il faut partir Et se mettre en état de promtement sortir, C'est pourquoi de ce pas courez, à l'Écurie Et puis qu'elle est si loin de notre hôtellerie,
E iij Volez y s’il ſe peut, & faites s’il vous plaiſt Que nous ayons dans peu noſtre equipage preſt, Et pour moy ie retourne au logis ou nous ſommes Preparerunut part mes femmes, & vos hommes.	 Ejà Volez y s'il se peut, et faites s'il vous plaît Que nous ayons dans peu notre équipage prêt, Et pour moi quelque retourne au logis ou nous sommes Preparerunut part mes femmes, et vos hommes.
ALVANTE.	ÀLVANTE.
Iete feray Madame.	Jette ferai Madame.
Allez.	Allez.
DESIINE,	DESIINE,
ALVANTE.	ÀLVANTE.
Cela vaut fait O deſtins que ma fourbe à fait vn beleffait.	Cela vaut fait Ô destins que ma fourbe à fait un belefait.
D LIT L P DESPINE, ſeule.	D LIT L E DESPINE, seule.
V	V
Ais queleſtmon deſſein, folle, mal aduiſec Et parma propre faute à bon droit mepriſee, Et quoy ſi la fureur m'emporte à me vanger De l’out rageux mépris de ce laſche eſtranger, La raiſon veut außi que ma rage inſenſée Eſclate deſſus moy qui me ſuis offenſee, Qui me ſuis procuré le trouble ouie me voy Et qui plus que tout autre ayfailly contre moy, Sus mon cœurimprudent, ſus mon ame coupable De plaiſir ou d’espoir deſormais incapable A la mort, à la mort, mais allons la chercher Deuant les yeux cruels de ce viuant rocher, Afin que de mon ſang ſa robbe enſanglantée Trouble au moins de remors ſon ame eſpouuentée, Et qu auſtenauregrerteſpeciacie à borreur Luyiette dans l’eſprit l’Enfer & ſa terreur.	Ai quelestmon dessein, folle, mal avisé Et parma propre faute à bon droit méprisée, Et quoi si la fureur m'emporte à me vanger De l'out rageux mépris de ce lâche étranger, La raison veut aussi que ma rage insensée Éclate -dessus moi qui me suis offensée, Qui me suis procuré le trouble ou me vois Et qui plus que tout autre aifailly contre moi, Sus mon cœurimprudent, sus mon âme coupable Dé pris ou d'espoir désormais incapable À la mort, à la mort, mais allons la chercher Deuglant les yeux cruels de ce viuant rocher, Afin que de mon sa sa robe en Trouble au moins de remors son a espouuentée, Et austenauregrertespeciacie borreur Le dans esprit Enfer et sa terreur.
SVLEE RVSTAN, OSMAN.	SULE RUSTAN, OSMAN.
n RVSTAN.	n RUSTAN.
Eſtſa main, c’eſt ſa lettre, & la Reine en à d’ellé Qui nous pourron ſemir de prenue & de modelle,	Estsa main, c'est sa lettre, et la Reine en à d'ellele Qui nous pourron semir de prenue et de modèle,
Enſin ie ne croy pas qu’apres vn ſi grand coup L'Eſprit de Solyman nous reſiſte beaucoup, Mais d’autant qu’il eſt Pere, & qu'en cet ?	Ensin ie ne crois pas qu'après un si grand coup L'Esprit de Solyman nous résiste beaucoup, Mais d'autant qu'il est Père, et qu'en cet ?
aduanture Il nous faut auec l’art garder que la Nature Ne calme en luy les flots que i'y veux ſouſleuer Uoicy l’inuention que ie viens de treuuer Mon Secretaire Ormin ne voit point d’eſcriture Dont ſa plume à peupres n’imite la peinture Ie viens de luy preſcrire, & la forme & le ſens D’vne lettre ouie veux que le Roy des Perſans Traitte d’intelligence auec le fils du noſtre Que nous mettrons apres en morceaux comme l’autré Ilapprendra parlà que le Prince à promis D’entrer en alliance auec ſes ennemis, Et que pourcethymen la fureur qui le guide Doit allumer la torche auec vn parricide, Si bien qu'en cette merbattu de tant de vents En ſon cœuragité flots ſur flots eſleuans Auec l’aueugle amour qu’il porte à la Sultane Sa raiſon a la fin perdra la Tramontane, La fortune & l’amour ont l’ouurage aduange Mais il faut acheuer ce qu’ils ont commencé, Etſur vn incident fortuit & veritable En forger vn expres de nãturé ſemblabl &u Or ce qui me fait prendre vn ſi hardy eleſſeiu C’eſt que i’aydu Perſan le Cachet, & le ſein, Sur quoy ce grand Coloſſe, & d’art, & d’impoſture Auec ſon pied d’eſtail trouue ſa couuerture.	aduanture Il nous faut avec l'art garder que la Nature Ne calme en même les flots que j'y veux soulever Uoici l'invention que tu viens de trouver Mon Secrétaire Ormin ne voit point d'écriture Dont sa plume à peupres n'imite la peinture Je viens de lui prescrire, et la forme et le sens D'une lettre ouïe veux que le Roi des Persans Traite d'intelligence auec le fils du Seigneur Que nous mettrons après en morceaux comme l'autré Ilapprendra parlà que le Prince à promis entrer en alliance auec ses ennemis, Et qu' en la ne qui le guide Doit m la torche auec parricide, Si , qu'en cette merbattu de tant de vents En son cœuragité flots sur flots esleuans Auec aueugle amour il porte la Sultane Sa raison a la fin perdra la Te, La fortune et amour ont ouurage aduange Mais il faut acheuer ce ils ont me, Et que pou et véritable En te n exprès de la sal lu Or ce a m fait prendre si hardy elesseiu est que aydu Persan le Cachet, et le sein, Sur quoi ce g Colosse, et art, et eimposture Auec son pied estail trouue sa couuerture.
Pour luy ſes grands emplois le diuertiſſent tant Qu'il ne verra iamais les pieges qu’on luy tend, Et d’ailleurs que ſçait-on, ſi lors que ie l’oppriine Le chaſtiment en luy ne preuient point le crime?	Pour lui ses grands emplois le divertissent tant Qu'il ne verra jamais les pièges qu'on quelque tend, Et d'ailleurs que sait-on, si lors que deux l'opprivine Le châtiment en lui ne prévient point le crime?
