68 Qis Aſ	68 Qis As
a Rome a receu des Roys ſes murs & ſa naiſſances Elle tient des Conſuls ſa gloire & ſa puiſſance.	à Rome a reçu des Rois ses murs et sa naissances Elle tient des Consuls sa gloire et sa puissance.
Et reçoit maintenant de vos rares bontez Le comble ſouuerain de ſes proſperitez, sous vous l’eſtat n’eſt plus en pillage aux acmées.	Et reçoit maintenant de vos rares bontés Le comble souuerain de ses prospérités, sous vous l'état n'est plus en pillage aux acmées.
Les portes de Ianus par vos mains ſont fermées.	Les portes de Janus par vos mains sont fermées.
Ce que tous ſes Conſuls n’ont pû faire deux fois, Et qu’a fait auant eux le ſecond de ſes Roys.	Ce que tous ses Consuls n'ont pu faire deux fois, Et qu'a fait avant eux le second de ses Rois.
MAXIME.	MAXIME.
Les changemens d’eſtat que fait l’ordre celeſte aee counent ponit de lang, n'ont rien qui ſoit funeſte.	Les changements d'état que fait l'ordre céleste a counent ponit de lang, n'ont rien qui soit funeste.
CINNA.	CINNA.
C’eſt vn ordre des Dieux qui jamais ne ſe rompt De nous vendre bien cher les grands biens qu’ils nous font, L ean des l’arquins meime enſanglãta nos terres, Et nos premiers Conſuls nous ont couſté des guerres.	C'est un ordre des Dieux qui jamais ne se rompt De nous vendre bien cher les grands biens qu'ils nous font, L an des l'arquins meime ensanglanta nos terres, Et nos premiers Consuls nous ont coûté des guerres.
MAXIME.	MAXIME.
Donc voſtre ayeul Pompée au Ciel a reſiſté Quand il a combatu pour noſtre liberté.	Donc votre aïeul Pompée au Ciel a résisté Quand il a combattu pour notre liberté.
CINNA.	CINNA.
Si le Ciel n’euſt voulu que Rome l’euſt perduë, Par les mains de Pompée il l’auroit defenduë, Il a choiſi ſa mort pour ſeruir dignement D’vne marque eternelle à ce grand changement, Et deuoit cét honneur aux Manes d’vn tel homme D’emporter auec eux la liberté de Rome.	Si le Ciel n'eût voulu que Rome l'eût perdue, Par les mains de Pompée il l'aurait défendue, Il a choisi sa mort pour servir dignement D'une marque éternelle à ce grand changement, Et devait cet honneur aux Manes d'être tel homme D'emporter avec eux la liberté de Rome.
Ce nom depuis long-temps ne ſert qu’à l’ébloüiro Et ſa propre grandeur l'empeſche d’en joüir:	Ce nom depuis longtemps ne sert qu'à l'ébloüiro Et sa propre grandeur l'empêche d'en jouir:
Depuis qu’elle ſe voit la maiſtreſſe du monde, Depuis que la richeſſe entre ſes murs abondeEt que ſon ſein fecond en glorieux exploits Ptoduit des citoyens plus puiſſans que des Roin	Depuis qu'elle se voit la maîtresse du monde, Depuis que la richesse entre ses murs abondeEt que son sein fécond en glorieux exploits Ptoduit des citoyens plus puissants que des Roin
Les grands pour s’affermir achetant les ſuffrages, Tiennent pompeuſement leurs maiſtres à leurs gages, Qui par des fers dorez ſe laiſſant enchaiſner Reçoiuent d’eux les loix qu’ils penſent leur donner.	Les grands pour s'affermir achetant les suffrages, Tiennent pompeusement leurs maîtres à leurs gages, Qui par des fers dorés se laissant enchaîner Reçoivent d'eux les lois qu'ils pensent leur donner.
Igues.	Igues.
enuieux l’vn de l’autre ils ménent tout par briQue leur ambition tourne en ſanglantes ligues;	envieux l'Un de l'autre ils mènent tout par brigue leur ambition tourne en sanglantes ligues;
Ainfi de Marius Sylla deuint jaloux.	Ainfi de Marius Sylla devint jaloux.
Céſar de mon Ayeul, Marc.	César de mon Aieul, Marc.
Antoine de vous.	Antoine de vous.
Ainſi la liberté ne peut plus eſtre vtile Qu’à former les fureurs d’vne guerre ciuile.	Ainsi la liberté ne peut plus être utile Qu'à former les fureurs d'une guerre civile.
Lors que par vn deſordre à l’vniuers fatal L’vn ne veut point de maiſtre, & l’autre poins d’égal.	Lors que par un désordre à l'Univers fatal L'un ne veut point de maître, et l'autre poins d'égal.
Tniſſe Seigneur, pour ſauuer Rome, il faut qu’elle s’vEn la main d’vn bon Chef à qui tout obeïſſe, Et ſi voſtre bonté la veut fauoriſer, Oſtez luy les moyens de ſe plus diuiſer.	Tannisse Seigneur, pour sauver Rome, il faut qu'elle s'ENt la main d'un bon Chef à qui tout obéisse, Et si votre bonté la veut favoriser, Ôtez lui es moyens de se plus diviser.
Sylla quittant la place enfin bien vſurpée N’a fait qu’ouurir le champ à Céſar & Pompée, Que le malheur des temps ne nous euſt pas fait 1 voif S’il euſt dans ſa famille aſſeuré ſon pouuoirs Qu'a fait du grand Céſar le cruel parricide Qu’éleuer contre vous Antoine auec Lepide.	Sylla quittant la place enfin bien usurpée N'a fait qu'ouvrir le champ à César et Pompée, Que le malheur des temps ne nous eût pas fait 1 vois S'il eût dans sa famille assuré son pouvoirs Qu'a fait du grand César le cruel parricide Qu'lever contre vous Antoine ap Lepide.
Qui n’euſsét pas deſtruit Rome par les Romains Si Céſar euſt laiſſé l’empire entre vos mains?	Qui n'eusset pas détruit Rome par les Romains Si César eût laissé l'empire entre vos mains?
Vous la replongerez en quittant cét Empire Dans les maux dont à peine encor elle reſpire.	Vous la replongerez en quittant cet Empire Dans les maux dont à peine encor elle respire.
Et de ce peu, Seigneur, qui luy reſte doruns Vne guerre nouuelle épuiſera ſon flanc.	Et de ce peu, Seigneur, qui lui reste doruns Une guerre nouvelle épuisera son flanc.
Que l’amour du pays, que la pitié vous touche, Voſtre Rome à genoux vous parle par ma bouche.	Que l'amour du pays, que la pitié vous touche, Votre Rome à genoux vous parle par ma bouche.
Conſiderez le prix que vous auez couſté.	Considérez le prix que vous avez coûté.
Non pas qu’elle vous croye auoir trop achepté.	Non pas qu'elle vous croie avoir trop acheté.
Des maux qu’elle a ſoufferts elle eſt trop bien payée, Mais vne juſte peur tient ſon ame effrayée;	Des maux qu'elle a soufferts elle est trop bien payée, Mais une juste peur tient son âme effrayée;
Si jaloux de ſon heur & las de commander Vous luy rendez vn bien qu’elle ne peut garder, S’il luy faut à ce prix en achepter vn autre, Si vous ne preferez ſon intereſt au voſtre, Si ce funeſte don la met au deſeſpoir.	Si jaloux de son heur et las de commander Vous y rendez un bien qu'elle ne peut garder, S'il lui faut à ce prix en acheter un autre, Si vous ne préférez son intérêt au vôtre, Si ce funeste donc la met au désespoir.
Ie n’oſe dire icy ce que j’oſe préuoir.	Je n'ose dire ici ce que j'ose prévoir.
Conſeruez-vous, Seigneur, luy conſeruant vn maiſtre Sous qui ſon vray bon-heur commence de renaiſtre, Et daignez aſſeurer le bien commun de tous Laiſſant vn ſucceſſeur qui ſoit digne de vous,	Conservez-vous, Seigneur, notre conservant un maître Sous qui son vrai bonheur commence de renaître, Et daignez assurer le bien commun de tous Laissant un successeur qui soit digne de vous,
AVGVSTE.	AUGUSTE.
N’en deliberons plus, cette pitié l’emporte, Mon repos m’eſt bien cher, mais Rome eſt la plus forte, Et quelque grãd malheur qui m’en puiſſe arriuer, Ie conſens à me perdre afin de la ſauuer.	N'en délibérons plus, cette pitié l'emporte, Mon repos m'est bien cher, mais Rome est la plus forte, Et quelque grands malheur qui m'en puisse arriver, Je consens à me perdre afin de la sauver.
Pour ma tranquillité mon cœur en vain ſoûpire, Cinna, par vos conſeils-je retiendray l’Empire, Mais je le retiendray;	Pour ma tranquillité mon cœur en vain soupire, Cinna, par vos conseils-je retiendrai l'Empire, Mais je le retiendrai;
pour vous en faire part.	pour vous en faire part.
Ie ſçay bien que vos cœurs n’ont point pour moy de fard, Et que chacun de vous dãs l’aduis qu’il me donnt Regarde ſeulement l’Eſtat & ma perſonne, Voſtre amour pour tous deux fait ce combat d’eEt ie veux que chacũ en reçoiue le prix.	Je sais bien que vos cœurs n'ont point pour moi de fard, Et que chacun de vous dans l'avis qu'il me donnt Regarde seulement l'État et ma personne, Votre amour pour tous deux fait ce combat d'ÉT ie trop que chacun en reçoive le prix.
ſprits.	sprits.
Maxime ie vous fais Gquuetneur de Sicile, Allez donner mes loix à ce terroir fertile, Songez que c’eſt pour moy que vous gouuerneEt que ie reſpondray de ce que vous ſerez.	Maxime femme vous fais Gquetneur de Sicile, Allez donner mes lois à ce terroir fertile, Songez que c'est pour moi que vous gouvernez que sans répondrai de ce que vous serez.
rez, 23 Pour eſpouſe, Cinna, ie vous donne Æmilie.	rez, 23 Pour épouse, Cina, Elle vous donne Æmilie.
Vous ſçauez qu’elle tient la place de Iulie, Et que ſi nos malheurs & la neceſſité M’ont fait traiter ſon pere auec ſeuerité, Mon Eſpargne depuis en ſa faueur ouuerte Doit auoir adoucy l’aigreur de cette pertes Voyez-la de ma part, tachez de la gagner, Vous n’eſtes pas pour elle vn hõme à dédaignes.	Vous savez qu'elle tient la place de Julie, Et que si nos malheurs et la nécessité M'ont fait traiter son père avec sévérité, Mon Épargne depuis en sa faveur ouverte Doit avoir adouci l'aigreur de cette pertes Voyez-la de ma part, tachés de la gagner, Vous n'êtes pas pour elle un homme à dédaignes.
Ie preſume pluſtoſt qu’elle en ſera rauie.	Je présume plutôt qu'elle en sera ravie.
Adieu, i’en veux porter la nouuelle à Liuie.	Adieu, j'en veux porter la nouvelle à Livie.
SCENE II.	SCÈNE II.
CINNA.	CINNA.
MAXIME.	MAXIME.
MAXIME.	MAXIME.
Vel eſt voſtre deſſein apres ces beaux diſcours?	Vel est votre dessein après ces beaux discours?
CINNA.	CINNA.
Le meſme que i’auois, & que i’auray touſioute,	Le même que j'avais, et que j'aurai tousioute,
MAXIME.	MAXIME.
n Chef de coniurez flatte la tytannies	 Chef de conjurés flatte la tytannies
CINNA.	CINNA.
Vn Chef de coniurz la veut voir impuniel	Un Chef de conjurs la veut voir impuniel
MAXIME.	MAXIME.
de veux vonc acomolibre.	de veux vonc acomolibre.
GINNA.	GINNA.
Et vous pouuez iuger Que ie veux l’affranchir enſemble & la vanger, Auguſte aura ſaoulé ſes damnables enuies, Pillé iuſqu’aux autels, ſacrifié nos vies, Remply les champs d’horreur, comblé Rome de morts, Et ſera quitte apres pour l’effet d’vn remords!	Et vous pouvez juger Que a voir l'affranchir ensemble et la venger, Auguste aura saoulé ses damnables envies, Pillé jusqu'aux autels, sacrifié nos vies, Rempli les champs d'horreur, comblé Rome de morts, Et sera quitte après pour l'effet d'H remords!
Quand le Ciel par nos mains à le punir s’apreſte Vn lâche repentir garantira ſa teſte!	Quand le Ciel par nos mains à le punir s'apprête Un lâche repentir garantira sa tête!
C’eſt trop ſemer d’apas, & c’eſt trop inuiter Par ſon impunité quelqu’autre à l’imitel, Vangeons nos citoyens, & que ſa peine eſtonne Quiconque aples la mort aiphre d la Couronne, Que le peuple aux tyrans ne ſoit plus exposé, S’il euſt puny sylla, Céſar euſt moins osé.	C'est trop semer d'appas, et c'est trop inviter Par son impunité quelqu'autre à l'imitel, Vengeons nos citoyens, et que sa peine étonne Quiconque aples la mort aiphre d la Couronne, Que le peuple aux tyrans ne soit plus exposé, S'il eût puni zilla, César eût moins osé.
MAXIME.	MAXIME.
Mais la moit de cerar que vous trouuelſ iuſte A ſeruy de pretexte aux cruautez d’Auguſte, Voulant nous affranchir Brute s’eſt abusé, S’il n’euſt puny Céſar, Auguſte euſt moins osé.	Mais la moit de cérar que vous trouvels jusq Aest de prétexte aux cruautés d'Auguste, Voulant nous affranchir Brute s'est abusé, S'il n'eût puni César, Auguste eût moins osé.
CINNA.	CINNA.
La faute de Caſſie, & ſes terreurs Paniques Ont fait tomber l’Eſtat ſous des loix tyrãniques, Mais nous ne verrons point de pareils accidens Lors que Rome ſuiura des Chefs moins imprudét.	La faute de Cassie, et ses terreurs Paniques Ont fait tomber l'État sous des lois tyranniques, Mais nous ne verrons point de pareils accidents Lors que Rome suivra des Chefs moins imprudet.
MAXIME.	MAXIME.
Ious ſommes encor loing de mettre en éuidence i nous nous conduirons auec plus de prudence, lependant c’en eſt peu que de n’accepter pas it von near qu'on teenerene au peril du trepase	Jous sommes encor loing de mettre en évidence y nous j'conduirons auec plus de prudence, lependant c'en est peu que de n'accepter pas it von near qu'on teenerene au péril du trepase
CINNA.	CINNA.
en eſt encor bien moins alors qu’on s’imagine juerir vn mal ſi grand ſans couper la racine:	en est encor bien moins alors qu'on s'imagine juérir un mal si grand sans couper la racine:
mployer la douceur a cette guernon, ’eſt en fermant la playe y verſer du poiſon.	mployer la douceur à cette guernon, 'est en fermant la plaie y verser du poison.
MAXIME.	MAXIME.
Jous la voulez ſanglante & la rendez douteuſe,	Jous la voulez sanglante et la rendez douteuse,
EIle Ne as Jous la voulez ſans peine & la rendez honteuſc.	EÎle Ne as Jous la voulez sans peine et la rendez honteusc.
MAXIMEe pour ſortir de ſes fers iamais en ne rougit.	MAXIMEe pour sortir de ses fers jamais en ne rougit.
CINNA.	CINNA.
On en ſort lâchement ſi la vertu n’agit,	On en sort lâchement si la vertu n'agit,
MAXIME.	MAXIME.
amais la liberté ne ceſſe d’eſtre aymable, eſt touſiours pour Rome vn bien ineſtimable.	amais la liberté ne cesse d'être aimable, est toujours pour Rome un bien inestimable.
CINNA.	CINNA.
Ce ne peut eſtre vn bien qu’elle daigne eſtimer Quand il vient d’vne main laſſe de l’opprimers Elle a le cœur trop bon pour ſe voir auec ioye Le rebut du tyran dont elle fut la proye, Es touc ce que la proire a de vrars partrians Le hait trop puiſſãment pour aymer ſes preſens.	Ce ne peut être un bien qu'elle daigne estimer Quand il vient d'une main lasse de l'opprimers Elle a le cœur trop bon pour se voir auec joie Le rebut du tyran dont elle fut la proie, Es touc ce que la proire a de vrars partriants Le hait trop puissamment pour aimer ses presens.
MAXIME.	MAXIME.
Donc pour vous Æmilſe eit vn obiet de hayne, Et cette recompenſe eſt pour vous vne peine?	Donc pour vous Emilse eit un objet de haine, Et cette récompense est pour vous une peine?
241 1.	241 1.
CINNA.	CINNA.
Ouy, maîs pour le brauer iuſque dans les Enfers, Quand nous aurons vangé Rome des maux ſoufEt que par ſon trépas ie l’auray meritée, [ ferts, Ie veux ioindre à ſa main ma main enſanglantée, L’épouſer ſur ſa cendte, & qu’apres noſtre effort Les preſens du tyran ſoient le prix de ſa mort.	Oui, maît pour le braver jusque dans les Enfers, Quand nous aurons vengé Rome des maux souffEt que par son trépas Seigneur l'aurai méritée, [ ferts, Je veux joindre à sa main ma main ensanglantée, L'épouser sur sa cendte, et qu'après notre effort Les presens du tyran soient le prix de sa mort.
MAXIME.	MAXIME.
Mais lapparenee, amy, que vous parmiez luy plaire Teint du ſãg de celuy qu’elle ayme cõme vn pere, Car vous n’eſtes pas homme à la violenter?	Mais lapparenee, ami, que vous parmiez homme plaire Teint du ség de celui qu'elle aime cõme un père, Car vous n'êtes pas homme à la violenter?
