I v LECIEVN	I v LECIEUN
Qui mal-heureux au monde, on voit pour maintenant Ennen dans tes foreſts s'a on anſeęre uofimance, De ſes pechez commis en ayant repentance?	Qui malheureux au monde, on voit pour maintenant Ennen dans tes forêts s'a on anseęre uofimance, De ses pechez commis en ayant repentance?
Ie ſuis pauure à preſent, ie ne poſsede rien, Ie ne peux (mes amis) vous offrir aucun bien, Ie ne boys que de l’eau, ie mange des racines, Prenant congé de vous, ie vay dire matines.	Je suis pauvre à présent, Seigneur ne possède rien, Je ne peux (mes amis) vous offrir aucun bien, Je ne bois que de l'eau, ie mange des racines, Prenant congé de vous, tu vais dire matines.
LE M.	LE M.
D’HOSTEL L’ARRESTANT.	D'HÔTEL L'ARRÊTANT.
Arreſtez vn peuït!	Arrêtez un peuait!
voudrez vous refuſer,	voudrez -vous refuser,
ACTE SECOND.	ACTE SECOND.
SCENE CINQVIESME.	SCÈNE CINQUIÈME.
LE DVELLISTEET DVRACIER SON SECOND ENTRERONT.	LE DUELLISTET DURACIER SON SECOND ENTRERONT.
LE DVELLISTE.	LE DUELLISTE.
La vengeance & l’amour, me bruſlent de leur flame, La rage, & la colere, ont aſſiegé mon ame, Ie ne ſuis plus à moys car ces deux paſſions, Tourne virent mes ſens de mille affections, La viengeance m’emporte à beaucoup entreprendre, Et l’amourme retient, & ſuis forcé de rendre, Mes vœux à ſes Autels, & lors Mars plain d’horreur Reueille mon courage & me met en fureur:	La vengeance et l'amour, me brûlent de leur flamme, La rage, et la colère, ont assiégé mon âme, Je ne suis plus à mois car ces deux passions, Tourne virent mes sens de mille affections, La viengeance m'emporte à beaucoup entreprendre, Et l'amourme retient, et suis forcé de rendre, Mes vœux à ses Autels, et lors Mars plain horreur Reueille mon courage et me met en fureur:
Donne moy ton aduis, amy que dois-ie faire, I’ay beſoin de conſeil à reſoudre l’affaire;	Donne -moi ton avis, ami que dois-je faire, J'ai besoin de conseil à résoudre l'affaire;
Que ne ſuis-je aux deſerts des mortels incognus, Où Mars & Cupidon, ne ſont iamais venus, I’y bastirois vn Temple à faire ma demeure, Sans armes, ſans amours, iuſqu’à ma derniere heure:	Que ne suis-je aux déserts des mortels inconnus, Où Mars et Cupidon, ne sont jamais venus, J'y bâtirais un Temple à faire ma demeure, Sans armes, sans amours, jusqu'à ma dernière heure:
En pleurant les regrets qui m’affligent ſi fort, Que ie n’ayme rientant que de baiſer la mort, Qu'il faille qu’vn riual de nature ſauuage, Poſſede ma Maiſtreſſe & la tienne en ſeruage, Ie mourray mille fois pluſtoſt que l’endurer;	En pleurant les regrets qui m'affligent si fort, Que je n'aime rientôt que de baiser la mort, Qu'il faille qu'un rival de nature sauvage, Possède ma Maîtresse et la tienne en servage, Je mourrai mille fois plutôt que l'endurer;
D'vn amy au beſoin on ſe peut aſſebrer, n Ujt inpur ut te nombre?	D'un ami au besoin on se peut assebrer, n' Ujut inpur ut te nombre?
à me rendre ſeruice!	à me rendre service!
Porte luy ce Cartel;	Porte eux ce Cartel;
rend moy ce bon office.	rend moi ce bon office.
DVRACIER SECOND.	DURACIER SECOND.
Monſieur;	Monsieur;
c’eſt le conſeil qu’euſſiez receu de moy, Ie ſuis du tout à vous ne douttez de ma foy;	c'est le conseil qu'eussiez reçu de moi, Je suis du tout à vous ne doutez de ma foi;
Ie vous demande vn point par tres-humble priere, De ne me taiſfet pus tes uoun orter ſans rien faire Ie vous ſerts de ſecond & ne vous quitte point, Auſſi-tostcomme vous i’auray l’eſpée au point.	Je vous demande un point par très-humble prière, De ne me taisfet pus tes oun orter sans rien faire Je vous serts de second et ne vous quitte point, Aussi-tostcomme vous j'aurai l'épée au point.
LE DVELLISTE.	LE DUELLISTE.
Non!	Non!
ie ne doutte pas de ton braue courage, Bamy uans terperns iamais l’amy n’engage, Ie te garde pour mieux, croy moy fidellement, Me battre ſeul à ſeut, c’eſt mon contentement:	On ne doutte pas de ton brave courage, Bami ans terperns jamais l'ami n'engage, Je te garde pour mieux, crois moi fidèlement, Me battre seul à seut, c'est mon contentement:
Va donc ſans plus tarder, dis-luy qu’en ceſte place, Ie l’attends pourpoint bas;	Va donc sans plus tarder, dis-lui qu'en cette place, Je l'attends pourpoint bas;
va promptement de grace;	va promptement de grâce;
DVRACIER.	DURACIER.
Auſſi toſt faict que dit, i’y vay tout de ce pas, Ie tarderay bien peu ne vous ennuyez pas!	Aussi tôt fait que dit, j'y vais tout de ce pas, Je tarderai bien peu ne vous ennuyez pas!
Ie vous l’ameine icy, s’il manque de courage, Vous m’en excuſerez ayant faict mon meſſage,	Je vous l'amène ici, s'il manque de courage, Vous m'en excuserez ayant fait mon message,
LE DVELLISTE.	LE DUELLISTE.
Allez ſans plus tarder il ſeroit deſia mort, 'ay la force & le droict, luy la crainte & le tort:	Allez sans plus tarder il serait déjà mort, ' ais la force et le droit, toujours la crainte et le tort:
LE Pardon, belle pardon.	LE Pardon, belle pardon.
LYDIE.	LYDIE.
mais de vous ie l'implore:	mais de vous Seigneur l'implore:
ET A GLYCERE.	ET A GLYCÈRE.
Oubliez le paſſé & croyez que i'honnore, Madame) vos vertus & vos chaſtes deſirs, Que Dieu les continuë en aymables plaiſirs,	Oubliez le passé et croyez que j'honore, Madame) vos vertus et vos chastes désirs, Que Dieu les continue en aimables plaisirs,
GLYCERE A L’HERMITE.	GLYCÈRE À L'HÉRMITE.
Et vous bon homme ſainct, ame des belles ames.	Et vous bon homme saint, âme des belles âmes.
Qui viuant dans le Ciel, auez quitté les flames, Qui bruſtent les numains, (uans te monde) incenſez, Combien vous auons nous, ſans ſul ject offencez?	Qui vivant dans le Ciel, avez quitté les flammes, Qui brûtent les numains, (uants te monde) incensez, Combien vous avons nous, sans sul ject offencez?
L M DAGCPET AL'HERMITE.	 M LAGCPET AL'HÉRMITE.
Ie ſçay que ſans ſubject, i’ay faict beaucoup d’offence;	Je sais que sans sujet, j'ai fait beaucoup d'offense;
GSLYCERE A LYDIE.	GSLYCERE À LYDIE.
Fachée du paſſe, i'en ſeray penitence;	Fachée du passe, j'en serai pénitence;
L’HERMITE.	L'HÉRMITE.
Le regret de l’offence efface l’action, Pardon vniuerſel, grace, remiſſion, Demeurez tous enpaix, dans le ſamct Marias 2 Dieu prolonge vos iours en faiſant bon meſnage;	Le regret de l'offense efface l'action, Pardon universel, grâce, rémission, Demeurez tous enpaix, dans le samct Marias 2 Dieu prolonge vos jours en faisant bon ménage;
Entrons donc s’il vous plaiſt, afin que promptement, Ie puiſſe execuer doſtre commandement.	Entrons donc s'il vous plaît, afin que promptement, Je puisse exécuer dotre commandement.
LE POETE ARRIVANT.	LE POTE ARRIVANT.
Mes Seigneurs, attendez ie ſuis de la partie, Ie veux faire des vers en l’honneur de Lydie, Pour laquelle autresfois i’ay ſouſpiré d’amour, Et maintenant ie veux honnorer ce beau iour, D'vn Hymen Hymenée, ô!	Mes Seigneurs, attendez avoir suis de la partie, Je veux faire des vers en l'honneur de Lydie, Pour laquelle autrefois j'ai soupiré d'amour, Et maintenant avoir veux honorer ce beau jour, D'un Hymen Hymenée, ô!
Hymen Hymenée, Hymen!	Hymen Hyménée, Hymen!
ô Hymenée, ô Hymen Hymenée:	ô Hyménée, ô Hymen Hyménée:
Sur ma lire dorée, où Phœbus ſeulement, Et les diuines ſœurs ont part eſgallement, Voſtre champ nuptial ſonnant à la cadance, Sera de l’aduant-jeu le guide de la dance;	Sur ma lire dorée, où Phœbus seulement, Et les divines sœurs ont part également, Votre champ nuptial sonnant à la cadance, Sera de l'aduant-ju le guide de la dance;
Heureux viuez contens, & loin de voſtrec hef, Les Dieux vous bien-veillants, detournent tout méchef:	Heureux vivez contents, et loin de votrec hef, Les Dieux vous bienveillants, détournent tout mèches:
A la grandeur des Roys ne portez point enuie, Le deſir d’amaſſer, ne trouble voſtre vie, N’ayez point de ſoucy, ſi'te n'eſt pour afmer L’vn l’autre à qui mieux mieux, & vous entr’animer, A forte de vaijersyut jouſpirs, d’accollades Et i’en compoſeray chants royaux & ballades, DEffefier an fejain auray-ie pas l’honneur?	À la grandeur des Rois ne portez point envie, Le désir d'amasser, ne trouble votre vie, N'ayez point de souci, site m'est pour afmer L'un l'autre à qui mieux mieux, et vous entr'animer, A forte de vaijersyut jouirs, d'accollades Et j'en composerai chants royaux et balades, DEfféfier an fejain aurai-je pas l'honneur?
LE MAISTRE D’HOSTEL.	LE MAÎTRE D'HÔTEL.
Nous vous en ſupplions, venez, & de bon cœur,	Nous vous en supplions, venez, et de bon cœur,
L’HERMITE.	L'HÉRMITE.
Allons done mes amis, paſſez;	Allons donce mes amis, passés;
l’heure nous preſſe,	l'heure nous presse,
AD MDIIOGEEHHHERDINAIRE.	AD MDIIOGEEHHHERDINAIRE.
Monſieur!	Monsieur!
L’ORDINAIRE.	L'ORDINAIRE.
pardonnez moy!	pardonnez -moi!
LE M.	LE M.
DHOSTEL.	DHÔTEL.
pourquoy ces complimens?	pourquoi ces compliments?
L’ORDINAIRE.	L'ORDINAIRE.
Ie vous dois de l’honneur par tout & en tout temps;	Je vous dois de l'honneur par tout et en tout temps;
LE M.	LE M.
D’HOSTEL.	D'HÔTEL.
Entrezie vous en prie eſtant pres de la porte!	Entrezie vous en prie étant pres de la porte!
L’ORDINAIRE.	L'ORDINAIRE.
L’honneur vous appartient, pres ou loin ne m’importe;	L'honneur vous appartient, pres ou loin ne m'importe;
LE M.	LE M.
D’HOSTEL.	D'HÔTEL.
Paſſons donc ſans tarder, c’eſt par commandement, De peur d’eſtre importun, i’entreray librement.	Passons donc sans tarder, c'est par commandement, De peur d'être importun, j'entrerai librement.
LE POETE SEVL.	LE POTE SEUL.
Lucine fauoriſe & vueille eſtre propice, A ces Hymens ſacrez, ſoubs vn heureux auſpice;	Lucine favorise et veuille être propice, À ces Hymen sacrez, soubs un heureux auspice;
Que tout preſentement on va ratifier, Afin qu'à l’aduenir, on s’y puiſſe fier:	Que tout présentement on va ratifier, Afin qu'à l'avenir, on s'y puisse fier:
LE PRVDENT DEMONAX AV POETE.	LE PRVDENT DEMONAX AU POTE.
Le bruit court en ſes lieux que dans cét Hermirage, De deux couples d’Amans ce faict le Mariage, Et que dans ce Chaſieau les braues Caualiers, Curieux de la iouxte & des combats Guerriers, Viennent de tous coſtez combatre à la barriere, Que pour gaigner la bague, on court belle carriere, Que le grand bal s’y tient, & ſont icy venus, Quantité de Seigneurs de pays incegnus:	Le bruit court en ses lieux que dans cet Hermirage, De deux couples d'Amands ce fait le Mariage, Et que dans ce Chasieau les braves Caliers, Curieux de la joute et des combats Guerriers, Viennent de tous côtés combattre à la barrière, Que pour gagner la bague, on court belle carrière, Que le grand bal s'y tient, et sont ici venus, Quantité de Seigneurs de pays incegnus:
Mon braue d’y le moy!	Mon brave d'y le moi!
en ſçay-tu des nouuelles?	en sais-tu des nouvelles?
As-iu Ceu arrintr de otues Dumoijettes;	As-ju Ceu arrintr de ou Moites;
Eſt-ce vn bal general!	Est-ce un bal général!
peux-je m’y pr ſenter!	peux-je m'y pr senter!
HREOEIE.	HRÉEIE.
Monſieur, tres librement vous pouuez y entrer,	Monsieur, très librement vous pouvez y entrer,
TANAPHILE AMY DV PRVDENT PASSANT PRES DV PRVDENT SANS MOT DIRE.	TANAPHILE AMY DU PRUDENT PASSANT PRÈS DU PRVDENT SANS MOT DIRE.
LE PRVDENT ESTONNE'.	LE PRVDENT ESTONE.
Qui ſe preſente à moy!	Qui se présente à moi!
eſt ce vn ſpectre, eſt-ce vn ſonge, Mes yeux ſont offuſquez!	est ce un spectre, est-ce un songe, Mes yeux sont offusquez!
eſt-il vray!	est-il vrai!
c’eſt menſonge!	c'est mensonge!
Car mon amy eſt mort, l’eſprit il a rendù, Son corps couuert de ſang, ſur la place eſtendu;	Car mon ami est mort, l'esprit il a rendù, Son corps couvert de sang, sur la place étendu;
PAR ESTONNEMENT.	PAR ÉTONNEMENT.
Si ie m’eſtois trompé!	Si ici m'étais trompé!
ſi tranſporté de crainte, Croyant l’auoir veu mort, ce n’eſtoit qu’vne fainte, Ie doibts me reſiouyr, ſi ie le vois viuant?	si transporté de crainte, Croyant l'avoir vu mort, ce n'était qu'une fay, Ie bts me réjouir, si personne le vois vivant?
DESESPOIR.	DÉSESPOIR.
Cen eſt faict, eeſt on ſonge, il mouruſt à l'inſunt.	Cen est fait, eest on songe, il mourût à l'inst.
TREMAy-ie peur!	TREMAi-je peur!
qu’elle crainte agite ma penſee?	qu'elle crainte agite ma pensée?
De l’ombre d’vn amy mon ame eſtre bleſſee?	De l'ombre d'Han ni mon âme être blessée?
Il le faut accoſter, approchons-le de pres, Il s’aduance à me voir, il vien icy expres;	Il le faut accoster, approchons-le de pres, Il s'avance à me voir, il viens ici exprès;
Mon amy Dieu te garde!	Mon ami Dieu te garde!
hé moytié de mon ame!	hé moitié de mon âme!
Mon cœur emen jentimem ete e guute me paſme.	Mon cœur emen jentimem été eût gute me pâme.
L’EMBRASSANT S’ESVANOVYRA.	L'EMBRASSANT S'ÉVANOUIRA.
A NAPHILE.	À NAPHILE.
Cher Amy prends courage, hà tu me fais mourir!	Cher Ami prends courage, hà tu me fais mourir!
LE POETE LES SOVSTENANT, Mes amis accoureZ venez les ſecourir, O Dieux quel changement de plaiſir en triſieſſe, Bon bommo zuenez-toſt tardez vn peu la meſſe;	LE POTE LES SOUSTENANT, Mes amis accourez venez les secourir, Ô Dieux quel changement de plaisir en trisiesse, Bon bommo zuenez-tôt tardez un peu la messe;
Quon apporte au vin, c'eſt vn couple d’amants, Qui d’extreſme amitié, s’embraſſent en mourants:	Quon apporte au vin, c'est un couple d'amants, Qui d'extrême amitié, s'embrassent en mourants:
L’HERMITE AVEC SA CALLEBACE, Quel ſubit accident!	L'HÉRMITE AVEC SA LLEBACE, Quel subit accident!
Meſſe gneurs bon couroge,	Messe géneurs bon couroge,
TREMPERA SON MOVCHOIR Tenez voyla du vin frottez en leur viſage He!	TREMPERA SON MOUCHOIR Tenez voilà du vin frottez en leur visage He!
reprenez vos ſens, vous n’eſies pas bleſſ.	reprenez vos sens, vous n'esies pas blés.
z,	z,
LE POETE.	LE POTE.
C'eſt qu’ils s’ayment par trop, d’amitie c'eſt l'excez, lis reprennent oggaeur, les jentes teur reuiennent!	C'est qu'ils s'aiment par trop, d'amitié c'est l'excès, lis reprennent ogaeur, les jentes teur reviennent!
LE POETE.	LE POTE.
Voyez comme enlacez à plains bras ils ſe tiennent?	Voyez comme enlacés à plains bras ils se tiennent?
LE PRVDENT AYANT REPRIS SES SENS.	LE PRUDENT AYANT REPRIS SES SENS.
Eſt-ce toy mon amy que j’embraſſe ſi fort?	Est-ce toi mon ami que j'embrasse si fort?
Quoy!	Quoi!
te vois-ie viuant apres t’auoir veu mort!	te vois-je vivant après t'avoir vu mort!
TANAPHILE LE DESAMBRASSANT.	TANAPHILE LE DESAMBRASANT.
La crainte te ſaiſit me voyant ſur la place, Blaſſé tu me crûs mort, eſtant froid comme glace, I’eus du pire au combat, car d’vn coup de reuers, Frappé dans le coſté ie renuerſe à l’enuers, Ie fus laiſſé pour more, maco reprenant courage, Me remettant ſur pieds, ie me fis vn bandage, D’vn mouchoir;	La crainte te saisit me voyant sur la place, Blassé tu me crus mort, étant froid comme glace, J'eus du pire au combat, car d'un coup de revers, Frappé dans le côté entre renverse à l'envers, Je fus laissé pour more, maco reprenant courage, Me remettant sur pieds, notre me fis un bandage, D' mouchoir;
arreſtant le reſte de mon ſang Qui par trop reſpandu me rendoit tanguiſſant:	arrêtant le reste de mon sang Qui par trop répandu me rendait tanguissant:
M’ayant chez vn Seigneur doucement faict conduire, I’y fus ſi bien reçeu qu’il ne ſe peut mieux dire, Bien penſé, bien guery, le congé de luy pris, Ie voulus acheuer,	M'ayant chez un Seigneur doucement fait conduire, J'y fus si bien reçu qu'il ne se peut mieux dire, Bien pensé, bien guéri, le congé de lui pris, Je voulus achever,
LE A P RVDENT.	LE À P UDENT.
?	?
TANAPHILE.	TANAPHILE.
mon voyage entrepris, De ſortir hors de France eſuitant le ſupplice, Que i'euſſes deu ſouffrir par exemple en Iuſtice, Abſent depuis cinq ans, tu me vois de retour, Icy venu expres te donner le bon iour, Hoie cumenun tong smiuc & mide trauerſes, Perils, dangers, trauaux & fortunes diuerſes;	mon voyage entrepris, De sortir hors de France évitant le supplice, Que j'eusses dev souffrir par exemple en Justice, Absent depuis cinq ans, tu me vois de retour, Ici venu exprès te donner le bon jour, Hoie cumenun tong smivc et mide traverses, Périls, dangers, travaux et fortunes diverses;
Conte les moy de grace, VDENT.	Conte les moi de grâce, VDENT.
HERMITE.	HÉRMITE.
Meſſieurs;	Messieurs;
vne autres fois, La compagnie attend, entrez dedans ce bois, Le Chaſteau n’eſt pas loin, on vous fera grand chere Vous ſerez bien venus vous n’auez nulle affaire, Venez y librement, vous aurez le loiſir, De ces perils puaſſe &ont autre entretenir;	 Elle fois, La compagnie attend, entrez dedans ce bois, Le Château n'est pas loin, on vous fera grand chère Vous serez bien venus vous n'avez nulle affaire, Venez y librement, vous aurez le loisir, De ces périls puasse etont autre entretenir;
LE POEIE.	LE POEIE.
Meſſieurs, il cons tait bray ne tardez d’auantagé Vous y ſerez reçeus de cœur & de courage	Messieurs, il cons ait brai ne tardés d'avantagé Vous y serez reçus de cœur et de courage
E TDENT.	E TDENT.
Allons ſoubs voſtre enſeigne	Allons soups votre enseigne
L’HERMITE.	L'HÉRMITE.
allons, TANAPHILE AV POETE.	allons, TANAPHILE AU POTE.
le voulez vous?	le voulez -vous?
LE POETE.	LE POTE.
Ie vous ſuis ſeruiteur!	Je vous suis serviteur!
LE POETE SEVL AV PEVPLE.	LE POTE SEUL AU PEUPLE.
Cependant, d’aſſiſter à la ceremonie, Des fidelles Amants, chacun d’eux vous conuie.	Cependant, d'assister à la cérémonie, Des fidèles Amants, chacun d'eux vous convie.
FAVTES DE L’IMPRESSION.	FAUTES DE L'IMPRESSION.
Page 17.	Page 17.
vers 7.	vers 7.
il fauelire deſconde tout a voap.	il faulire desconde tout a vovap.
Page38.	Page38.
il faut lire Acte ſeconu l'agej,rteis ra il faut lire l’hotreur.	il faut lire Acte seconu l'agej,rteis ra il faut lire l'hotreur.
Page 59.	Page 59.
vers 15.	vers 15.
il faut lire doux.	il faut lire doux.
Page 60.	Page 60.
vers 3.	vers 3.
liſez paſſion.	lisez passion.
Page 67 P.	Page 67 P.
II.	II.
il faut lire Bon cela c’eſt bien dit.	il faut lire Bon cela c'est bien dit.
Page 68.	Page 68.
vers 3.	vers 3.
liſez Roches.	lisez Roches.
Page 69.	Page 69.
ligne 20.	ligne 20.
liſez Bon cela c’eſt bien dit.	lisez Bon cela c'est bien dit.
Page 70 ligne 10.	Page 70 ligne 10.
iiſez ce n'eſt idolatrie.	jisez ce n'est idolâtrie.
Page 72.	Page 72.
ligne 12.	ligne 12.
liſez qui n’yra pas.	lisez qui n'ira pas.
