PAR MONSIEVR BORÉE,	PAR MONSIEUR BORE,
Ie ne demande rien, qui ne ſoit legitime.	Je ne demande rien, qui ne soit légitime.
ERMTTE.	ERMTTE.
Ie le crois, & n’en veux plus auant m'informer.	Je le crois, et n'en veux plus avant m'informer.
CLOTANE.	CLOTANE.
Ce ſeroit auſſi bien ſur le ſable ſemer.	Ce serait aussi bien sur le sable semer.
Quelque iour ie ne dis qu’ils ne puiſſent paroiſtre, Mais perſonne ne peut encore les cognoiſtre.	Quelque jour Seigneur ne dis qu'ils ne puissent paraître, Mais personne ne peut encore les connaître.
ERMITE.	ERMITE.
15 Ie ne le veux auſſi, commis expreſſement De vous monstrer la foy des Chreſtiens ſeulement.	15 Je ne le veux aussi, commis expressément De vous montrer la foi des Chrétiens seulement.
CLOTANE.	CLOTANE.
Ie deſirois auſſi grandement de l’apprendre.	Je désirais aussi grandement de l'apprendre.
ERMITE.	ERMITE.
Ie veux en peu de mots vous la faire comprendre.	Je veux en peu de mots vous la faire comprendre.
Sçachez donc, Monſeigneur, que nous croyons vn Dieu PATOI Eternel, tout-puiſſant, qui ſe trouue en tout lieu, Qui vit, & n'a beſoin d’aucune nourriture:	Sachez donc, Monseigneur, que nous croyons un Dieu PATOI Éternel, tout-puissant, qui se trouve en tout lieu, Qui vit, et n'a besoin d'aucune nourriture:
Et d’où l’eſtre depend de toute creature.	Et d'où l'être dépend de toute créature.
Tout bon, tout pur, tout ſimple, exempt de paſſions, MMATOI Et qui parfait touſiours toutes ſes actions:	Tout bon, tout pur, tout simple, exempt de passions, MATOI Et qui parfait toujours toutes ses actions:
Qu'eſgal à ſoy ſon Fils de tout temps il engendre, Choſe que vous pouuez mieux croire que l’entendre:	Qu'égal à soi son Fils de tout temps il engendre, Chose que vous pouvez mieux croire que l'entendre:
Que du Pere & du Fils ſort vn certain Eſprit A tous deux tout pareil, & qu’homme ne comprit:	Que du Père et du Fils sort un certain Esprit À tous deux tout pareil, et qu'homme ne comprit:
i Aau Por 0 Trois perſonnes ainſi ne faiſans qu’vneleſſence,	y Pau Por 0 Trois personnes ainsi ne faisans qu'unélessence,
Dont la foy ſeulement nous donne cognoiſſancé:	Dont la foi seulement nous donne cognoissancé:
Que le Fils contemplant tout l’Vniuers perdu, Dans les flancs d’vne Vierge est çà bas deſcendu, Pour lauer de ſon ſang la faute de nos peres, Qui nous auoient plongez dans l’Enfer de miſeres:	Que le Fils contemplant tout l'Univers perdu, Dans les flancs d'une Vierge est çà bas descendu, Pour lauer de son sang la faute de nos pères, Qui nous avaient plongés dans l'Enfer de misères:
Que mort il deſcendit à l’inſtant aux Enfers, Pour briſer de ſa voix leurs chaines & leurs fers.	Que mort il descendit à l'instant aux Enfers, Pour briser de sa voix leurs chaînes et leurs fers.
Que le troiſieſme iour en deſpit de l’enuie Sa belle Ame à ſon Corps fit reprendre la vie, Qui fut plus qu’il n’eſtoit mille fois glorieux:	Que le troisième jour en dépit de l'envie Sa belle Âme à son Corps fit reprendre la vie, Qui fut plus qu'il n'était mille fois glorieux:
Puis apres quelque temps qu’il s'en retourne aux Cieux, D’où quelque iour il doit reuenir en puiſſance, Pour donner à chaſcun ſa iuſte recompenſe, Selon qu’il aura faict, les bons auront de pris Les threſors infinis du celeſte pourpris:	Puis après quelque temps qu'il s'en retourne aux Cieux, D'où quelque jour il doit revenir en puissance, Pour donner à chascun sa juste récompense, Selon qu'il aura fait, les bons auront de pris Les trésors infinis du céleste pourpris:
Les autres receuront des peines ſi cruelles, Qu'on ne les ſçauroit dire, & ſeront eternelles:	Les autres recevront des peines si cruelles, Qu'on ne les saurait dire, et seront éternelles:
Car il ne faut douter, que ceux qui ſeront morte Ne retournent vn iour reueſtus de leurs corps:	Car il ne faut douter, que ceux qui seront morte Ne retournent un jour revêtus de leurs corps:
Et c’eſt alors qu’armé de foudre & de tonnerre Dieu de ſon feu vainqueur conſumera la terre.	Et c'est alors qu'armé de foudre et de tonnerre Dieu de son feu vainqueur consumera la terre.
Voila ce qu’vn Chreſtien doit croire, Monſeigneur;	Voila ce qu'Hêtre Chrétien doit croire, Monseigneur;
Au moins s’il veut auoir de ce beau nõ l’honneur	Au moins s'il veut avoir de ce beau n 'honneur
CLOTANE.	CLOTANE.
Ie croy ce qu’auez dit, mon Pere, des Oracles.	Je crois ce qu'avez dit, mon Père, des Oracles.
Et me reſiouys fort de ſçauoir ces miracles:	Et me réjouis fort de Savoir ces miracles:
Vous m’obligez bien tant en vos ſages diſcours, Que tandis que le Ciel prolongerames tours, Heure ne paſſera, que ie ne me ſouuienne, Comme ie tiens de vous la creance Chreſtienne.	Vous m'obligez bien tant en vos sages discours, Que tandis que le Ciel prolongerames tours, Heure ne passera, que personne ne me souvienne, Comme ie tiens de vous la créance Chrétienne.
ERMITE.	ERMITE.
Hé!	Hé!
pleuſt à Dieu, mon Fils, qu’il fuſt en mon pouuoir, D’obtenir tout cela, que vous pouuirie Nauoir.	pleut à Dieu, mon Fils, qu'il fût en mon pouvoir, D'obtenir tout cela, que vous pouvirie Navoir.
Si ie peux riẽ pour vous, cõmãdez-moy de grace, Il n’eſt rien que ſoudain de bon cœur ie ne face.	Si grande peux rien pour vous, cõmãdez-moi de grâce, Il n'est rien que soudain de bon cœur homme ne face.
Uostre Voſtre noble courage obtiendra plus de moy, Que ne peut obtenir la priere d’vn Roy.	Uotre Vostre noble courage obtiendra plus de moi, Que ne peut obtenir la prière d'un Roi.
CLOTANE.	CLOTANE.
Seulement ie vous pri', mon Pere, d’vne choſe, C’eſt que priez celuy, qui du monde diſpoſe, Que ie puiſſe en ſeruant ce Prince genereux Voir Rhodes ſuccomber à ſon bras valeureux:	Seulement je vous pri', mon Père, d'une chose, C'est que priez celui, qui du monde dispose, Que ton puisse en servant ce Prince généreux Voir Rhodes succomber à son bras valeureux:
Pour lors ie ne crains plus la mort tant effroyable, Tropcomient a'auoir peu etst captoit memorable.	Pour lors ie ne crains plus la mort tant effroyable, Tropcomient à'avoir peu etst captait mémorable.
AHXIOI	AHXIOI
ERMITE.	ERMITE.
Je ne manqueray point à ce pieux deuoir:	Je ne manquerai point à ce pieux devoir:
Uos vertus plus que tout m'y peuuẽt eſmouuoir.	Vos vertus plus que tout m'y peuvent émouvoir.
CLOTANE.	CLOTANE.
Ainſi vous accroiſtrez de vos bien-faicts le nombre, Vn Prince preſeruant d’vn ſi piteux encombre, Dõt le Ciel vous pourra quelque iour guerdôner.	Ainsi vous accroîtrez de vos bienfaits le nombre, Un Prince préservant d'un si piteux encombre, Dont le Ciel vous pourra quelque jour guerdôner.
ERMITE.	ERMITE.
Pour ne plus longuement vos deſſeins deſto ner, Ie m’en vay ſuppliant voſtre ame genereuſe, De me voir quelque fois dedans ma Grotte ombreuſe:	Pour ne plus longuement vos desseins desto ner, Je m'en vais suppliant votre âme généreuse, De me voir quelque fois dedans ma Grotte ombreuse:
Là ie vous pourray mieux diſcourir amplement, L 4 De ce que le Chreſtien doit croire fermement.	Là Rome vous pourrai mieux discourir amplement, L 4 De ce que le Chrétien doit croire fermement.
LLOTANE.	LLOTANE.
Ie n’y manqueray point, moyennant que ie ſçache, Uous voyant quelque fois, que point ie ne vous faſche.	Je n'y manquerai point, moyennant que deux apache, Uous voyant quelque fois, que point ie ne vous fâche.
adqj uuilaf v	adqj uilaf vais
ERMITE.	ERMITE.
Vous ne ſçauriez iamumi Or auitu uone, mon fils:	Vous ne sauriez jamumi Or auitu one, mon fils:
Puiſſiez-vous voir bien toſt nos hayneux deſconfis.	Puissiez-vous voir bien tôt nos haine déconfis.
¶ M	¶ M
CLOTANE.	CLOTANE.
Adieu, mon Pere, adieu:	Adieu, mon Père, adieu:
vueillent les Cieux propices Aggreer à mon nom vos deuots Sacrifices.	veuillent les Cieux propices Agréer à mon nom vos dévots Sacrifices.
Or ne conuient icy plus long-temps arreſter;	Or ne convient ici plus longtemps arrêter;
Ains retourner le Camp a preſent viſiter, De peur qu'on ne ſoupçonne vne trop longue abſence.	Ain retourner le Camp a présent visiter, De peur qu'on ne soupçonne une trop longue absence.
Dieu vueille à mes langueurs donner quelque allegeance.	Dieu veuille à mes langueurs donner quelque allégeance.
OCENE IROISIESME.	OCENE IROISIESME.
Othoman.	Othoman.
Lacene femme d’Othoman.	Lacène femme d'Othoman.
OTHOMAN.	OTHOMAN.
TOus ne versés qu’en vain ces plaintes & ces pleurs, e n’auray iamais peur de ſemblables malheurs.	TOut ne versés qu'en vain ces plaintes et ces pleurs, elle n'aurai jamais peur de semblables malheurs.
Et qu’eſt-ce qu’en diroit vn iour la renommée, Qui par tout l’Vniuers ma valeur a ſemée?	Et qu'est-ce qu'en dirait un jour la renommée, Qui par tout l'Univers ma valeur a semée?
On me reputeroit vn trop laſche Empereur, Eſclaue ſans ſubiect d’vne vaine terreur.	On me réputerait un trop lâche Empereur, Esclave sans sujet d'une vaine terreur.
Uos perſuaſions & toutes vos amorces, N’ont pas à ceſt effect d’aſſez valables forces, Bonnes tant ſeulement à des hommes coüards.	Uos persuasions et toutes vos amorces, N'ont pas à cet effet d'assez valables forces, Bonnes tant seulement à des hommes coutards.
Qui ne ſçauẽt que c’eſt de Bellõne & de Mars Quet bun u veu iamais endoſſer la cuirace, Ains auoir pour vn rien la paſleur à la face.	Qui ne savoir que c'est de Belligne et de Mars Quet bun vu jamais endosser la cuirace, Ains avoir pour un rien la pas la face.
LACENE.	LACENE.
le te uy reuourant de vemnemy le ſort, Qui deſia par effect s’eſt monſtre le plus fort.	le te ui revourant de vemnemi le sort, Qui déjà par effet s'est montre le plus fort.
OTHOMAN.	OTHOMAN.
Que le ſort hardiment teſmoigne ſa puij ſance, Nous luy ferons touſiours aſſez de reſiſtance:	Que le sort hardiment témoigne sa puij ance, Nous te ferons toujours assez de résistance:
Et m’offences par trop d’entretenir ce dueil, M’ayant veu ſi ſouuent abattre ſon orgueil.	Et m'offenses par trop d'entretenir ce deuil, M'ayant vu si souvent abattre son orgueil.
Baiſe moy ſeulement, & or ie te proteste, Te faire voir bien-toſt ſa perte manifeſte, Te le faire venir humblement à genoux Supplier qu’il te plaiſe appaiſer mon courroux.	Baise moi seulement, et or ie te proteste, Te faire voir bientôt sa perte manifeste, Te le faire venir humblement genoux Supplier qu'il te plaise appaiser mon courroux.
Uou Uoudrois-tu voir fleſtrir l’honneur de mon Empire.	Où Uoudrais-tu voir flétrir l'honneur de mon Empire.
LACENE.	LACENE.
Autre que ſa ſplendeur mon ame ne deſire:	Autre que sa splendeur mon âme ne désire:
Mais malgré mon effort i’ay touſiourt pelque.	Mais malgré mon effort j'ai toujours pelque.
peur.	peur.
4 8	4 8
OTHOMAN.	OTHOMAN.
Ta peur ne ſera rien qu’vne freſle vapeur, ui, exnate auſſt-toſt, & n'a point de durée, Qu’abſente des rayons de la lampe etherée.	Ta peur ne sera rien qu'une frêle vapeur, , exnate ausst-tôt, et n'a point de durée, absente des rayons de la lampe etherée.
LACENE.	LACENE.
Tout ce qu’il vous plaira:	Tout ce qu'il vous plaira:
mais ie crains grandement Des preſages receus vn triſte euenement.	mais ainsi crains grandement Des presages reçus un triste événement.
OTHOMAN.	OTHOMAN.
Telle apprehenſion vn grãd cœur n’espouuãte, Un qui laiſſe à iamais ſa gloire ſuruiuante, Vn qui ſçait trop dõpter des pareilz eſtrangers, Et qui ne cogneut onc que c’est que des dangers:	Telle appréhension un grand cœur n'épouvante, Un qui laisse à jamais sa gloire suruiuante, Un qui sait trop donner des pareilz étrangers, Et qui ne connut onc que c'est que des dangers:
Mais voicy l’eſpion deputé pour apprendre, 94 Ce que font les Chrestiẽs:	Mais voici l'espion député pour apprendre, 94 Ce que font les Chrestiẽs.
il nous le faut entêdre	il nous le faut entêdre
ESPION, TVRC.	ESPION, TURC.
Race des immortels, ie te viens rapporter, Que le Chreſtien s’en vient derechef t’affronter, Reſolu d’emporter auiour d’huy ceſte Ville.	Race des immortels, une te viens rapporter, Que le Chrétien s'en vient derechef t'affronter, Résolu d'emporter aujour d'hui cette Ville.
OTHOMAN.	OTHOMAN.
L'inſolent ſe deçoit, le croyant ſi facile:	L'insolent se déçoit, le croyant si facile:
I’aſſembleray pluſtoſt vn monde de guërriers, Qui mourront au combat auec moy des premiers, Il maudira trop tard ſon deſſein temeraire, Et cognoiſtra que c’eſt de m’auoir aduerſaire.	J'assemblerai plutôt un monde de guerriers, Qui mourront au combat avec moi des premiers, Il maudira trop tard son dessein téméraire, Et connaîtra que c'est de m'avoir adversaire.
Que doncques l’imprudent n’espere deſormais, D’auoir auecques moy de trefue ny de paix, D’eſprouuer autre ſort ſuiuant ſa deſtinée, Que celuy qu'esprouua l’impudent Salmonée.	Que donc l'imprudent n'espère désormais, D'avoir avec moi de trefue ny de paix, D'éprouver autre sort suivant sa destinée, Que celui qu'éprouva l'impudent Salmonée.
Mais vien-çà, mon amy:	Mais viens-à, mon ami:
dy moy ſuccinctement, Ce qu’il t’en peut ſembler ſelon ton iugement.	dis -moi succinctement, Ce qu'il t'en peut sembler selon ton jugement.
ESPION.	ESPION.
Que diroy-ie, ſinon qu’il a des bons gendarmes, Fort experimentez, à ce qu’on voit, aux armes:	Que dirais-je, sinon qu'il a des bons gendarmes, Fort expérimentez, à ce qu'on voit, aux armes:
Bref qu’il vient à l’aſſaut auec vn appareil, Qui n'eut à teſt effett tamais rien de pareil,	Bref qu'il vient à l'assaut avec appareil, Qui n'eût à test effett tamais rien de pareil,
OTHOMAN.	OTHOMAN.
As-tu cogneu leurs Chefs?	As-tu connu leurs Chefs?
ESPION.	ESPION.
FOVLQVES plein de courage Anime tous les ſiens au martial orage;	FOVLQVES plein de courage Anime tous les siens au martial orage;
Tout ſemblable à celuy, que les grãds belliqueurs Vont adorant çà bas pour le Dieu des vainqueurs.	Tout semblable à celui, que les grands belliqueurs Vont adorant à bas pour le Dieu des vainqueurs.
AME' d’autre coſté paroiſt comme vn Alcide, Qui ſe promet bien-toſt d’eſtre ton homicide.	AME' autre côté paraît comme un Alcide, Qui se promet bientôt d'être ton homicide.
OTHOMAN.	OTHOMAN.
Nous eſperons de voir au combat perilleux, e que peut la valeur de ce tygre orgueilleux:	Nous espérons de voir au combat périlleux, eu que peut la valeur de ce tigré orgueilleux:
Le trouuant ſeul à ſeul, deſormais qu’il n’eſpere, Que toutes les rigueurs d’vn ennemy ſeuere.	Le trouvant seul à seul, désormais qu'il n'espère, Que toutes les rigueurs d'un ennemi sévère.
C’eſt aſſez:	C'est assez:
mais voicy celuy-là que i’attens:	mais voici celui-là que j'attends:
Aanrens ons un fecoure uing queu pretens:	Aanrends ons un secoure ouving queu prétends:
SECOND IANISSAIRE.	SECOND IANISSAIRE.
Auguſte Maieſté, l’ornement de la terre.	Auguste Majesté, l'ornement de la terre.
Je t’amene des gens experts en faicts de guerre Plus que n’a de flambeaux la nuict au firmament, Quuuonueus puis tien que ton commande.	Je t'amène des gens experts en faits de guerre Plus que n'a de flambeaux la nuit au firmament, Quuuonueus puis tien que ton commande.
ment.	ment.
OTHOMAN.	OTHOMAN.
Graces à Mahomet, i’ay ce que ie deſire:	Grâces à Mahomet, j'ai ce que ie desire:
Allons doncques monstrer tous les feux de noſtre ire:	Allons donc montrer tous les feux de notre ire:
Allons exterminer les Chreſtiens auiourd’huy, Et ſans plus differer, nous deliurer d’ennuy:	Allons exterminer les Chrétiens aujourd'hui, Et sans plus différer, nous délivrer d'ennui:
I’espere de le voir, encore que Bellonne Le voudroit contre nous aſſiſter en perſonne.	J'espère de le voir, encore que Bellonne Le voudrait contre nous assister en personne.
SCENE QVATRIESME.	SCÈNE QUATRIÈME.
Amé.	Amé.
Clotane.	Clotane.
AME.	ÂME.
TE voudroy, qu’il vous pleuſt me dire briefueYment, Si vous auez receu du meſcontentement;	TE voudroy, qu'il vous pleût me dire briefueYment, Si vous avez reçu du mécontentement;
Le ſuiect, qui vous faict aymer la ſolitude:	Le sujet, qui vous fait aimer la solitude:
Ainſi vous me mettez en grand' ſolicitude, Eſpris, comme ie dois, d’vn extreme deſir, De ſçauoir ſi quelqu’vn vous faict du deſplaiſir.	Ainsi vous me mettez en grand solicitude, Espris, comme ie dois, d'un extrême désir, De savoir si quelqu'un vous fait du déplaisir.
Le ſçachant vous pouuez tenir indubitable, Que ſa faute en auroit vn ſalaire ſortable.	Le sçachant vous pouvez tenir indubitable, Que sa faute en aurait un salaire sortable.
