AT.	AT.
Choiſir vne Bergere au peuple de Sicile, Pour la faire regner n'ét pas choſe facile, C’ét inciter l’eſprit de la rebellion, Sur ce pretexte à mettre Oſſe ſur Pelion, Pour echeler le trône où vous ont mis vos peres:	Choisir une Bergère au peuple de Sicile, Pour la faire régner n'est pas chose facile, C'est inciter l'esprit de la rébellion, Sur ce prétexte à mettre Osse sur Pélion, Pour écheler le trône où vous ont mis vos pères:
Aux Princes ces deſſains sõt peu ſouuãt proſpéres;	Aux Princes ces dessains sont pu souvant prospêtres;
Tous les Rois vos voiſins vous auront à mépris, S’ils voyent vôtre cœur ſi láchemant ſurpris.	Tous les Rois vos voisins vous auront à mépris, S'ils voient votre cœur si léchemant surpris.
Tout vôtre peuple attand vne Reine feconde, Du plus pur ſang des dieux, qui ſoit dedãs le mõde:	Tout votre peuple attand une Reine féconde, Du plus pur sang des dieux, qui soit dedans le monde:
Eigenmla quex ny nejmcorrecome, Sire, m’a fait vſer de cette liberté, Que vous ne trouuerés aucunemant mauuaiſe;	Éigenmla quex mieux nejmcorrecome, Sire, m'a fait user de cette liberté, Que vous ne trouverez aucunemant mauvaise;
Puis que c'ét ſeulemant pour aſſeurer vôtre aiſe.	Puis que c'est seulemant pour assurer votre aise.
CLEOGENE.	CLÉGENE.
Tu voudrois donc qu'urltos jut ferput jes jujets, Que l’interét commun reglât tous ſes projets, Que pour le bien du peuple, où ta raiſon s’obſtine, Il s’immolât ſoy-méme, & iurât ſa ruïne, Que le ſalut public limitât ſon deſir, Somme toute qu’il n’éut iamais aucun plaiſir:	Tu voudrais donc qu'urltos jut ferput j ujets, Que l'intérêt commun reglât tous ses projets, Que pour le bien du peuple, où ta raison s'obstine, Il s'immolât soi-même, et jurât sa ruine, Que le salut public limitât son désir, Somme toute qu'il n'obut jamais aucun plaisir:
Abus pernicieux odieuſe maxime, Qui rend vn Prince eſclaue, & ſon pouuoir opprime;	Abus pernicieux odieuse maxime, Qui rend un Prince esclaue, et son pouvoir opprime;
Vn eſprit genereux hait la ſubjection:	Un esprit généreux hait la sujet:
Que ſi quelque mutin, deſſus cette action, Prend ſujet d’échaper, tu verras mon épee A punir l’inſolent deſormais occupee;	Que si quelque mutin, dessus cette action, Prend sujet d'échapper, tu verras mon épee A punir l'insolent désormais occupe;
Ie ſçay bien comme il faut traiter vn factieux, Ie le veus, il ſufit, tu dois clorre les yeux A toutes les raiſons que ta bouche profere, Pour plaire à mon humeur qrrn vonuuis t'affaire, Par ta dexterité, au point où ie l’attens, Ie ne ſuis pas ingrat.	Je sais bien comme il faut traiter un factieux, Je le veux, il suffit, tu dois clorre les yeux À toutes les raisons que ta bouche profère, Pour plaire à mon humeur qrn vonvis t'affaire, Par ta dextérité, au point où Se l'attends, Je ne suis pas ingrat.
HERMANTE.	HÉRMANTE.
Sire ie ne pretans Aueun autre loyer que l’honneur de vous plaire, C’ét là de mes trauaux la gloire & le ſalaire.	Sire ici ne prétans Aueun autre loyer que l'honneur de vous plaire, C'est là de mes travaux la gloire et le salaire.
Ie vay a ce qui ét de ma vommipion, Pour bien tôt ſatisfaire à vôtre paßion, Auec eſpoir de rendre entre vos bras paſmed D'vn excés de poutpar ceint nergere aimee.	Je vais à ce qui est de ma vommipion, Pour bien tôt satisfaire à votre passion, Avec espoir de rendre entre vos bras pasmèd D'H excès de poutupar ce nergère aimée.
CLEOGENE.	CLÉGENE.
Ha!	Ha!
trop douce promeſſe:	trop douce promesse:
adieu, mais ſouuien-toy, De bien repreſenter mon amour, & ma foy,	adieu, mais souvien-toi, De bien représenter mon amour, et ma foi,
Fin du ſecond Acte.	Fin du second Acte.
ACTE TROISIE'ME, SCENE PREMIERE, ſeconde, & troiſiéme entremélees.	ACTE TROISIE'ME, SCÈNE PREMIÈRE, seconde, et troisième entremélees.
PALEMON, GYNECIE, HERMANTE, SILAIRE PALEMON, tout ſeul premier.	PALÉMON, GYNECIE, HERMANTE, SILAIRE PALÉMON, tout seul premier.
PALEMON.	PALÉMON.
EPVIS deux ou trois iours ce penſer m’in quiete, Ie ne ſçaurois m'ôter ce ſoucy de la téte, Ie ſonge iour & nuit à treuuer vn appuy A nôtre âge caduque, & l’afranchir d’ennuy;	ÉPVIS deux ou trois jours ce penser m'in quiète, Je ne saurais m'ôter ce souci de la tête, Je songe jour et nuit à trouver un appui À notre âge caduque, et l'afranchir d'ennui;
Nôtre perruque blanche, & nos tétes tremblante Deuers le monumant d’ordinaire penchantes;	Notre perruque blanche, et nos tête tremblante Deuers le monumant d'ordinaire penchantes;
Nos reins ja tous caßés, & nos bras affoiblis, Nos pieds dans le tombeau ja preſque enſeuelis, Ne peuuent plus porter les peines du ménage, Ces ſoins ſont importuns à tous ceux de nôtre âge Ces trauaux aſsidus ne touchent plus à nous, Paſſons tranquillemant dans vn mét ier plus douse Le reſte denos iours, e avvenaons ſans peine Les derniers accidans de la nature humaine:	Nos reins ja tous cassés, et nos bras affaiblis, Nos pieds dans le tombeau ja presque ensevelis, Ne peuvent plus porter les peines du menage, Ces soins sont importuns à tous ceux de notre âge Ces travaux assidus ne touchent plus à nous, Passons tranquillemant dans un mét er plus douze Le reste denos jours, eu avvenaons sans peine Les derniers accidans de la nature humaine:
Choiſiſſons à Silaire vn mary, qui rendra Nos eſprits allegés des ſoucis qu’il prendra.	Choisissons à Silaire un mari, qui rendra Nos esprits allés des soucis qu'il prendra.
JYNECIE.	JYNECIE.
C’ét tres-bien aduisé:	C'est très-bien avisé:
mais ie crains que Silaire Ne ſoit à ce deſſein abſolumant contraire;	mais ainsi crains que Silaire Ne soit à ce dessein absolumant contraire;
Elle m'a ſouuant dit, qu’elle n’aimoit rien tant, Gomme ju itoerre.	Elle m'a souvant dit, qu'elle n'aimait rien tant, Gomme ju itoerre.
PALEMON.	PALÉMON.
Elle mentoit d’autant, Quelque facheux ſemblãt, quelque triſteſſe feinte, Que ſon eſprit couuert ait ſur ſon frõt emprainte, Vne fille ét tou-jours fort aiſe de goûter Les douceurs d’vn époux, il n’en faut point douter;	Elle mentait d'autant, Quelque fâcheux semblant, quelque tristesse feinte, Que son esprit couvert ait sur son front emprainte, Vne aise -jours fort aise est touter Les douceurs d'un époux, il n'en faut point douter;
Auſsi n’ét-ce pas là ſur quoy ie delibere:	Aussi n'est-ce pas là sur quoi je délibère:
Mais ie voudrois, cõme ét le deuoir d’vn bon pere, En choiſir vn qui fût ſelon ſa volonté:	Mais était voudrais, comme était le devoir d'un bon père, En choisir un qui fût selon sa volonté:
Timandre à mon avis ét le moins rebuté, Ie croy qu'elle l’agree, & qu’auſsi luy de méme L’honore, & la cherit autant comme elle l’aime;	Timandre à mon avis est le moins rebuté, Je crois qu'elle l'agrèse, et qu'aussi lui de même L'honore, et la chérit autant comme elle l'aime;
mn er cclayjuge,reuse, & te ſues vren ioyeux, Qn'en cela mon eſprit ſuit le choix de leurs yeux;	mn er cclayjuge,reuse, et te sues vren joyeux, Qu'en cela mon esprit suit le choix de leurs yeux;
Qu'en dis-tu?	Qu'en dis-tu?
YNECIE.	YNECIE.
Ce parti me ſemble bien ſortable;	Ce parti me semble bien sortable;
Mais vn certain preſage ou faux, ou veritable Me paſſe dans l’eſprit, qui promet vn deſtin Plus heureux à ma fille:	Mais un certain présage ou faux, ou véritable Me passe dans l'esprit, qui promet un destin Plus heureux à ma fille:
hier au point du mâtin Alors que les frécheurs que la roſee apporte, Quand les heures au iour veulent ouurir la porte, Aſſoupiſſent nos ſens d’vn ſommeil plus aisé, Que le cerueau n'ét plus de vapeurs abusé, Le ſonge me fit voir vn ſceptre, vne couronne Proſternés, ſi me ſemble, aupres de ſa perſonne;	hier au point du mâtin Alors que les frécheurs que la rose apporte, Quand les heures au jour veulent ouvrir la porte, Assoupissent nos sens d'un sommeil plus aisé, Que le cerveau n'est plus de vapeurs abusé, Le songe me fit voir un sceptre, une couronne Prosternés, si me semble, auprès de sa personne;
Là deſſus nôtre chien abbayant hautemant En ſurſaut m’éueilla;	Là -dessus notre chien abayant hautemant En sursaut m'éveilla;
le commun ſentimant Tient que les ſonges ont alors quelque apparence Des accidans futurs, & pour moy, ie le penſe.	le commun sentimant Tient que les songes ont alors quelque apparence Des accidans futurs, et pour moi, venir le pense.
PALEMON.	PALÉMON.
Abus, le ſonge n’ét que pure fauſſeté, Et qui ne doit pas rompre vn deſſein projetté, Il nous montre ſouuant, non pas nôtre aduenture, Mais les infirmités de l’humaine nature;	Abus, le songe n'est que pure fausseté, Et qui ne doit pas rompre un dessein projetté, Il nous montre souvant, non pas notre aventure, Mais les infirmités de l'humaine nature;
C’ét vn obſcur tableau de nos affections, Ou l'idee trauaille au gre des paſsions.	C'est un obscur tableau de nos affections, Ou l'idée travaille au gré des passions.
mãte Mais quelcun deuers nous à grans pas s’achemine	mãte Ur quelcun devers nous à grans pas s'achemine
HERMANTE.	HÉRMANTE.
Dieu vous gard bons vieillars.	Dieu vous gard bons vieillars.
a de s Ma lva La majeſté diuine, Vous rende le ſalut, que vous nous ſouhaittés.	a de s Ma lua La majesté divine, Vous rende le salut, que vous nous souhaitez.
HERMANTE.	HÉRMANTE.
Remerciés tous deux le ſoin des Deïtés, Qui d’vn œil pitoyable ont veû vôtre innocence Croupir ſous les défauts d’vne obſcure naiſſance, Qui pour recompenſer dignemant vos vertus, Veulent rendre à vos piés les ſceptres abbatus, Eleuant vôtre rang par deſſus vn Empire, Permetant qu'vn grand Roy ſoubs vôtre aduee ſouſpire.	Remerciez tous deux le soin des Deïtés, Qui d'un œil pitoyable ont vu votre innocence Croupir sous les défauts d'une obscure naissance, Qui pour récompenser digneant vos vertus, Veulent rendre à vos piz les sceptres abattus, Élevant votre rang par -dessus un Empire, Permetant qu'un grand Roi sous votre aduee soupire.
GYNECIE.	GYNECIE.
Seroit-ce point icy l’éfet de mon preſage?	Serait-ce point ici l'éfet de mon présage?
Mon eſprit n'entend rien dans ce confus langag	Mon esprit n'entend rien dans ce confus langag
HERMANTE.	HÉRMANTE.
Ie m'expliqueray bien:	Je m'expliquerai bien:
mais gardés d’irriter La cholere du Roy, gardés de rejetter La grace qu’ilvous fait:	mais gardez d'irriter La cholère du Roi, gardés de rejetter La grâce qu'il fait:
quand nôtre nonchalente Mépriſe ſes faueurs, ſa bonté s’en offence:	quand notre nonchalente Méprise ses faveurs, sa bonté s'en offense:
Mais que i’ay tort d’vſer de ces precautions, Pour porter vôtre eſprit &es intentions:	Mais que j'ai tort d'user de ces précautions, Pour porter votre esprit etes intentions:
Vous n'aués pas ſi fort l’ame aueugle, & brutale, Que vous ne connoiſsiés quel bien ie vous détale;	Vous n'avez pas si fort l'âme aveugle, et brutale, Que vous ne connoissiés quel bien apprendre vous détale;
Le Roy veit vôtre fille en chaſſant l’autre iour, Et la voyant ſentit la puiſſance d’Amour:	Le Roi vit votre fille en chassant l'autre jour, Et la voyant sentit la puissance d'Amour:
Du dépuis il n’a point eu de repos dans l’ame, Silaire y ét grauee auec des traits de flâme:	Du depuis il n'a point eu de repos dans l'âme, Silaire y est grave auec des traits de flamme:
Vn Roy moins vertueux auroit bien tôt paſsé Les appetits brutaux dont il ſeroit pouſsé, Et par la violance aſſouuy ſon enuie, Sans ſonger à l’honneur d’vne fille rauie;	Un Roi moins vertueux aurait bien tôt passé Les appétits bruts dont il serait poussé, Et par la violance assoui son envie, Sans songer à l'honneur d'une fille ravie;
Il trouueroit bien tôt la fin de ſon deſir Dans les laches tranſports d’vn infame plaiſir:	Il trouverait bien tôt la fin de son désir Dans les lâches transports d'un infâme plaisir:
La paſsion du Roy ét bien plus legitime, Il a pour vôtre fille vne amitié ſans crime, Il la veut poſſeder, mais à condition De luy donner ſon ſceptre & ſon affection, D'aſſocier Silutre enju cenene reynre, Et partager les fruits d’vne amour coniugale.	La passion du Roi est bien plus légitime, Il a pour votre fille un amitié sans crime, Il la veut posséder, mais à condition De lui donner son sceptre et son affection, D'associer Silutre enju cenue renre, Et partager les fruits d'une amour conjugale.
PALEMON.	PALÉMON.
C’ét amour à vn Roy me ſemble vn peu ſuſpect.	C'est amour à un Roi me semble un peu suspect.
HERMANTE.	HÉRMANTE.
Il ét vray qu’on vous traitte auec trop de reſpect, Qu'vn Roy ſans demander congé de ſa penſee, Peut ſoulager les feux dont ſon ame ét preſsée.	Il est vrai qu'on vous traite avec trop de respect, Qu'un Roi sans demander congé de sa pensée, Peut soulager les feux dont son âme est pressée.
H 2	H 2
PALE	PALE
PALEMON.	PALÉMON.
oupuren je fes uecfersnc enoquent pomi les loix:	oupuren je fes uecfersnc enoquent pomy les loix:
HERMANTE.	HÉRMANTE.
Sçais-tu pas qu'elles ſont les eſclaues des Roix?	Sais-tu pas qu'elles sont les esclaves des Roix?
PALEMON.	PALÉMON.
Ils les doiuent garder de crainte de ſcandale.	Ils les doivent garder de crainte de scandale.
HERMANTE.	HÉRMANTE.
En ce qui touche aux Rois la doute en ét fatale, Méme quãd on s’attache aux faits du ſouuerain Son pouuoir vaut des loix grauées ſur l’airain, Et rend les actions plus iniuſtes licites:	En ce qui touche aux Rois la doute en ét fatale, Même quand on s'attache aux faits du souuerain Son pouvoir vaut des lois gravées sur l'air, Et rend les actions plus injustes licites:
Pourquoy faut-il vſer enuers vous de redites?	Pourquoi faut-il user envers vous de redites?
Ie vous dis, que le Prince ét frant en ce deſſein, Que mes premiers diſcours vous ont ouuert sõ ſein Que ſi vous agrées ſes vœux, l’experiance Peru vvir ciuiremuni qu'elc el ja conſciance, Ou ſi vous refusés vôtre conſentemant, Pour contenter ſa flame, il peut tout iuſtemant.	Je vous dis, que le Prince est frant en ce dessein, Que mes premiers discours vous ont ouvert su sein Que si vous agrées ses vœux, l'expériance Per vir civremuni qu'élc el ja conscance, Ou si vous refusez votre consentemant, Pour contenter sa flamme, il peut tout justemant.
PALEMON.	PALÉMON.
Ie ſçay qu’on ne ſçauroit douter de l’innocence D’vn Roy ſi vertueux, ſans commettre vne offence.	Je sais qu'on ne saurait douter de l'innocence D'un Roi si vertueux, sans commettre une offense.
Qu'on ne peut ſans remors en rien le refuſer:	Qu'on ne peut sans remors en rien le refuser:
Mais ſi cette promeſſe ét pour nous abuſer, Il touche à vous, grands Dieux, de venger nôtre injure, Il touche à vous grãds Dieux de punir vn parjure.	Mais si cette promesse est pour nous abuser, Il touche à vous, grands Dieux, de venger notre injure, Il touche à vous grands Dieux de punir un parjure.
A l’ombre de vos bras le foible & l’innoçant Repoſent aſſurés;	À l'ombre de vos bras le faible et l'innoçant Reposent assurés;
vous étes du puïſſant La crainte & la terreur;	vous êtes du puissant La crainte et la terreur;
& l’vnique eſperance Des eſprits affligés ſous vne autre puiſſance.	et l'vnique espérance Des esprits affligés sous une autre puissance.
