ACT EVRS.	ACT EURS.
Seigneur, iugez mieux des deſirs de ſon ame, Et ne condamnez pas auec ſeuerité, Vn foible mouuement de generoſité:	Seigneur, jugez mieux dés désirs de son âme, Et ne condamnés pas avec témérité, Un faible mouvement de générosité:
Elle ſeule, Seigneur, fait agir Lindamire, D'amour nla pole de pait au leie quil implle, Et quel que ſoit l’éclat qu’elle fait dans ce iour, C’eſt pitié, c’eſt bonté:	Elle seule, Seigneur, fait agir Lindamire, D'amour nla pôle de paît au leie quil implle, Et quel que soit l'éclat qu'elle fait dans ce jour, C'est pitié, c'est bonté:
mais ce n’eſt point amour.	mais ce n'est point amour.
SCENE VI.	SCÈNE VI.
LE ROT, CLOTAIRE, MONCADE, D.	LE ROT, CLOTAIRE, MONCADE, D.
ALVAR, LINDAMIRE.	ALVAR, LINDAMIRE.
D.	D.
ELVIRE, LEONOR, CARLOS.	ÉLVIRE, LEONOR, CARLOS.
D.	D.
ELVIRE.	ELVIRE.
J Oyez-vous, Leonor, que cela vous ſuffiſe.	 Oyez-vous, Leonor, que cela vous suffise.
V Toûjours en tout, par cout la ioye eſt ma deuiſe:	V Voujours en tout, par coût la joie est ma devise:
Mais ce n'eſt pas icy que ie dois la preſcher, Retirons-nous:	Mais ce n'est pas ici que ici dois la prêcher, Retirons-nous:
LE ROY.	LE ROY.
Venez, vous pouuez approchec, Voſtre preſence icy nous ſera neceſſaire, I’ay beſoin de teſmoins pour ce que ie veux faire.	Venez, vous pouvez approchec, Votre présence ici nous sera nécessaire, J'ai besoin de témoins pour ce que ie veux faire.
LINDAMIRE.	LINDAMIRE.
Ouy pour faire éclatter ma gloire aux yeux de tous, Approchez-vous, Eluire, on a beſoin de vous, Sçachant de quel ſecret eſt capable voſtre ame, On vous rend auiourd huy le témoin de ma flame, Ie rends graces, Seigneur, à cét obligeant ſoin.	Oui pour faire éclatter ma gloire aux yeux de tous, Approchez-vous, Elvire, on a besoin de vous, Sachant de quel secret est capable votre âme, On vous rend aujourd' hui le témoin de ma flamme, Je rends grâces, Seigneur, à cet obligeant soin.
Et i’en voudrois auoir l’vniuers pour témoin.	Et j'en voudrais avoir l'Hivers pour témoin.
MONCADE bas.	MONCADE bas.
e ntaniuen Feits	 ntaniuen Fésits
LINDAMIRE.	LINDAMIRE.
I’auoueray donc ſans crainte.	J'avouerai donc sans crainte.
MONCADE.	MONCADE.
Ah!	Ah!
ne la croyez-pas, Seigneur, c’eſt vne feinte, Connoiſſant le pouuoir qu’elle tlur torde cœur, Elle feint par bonté cette obligeante ardeur, Preſumant que peut-eſtre vn Monarque qui l’aime, Accoldera ina grace aion amour extrême.	ne la croyez-pas, Seigneur, c'est une feinte, Connaissant le pouvoir qu'elle tleur torde cœur, Elle feint par bonté cette obligeante ardeur, Presumant que peut-être Un Monarque qui l'aime, Accoldera ina grâce aion amour extrême.
LINDAMIRE.	LINDAMIRE.
Va, va, i’en ay trop dit tu fais vn vain effort, Graces à mon aueu, nous aurons meſme ſort.	Va, va, j'en ai trop dit tu fais un vain effort, Grâces à mon aveu, nous aurons même sort.
LE ROY.	LE ROY.
Qu’as-tu fait pour ſeduire vne telle perſonne, A-ce eſté ſur l’eſpoir d’vſurper ma Couronne.	Qu'as-tu fait pour séduire une telle personne, A-ce été sur l'espoir d'usurper ma Couronne.
Car enfin ce grand cœur ne s’eſt point aſſeruy.	Car enfin ce grand cœur ne s'est point asservi.
LINDAMIRE.	LINDAMIRE.
Il a fait ſon deuoir, & vous a bien ſeruy, C’eſt ainſi qu’on ſeduit les ames magnanimes, Et non pas par l’eſpoir de commettre des crimes!	Il a fait son devoir, et vous a bien servi, C'est ainsi qu'on séduit les âmes magnanimes, Et non pas par l'espoir de commettre des crimes!
Connoiſſez-moy, Seigneur, ce qui peut m’enflamer, C’eſt ſa haute vertu qui me le fait aimer, 2 Seule d’vn feu ſi pur elle eſt l’illuſtre cauſe.	Connaissez-moi, Seigneur, ce qui peut m'enflammer, C'est sa haute vertu qui me le fait aimer, 2 Seule d'un feu si pur elle est l'illustre cause.
D.	D.
ELVIRE.	ELVIRE.
Que le parfait amour eſt vne ſotte choſe, Viuë l’amour commode & la bonnc amitié.	Que le parfait amour est une sotte chose, Vive l'amour commode et la bonnc amitié.
MONCADE.	MONCADE.
Madame, au nom des Dieux ayez moins de pitié.	Madame, au nom des Dieux ayez moins de pitié.
Vous aygriſſez mes maux quand voſtre zele augmente, Soyez moins genercuſe, & ſoyez plus prudente:	Vous aigrissez mes maux quand votre zèle augmente, Soyez moins génersuse, et soyez plus prudente:
Helas:	Hélas:
qui i'auront di’auant ce triſte iour.	qui j'auront di'avant ce triste jour.
Que mon plus grand mal-heur ſeroit ſon trop d’amour.	Que mon plus grand malheur serait son trop d'amour.
LINDAMIRE.	LINDAMIRE.
Ie ſçay que cét excez me rendra criminelle:	Je sais que cet excès me rendra criminelle:
Mais mon plus grand deſir eſt de paroiſtre telle;	Mais mon plus grand désir est de paraître telle;
Seigneur, ſi i’en ay fait vn coupable auiourd’huy, Ie pretens à mon tour la deuenir pour luy:	Seigneur, si j'en ai fait un coupable aujourd'hui, Je prétends à mon tour la devenir pour quelque:
Son amour vous deplut, le mien en fait de meſme.	Son amour vous déplut, le mien en fait de même.
S’il l’adit, ie l’auouë, & s’il m’aima ie l’aime;	S'il l'adit, ie l'avoue, et s'il m'aima apprendre l'aime;
Ordonnez meſme peine, & de ſemblables feux.	Ordonnez Se peine, et de semblables feux.
LE ROY.	LE ROY.
Hé bien!	Hé bien!
apres cela Moncade eſt il heureux;	après cela Moncade est il heureux;
Goultera-tilencor vne ioye imparfaite, Et ſon Roy luy ſçait-il donner ce qu’il ſouhaite.	Goultera-tilencor une joie imparfaite, Et son Roi luieste-il donner ce qu'il souhaite.
LE ROY.	LE ROY.
Et comment Auez-vous pû, Moncade en iuger autrement?	Et comment Avez-vous pu, Moncade en juger autrement?
Vous eſtes innocent, ie vous traite en coupable;	Vous êtes innocent, votre vous traite en coupable;
ne tous qui me iģauez vn Monarque équitable, Vous me voyez iniuſte, & vous l’oſez penſer;	ne tous qui me iģauez un Monarque équitable, Vous me voyez injuste, et vous l'osez penser;
Ah!	Ah!
c’eſt de ce ſoupçon que ie dois m’offencer;	c'est de ce soupçon que ici dois m'offenser;
Et ſi Moncade en tout n’auoit l’art de me plaire, C’eſt là ce qui deuroit attirer ma colere.	Et si Moncade en tout n'avait l'art de me plaire, C'est là ce qui devrait attirer ma colère.
Quel reuers!	Quel revers!
LEONOR.	LEONOR.
D.	D.
ELVIRE.	ELVIRE.
Qu'ay-je fait!	Qu'ai-je fait!
CLOTAIRE.	CLOTAIRE.
Vaines pretentions.	Vaines prétentions.
LE ROY.	LE ROY.
Aprenez le ſecret de mes intentions, Comme depuis dix ans vous m’auez fait connoiſtre.	Apprenez le secret de mes intentions, Comme depuis dix ans vous m'avez fait connaître.
Que iamais plus que vous ſujet n’aima ſon maiſtre, Auſſi iamais ſujet ne fut chery d’vn Roy Auec plus de ferueur que vous l’eſtes de moy:	Que jamais plus que vous sujet n'aima son maître, Aussi jamais sujet ne fut chéri d'un Roi Avec plus de ferveur que vous l'êtes de moi:
Ie vous ay veu ſaiſi d’vne melancolie, Qui ſeule s’oppoſoit autrepos de ma vie;	Je vous ai vu saisi d'une mélancolie, Qui seule s'opposait autrepos de ma vie;
I’en ay connu la cauſe, & ie la fais ceſſer, Aucun doute à preſent n’a droit de vous bleſſer:	J'en ai connu la cause, et ainsi la fais cesser, Aucun doute à présent n'a droit de vous blesser:
I’ay iuré par les droits du ſacré diadéme, De montrer fre eſt vous ou ma faueur qu’on aime, Ie vous tiens ma parole & dans ce iour fameux, Amy, Maiſtreſſe, Roy, tout va vous rendre heureux.	J'ai juré par les droits du sacré diadème, De montrer ère est vous ou ma faveur qu'on aime, Je vous tiens ma parole et dans ce jour fameux, Ami, Maîtresse, Roy, tout va vous rendre heureux.
LINDAMIRE.	LINDAMIRE.
Ah!	Ah!
Roy, de tous les Rois le plus incomparable, Qu’à iamais ce grand iour vous rende memorable.	Roi, de tous les Rois le plus incomparable, Qu'à jamais ce grand jour vous rende mémorable.
MONCADE.	MONCADE.
Puiſſay-je meriter cét excez de bonté, En verſant tout mon ſang pour voſtre Majeſté;	Puissé-je mériter cet excès de bonté, En versant tout mon sang pour votre Majesté;
Et vous, illuſtre amy, dont l’ame peu commune Paroiſt impenetrable aux traits de la fortune, Partageons deſormais la faueur de moi Roy.	Et vous, illustre ami, dont l'âme peu commune Paraît impénétrable aux traits de la fortune, Partageons désormais la faveur de moi Roy.
DOM ALVAR.	DOM ALVAR.
I'ay ſatisfait mon cœur, & n’ay ſeruy que moy.	J'ai satisfait mon cœur, et n'ai servi que moi.
LE ROY.	LE ROY.
Allons par voſtre hymen acheuer noſtre ouurage.	Allons par votre hymen achever notre ouvrage.
CLOTAIRE.	CLOTAIRE.
Qu'entens-je, qu’ay-je fait;	Qu'entends-je, qu'ai-je fait;
ah!	ah!
deſeſpoir, ah!	désespoir, ah!
rage.	rage.
SCENE VII.	SCÈNE VII.
121.	121.
42, MONCADE, EEI DIMIRE.	42, MONCADE, EEI MIRE.
D.	D.
ALVAR, D.	ALVAR, D.
ELVIRE, LEONOR.	ÉLVIRE, LEONOR.
Rince.	Rince.
uuan allaue	uuan allaue
LE ROY.	LE ROY.
Non laiſſez-le dans ces iuſtes tranſports, a bien merité de ſi cuiſans remors;	Non laissez-le dans ces justes transports, a bien mérité de si cuisants remors;
it ſon exemple à tous doit ſeruir d’vne marque, Que nul ne voit bien clair dans le cœur d’vn Monarque:	U son exemple à tous doit servir d'une marque, Que nul ne voit bien clair dans le cœur d'un Monarque:
it que pour bien ſortir d’vn pas ſi dangereux, I n’eſt iamais rien tel que d’eſtre genereux:	it que pour bien sortir d'être pas si dangereux, I n'est jamais rien tel que d'être généreux:
ſais allons acheuer.	sais allons achever.
CENE VIII.	CÈNE VIII.
1 D.	1 D.
ELVIRE, LEONOR.	ÉLVIRE, LEONOR.
LEONOR.	LEONOR.
ET vous la politique, Prenez-vous grande part en la feſte publique?	ET vous la politique, Prenez-vous grande part en la fête publique?
D.	D.
ELVIRE.	ELVIRE.
Tout cela ne vaut pas la peine d’en parler, Et Dom Lope m'attend qui m’en va conſoler	Tout cela ne vaut pas la peine d'en parler, Et Dom Lope m'attend qui m'en va consoler
N.	N.
Priuilege du Roy.	Privilège du Roi.
OVIS PAR LA GRACE DE DIEV ROY LDE FRANCE ET DE NAVARRE, A nos amez & feaux nos Gens tenans nos Cours de Parlement, Maiſtres des Requeſtes ordinaires de noſtre Hoſtel, Baillifs, Seneſchaux, ou autres nos Iuſticiers & Officiers, Salut;	OUÏS PAR LA GRACE DE DIEU ROY LDE FRANCE ET DE NAUARRE, A nos âmez et féaux nos Gens tenants nos Cours de Parlement, Maîtres des Requêtes ordinaires de notre Hôtel, Baillifs, Sénéchaux, ou autres nos Iticiers et Officiers, Salut;
Noſtre bien amée LA DEMOISELLE DES IARDINS nous a fait remonſtrer qu’elle deſireroit faite imprimer vn Poëme de ſa compoſition intitulé, La Comedie du Fauory, s’il nous plaiſoit luy en octroyer la permiſſion, & nos lettres ſur ce neceſſaires;	Notre bien amée LA DEMOISELLE DES IARDINS nous a fait remontrer qu'elle désirerait faite imprimer un Poème de sa composition intitulé, La Comédie du Favori, s'il nous plaisait avoir en octroyer la permission, et nos lettres sur ce nécessaires;
A CES CAVSES, deſirant fauorablement traitter ladite exnoſante, Nous luy auons permis & permettons par ces preſentes de faire imprimer par tel Imprimeur & Libraie qu’il luy plaira ledit liure, en telle marge & caractee que bon luy ſemblera, pendant le temps & eſpace de inq années, à commencer du iour qu’il ſera acheué d’imrimer pour la premiere fois de chacun volume, penlant lequel temps nous faiſons tres-expreſſes mhibitions tdeffences à tous Imprimeurs, Libraires, ou autres de quelque qualité & condition qu’ils ſoient, d’imprimer, lu faire imprimer, vendre, ny debiter ledit liure ſans le onſentement de l’Expofante, ou de ceux qui auront loit d’elle, ſous pretexte d’augmentation, correction, hangement de tirre, fauſſe marque, ou autrement, èn elque ſorte & maniere que ce ſoit, à peine de deux nil liures d’amende, applicable vn tiers à l’Hoſtel-Dieu lenoſtre bonne Ville de Paris, vn tiers à l’Hoſpital General dudit lieu, & l’autre tiers à l’Expoſante, confiſcation des exemplaires contrefaits, & de tous deſpens, dommages & intereſts;	À CES CAUSES, désirant favorablement traiter ladite exnousante, Nous luitaît permis et permettons par ces présentes de faire imprimer par tel Imprimeur et Libraie qu'il lui plaira ledit livre, en telle marge et caractée que bon lui semblera, pendant le temps et espace de inq années, à commencer du jour qu'il sera achevé d'imrimer pour la première fois de chacun volume, à lequel temps nous faisons très-expresses propos es tous Très, Libraires, ou es de quelque qualité et condition ils soient, dimprimer, lu a imprimer, vendre, ni débiter le te sans le m de Expofante, ou de ceux qui à loit elle, us pretexte Ym, correction, me de tirre, fausse marque, ou autre, elque sorte et maniere que ce soit, peine de deux nil li amende, applicable v tiers Hostel-Dieu ô bonne Ville de Paris, tiers Hospital General dudit lieu, 'ilautre tiers sExposante, confiscation des exemplaires contrefaits, et de tous dépens, dommages à intérêts'
à condition qu’il ſera mis deux exemplaires dudit liure en noſtre Bibliotheque, vn au cabinet de noſtre Chaſteau du Louure, vn autre en celle de noſtre tres-cher & feal Chancelier de France le Sieur Seguier, auant que de l’expoſer en vente:	à condition qu'il sera mis deux exemplaires dudit livre en notre Bibliothèque, un au cabinet de notre Château du Louvre, un autre en celle de notre très-cher et féal Chancelier de France le Si Séguyer, avant que de l'exposer en vente:
comme auſſi de faire regiſtrer ces preſentes és Regiſtres du Syndic de Libraires, à peine de nullité des preſentes, du contenu deſquelles nous voulons que vous faſſiez joüir l’Expoſante, ou ceux qui auront droit d’elle, plainement & paiſiblement, ſans qu’il luy ſoit donné aucun trouble ny empeſchement à ce contraire.	comme aussi de faire régistrer ces présentes ès Registres du Syndic de Libraires, à peine de nullité des présentes, du contenu desquelles nous voulons que vous fassiez jouir l'Exposante, ou ceux qui auront droit d'elle, plainement et paisiblement, sans qu'il lui soit donné aucun trouble ni empêchement à ce contraire.
Voulons auſſi qu’en mettanau commencement ou a la fin des exemplaires dudit li ure vn Extrait des preſéntes, qu’elles ſoient tenuës pour deüement ſignifiées, & que foy ſoit adiouſtée aux copie collationnées par l’vn de nos amez & feaux Conſeillen & Secretaires comme à l’Original;	Voulons aussi qu'en mettanau commencement ou à la fin des exemplaires dudit li ure un Extrait des preséntes, qu'elles soient tenues pour deüement signifiées, et que foi soit ajoutée aux copie collationnées par l'un de nos âmez et féaux Conseillen et Secretaires comme à l'Original;
Mandons au premiel noſtre Huiſſier ou Sergent ſur ce requis, de faire pou l’execution des preſentes tous actes & ſignifications qu beſoin ſera, ſans demander autre permiſſion:	Mandons au premiel notre Huissier ou Sergent sur ce requis, de faire pou l'exécution des présentes tous actes et significations qu' besoin sera, sans demander autre permission:
CAR TE	CAR TE
EST NOSTRE PLAISIR, nonobſtant clameur d Haro, Chartre Normande, priſe à parties & autres lettre à ce contraires.	EST NÔTRE PLAISIR, nonobstant clameur d' Haro, Chartre Normande, prise à parties et autres lettre à ce contraires.
DONNE' à Paris le  jour de l’an de grace mil ſix cent ſoixante cinq, & de noſtre regne le vingt-troiſiéme.	DONNE' à Paris le jour de l'an de grâce mil six cent soixante cinq, et de notre règne le vingt-troisième.
Signé, Pa le Roy en ſon Conſeil.	Signé, Pa le Roi en son Conseil.
GVITONNEAV.	GUITONEAU.
Et ladite Demoiſelle Des Iardins a cedé le ſuſdit Pri uilege aux Sieurs Thomas Iolly, Guillaume de Luyne Louys Billaine, & Gabriel Quinet, Marchand sLibraire à Paris, pour en ioüir ſuiuant l’accord fait entr’eux.	Et ladite Demoiselle Des Jardins a cédé le susdit Pri vilège aux Sieurs Thomas Jolly, Guillaume de Luyne Louis Billaine, et Gabriel Quinet, Marchand sLibraire à Paris, pour en jouir suivant l'accord fait entr'eux.
mages & intereſts;	mages et intérêts;
à condition qu’il ſera mis deux exemplaires dudit liure en noſtre Bibliotheque, vn au cabinet de noſtre Chaſteau du Louure, vn autre en celle de noſtre tres-cher & feal Chancelier de France le Sieur Seguier, auant que de l’expoſer en vente:	à condition qu'il sera mis deux exemplaires dudit livre en notre Bibliothèque, un au cabinet de notre Château du Louvre, un autre en celle de notre très-cher et féal Chancelier de France le Si Séguyer, avant que de l'exposer en vente:
comme auſſi de faire regiſtrer ces preſentes és Regiſtres du Syndic de Libraires, à peine de nullité des preſentes, du contenu deſquelles nous voulons que vous faſſiez joüir l’Expoſante, ou ceux qui auront droit d’elle, plainement & paiſiblement, ſans qu’il luy ſoit donné aucun trouble ny empeſchement à ce contraire.	comme aussi de faire régistrer ces présentes ès Registres du Syndic de Libraires, à peine de nullité des présentes, du contenu desquelles nous voulons que vous fassiez jouir l'Exposante, ou ceux qui auront droit d'elle, plainement et paisiblement, sans qu'il lui soit donné aucun trouble ni empêchement à ce contraire.
Voulons auſſi qu’en mettanau commencement ou a la fin des exemplaires dudit li ure vn Extrait des preſéntes, qu’elles ſoient tenuës pour deüement ſignifiées, & que foy ſoit adiouſtée aux copie collationnées par l’vn de nos amez & feaux Conſeillen & Secretaires comme à l’Original;	Voulons aussi qu'en mettanau commencement ou à la fin des exemplaires dudit li ure un Extrait des preséntes, qu'elles soient tenues pour deüement signifiées, et que foi soit ajoutée aux copie collationnées par l'un de nos âmez et féaux Conseillen et Secretaires comme à l'Original;
Mandons au premiel noſtre Huiſſier ou Sergent ſur ce requis, de faire pou l’execution des preſentes tous actes & ſignifications qu beſoin ſera, ſans demander autre permiſſion:	Mandons au premiel notre Huissier ou Sergent sur ce requis, de faire pou l'exécution des présentes tous actes et significations qu' besoin sera, sans demander autre permission:
CAR TE	CAR TE
EST NOSTRE PLAISIR, nonobſtant clameur d Haro, Chartre Normande, priſe à parties & autres lettre à ce contraires.	EST NÔTRE PLAISIR, nonobstant clameur d' Haro, Chartre Normande, prise à parties et autres lettre à ce contraires.
DONNE' à Paris le  jour de l’an de grace mil ſix cent ſoixante cinq, & de noſtre regne le vingt-troiſiéme.	DONNE' à Paris le jour de l'an de grâce mil six cent soixante cinq, et de notre règne le vingt-troisième.
Signé, Pa le Roy en ſon Conſeil.	Signé, Pa le Roi en son Conseil.
GVITONNEAV.	GUITONEAU.
Et ladite Demoiſelle Des Iardins a cedé le ſuſdit Pri uilege aux Sieurs Thomas Iolly, Guillaume de Luyne Louys Billaine, & Gabriel Quinet, Marchand sLibraire à Paris, pour en ioüir ſuiuant l’accord fait entr’eux.	Et ladite Demoiselle Des Jardins a cédé le susdit Pri vilège aux Sieurs Thomas Jolly, Guillaume de Luyne Louis Billaine, et Gabriel Quinet, Marchand sLibraire à Paris, pour en jouir suivant l'accord fait entr'eux.
