LES GALANTES JERTVEVSES.	LES GALANTES JERTUEUSES.
Maiſtre des humains & des Dieux, Redoutable vainqueur des plus ambitieux, Dieu de fers, de ſouſpirs, de tourmens, & de flames, Amour, que les coups de tes traits, Ont d’abord de puiſſans attraits, Qu’ils font vne agreable & charmante bleſſeure, Mais apres de ſi doux momens, Helas!	Maître des humains et des Dieux, Redoutable vainqueur des plus ambitieux, Dieu de fers, de soupirs, de tourments, et de flammes, Amour, que les coups de tes traits, Ont d'abord de puissants attraits, Qu'ils font une agréable et charmante blessure, Mais après de si doux moments, Hélas!
que ta douceur change bien de nature, Et qu’elle eſt fatale aux amans.	que ta douceur change bien de nature, Et qu'elle est fatale aux amants.
Pour m’attirer en ton Empire, Et ſoubs la rigueur de tes loix, Mille braues amans dont tu m’offrois le choix, Ont ſouffert en m’aymant vn aymable martyre,	Pour m'attirer en ton Empire, Et sous la rigueur de tes lois, Mille braves amants dont tu m'offrais le choix, Ont souffert en m'aimant un aimable martyre,
Mais au point qu’vn iuſte deſir, Me deuoit donner le plaiſir, De poſſeder vn cœur digne de mes careſſes, Tu viens trauerſer mes deſſeins, Et tu portes mon pere à de laſches promeſſes, Pour le plus mal-faict des humains.	Mais au point qu'un juste désir, Me devait donner le plaisir, De posséder un cœur digne de mes caresses, Tu viens traverser mes desseins, Et tu portes mon père à de lâches promesses, Pour le plus malhait des humains.
Hé bien Tyran ie me prepare, A tout ce que veut ta rigueur, Affin de l’aſſouuir arrache moy le cœur, Porte-le tout ſanglant aux yeux de ce baibare, Que trauerſé de mille coups, Il l’enuoye à ce bel eſpoux, A qui ſa cruauté me-veut rendre aſſeruie, Auſſi bien l’arreſt de mon ſort, A conclû ce matin que l’autheur de ma vie, Soit le miniſtre de ma mort.	Hé bien Tyran mis me prépare, À tout ce que veut ta rigueur, Affin de l'assouvir arrache moi le cœur, Porte-le tout sanglant aux yeux de ce baibare, Que traversé de mille coups, Il l'envoie à ce bel époux, À qui sa cruauté me-veut rendre asservie, Aussi bien l'arrêt de mon sort, A conclu ce matin que l'auteur de ma vie, Soit le ministre de ma mort.
Ouy c’eſt trop conſulter ſur vn coup neceſſaire, Dorante auec tes iours acheue ta miſere, Et par ce meſme effort rens en vn meſme temps, Trois differens Riuaux, ou punis ou contens, Sus:	Oui c'est trop consulter sur un coup nécessaire, Dorante avec tes jours achève ta misère, Et par ce même effort rends en un même temps, Trois différents Rivaux, ou punis ou contents, Sus:
quel moyen propice à ta funeſte enuie, Par vne prompte mort termiuera ta vie?	quel moyen propice à ta funeste envie, Par une prompte mort termivera ta vie?
Le fer en ce deſſein ne te peu ſecourir, Puis que de traits plus fort t’ont bleſſé ſans mourir, Croire que de tes maux le poiſon te deſliure, Le plus fott des poiſons te laiſſe encore viure, Et quoy que par tes yeux il t’ayt gaigné le cœur, Pour abreger tes iours il a peu de vigueur.	Le fer en ce dessein ne te peu secourir, Puis que de traits plus fort t'ont blessé sans mourir, Croire que de tes maux le poison te délivre, Le plus fott des poisons te laisse encore vivre, Et quoi que par tes yeux il t'ait gagné le cœur, Pour abréger tes jours il a pu de vigueur.
Acheuons toutesfois ce ſanglant ſacrifice, Laiſſons à ma douleur ce pitoyable office, Son excez aujourd’huy ſuffit pour me tuer, Et i’ay fait vn deſſein qu’il doit effectuer.	Achevons toutefois ce sanglant sacrifice, Laissons à ma douleur ce pitoyable office, Son excès aujourd'hui suffit pour me tuer, Et j'ai fait un dessein qu'il doit effectuer.
SCENE II.	SCÈNE II.
ARIOMANT, NERINE.	ARIOMANT, NERINE.
M ARTOMMNVA.	M MRTOMNVA.
Quoy longe Nerme ?	Quoi longe Nerme ?
NERINE.	NERINE.
Au malheur qui te preſſe,	Au malheur qui te presse,
ARIOMANT.	ARIOMANT.
Quoy tu ne peux fleſchir mõ ingratte maiſtreſſe, son cœir eſt-i tounouis imtundie pour moy, Le temps peut tout changer.	Quoi tu ne peux fléchir momme ingrate maîtresse, son cœir est- jouis imtunie pour moi, Le temps peut tout changer.
NERINE.	NERINE.
Il ne peut rien pour toy,	Il ne peut rien pour toi,
ARIOMANT.	ARIOMANT.
Il calme la fureur des plus fieres tempeſtes, Il abbat des rochers les orgueilleuſes teſtes, Il change tout le mõde, & tu penſes qu’vn cœur, Puiſſe éuiter toufiours ce glorieux vainqueur.	Il calme la fureur des plus fières tempêtes, Il abat des rochers les orgueilleuses têtes, Il change tout le monde, et tu penses qu'un cœur, Puisse éviter toufiours ce glorieux vainqueur.
NERINE.	NERINE.
Il peut tout ſur nos corps il détruit la nature, On ne peut éuiter ſa deffaite future, Mals l’eſprit ne ſuir pas le changement des aus, Et ne releue point de l’Empire du temps.	Il peut tout sur nos corps il détruit la nature, On ne peut éviter sa défaite future, Mals l'esprit ne suir pas le changement des aus, Et ne relève point de l'Empire du temps.
ARIOMANT.	ARIOMANT.
Qui t’oblige à ces mots?	Qui t'oblige à ces mots?
cette Reyne des belles, Cõbat-elle mes vœux par des rigueurs nouuelles?	cette Reine des belles, Combat-elle mes vœux par des rigueurs nouvelles?
Apprens-moy mon malheur.	Apprends-moi mon malheurs.
NERINE.	NERINE.
Tu le cognois aſſez, Ne te ſuffit-il pas de ſes meſpris paſſez.	Tu le connais assez, Ne te suffit-il pas de ses mépris passez.
l'eux-tu ptetendre encor le bien qu’elle te nie, Et croy-tu vaincre vn iour ſa rigueur infinie ?	l'eux-tu ptétendre encor le bien qu'elle te nie, Et crois-tu vaincre un jour sa rigueur infinie ?
ARIOMANT.	ARIOMANT.
La pitié peut changer les meſpris les plus forts, Mon treſpas apres tout ſuiura mes vains efforts.	La pitié peut changer les mépris les plus forts, Mon trépas après tout suivra mes vains efforts.
NERINE.	NERINE.
Meuis doc ians plus attedle & tepargne la peine, Qu’on te verroit fouffrir en ta recherche vaine, Auſſi bien de ſormais tes vœux ſont ſuperflus.	Mevis doc Dans plus attedle et tepargne la peine, Qu'on te verrait souffrir en ta recherche vaine, Aussi bien de sormais tes vœux sont superflus.
ARIOMANT.	ARIOMANT.
Hé bi en il faut mourir puis qu’õ ne m’aime plus.	Hé bien en il faut mourir puis qu'on ne m'aime plus.
berdi queitu poruu rerpoir dont on ſe flatte, Le iour eſt odieux, mais voyons cette ingratte,	berdi queitu poru rerpoir dont on se flatte, Le jour est odieux, mais voyons cette ingrate,
NERINE.	NERINE.
Arreſte Ariomant tu ne la ſcaurois voir.	Arrête Ariomant tu ne la saurais voir.
Hé de grace.	Hé de grâce.
ARIOMANT.	ARIOMANT.
NERINE, Ce bien n’eſt pas en mon pouuoir,	NERINE, Ce bien n'est pas en mon pouvoir,
ARIOMANT.	ARIOMANT.
Pourquoy!	Pourquoi!
Nerine?	Nerine?
ô Dieux.	ô Dieux.
NERINE.	NERINE.
Son experſſe deffence, Doit obliger tes yeux à ſouffrir ſon abſence, Ie ſers ta paſſion, ie parle de tes feux, Et ie la ſollicite à receuoir tes vœux, Mais ie ne puis fleſchir ce ſuperbe courage, I’aduancerois autant en priant ſon image.	Son expersse défense, Doit obliger tes yeux à souffrir son absence, Je sers ta passion, venir parle de tes feux, Et mieux la sollicite à recevoir tes vœux, Mais ainsi ne puis fléchir ce superbe courage, J'avancerais autant en priant son image.
Nerine a-t’elle dit aſſeure ariomant, Qu’à mon occaſion il ſouffre vainement, Mon deſſein n’a point fait ſon ardeur importune.	Nerine a-t-elle dit assure ariomant, Qu'à mon occasion il souffre vainement, Mon dessein n'a point fait son ardeur importune.
Et ie ne reſponds point des coups de la fortune, Taſche de m’exempter de l’importunité, D'vn amant ſ parfait, mais ſi peu ſoubaitté.	Et petit ne réponds point des coups de la fortune, Tâche de m'exempter de l'importunité, D'un amant s ait, mais si peu soubaité.
De plus pour à preſent ie croy qu’elle repoſe, Apres vn dépla iſir dont Tyrinthe eſt la cauſe.	De plus pour présent a croy qu'elle repose, Après un dépla ir dont Tyrinthe est la cause.
Tyrinthe.	Tyrinthe.
ARIOMANT.	ARIOMANT.
Le e la a la do Ouy Tyrinthe, encor au matin, Ce deſplailir l’a miſe à deux doigts de ſa ſin.	Le est la a la do Oui Tyrinthe, encor au matin, Ce déplailir l'a mise à deux doigts de sa sin.
ARIOMANT.	ARIOMANT.
Ah!	Ah!
ſans doute la mort a ſa grace eſpargnée,	sans doute la mort a sa grâce épargnée,
22 le A leſs elle en eſt redeuable au bien d’vne ſeignée, Qui pretant à ſon mal vn vtile ſecouts, Contre ſa violence à conſerué ſes iours.	22 le A lés elle en est redevable au bien d'une seignée, Qui prêtant à son mal un vtyle secouts, Contre sa violence à conservé ses jours.
ARIOMANI.	ARIOMANI.
Et Tyrinthe dy-tu cauſe de ce deſaſtre, A penſé nous rauir l'eſclat de ce bel aſtre?	Et Tyrinthe dis-tu cause de ce désastre, A pensé nous ravir l'éclat de ce bel astre?
Comment?	Comment?
conte moy tout.	conte moi tout.
AE la lnase Hé quoy ne ſcais-tu pas.	À la lase Hé quoi ne sais-tu pas.
Que ſon pere à Tyrinthe à promis ſes appas, Qu’elle eſt depuis hier à ſes vœux deſtinée, Et qu’on en doit demain celebrer l’hymenée.	Que son père à Tyrinthe à promis ses appas, Qu'elle est depuis hier à ses vœux destinée, Et qu'on en doit demain célébrer l'hyménée.
ARIOMANT.	ARIOMANT.
Pers mal-heureux Amant, ſi Tyrinthe eſt cõtent, Le iour apres l’eſpoir.	Pers malheureux Amant, si Tyrinthe est cõtent, Le jour après l'espoir.
NERINE.	NERINE.
Ne te haſte pas tant, rnuente ſi tu peux des moyens ſalutaires, Mais ta mort ne ſcauroit aduancer tes affaires.	Ne te hâte pas tant, ruente si tu peux des moyens salutaires, Mais ta mort ne saurait avancer tes affaires.
ARIOMANT.	ARIOMANT.
re viuray pour ſeruir cet objet précieux, Et puis qu’à ce grand cœur Tyrinthe eſt odieux, Contre cet inſoient ie prendray ſa deffence, Miis ayons s’il ſe peut le bien de ſa preſence, Et quand nous autons ſceu quel ſera ſon deſſeins Nous emploirons pour elle, & l’eſprit & la maiu.	ré vivrai pour servir cet objet précieux, Et puis qu'à ce grand cœur Tyrinthe est odieux, Contre cet insoient apprendre prendrai sa défense, Miis ayons s'il se peut le bien de sa présence, Et quand nous autons su quel sera son desseins Nous emploirons pour elle, et l'esprit et la maiu.
SCENE III.	SCÈNE III.
NERINE, ſeule.	NERINE, seule.
& Combien iuſtement contre toy ie déclame, Peſte qui de l’amour empoiſõne la flame, Sorciere dont le nom me donne de l’horreur, Conſtance qui n’es rien qu’vne conſtante erreur, Et rien qu’vn faux ardant qui ne luit que pour nuire, Aux eſprits eſgarez qui s’y laſſent conduire, Amour de ſa nature eſt vn enfant benin, S’il a de la colere, il n’a point de venin, De peine & de plaiſir ſa ſeruitude eſt pleine, Mais touſiours le plaiſir y ſurmonte la peine, Et de quelques rigueurs dont ſe pleigne vn Amãt, Vn ſeul baiſer luy fait oublier ſon tourment, Mais cette opiniaſtre & conſtante folie, Qui chez tous les Amans deuroit eſtre abolie, Cette fauſſe vertu de conſtance & de foy, Fait paſſer pour Tyran cet equitable Roy, C’eſt par elle qu’vn cœur laſchement perſeuere, A ſouffrir les deſdains d’vne beauté ſeuere, Qui de ſon deſeſpoir fait ſon eſbattemeut, Et fuſques à la fin le traitte ingrattement, Teſmoin ce malheureux que la douleur immole, Aux autels inhumains de cette vaine Idolo, Et qui pour tout loyer de ſa fidelité, N’aura que le regret de ſe voir rebuté.	et Combien justement contre toi ainsi déclame, Peste qui de l'amour empoisõne la flamme, Sorcière dont le nom me donne de l'horreur, Constance qui n'es rien qu'une constante erreur, Et rien qu'à faux ardant qui ne luit que pour nuire, Aux esprits égarez qui s'y lassent conduire, Amour de sa nature est un enfant bénin, S'il a de la colère, il n'a point de venin, De peine et de plaisir sa servitude est pleine, Mais toujours le plaisir y surmonte la peine, Et de quelques rigueurs dont se plein Amãt, seul baiser , et oublier son tourment, Mais cette opiniâtre et constante folie, Qui chez tous les Aman deuroit être abolie, Cette que vertu de constance et de foi, Fait passer pour Tyran le équitable Nô, est par elle cœur Ma perseuere, A souffrir les dédains beauté re, Qui de son désespoir fait son esbattemeut, Et fusques la fin le re ingrattement, Tesmoin ce malheureux que la douleur il, Aux autels inhumains de cette vaine Idolo, Et qui pour tout loyer de sa fidelité, aura que le ré de se voir rebuté.
5 Edoublez vos accez amoureuſes atteintes, M Ie voy le digne objet de mes ſecrettes plaintes, Que d’vn profond reſpect mes eſprits ſont touchez, Aduance Ariomant tes vainqueurs ſont cachez, Vn aimable repos tient ſes paupieres cloſes, Tu ne verras icy que des Lys, & des Roſes, Elle n’offre à tes yeux que ſes moindres appas,	5 Édoublez vos accès amoureuses atteintes, M Ie lez le digne objet de mes secrètes plaintes, Que d'un profond respect mes esprits sont touchés, Aduance Ariomant tes vainqueurs sont cachés, Un aimable repos tient ses paupières closes, Tu ne verras ici que des Lys, et des Roses, Elle n'offre à tes yeux que ses moindres appas,
Et ces aſtres conuers ne t’eſblouyront pas.	Et ces astres convers ne t'éblouiront pas.
Pſiché le cœur ſaiſi d’vnc crainte pareille, S’approche quelquesfois de l’amour qui ſommeille, Et Venus obſeruant ces reſpects infinis, En fauenr du ſommeil va baiſer Adonis, Maisſix friuoles peurs loin ménageõsſa preſéce, Que ie dois au ſommeil plus qu’à ſa complai, ſance .	Psiché le cœur saisi d'vnc crainte pareille, S'approche quelquefois de l'amour qui sommeil, Et Venus observant ces respects infinis, En favenr du sommeil va baiser Adonis, Maissix frivoles peurs loin ménageõssa preséce, Que ils dois au sommeil plus qu'à sa complai, sance .
Voyons auec plaiſir ce viſage charmant, Si doux & ſi fatal à mon contentement, Admirons en repos ces attraits qui m’en priuẽt, Er baiſons hardiment ces mains qui me captiuẽt Mais Dieux elle eſt de glace, & ſon corps ſans chaleur, Me découure par tout vne morne palleur, Seroit-elle bi en morte?	Voyons avec plaisir ce visage charmant, Si doux et si fatal à mon contentement, Admirons en repos ces attraits qui m'en privent, Er baisons hardiment ces mains qui me captivent Mais Dieux elle est de glace, et son corps sans chaleur, Me découvre par tout une morne palleur, Serait-elle by en morte?
ah!	ah!
ie tremble de crainte, Helas de ſes beaux iours la lumiere eſt eſteiute, Et dés ſon orient cet aſtre de beauté, A nos yeux criminels a rauy ſa clarté, Autresfois le treſpas eſtoit eſpouuantable, Mais à qui maintenant n’eſt-il pas ſouhaittable, Si l’amour eſt tout mort, & la mort toute amour, Depuis que ſa belle ame à changé de ſejour, Ouy, ouy l’amour eſt mort, i’en vois les triſtes marques, Ce ſang eſt le teſmoin de la fureur des parques, Ses funeſtes bouïllons ont eſteint ſon flambeau, Et de plus, Dieux cruels en voicy le bandeau, Souree de mes regrets, Dorante ma chere ame.	Les tremble de crainte, Hélas de ses beaux jours la lumière est esteiute, Et dès son orient cet astre de beauté, A nos yeux criminels a ravi sa clarté, Auresfois le trépas était épouvantable, Mais à qui maintenant n'est-il pas souhaitable, Si l'amour est tout mort, et la mort toute amour, Depuis que sa belle âme à changé de séjour, Oui, oui l'amour est mort, j'en vois les tristes marques, Ce sang est le témoin de la fureur des parques, Ses funestes boullons ont éteint son flambeau, Et de plus, Dieux cruels en voici le bandeau, Souree de mes regrets, Dorante ma chère âme.
SCENE V.	SCÈNE V.
NERINE HRIOMANI.	NERINE HRIOMANI.
NERINE, l'arreſtant.	NERINE, l'arrêtant.
Ve faites vous Monſieur?	Ve faites -vous Monsieur?
ah!	ah!
certes ie Evous blâme, vods eltes Mnportun a vottre dncelIon, nt vous deuriez auoir plus de diſcretion, Laiſſez la repoſer.	certes esprit Evous blâme, vods éltes Mnportun a vottre dncelIon, nt vous devriez avoir plus de discrétion, Laissez la reposer.
ARIOMANT.	ARIOMANT.
Helas elle repoſe, Mais enuain à mes cris ta preſence s’oppoſe, Ma voix auroit produit vn bon-heur ſans pareil, Si ſes plaintes pouuoient la tirer du ſommeil.	Hélas elle repose, Mais envain à mes cris ta présence s'oppose, Ma voix aurait produit un bonheur sans pareil, Si ses plaintes pouvaient la tirer du sommeil.
NERINE.	NERINE.
Quoy Dorante eſt ſans vie?	Quoi Dorante est sans vie?
ô funeſte aduenture Qui doit ſeruir d'exemple à toute la nature, Et qui doit enſeigner aux peres rigoureux, Que leur pouuoir eſt vain contre vn cœur, amoureux.	ô funeste aventure Qui doit servir d'exemple à toute la nature, Et qui doit enseigner aux pères rigoureux, Que leur pouvoir est vain contre un cœur, amoureux.
Voila, voila les fruicts de l’amour de Tyrinthe, Mais Dieux!	Voilà, voilà les fruits de l'amour de Tyrinthe, Mais Dieux!
comment ſortir hors de ce labyrinthe, il en faut ſur le champ aduertir ſes parens, Les voicy ſes bourreaux.	comment sortir hors de ce labyrinthe, il en faut sur le champ avertir ses parents, Les voici ses bourreaux.
SCENE VI.	SCÈNE VI.
ARIOMANT,NERINE, ARBANE, TYRINT.	ARIOMANT,NERINE, ARBANE, TYRINT.
APprochez-vous Tyrans, vamten vonle pouuon, ou plutoſt vos outrages, Pere deſnaturé voila de vos ouurages, Voyez ce ſang cruel, vous l’auez reſpandu.	APprochez-vous Tyrans, vamten vonle pouvon, ou plutôt vos outrages, Père dénaturé voilà de vos ouvrages, Voyez ce sang cruel, vous l'avez répandu.
AXBANE.	AXBANE.
Que vois-je malheureux?	Que vois-je malheureux?
ô Dieux ie ſuis perduDorante ne vit plus, ah!	ô Dieux ie suis perduDorante ne vit plus, ah!
la douleur m’emporte,	la douleur m'emporte,
YRINTHE.	YRINTHÉ.
Quoy donc en cet objet mon eſperãce eſt morte, Et la mort ſans reſpect d’vn chef-d’œuure ſi be au, La dérobe à mon lit pour la mettre au tombeauAh!	Quoi donc en cet objet mon espérance est morte, Et la mort sans respect d'être chef-d'œuvre si be au, La dérobe à mon lit pour la mettre au tombeauAh!
certes ſa rigueur à beaucoup d’iniuſtice, Mais à ce que ie voids Dorante eſt ſa complice, Et ie ſuis l’ennemy de ſes propres deſirs, Si ie donne à ſa mort des pleurs & de ſouſpirs.	certes sa rigueur à beaucoup d'injustice, Mais à ce que je voits Dorante est sa complice, Et ton suis l'ennemi de ses propres désirs, Si grands donne à sa mort des pleurs et de soupirs.
NERINE.	NERINE.
Le beau reſſentiment.	Le beau ressentiment.
ARIOMANT.	ARIOMANT.
Hé bien laſche courage, Au deffaut de l’amour fay paroiſtre ta rage, Ne répans point de pleurs, mais vomy ton poiſon, Et par ta cruauté laue ta trahiſon, Repare laſche autheur du dueil qui me tourmẽte, Par le ſang de l’Amant le treſpas de l’Amante, Que i’aye en ſon malheur vne commune part, Ie la rejoindray bien, quoy que ie parte tard, Et malgré tes efforts nos ames diuilées.	Hé bien lâche courage, Au défaut de l'amour fais paraître ta rage, Ne répans point de pleurs, mais vomi ton poison, Et par ta cruauté la ta trahison, Répare lâche auteur du eil qui me tourment, Par le sang de l'Amant le trépas de l'Amante, Que j'aie en son malheur une commune part, Je la rejoindrai bien, quoique ie parte tard, Et malgré tes efforts nos âmes diuilées.
S’eſpouſeront là bas dans le champs Eliſées.	S'épouseront là bas dans le champs Elisées.
TYRINTHE.	TYRINTHÉ.
Auec ces beaux tranſpors que t’inſpire l’amour, Tu penſes me porter à la perte du iour, Et ſi ie connoy bien ton debile courage, Tu ne vas témoigner que deſeſpoir que rage, Tu vas contre tes maux employer le treſpas, Fay ce qu’il te plaira, mais ie ne mourray pas, Ne croy pas qu’au beſoin ma conſtance me laiſſe, I’ay part en ton malheur, & non en ta foibleſſe, Pout attenter ſur moy mon eſprit eſt trop ſain, Et ma main pour ce coup à trop peu de deſſein, La vie eſt à chaſcun vne belle maiſtreſſe, Tous l’ayment ardemment quelqu’autre qui les bleſſe.	Avec ces beaux transpors que t'inspire l'amour, Tu penses me porter à la perte du jour, Et si bon connais bien ton débile courage, Tu ne vas témoigner que désespoir que rage, Tu vas contre tes maux employer le trépas, Fais ce qu'il te plaira, mais ainsi ne mourrai pas, Ne crois pas qu'au besoin ma constance me laisse, J'ai part en ton malheur, et non en ta faiblesse, Pout attenter sur moi mon esprit est trop sain, Et ma main pour ce coup à trop peu de dessein, La vie est à chascun une belle maîtresse, Tous aiment ardemment quelqu’autre qui les se.
La mort eſten ce temps vn rare effet d’amour, Et pour quoy qu’on en ait, on en a pour le iour, Pour toy ſi deſormais tu te laſſes de viure, Ce bel objet t’attend, haſte-toy de le ſuiure, Ie ne l’empeſche point.	La mort éten ce temps un rare effet d'amour, Et pour quoi qu'on en ait, on en a pour le jour, Pour toi si désormais tu te lasses de vivre, Ce bel objet t'attend, hâte-toi de le suivre, Je ne l'empêche point.
fay tes derniers efforts, Pour moy ie n’ayme point ny les foux, ny le morts.	fais tes derniers efforts, Pour moi -même n'aime point ni les foux, ni le morts.
It ſori	It sori
SCENE VII.	SCÈNE VII.
18 ARBANE.	18 ARBANE.
Spoir de mes vieux iours, honneur de ma famille, Ma Dorante qui fus, mais qui n’eſt plus ma fille, Contre l’ordre du temps auras tu donc de moy.	Spoir de mes vieux jours, honneur de ma famille, Ma Dorante qui fus, mais qui n'est plus ma fille, Contre l'ordre du temps auras tu donc de moi.
Les pleurs & les adieux que i’attendois de toy.	Les pleurs et les adieux que j'attendais de toi.
ARIOMANT.	ARIOMANT.
Si la parque oubliant ſa rigneur couſtumiere, Vouloit pour mon treſpas luy rendre la lumiere, O combien promptement miracle des beautez, Tes iours de tout mon fãg ſe verroiẽt racheptez De quelle vanité ſe flatteroit mon ombre.	Si la parque oubliant sa rigneur coutumière, Voulait pour mon trépas lui reste la lumière, Ô combien promptement miracle des beautés, Tes jours de tout mon fãg se verraient racheptez De quelle vanité se flatterait mon ombre.
En ſe reſſouuenant dans ſa demeure ſombre, Qu’elle fur ſur la terre heureuſe iuſqu’au point, D’auoir eſté le prix de ce qui n’en a point, Mais rien n’a pû iamais fleſchir cette inhumaine, Ainſi que no- deſirs noſtre eſperance eſt vaine, Et ce que nous pouuons en ces extremitez, Eſt de rendre à ce corps les honneurs meritez, Allous luy preparer vne pompe funebre, Digne de ſes vertus magnifique celebre.	En se ressouvenant dans sa demeure sombre, Qu'elle fur sur la terre heureuse jusqu'au point, D'avoir été le prix de ce qui n'en a point, Mais rien n'a pu jamais fleure cette inhumaine, Ainsi que nô- désirs notre espérance est vaine, Et ce que nous pouvons en ces extrémité, Est de rendre à ce corps les honneurs mérités, Allous lui préparer une pompe funèbre, Digne de ses vertus magnifique célèbre.
Et puis ab ndonnant ce funeſte ſejour, I’iray denner à Mars ce que refuſe Amour,	Et puis ab ndonnant ce funeste séjour, J'irai denner à Mars ce que refuse Amour,
LILIANE.	LILIANE.
amour ſors enfin de mon ame, eſteins vne importune flame,	amour sors enfin de mon âme, éteins une importune flamme,
Porte ailleurs ton triſte poiſon.	Porte ailleurs ton triste poison.
Ie ne puis plus ſouffrir que ton orgueil me braue, Mon cœur à franchy ſa priſon?	Je ne puis plus souffrir que ton orgueil me brave, Mon cœur à franchi sa prison?
Et las de viure ton eſclaue, Il veut faire à ſon tour triompher la raiſon.	Et las de vivre ton esclave, Il veut faire à son tour triompher la raison.
Enuain pour renoüer ma chaiſne, Tu me parle de Clarigene, Mais tes efforts ſont ſuperflus, Cet orgueilleux objet à perdu ſon Empire.	Envain pour renoüer ma chaîne, Tu me parle de Clarigène, Mais tes efforts sont superflus, Cet orgueilleux objet à perdu son Empire.
Et par vn eſtrange reflus, Lors que cet inconſtant ſouſpire, C’eſt alors que mes jeux ne le regardent plus.	Et par un étrange reflus, Lors que cet inconstant soupire, C'est alors que mes jeux ne le regardent plus.
Hier ie mettois bas les armes, Et les faux appas de ſes charmes, Se rendoient maiſtres de mon cœur, Mais enfin ma raiton à deſſillé ma teüe, Et i’ay cogneu que ce vainqueur, Qui iuiqu à preient m'a deceue, An lieu de mon Amour merite ma rigueux.	Hier monde mettais bas les armes, Et les faux appas de ses charmes, Se rendaient maîtres de mon cœur, Mais enfin ma raiton à dessillé ma teüe, Et j'ai connu que ce vainqueur, Qui juiqu à pré m'a deceue, An lieu de mon Amour mérite ma rigueux.
Puis que i’ay preueu cet orage, Qui me menacoit du naufrage, onerenons vn azne aſſeuré, Mon cœur faiſons vn coup digne de Liliane, Et d’vn eſprit déliberé, Allons conſacrer à Diane, Le bien que Clarigene à long-temps eſperé.	Puis que j'ai prévu cet orage, Qui me menaçait du naufrage, onérenons un âne assuré, Mon cœur faisons un coup digne de Liliane, Et d'un esprit délibéré, Allons consacrer à Diane, Le bien que Clarigène à longtemps espéré.
Durez pour mon repos ſalutaires penſées, Vos conſeils eſteindront mes flames inſenſées, Et de quelque bon-heur qu’on vienne me flatter, Il ſera deſormais foible pour me tenter, Des-ia mes paſſions n’ont plus rien de prophane, Mõ cœur n’a plus de vœux ſi ce n’eſt pour Diane C’eſt elle qui me charme, & ie veux en ce iour, Que ſon voile ſuccede au bandeau de l’amour, Enuain à cet effort ce rorble Dieu reſiſte, Mais voicy Clarigene,	Durez pour mon repos salutaires pensées, Vos conseils éteindront mes flammes insensées, Et de quelque bonheur qu'on vienne me flatter, Il sera désormais faible pour me tenter, Déjà mes passions n'ont plus rien de prophane, Maître ce n'a plus de vœux si ce n'est pour Diane C'est elle qui me charme, et et veux en ce jour, Que son voile succède au bandeau de l'amour, Enuain à cet effort ce rorble Dieu résiste, Mais de Clarigene,
CLARIGENE.	CLARIGENE.
Et qui vous rend ſi triſte, D’où prouient tout ce dueil qui me paroiſt icy,	Et qui vous rend si triste, D'où prouient tout ce deuil qui me paraît ici,
NERINE.	NERINE.
Helas Dorante eſt morte.	Hélas Dorante est morte.
LILIANE.	LILIANE.
Et ie ſuis morte auſſi Mon ama eſt hors du monde, & cette Liliane, Qui vous parle à preſent eſt fille de Diane.	Et fort suis morte aussi Mon ama est hors du monde, et cette Liane, Qui vous parle à présent est fille de Diane.
Vous raillez.	Vous raillez.
CLARIGENE.	CLARIGENE.
LILIANE.	LILIANE.
CLARIGENE.	CLARIGENE.
Ah!	Ah!
Madame, Nullement	Madame, Nullement
LILIANE.	LILIANE.
En ce pointo Croyez certainement que ie ne raille point, Si Tyrinthe a cauſé cette mort ſi ſoudaine, Le deſſein que ie faits vient de vous Clarigene, Tyrinte perd Dorante, & dans le meſme iour, Vos malices feront ce qu’à fait ſon amour, Car ſi vos trahiſons ne font pas que ie demeure, ils m’obligent au moins à changer de demeure, Ie ſcay que ce diſcours vous touche viuement, Et que vous attendiez vn autre compliment, Mais à vos actions ne cherchez point d’excuſes, re cognois vos deſſeins, ie ſcay toutes vos tuſes, Et ie iurerois bien que iamais vos deſirs, N’ont eû pour leurs objets que de ſales plaiſirs, Dorante par ſa mort ne craint plus vos malices, Moy, ie ferme l’oreille à tous vos artifices, Et ie iure le Ciel en cette occaſton, Que rien ne peut changer ma reſolution.	En ce pointo Croyez certainement que je ne raille point, Si Tyrinthe a causé cette mort si soudaine, Le dessein que sans faits vient de vous Clarigène, Tyrinte perd Dorante, et dans le même jour, Vos malices feront ce qu'à fait son amour, Car si vos trahisons ne font font pas que demeure, ils m'obligent au moins à changer de demeure, Je sais que ce discours vous touche vivement, Et que vous attendiez un autre compliment, Mais à vos actions ne cherchez point d'excuses, je ne vos desseins, ie scay toutes vostuses, D' ie iurerois ne que iamais vos desseins, ont E pour leurs ne que de sales crois, Bien a sa sur ne rai plus vos malices, q, ue ferme j'oreille tous vos artifices, Et ie iure le Ciel en cette objet, Il se ne peut changer ma résolution'
CLARIGENE.	CLARIGENE.
Hé bien vous conuoiſſez que ie ſuis vn volage.	Hé bien vous convoissez que ici suis un volage.
